m,kW
Height,HRR
 2.250E+00, 6.128E+05
 6.750E+00, 6.235E+05
 1.125E+01, 6.599E+05
 1.575E+01, 6.555E+05
 2.025E+01, 6.207E+05
 2.475E+01, 6.044E+05
 2.925E+01, 5.397E+05
 3.375E+01, 4.971E+05
 3.825E+01, 4.718E+05
 4.275E+01, 4.555E+05
 4.725E+01, 4.447E+05
 5.175E+01, 4.381E+05
 5.625E+01, 4.347E+05
 6.075E+01, 4.321E+05
 6.525E+01, 4.297E+05
 6.975E+01, 4.275E+05
 7.425E+01, 4.251E+05
 7.875E+01, 4.210E+05
 8.325E+01, 4.158E+05
 8.775E+01, 4.113E+05
 9.225E+01, 4.063E+05
 9.675E+01, 3.984E+05
 1.012E+02, 3.887E+05
 1.058E+02, 3.780E+05
 1.102E+02, 3.665E+05
 1.148E+02, 3.516E+05
 1.193E+02, 3.345E+05
 1.238E+02, 3.140E+05
 1.282E+02, 2.911E+05
 1.328E+02, 2.673E+05
 1.372E+02, 2.409E+05
 1.418E+02, 2.127E+05
 1.462E+02, 1.845E+05
 1.508E+02, 1.574E+05
 1.552E+02, 1.322E+05
 1.598E+02, 1.097E+05
 1.642E+02, 8.987E+04
 1.688E+02, 7.278E+04
 1.732E+02, 5.833E+04
 1.778E+02, 4.666E+04
 1.822E+02, 3.713E+04
 1.868E+02, 2.945E+04
 1.912E+02, 2.327E+04
 1.958E+02, 1.833E+04
 2.002E+02, 1.439E+04
 2.048E+02, 1.127E+04
 2.092E+02, 8.849E+03
 2.138E+02, 6.959E+03
 2.182E+02, 5.469E+03
 2.228E+02, 4.310E+03
 2.273E+02, 3.392E+03
 2.318E+02, 2.669E+03
 2.363E+02, 2.098E+03
 2.408E+02, 1.651E+03
 2.453E+02, 1.297E+03
 2.498E+02, 1.019E+03
 2.543E+02, 8.010E+02
 2.588E+02, 6.293E+02
 2.632E+02, 4.946E+02
 2.678E+02, 3.894E+02
 2.722E+02, 3.056E+02
 2.768E+02, 2.405E+02
 2.812E+02, 1.886E+02
 2.858E+02, 1.481E+02
 2.902E+02, 1.163E+02
 2.948E+02, 9.169E+01
 2.992E+02, 7.225E+01
 3.038E+02, 5.707E+01
 3.082E+02, 4.496E+01
 3.128E+02, 3.562E+01
 3.172E+02, 2.810E+01
 3.218E+02, 2.234E+01
 3.262E+02, 1.776E+01
 3.308E+02, 1.410E+01
 3.352E+02, 1.138E+01
 3.398E+02, 6.696E+00
