s,m,m,m
Time,Lf_95,Lf_97,Lf_99
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.049E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.506E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.007E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.506E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.507E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.002E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.507E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.002E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.506E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.003E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.006E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.507E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.006E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.005E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.050E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.101E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.150E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.201E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.250E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.300E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.350E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.451E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.501E+02, 1.024E+02, 1.140E+02, 1.399E+02
 1.551E+02, 1.026E+02, 1.141E+02, 1.389E+02
 1.600E+02, 1.005E+02, 1.117E+02, 1.360E+02
 1.651E+02, 1.010E+02, 1.122E+02, 1.365E+02
 1.700E+02, 1.024E+02, 1.136E+02, 1.379E+02
 1.750E+02, 1.013E+02, 1.125E+02, 1.367E+02
 1.800E+02, 1.016E+02, 1.129E+02, 1.372E+02
 1.850E+02, 1.007E+02, 1.119E+02, 1.362E+02
 1.900E+02, 1.013E+02, 1.125E+02, 1.369E+02
 1.950E+02, 1.008E+02, 1.121E+02, 1.366E+02
 2.000E+02, 1.007E+02, 1.121E+02, 1.367E+02
 2.051E+02, 1.005E+02, 1.119E+02, 1.365E+02
 2.100E+02, 9.985E+01, 1.112E+02, 1.359E+02
 2.151E+02, 9.899E+01, 1.103E+02, 1.349E+02
 2.200E+02, 9.890E+01, 1.102E+02, 1.346E+02
 2.250E+02, 9.922E+01, 1.105E+02, 1.349E+02
 2.301E+02, 9.944E+01, 1.107E+02, 1.351E+02
 2.350E+02, 9.971E+01, 1.110E+02, 1.353E+02
 2.400E+02, 9.937E+01, 1.107E+02, 1.352E+02
 2.450E+02, 9.924E+01, 1.105E+02, 1.349E+02
 2.501E+02, 9.920E+01, 1.104E+02, 1.348E+02
 2.550E+02, 9.963E+01, 1.109E+02, 1.352E+02
 2.600E+02, 9.968E+01, 1.109E+02, 1.353E+02
 2.650E+02, 1.002E+02, 1.114E+02, 1.359E+02
 2.700E+02, 1.002E+02, 1.115E+02, 1.358E+02
 2.750E+02, 1.003E+02, 1.116E+02, 1.360E+02
 2.801E+02, 1.003E+02, 1.116E+02, 1.360E+02
 2.850E+02, 1.002E+02, 1.114E+02, 1.359E+02
 2.900E+02, 1.003E+02, 1.116E+02, 1.360E+02
 2.930E+02, 1.004E+02, 1.117E+02, 1.361E+02
