s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-1.589E-15,-4.219E-18, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.593E-15, 0.000E+00, 0.000E+00, 0.000E+00
 5.008E+00, 1.278E+03, 0.000E+00,-4.325E+02,-4.376E+02,-1.380E+00,-7.132E-02, 0.000E+00, 0.000E+00, 3.784E+02, 4.066E+02, 0.000E+00, 2.865E-02, 0.000E+00
 1.001E+01, 1.522E+03, 0.000E+00,-3.856E+02,-1.059E+03,-2.835E+00,-8.461E-02, 0.000E+00, 0.000E+00, 7.457E+01, 7.444E+01, 0.000E+00, 3.300E-02, 0.000E+00
 1.501E+01, 1.510E+03, 0.000E+00,-3.906E+02,-1.068E+03,-4.011E+00,-8.545E-02, 0.000E+00, 0.000E+00, 4.661E+01, 4.714E+01, 0.000E+00, 3.300E-02, 0.000E+00
 2.001E+01, 1.514E+03, 0.000E+00,-3.913E+02,-1.137E+03,-5.585E+00,-8.564E-02, 0.000E+00, 0.000E+00,-1.931E+01,-1.937E+01, 0.000E+00, 3.300E-02, 0.000E+00
 2.501E+01, 1.511E+03, 0.000E+00,-3.913E+02,-1.130E+03,-6.978E+00,-8.576E-02, 0.000E+00, 0.000E+00,-1.615E+01,-1.789E+01, 0.000E+00, 3.300E-02, 0.000E+00
 3.001E+01, 1.513E+03, 0.000E+00,-3.937E+02,-1.118E+03,-6.103E+00,-8.548E-02, 0.000E+00, 0.000E+00,-5.041E+00,-4.612E+00, 0.000E+00, 3.300E-02, 0.000E+00
 3.502E+01, 1.508E+03, 0.000E+00,-3.893E+02,-1.105E+03,-7.868E+00,-8.584E-02, 0.000E+00, 0.000E+00, 6.750E+00, 5.029E+00, 0.000E+00, 3.300E-02, 0.000E+00
 4.000E+01, 1.517E+03, 0.000E+00,-3.944E+02,-1.096E+03,-7.443E+00,-8.582E-02, 0.000E+00, 0.000E+00, 1.846E+01, 1.824E+01, 0.000E+00, 3.300E-02, 0.000E+00
 4.500E+01, 1.512E+03, 0.000E+00,-3.912E+02,-1.119E+03,-8.077E+00,-8.557E-02, 0.000E+00, 0.000E+00,-4.922E+00,-5.444E+00, 0.000E+00, 3.300E-02, 0.000E+00
 5.001E+01, 1.515E+03, 0.000E+00,-3.933E+02,-1.144E+03,-8.090E+00,-8.553E-02, 0.000E+00, 0.000E+00,-2.872E+01,-3.054E+01, 0.000E+00, 3.300E-02, 0.000E+00
 5.400E+01, 1.506E+03, 0.000E+00,-3.922E+02,-1.105E+03,-6.659E+00,-8.514E-02, 0.000E+00, 0.000E+00, 3.782E+00, 2.024E+00, 0.000E+00, 3.300E-02, 0.000E+00
