m,kW
Height,HRR
 1.391E-01, 5.763E+02
 4.234E-01, 7.762E+02
 7.076E-01, 8.386E+02
 9.919E-01, 7.802E+02
 1.276E+00, 7.337E+02
 1.560E+00, 7.093E+02
 1.845E+00, 6.786E+02
 2.129E+00, 6.463E+02
 2.413E+00, 6.245E+02
 2.697E+00, 6.082E+02
 2.982E+00, 5.942E+02
 3.266E+00, 5.786E+02
 3.550E+00, 5.624E+02
 3.834E+00, 5.471E+02
 4.119E+00, 5.299E+02
 4.403E+00, 5.113E+02
 4.687E+00, 4.911E+02
 4.971E+00, 4.682E+02
 5.256E+00, 4.414E+02
 5.540E+00, 4.135E+02
 5.824E+00, 3.849E+02
 6.108E+00, 3.557E+02
 6.393E+00, 3.238E+02
 6.677E+00, 2.899E+02
 6.961E+00, 2.561E+02
 7.245E+00, 2.236E+02
 7.530E+00, 1.931E+02
 7.814E+00, 1.648E+02
 8.098E+00, 1.395E+02
 8.382E+00, 1.173E+02
 8.667E+00, 9.691E+01
 8.951E+00, 7.937E+01
 9.235E+00, 6.465E+01
 9.519E+00, 5.234E+01
 9.804E+00, 4.190E+01
 1.009E+01, 3.337E+01
 1.037E+01, 2.658E+01
 1.066E+01, 2.109E+01
 1.094E+01, 1.659E+01
 1.122E+01, 1.302E+01
 1.151E+01, 1.025E+01
 1.179E+01, 8.048E+00
 1.208E+01, 6.319E+00
 1.236E+01, 4.954E+00
 1.265E+01, 3.901E+00
 1.293E+01, 3.068E+00
 1.321E+01, 2.408E+00
 1.350E+01, 1.883E+00
 1.378E+01, 1.472E+00
 1.407E+01, 1.154E+00
 1.435E+01, 9.073E-01
 1.464E+01, 7.139E-01
 1.492E+01, 5.616E-01
 1.520E+01, 4.427E-01
 1.549E+01, 3.499E-01
 1.577E+01, 2.772E-01
 1.606E+01, 2.196E-01
 1.634E+01, 1.737E-01
 1.663E+01, 1.378E-01
 1.691E+01, 1.090E-01
 1.719E+01, 8.632E-02
 1.748E+01, 6.913E-02
 1.776E+01, 5.513E-02
 1.805E+01, 4.389E-02
 1.833E+01, 3.489E-02
 1.862E+01, 2.783E-02
 1.890E+01, 2.217E-02
 1.918E+01, 1.768E-02
 1.947E+01, 1.409E-02
 1.975E+01, 1.135E-02
 2.004E+01, 9.098E-03
 2.032E+01, 7.322E-03
 2.061E+01, 5.918E-03
 2.089E+01, 4.798E-03
 2.117E+01, 3.911E-03
 2.146E+01, 2.345E-03
