m,kW
Height,HRR
 1.207E+00, 9.833E+04
 3.575E+00, 1.164E+05
 5.943E+00, 1.195E+05
 8.311E+00, 1.175E+05
 1.068E+01, 1.144E+05
 1.305E+01, 1.045E+05
 1.542E+01, 9.174E+04
 1.778E+01, 8.309E+04
 2.015E+01, 7.641E+04
 2.252E+01, 7.119E+04
 2.489E+01, 6.736E+04
 2.726E+01, 6.480E+04
 2.962E+01, 6.308E+04
 3.199E+01, 6.198E+04
 3.436E+01, 6.127E+04
 3.673E+01, 6.073E+04
 3.910E+01, 6.010E+04
 4.146E+01, 5.955E+04
 4.383E+01, 5.891E+04
 4.620E+01, 5.817E+04
 4.857E+01, 5.728E+04
 5.094E+01, 5.608E+04
 5.331E+01, 5.450E+04
 5.567E+01, 5.249E+04
 5.804E+01, 5.002E+04
 6.041E+01, 4.727E+04
 6.278E+01, 4.413E+04
 6.515E+01, 4.068E+04
 6.751E+01, 3.691E+04
 6.988E+01, 3.303E+04
 7.225E+01, 2.917E+04
 7.462E+01, 2.534E+04
 7.699E+01, 2.161E+04
 7.935E+01, 1.819E+04
 8.172E+01, 1.511E+04
 8.409E+01, 1.241E+04
 8.646E+01, 1.008E+04
 8.883E+01, 8.141E+03
 9.120E+01, 6.536E+03
 9.356E+01, 5.239E+03
 9.593E+01, 4.173E+03
 9.830E+01, 3.322E+03
 1.007E+02, 2.639E+03
 1.030E+02, 2.102E+03
 1.054E+02, 1.671E+03
 1.078E+02, 1.331E+03
 1.101E+02, 1.057E+03
 1.125E+02, 8.391E+02
 1.149E+02, 6.659E+02
 1.172E+02, 5.300E+02
 1.196E+02, 4.212E+02
 1.220E+02, 3.352E+02
 1.243E+02, 2.657E+02
 1.267E+02, 2.113E+02
 1.291E+02, 1.678E+02
 1.315E+02, 1.335E+02
 1.338E+02, 1.059E+02
 1.362E+02, 8.411E+01
 1.386E+02, 6.667E+01
 1.409E+02, 5.301E+01
 1.433E+02, 4.205E+01
 1.457E+02, 3.340E+01
 1.480E+02, 2.656E+01
 1.504E+02, 2.117E+01
 1.528E+02, 1.689E+01
 1.551E+02, 1.350E+01
 1.575E+02, 1.073E+01
 1.599E+02, 8.589E+00
 1.622E+02, 6.836E+00
 1.646E+02, 5.480E+00
 1.670E+02, 4.365E+00
 1.693E+02, 3.506E+00
 1.717E+02, 2.800E+00
 1.741E+02, 2.230E+00
 1.764E+02, 1.795E+00
 1.788E+02, 1.063E+00
