m,kW
Height,HRR
 1.808E-01, 3.143E+03
 5.374E-01, 2.630E+03
 8.939E-01, 2.669E+03
 1.250E+00, 2.635E+03
 1.607E+00, 2.551E+03
 1.964E+00, 2.484E+03
 2.320E+00, 2.425E+03
 2.677E+00, 2.376E+03
 3.033E+00, 2.342E+03
 3.390E+00, 2.323E+03
 3.746E+00, 2.316E+03
 4.103E+00, 2.316E+03
 4.460E+00, 2.318E+03
 4.816E+00, 2.314E+03
 5.173E+00, 2.291E+03
 5.529E+00, 2.259E+03
 5.886E+00, 2.223E+03
 6.242E+00, 2.192E+03
 6.599E+00, 2.175E+03
 6.956E+00, 2.170E+03
 7.312E+00, 2.174E+03
 7.669E+00, 2.182E+03
 8.025E+00, 2.193E+03
 8.382E+00, 2.208E+03
 8.738E+00, 2.224E+03
 9.095E+00, 2.240E+03
 9.451E+00, 2.263E+03
 9.808E+00, 2.288E+03
 1.016E+01, 2.319E+03
 1.052E+01, 2.352E+03
 1.088E+01, 2.379E+03
 1.123E+01, 2.405E+03
 1.159E+01, 2.421E+03
 1.195E+01, 2.434E+03
 1.230E+01, 2.451E+03
 1.266E+01, 2.461E+03
 1.302E+01, 2.464E+03
 1.337E+01, 2.468E+03
 1.373E+01, 2.465E+03
 1.409E+01, 2.455E+03
 1.444E+01, 2.440E+03
 1.480E+01, 2.428E+03
 1.516E+01, 2.413E+03
 1.551E+01, 2.389E+03
 1.587E+01, 2.357E+03
 1.623E+01, 2.322E+03
 1.658E+01, 2.279E+03
 1.694E+01, 2.231E+03
 1.730E+01, 2.177E+03
 1.765E+01, 2.121E+03
 1.801E+01, 2.059E+03
 1.837E+01, 1.992E+03
 1.872E+01, 1.924E+03
 1.908E+01, 1.851E+03
 1.944E+01, 1.774E+03
 1.979E+01, 1.694E+03
 2.015E+01, 1.610E+03
 2.050E+01, 1.524E+03
 2.086E+01, 1.439E+03
 2.122E+01, 1.356E+03
 2.157E+01, 1.273E+03
 2.193E+01, 1.190E+03
 2.229E+01, 1.109E+03
 2.264E+01, 1.032E+03
 2.300E+01, 9.575E+02
 2.336E+01, 8.866E+02
 2.371E+01, 8.193E+02
 2.407E+01, 7.548E+02
 2.443E+01, 6.915E+02
 2.478E+01, 6.322E+02
 2.514E+01, 5.766E+02
 2.550E+01, 5.226E+02
 2.585E+01, 4.725E+02
 2.621E+01, 4.272E+02
 2.657E+01, 3.857E+02
 2.692E+01, 3.479E+02
 2.728E+01, 3.124E+02
 2.764E+01, 2.799E+02
 2.799E+01, 2.493E+02
 2.835E+01, 2.202E+02
 2.871E+01, 1.940E+02
 2.906E+01, 1.700E+02
 2.942E+01, 1.483E+02
 2.978E+01, 1.287E+02
 3.013E+01, 1.114E+02
 3.049E+01, 9.561E+01
 3.085E+01, 8.194E+01
 3.120E+01, 7.004E+01
 3.156E+01, 5.964E+01
 3.192E+01, 5.048E+01
 3.227E+01, 4.261E+01
 3.263E+01, 3.602E+01
 3.298E+01, 3.046E+01
 3.334E+01, 2.576E+01
 3.370E+01, 2.170E+01
 3.405E+01, 1.826E+01
 3.441E+01, 1.532E+01
 3.477E+01, 1.283E+01
 3.512E+01, 1.073E+01
 3.548E+01, 9.010E+00
 3.584E+01, 7.545E+00
 3.619E+01, 6.351E+00
 3.655E+01, 5.340E+00
 3.691E+01, 4.492E+00
 3.726E+01, 3.775E+00
 3.762E+01, 3.176E+00
 3.798E+01, 2.677E+00
 3.833E+01, 2.253E+00
 3.869E+01, 1.885E+00
 3.905E+01, 1.575E+00
 3.940E+01, 1.322E+00
 3.976E+01, 1.116E+00
 4.012E+01, 9.403E-01
 4.047E+01, 7.920E-01
 4.083E+01, 6.679E-01
 4.119E+01, 5.630E-01
 4.154E+01, 4.748E-01
 4.190E+01, 4.007E-01
 4.226E+01, 3.389E-01
 4.261E+01, 2.865E-01
 4.297E+01, 2.421E-01
 4.333E+01, 2.050E-01
 4.368E+01, 1.736E-01
 4.404E+01, 1.475E-01
 4.439E+01, 1.251E-01
 4.475E+01, 1.063E-01
 4.511E+01, 9.036E-02
 4.546E+01, 7.648E-02
 4.582E+01, 6.477E-02
 4.618E+01, 5.498E-02
 4.653E+01, 4.686E-02
 4.689E+01, 3.994E-02
 4.725E+01, 3.403E-02
 4.760E+01, 2.900E-02
 4.796E+01, 2.463E-02
 4.832E+01, 2.100E-02
 4.867E+01, 1.789E-02
 4.903E+01, 1.523E-02
 4.939E+01, 1.300E-02
 4.974E+01, 1.108E-02
 5.010E+01, 9.439E-03
 5.046E+01, 8.042E-03
 5.081E+01, 6.826E-03
 5.117E+01, 5.786E-03
 5.153E+01, 4.903E-03
 5.188E+01, 4.157E-03
 5.224E+01, 3.527E-03
 5.260E+01, 3.004E-03
 5.295E+01, 2.561E-03
 5.331E+01, 2.181E-03
 5.367E+01, 1.873E-03
 5.402E+01, 1.128E-03
