m,kW
Height,HRR
 6.145E-01, 1.941E+04
 1.799E+00, 2.333E+04
 2.983E+00, 2.522E+04
 4.167E+00, 2.728E+04
 5.351E+00, 2.815E+04
 6.535E+00, 2.822E+04
 7.719E+00, 2.837E+04
 8.903E+00, 2.858E+04
 1.009E+01, 2.859E+04
 1.127E+01, 2.861E+04
 1.246E+01, 2.872E+04
 1.364E+01, 2.900E+04
 1.482E+01, 2.934E+04
 1.601E+01, 2.958E+04
 1.719E+01, 2.977E+04
 1.838E+01, 3.005E+04
 1.956E+01, 3.084E+04
 2.074E+01, 3.148E+04
 2.193E+01, 3.127E+04
 2.311E+01, 3.078E+04
 2.430E+01, 3.044E+04
 2.548E+01, 3.030E+04
 2.666E+01, 3.032E+04
 2.785E+01, 3.050E+04
 2.903E+01, 3.077E+04
 3.022E+01, 3.111E+04
 3.140E+01, 3.144E+04
 3.258E+01, 3.182E+04
 3.377E+01, 3.229E+04
 3.495E+01, 3.290E+04
 3.614E+01, 3.355E+04
 3.732E+01, 3.425E+04
 3.850E+01, 3.501E+04
 3.969E+01, 3.578E+04
 4.087E+01, 3.654E+04
 4.206E+01, 3.727E+04
 4.324E+01, 3.809E+04
 4.443E+01, 3.900E+04
 4.561E+01, 3.973E+04
 4.679E+01, 4.029E+04
 4.798E+01, 4.081E+04
 4.916E+01, 4.133E+04
 5.035E+01, 4.167E+04
 5.153E+01, 4.188E+04
 5.271E+01, 4.200E+04
 5.390E+01, 4.198E+04
 5.508E+01, 4.185E+04
 5.627E+01, 4.157E+04
 5.745E+01, 4.113E+04
 5.863E+01, 4.055E+04
 5.982E+01, 3.980E+04
 6.100E+01, 3.894E+04
 6.219E+01, 3.786E+04
 6.337E+01, 3.664E+04
 6.455E+01, 3.528E+04
 6.574E+01, 3.378E+04
 6.692E+01, 3.216E+04
 6.811E+01, 3.047E+04
 6.929E+01, 2.874E+04
 7.047E+01, 2.699E+04
 7.166E+01, 2.527E+04
 7.284E+01, 2.356E+04
 7.403E+01, 2.182E+04
 7.521E+01, 2.014E+04
 7.640E+01, 1.853E+04
 7.758E+01, 1.695E+04
 7.876E+01, 1.537E+04
 7.995E+01, 1.384E+04
 8.113E+01, 1.240E+04
 8.232E+01, 1.110E+04
 8.350E+01, 9.884E+03
 8.468E+01, 8.725E+03
 8.587E+01, 7.688E+03
 8.705E+01, 6.757E+03
 8.824E+01, 5.936E+03
 8.942E+01, 5.212E+03
 9.060E+01, 4.563E+03
 9.179E+01, 3.984E+03
 9.297E+01, 3.473E+03
 9.416E+01, 3.025E+03
 9.534E+01, 2.615E+03
 9.652E+01, 2.247E+03
 9.771E+01, 1.934E+03
 9.889E+01, 1.660E+03
 1.001E+02, 1.417E+03
 1.013E+02, 1.204E+03
 1.024E+02, 1.023E+03
 1.036E+02, 8.677E+02
 1.048E+02, 7.330E+02
 1.060E+02, 6.174E+02
 1.072E+02, 5.177E+02
 1.084E+02, 4.359E+02
 1.095E+02, 3.658E+02
 1.107E+02, 3.078E+02
 1.119E+02, 2.579E+02
 1.131E+02, 2.154E+02
 1.143E+02, 1.792E+02
 1.155E+02, 1.489E+02
 1.167E+02, 1.237E+02
 1.178E+02, 1.026E+02
 1.190E+02, 8.507E+01
 1.202E+02, 7.086E+01
 1.214E+02, 5.877E+01
 1.226E+02, 4.880E+01
 1.238E+02, 4.060E+01
 1.249E+02, 3.375E+01
 1.261E+02, 2.802E+01
 1.273E+02, 2.323E+01
 1.285E+02, 1.926E+01
 1.297E+02, 1.599E+01
 1.309E+02, 1.332E+01
 1.320E+02, 1.110E+01
 1.332E+02, 9.252E+00
 1.344E+02, 7.721E+00
 1.356E+02, 6.445E+00
 1.368E+02, 5.375E+00
 1.380E+02, 4.479E+00
 1.392E+02, 3.745E+00
 1.403E+02, 3.128E+00
 1.415E+02, 2.615E+00
 1.427E+02, 2.185E+00
 1.439E+02, 1.836E+00
 1.451E+02, 1.544E+00
 1.463E+02, 1.296E+00
 1.474E+02, 1.087E+00
 1.486E+02, 9.126E-01
 1.498E+02, 7.654E-01
 1.510E+02, 6.416E-01
 1.522E+02, 5.386E-01
 1.534E+02, 4.532E-01
 1.545E+02, 3.785E-01
 1.557E+02, 3.182E-01
 1.569E+02, 2.672E-01
 1.581E+02, 2.246E-01
 1.593E+02, 1.886E-01
 1.605E+02, 1.584E-01
 1.616E+02, 1.333E-01
 1.628E+02, 1.116E-01
 1.640E+02, 9.314E-02
 1.652E+02, 7.779E-02
 1.664E+02, 6.520E-02
 1.676E+02, 5.470E-02
 1.688E+02, 4.599E-02
 1.699E+02, 3.862E-02
 1.711E+02, 3.244E-02
 1.723E+02, 2.721E-02
 1.735E+02, 2.280E-02
 1.747E+02, 1.908E-02
 1.759E+02, 1.604E-02
 1.770E+02, 1.352E-02
 1.782E+02, 1.147E-02
 1.794E+02, 6.814E-03
