m,kW
Height,HRR
 3.590E-01, 6.180E+03
 1.072E+00, 6.406E+03
 1.785E+00, 6.830E+03
 2.498E+00, 6.744E+03
 3.212E+00, 6.406E+03
 3.925E+00, 6.312E+03
 4.638E+00, 5.807E+03
 5.351E+00, 5.393E+03
 6.064E+00, 5.107E+03
 6.777E+00, 4.914E+03
 7.490E+00, 4.778E+03
 8.203E+00, 4.680E+03
 8.917E+00, 4.602E+03
 9.630E+00, 4.537E+03
 1.034E+01, 4.483E+03
 1.106E+01, 4.431E+03
 1.177E+01, 4.358E+03
 1.248E+01, 4.297E+03
 1.320E+01, 4.246E+03
 1.391E+01, 4.189E+03
 1.462E+01, 4.112E+03
 1.533E+01, 4.023E+03
 1.605E+01, 3.916E+03
 1.676E+01, 3.780E+03
 1.747E+01, 3.605E+03
 1.819E+01, 3.399E+03
 1.890E+01, 3.163E+03
 1.961E+01, 2.898E+03
 2.033E+01, 2.614E+03
 2.104E+01, 2.322E+03
 2.175E+01, 2.030E+03
 2.247E+01, 1.753E+03
 2.318E+01, 1.491E+03
 2.389E+01, 1.248E+03
 2.461E+01, 1.028E+03
 2.532E+01, 8.373E+02
 2.603E+01, 6.774E+02
 2.674E+01, 5.435E+02
 2.746E+01, 4.341E+02
 2.817E+01, 3.458E+02
 2.888E+01, 2.737E+02
 2.960E+01, 2.166E+02
 3.031E+01, 1.712E+02
 3.102E+01, 1.351E+02
 3.174E+01, 1.066E+02
 3.245E+01, 8.428E+01
 3.316E+01, 6.671E+01
 3.388E+01, 5.288E+01
 3.459E+01, 4.197E+01
 3.530E+01, 3.337E+01
 3.602E+01, 2.649E+01
 3.673E+01, 2.110E+01
 3.744E+01, 1.680E+01
 3.815E+01, 1.341E+01
 3.887E+01, 1.068E+01
 3.958E+01, 8.513E+00
 4.029E+01, 6.779E+00
 4.101E+01, 5.403E+00
 4.172E+01, 4.293E+00
 4.243E+01, 3.417E+00
 4.315E+01, 2.721E+00
 4.386E+01, 2.179E+00
 4.457E+01, 1.744E+00
 4.529E+01, 1.400E+00
 4.600E+01, 1.121E+00
 4.671E+01, 8.986E-01
 4.743E+01, 7.224E-01
 4.814E+01, 5.810E-01
 4.885E+01, 4.671E-01
 4.956E+01, 3.761E-01
 5.028E+01, 3.017E-01
 5.099E+01, 2.439E-01
 5.170E+01, 1.971E-01
 5.242E+01, 1.590E-01
 5.313E+01, 1.297E-01
 5.384E+01, 7.735E-02
