s,m,m,m
Time,Lf_95,Lf_97,Lf_99
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.003E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.500E+01, 3.621E+00, 3.932E+00, 4.592E+00
 4.001E+01, 3.637E+00, 3.940E+00, 4.583E+00
 4.500E+01, 3.617E+00, 3.917E+00, 4.551E+00
 5.000E+01, 3.646E+00, 3.947E+00, 4.583E+00
 5.500E+01, 3.659E+00, 3.960E+00, 4.595E+00
 6.000E+01, 3.668E+00, 3.969E+00, 4.606E+00
 6.200E+01, 3.668E+00, 3.968E+00, 4.602E+00
