m,kW
Height,HRR
 7.156E-01, 1.265E+04
 2.142E+00, 1.776E+04
 3.568E+00, 1.903E+04
 4.994E+00, 1.564E+04
 6.421E+00, 1.337E+04
 7.847E+00, 1.218E+04
 9.273E+00, 1.130E+04
 1.070E+01, 1.023E+04
 1.213E+01, 8.890E+03
 1.355E+01, 7.380E+03
 1.498E+01, 5.728E+03
 1.640E+01, 4.282E+03
 1.783E+01, 3.146E+03
 1.926E+01, 2.280E+03
 2.068E+01, 1.646E+03
 2.211E+01, 1.193E+03
 2.354E+01, 8.666E+02
 2.496E+01, 6.339E+02
 2.639E+01, 4.641E+02
 2.781E+01, 3.426E+02
 2.924E+01, 2.534E+02
 3.067E+01, 1.887E+02
 3.209E+01, 1.407E+02
 3.352E+01, 1.057E+02
 3.495E+01, 7.922E+01
 3.637E+01, 5.977E+01
 3.780E+01, 4.501E+01
 3.922E+01, 3.407E+01
 4.065E+01, 2.566E+01
 4.208E+01, 1.945E+01
 4.350E+01, 1.470E+01
 4.493E+01, 1.119E+01
 4.636E+01, 8.500E+00
 4.778E+01, 6.508E+00
 4.921E+01, 4.934E+00
 5.063E+01, 3.754E+00
 5.206E+01, 2.857E+00
 5.349E+01, 1.692E+00
