m,kW
Height,HRR
 1.052E-01, 6.759E+02
 3.198E-01, 6.068E+02
 5.343E-01, 4.302E+02
 7.488E-01, 3.099E+02
 9.633E-01, 2.704E+02
 1.178E+00, 2.605E+02
 1.392E+00, 2.599E+02
 1.607E+00, 2.610E+02
 1.821E+00, 2.632E+02
 2.036E+00, 2.659E+02
 2.250E+00, 2.669E+02
 2.465E+00, 2.658E+02
 2.679E+00, 2.635E+02
 2.894E+00, 2.599E+02
 3.108E+00, 2.546E+02
 3.323E+00, 2.476E+02
 3.537E+00, 2.393E+02
 3.752E+00, 2.304E+02
 3.966E+00, 2.207E+02
 4.181E+00, 2.084E+02
 4.395E+00, 1.947E+02
 4.610E+00, 1.802E+02
 4.824E+00, 1.648E+02
 5.039E+00, 1.487E+02
 5.253E+00, 1.318E+02
 5.468E+00, 1.150E+02
 5.682E+00, 9.879E+01
 5.897E+00, 8.423E+01
 6.111E+00, 7.128E+01
 6.326E+00, 5.954E+01
 6.540E+00, 4.911E+01
 6.755E+00, 4.000E+01
 6.969E+00, 3.229E+01
 7.184E+00, 2.590E+01
 7.398E+00, 2.070E+01
 7.613E+00, 1.645E+01
 7.827E+00, 1.302E+01
 8.042E+00, 1.034E+01
 8.256E+00, 8.190E+00
 8.471E+00, 6.465E+00
 8.685E+00, 5.097E+00
 8.900E+00, 4.006E+00
 9.114E+00, 3.147E+00
 9.329E+00, 2.478E+00
 9.543E+00, 1.954E+00
 9.758E+00, 1.546E+00
 9.972E+00, 1.216E+00
 1.019E+01, 9.574E-01
 1.040E+01, 7.544E-01
 1.062E+01, 5.945E-01
 1.083E+01, 4.670E-01
 1.104E+01, 3.675E-01
 1.126E+01, 2.899E-01
 1.147E+01, 2.295E-01
 1.169E+01, 1.814E-01
 1.190E+01, 1.435E-01
 1.212E+01, 1.131E-01
 1.233E+01, 8.911E-02
 1.255E+01, 7.047E-02
 1.276E+01, 5.591E-02
 1.298E+01, 4.442E-02
 1.319E+01, 3.536E-02
 1.340E+01, 2.813E-02
 1.362E+01, 2.240E-02
 1.383E+01, 1.782E-02
 1.405E+01, 1.422E-02
 1.426E+01, 1.133E-02
 1.448E+01, 9.045E-03
 1.469E+01, 7.212E-03
 1.491E+01, 5.774E-03
 1.512E+01, 4.612E-03
 1.533E+01, 3.704E-03
 1.555E+01, 2.968E-03
 1.576E+01, 2.387E-03
 1.598E+01, 1.939E-03
 1.619E+01, 1.160E-03
