s,m,m,m
Time,Lf_95,Lf_97,Lf_99
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.004E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+01, 5.938E+00, 6.408E+00, 7.379E+00
 4.500E+01, 5.727E+00, 6.174E+00, 7.109E+00
 5.000E+01, 5.632E+00, 6.076E+00, 6.999E+00
 5.500E+01, 5.723E+00, 6.172E+00, 7.118E+00
 6.001E+01, 5.705E+00, 6.150E+00, 7.093E+00
 6.500E+01, 5.756E+00, 6.206E+00, 7.154E+00
 7.000E+01, 5.771E+00, 6.222E+00, 7.170E+00
 7.400E+01, 5.785E+00, 6.238E+00, 7.191E+00
