m,kW
Height,HRR
 2.382E-01, 6.253E+03
 7.086E-01, 5.214E+03
 1.179E+00, 5.321E+03
 1.649E+00, 5.243E+03
 2.120E+00, 5.048E+03
 2.590E+00, 4.897E+03
 3.060E+00, 4.787E+03
 3.531E+00, 4.673E+03
 4.001E+00, 4.612E+03
 4.472E+00, 4.557E+03
 4.942E+00, 4.538E+03
 5.412E+00, 4.528E+03
 5.883E+00, 4.520E+03
 6.353E+00, 4.502E+03
 6.823E+00, 4.442E+03
 7.294E+00, 4.360E+03
 7.764E+00, 4.274E+03
 8.235E+00, 4.202E+03
 8.705E+00, 4.165E+03
 9.175E+00, 4.152E+03
 9.646E+00, 4.158E+03
 1.012E+01, 4.179E+03
 1.059E+01, 4.217E+03
 1.106E+01, 4.268E+03
 1.153E+01, 4.317E+03
 1.200E+01, 4.371E+03
 1.247E+01, 4.427E+03
 1.294E+01, 4.484E+03
 1.341E+01, 4.551E+03
 1.388E+01, 4.625E+03
 1.435E+01, 4.700E+03
 1.482E+01, 4.766E+03
 1.529E+01, 4.827E+03
 1.576E+01, 4.880E+03
 1.623E+01, 4.922E+03
 1.670E+01, 4.952E+03
 1.717E+01, 4.973E+03
 1.764E+01, 4.974E+03
 1.811E+01, 4.965E+03
 1.858E+01, 4.943E+03
 1.905E+01, 4.912E+03
 1.952E+01, 4.873E+03
 1.999E+01, 4.828E+03
 2.046E+01, 4.773E+03
 2.093E+01, 4.705E+03
 2.141E+01, 4.626E+03
 2.188E+01, 4.537E+03
 2.235E+01, 4.433E+03
 2.282E+01, 4.325E+03
 2.329E+01, 4.214E+03
 2.376E+01, 4.089E+03
 2.423E+01, 3.963E+03
 2.470E+01, 3.830E+03
 2.517E+01, 3.692E+03
 2.564E+01, 3.555E+03
 2.611E+01, 3.415E+03
 2.658E+01, 3.272E+03
 2.705E+01, 3.122E+03
 2.752E+01, 2.970E+03
 2.799E+01, 2.809E+03
 2.846E+01, 2.646E+03
 2.893E+01, 2.492E+03
 2.940E+01, 2.337E+03
 2.987E+01, 2.186E+03
 3.034E+01, 2.039E+03
 3.081E+01, 1.896E+03
 3.128E+01, 1.759E+03
 3.175E+01, 1.629E+03
 3.222E+01, 1.505E+03
 3.269E+01, 1.386E+03
 3.316E+01, 1.270E+03
 3.363E+01, 1.159E+03
 3.411E+01, 1.055E+03
 3.458E+01, 9.584E+02
 3.505E+01, 8.694E+02
 3.552E+01, 7.871E+02
 3.599E+01, 7.097E+02
 3.646E+01, 6.380E+02
 3.693E+01, 5.741E+02
 3.740E+01, 5.139E+02
 3.787E+01, 4.568E+02
 3.834E+01, 4.039E+02
 3.881E+01, 3.574E+02
 3.928E+01, 3.148E+02
 3.975E+01, 2.761E+02
 4.022E+01, 2.409E+02
 4.069E+01, 2.097E+02
 4.116E+01, 1.824E+02
 4.163E+01, 1.584E+02
 4.210E+01, 1.373E+02
 4.257E+01, 1.189E+02
 4.304E+01, 1.029E+02
 4.351E+01, 8.862E+01
 4.398E+01, 7.627E+01
 4.445E+01, 6.574E+01
 4.492E+01, 5.668E+01
 4.539E+01, 4.901E+01
 4.586E+01, 4.234E+01
 4.634E+01, 3.610E+01
 4.681E+01, 3.056E+01
 4.728E+01, 2.591E+01
 4.775E+01, 2.215E+01
 4.822E+01, 1.889E+01
 4.869E+01, 1.603E+01
 4.916E+01, 1.356E+01
 4.963E+01, 1.154E+01
 5.010E+01, 9.833E+00
 5.057E+01, 8.339E+00
 5.104E+01, 7.057E+00
 5.151E+01, 5.928E+00
 5.198E+01, 4.982E+00
 5.245E+01, 4.188E+00
 5.292E+01, 3.514E+00
 5.339E+01, 2.936E+00
 5.386E+01, 2.461E+00
 5.433E+01, 2.062E+00
 5.480E+01, 1.724E+00
 5.527E+01, 1.443E+00
 5.574E+01, 1.210E+00
 5.621E+01, 1.009E+00
 5.668E+01, 8.406E-01
 5.715E+01, 7.056E-01
 5.762E+01, 5.968E-01
 5.809E+01, 5.067E-01
 5.856E+01, 4.280E-01
 5.904E+01, 3.596E-01
 5.951E+01, 3.016E-01
 5.998E+01, 2.541E-01
 6.045E+01, 2.143E-01
 6.092E+01, 1.800E-01
 6.139E+01, 1.512E-01
 6.186E+01, 1.270E-01
 6.233E+01, 1.068E-01
 6.280E+01, 9.007E-02
 6.327E+01, 7.576E-02
 6.374E+01, 6.377E-02
 6.421E+01, 5.367E-02
 6.468E+01, 4.523E-02
 6.515E+01, 3.798E-02
 6.562E+01, 3.180E-02
 6.609E+01, 2.666E-02
 6.656E+01, 2.234E-02
 6.703E+01, 1.885E-02
 6.750E+01, 1.586E-02
 6.797E+01, 1.350E-02
 6.844E+01, 1.139E-02
 6.891E+01, 9.607E-03
 6.938E+01, 8.141E-03
 6.985E+01, 6.902E-03
 7.032E+01, 5.846E-03
 7.079E+01, 5.037E-03
 7.127E+01, 2.999E-03
