m,kW
Height,HRR
 2.391E+00, 2.529E+05
 7.127E+00, 3.492E+05
 1.186E+01, 3.717E+05
 1.660E+01, 3.016E+05
 2.134E+01, 2.534E+05
 2.607E+01, 2.252E+05
 3.081E+01, 2.041E+05
 3.554E+01, 1.856E+05
 4.028E+01, 1.669E+05
 4.502E+01, 1.473E+05
 4.975E+01, 1.257E+05
 5.449E+01, 1.033E+05
 5.923E+01, 8.093E+04
 6.396E+01, 6.112E+04
 6.870E+01, 4.512E+04
 7.343E+01, 3.324E+04
 7.817E+01, 2.452E+04
 8.291E+01, 1.816E+04
 8.764E+01, 1.347E+04
 9.238E+01, 1.003E+04
 9.712E+01, 7.471E+03
 1.019E+02, 5.581E+03
 1.066E+02, 4.143E+03
 1.113E+02, 3.081E+03
 1.161E+02, 2.290E+03
 1.208E+02, 1.714E+03
 1.255E+02, 1.282E+03
 1.303E+02, 9.655E+02
 1.350E+02, 7.254E+02
 1.397E+02, 5.501E+02
 1.445E+02, 4.165E+02
 1.492E+02, 3.183E+02
 1.540E+02, 2.403E+02
 1.587E+02, 1.830E+02
 1.634E+02, 1.384E+02
 1.682E+02, 1.060E+02
 1.729E+02, 8.011E+01
 1.776E+02, 4.652E+01
