m,kW
Height,HRR
 3.220E-02, 2.379E+02
 1.066E-01, 1.503E+02
 1.809E-01, 8.343E+01
 2.553E-01, 5.744E+01
 3.297E-01, 4.835E+01
 4.041E-01, 4.440E+01
 4.784E-01, 4.241E+01
 5.528E-01, 4.105E+01
 6.272E-01, 4.019E+01
 7.016E-01, 3.979E+01
 7.759E-01, 3.971E+01
 8.503E-01, 3.980E+01
 9.247E-01, 4.002E+01
 9.991E-01, 4.034E+01
 1.073E+00, 4.066E+01
 1.148E+00, 4.103E+01
 1.222E+00, 4.145E+01
 1.297E+00, 4.188E+01
 1.371E+00, 4.227E+01
 1.445E+00, 4.277E+01
 1.520E+00, 4.319E+01
 1.594E+00, 4.366E+01
 1.668E+00, 4.414E+01
 1.743E+00, 4.457E+01
 1.817E+00, 4.504E+01
 1.892E+00, 4.552E+01
 1.966E+00, 4.593E+01
 2.040E+00, 4.631E+01
 2.115E+00, 4.655E+01
 2.189E+00, 4.675E+01
 2.263E+00, 4.697E+01
 2.338E+00, 4.701E+01
 2.412E+00, 4.692E+01
 2.487E+00, 4.691E+01
 2.561E+00, 4.686E+01
 2.635E+00, 4.673E+01
 2.710E+00, 4.645E+01
 2.784E+00, 4.605E+01
 2.858E+00, 4.547E+01
 2.933E+00, 4.483E+01
 3.007E+00, 4.416E+01
 3.082E+00, 4.350E+01
 3.156E+00, 4.287E+01
 3.230E+00, 4.219E+01
 3.305E+00, 4.147E+01
 3.379E+00, 4.062E+01
 3.453E+00, 3.958E+01
 3.528E+00, 3.836E+01
 3.602E+00, 3.704E+01
 3.677E+00, 3.574E+01
 3.751E+00, 3.441E+01
 3.825E+00, 3.305E+01
 3.900E+00, 3.159E+01
 3.974E+00, 3.018E+01
 4.048E+00, 2.873E+01
 4.123E+00, 2.730E+01
 4.197E+00, 2.587E+01
 4.272E+00, 2.447E+01
 4.346E+00, 2.304E+01
 4.420E+00, 2.156E+01
 4.495E+00, 2.011E+01
 4.569E+00, 1.873E+01
 4.643E+00, 1.734E+01
 4.718E+00, 1.599E+01
 4.792E+00, 1.470E+01
 4.867E+00, 1.349E+01
 4.941E+00, 1.238E+01
 5.015E+00, 1.133E+01
 5.090E+00, 1.039E+01
 5.164E+00, 9.480E+00
 5.238E+00, 8.606E+00
 5.313E+00, 7.811E+00
 5.387E+00, 7.103E+00
 5.462E+00, 6.439E+00
 5.536E+00, 5.802E+00
 5.610E+00, 5.224E+00
 5.685E+00, 4.694E+00
 5.759E+00, 4.194E+00
 5.833E+00, 3.736E+00
 5.908E+00, 3.320E+00
 5.982E+00, 2.941E+00
 6.057E+00, 2.582E+00
 6.131E+00, 2.260E+00
 6.205E+00, 1.972E+00
 6.280E+00, 1.720E+00
 6.354E+00, 1.500E+00
 6.428E+00, 1.301E+00
 6.503E+00, 1.127E+00
 6.577E+00, 9.798E-01
 6.652E+00, 8.500E-01
 6.726E+00, 7.331E-01
 6.800E+00, 6.329E-01
 6.875E+00, 5.499E-01
 6.949E+00, 4.825E-01
 7.023E+00, 4.241E-01
 7.098E+00, 3.732E-01
 7.172E+00, 3.303E-01
 7.247E+00, 2.934E-01
 7.321E+00, 2.624E-01
 7.395E+00, 2.386E-01
 7.470E+00, 2.206E-01
 7.544E+00, 2.069E-01
 7.618E+00, 1.907E-01
 7.693E+00, 1.764E-01
 7.767E+00, 1.644E-01
 7.842E+00, 1.531E-01
 7.916E+00, 1.409E-01
 7.990E+00, 1.254E-01
 8.065E+00, 1.096E-01
 8.139E+00, 9.486E-02
 8.213E+00, 8.106E-02
 8.288E+00, 6.832E-02
 8.362E+00, 5.775E-02
 8.437E+00, 4.920E-02
 8.511E+00, 4.240E-02
 8.585E+00, 3.642E-02
 8.660E+00, 3.117E-02
 8.734E+00, 2.667E-02
 8.808E+00, 2.273E-02
 8.883E+00, 1.924E-02
 8.957E+00, 1.622E-02
 9.032E+00, 1.368E-02
 9.106E+00, 1.163E-02
 9.180E+00, 9.982E-03
 9.255E+00, 8.425E-03
 9.329E+00, 7.223E-03
 9.403E+00, 6.036E-03
 9.478E+00, 5.092E-03
 9.552E+00, 4.181E-03
 9.627E+00, 3.505E-03
 9.701E+00, 2.958E-03
 9.775E+00, 2.478E-03
 9.850E+00, 2.132E-03
 9.924E+00, 1.850E-03
 9.998E+00, 1.581E-03
 1.007E+01, 1.374E-03
 1.015E+01, 1.184E-03
 1.022E+01, 1.013E-03
 1.030E+01, 8.583E-04
 1.037E+01, 7.241E-04
 1.044E+01, 6.154E-04
 1.052E+01, 5.171E-04
 1.059E+01, 4.350E-04
 1.067E+01, 3.780E-04
 1.074E+01, 3.196E-04
 1.082E+01, 2.795E-04
 1.089E+01, 2.436E-04
 1.097E+01, 2.101E-04
 1.104E+01, 1.791E-04
 1.111E+01, 1.587E-04
 1.119E+01, 1.414E-04
 1.126E+01, 8.569E-05
