m,kW
Height,HRR
 5.625E-01, 6.410E+03
 1.651E+00, 8.909E+03
 2.740E+00, 1.005E+04
 3.829E+00, 8.413E+03
 4.918E+00, 6.935E+03
 6.008E+00, 6.044E+03
 7.096E+00, 5.402E+03
 8.186E+00, 4.804E+03
 9.274E+00, 4.161E+03
 1.036E+01, 3.488E+03
 1.145E+01, 2.776E+03
 1.254E+01, 2.121E+03
 1.363E+01, 1.570E+03
 1.472E+01, 1.137E+03
 1.581E+01, 8.214E+02
 1.690E+01, 5.962E+02
 1.799E+01, 4.338E+02
 1.908E+01, 3.175E+02
 2.016E+01, 2.331E+02
 2.125E+01, 1.722E+02
 2.234E+01, 1.267E+02
 2.343E+01, 9.362E+01
 2.452E+01, 6.924E+01
 2.561E+01, 5.162E+01
 2.670E+01, 3.842E+01
 2.779E+01, 2.881E+01
 2.888E+01, 2.142E+01
 2.997E+01, 1.613E+01
 3.105E+01, 1.210E+01
 3.214E+01, 9.134E+00
 3.323E+01, 6.862E+00
 3.432E+01, 5.153E+00
 3.541E+01, 3.866E+00
 3.650E+01, 2.938E+00
 3.759E+01, 2.221E+00
 3.868E+01, 1.689E+00
 3.977E+01, 1.290E+00
 4.086E+01, 7.603E-01
