m,kW
Height,HRR
 8.928E-01, 6.163E+04
 2.682E+00, 6.356E+04
 4.472E+00, 6.859E+04
 6.261E+00, 6.695E+04
 8.051E+00, 6.329E+04
 9.840E+00, 6.030E+04
 1.163E+01, 5.276E+04
 1.342E+01, 4.775E+04
 1.521E+01, 4.427E+04
 1.700E+01, 4.190E+04
 1.879E+01, 4.031E+04
 2.058E+01, 3.933E+04
 2.237E+01, 3.872E+04
 2.416E+01, 3.831E+04
 2.595E+01, 3.791E+04
 2.774E+01, 3.759E+04
 2.952E+01, 3.735E+04
 3.131E+01, 3.717E+04
 3.310E+01, 3.693E+04
 3.489E+01, 3.671E+04
 3.668E+01, 3.655E+04
 3.847E+01, 3.639E+04
 4.026E+01, 3.614E+04
 4.205E+01, 3.564E+04
 4.384E+01, 3.490E+04
 4.563E+01, 3.405E+04
 4.742E+01, 3.302E+04
 4.921E+01, 3.191E+04
 5.100E+01, 3.054E+04
 5.279E+01, 2.893E+04
 5.458E+01, 2.710E+04
 5.637E+01, 2.513E+04
 5.816E+01, 2.307E+04
 5.995E+01, 2.094E+04
 6.174E+01, 1.870E+04
 6.353E+01, 1.640E+04
 6.531E+01, 1.412E+04
 6.710E+01, 1.196E+04
 6.889E+01, 1.003E+04
 7.068E+01, 8.317E+03
 7.247E+01, 6.818E+03
 7.426E+01, 5.536E+03
 7.605E+01, 4.456E+03
 7.784E+01, 3.574E+03
 7.963E+01, 2.860E+03
 8.142E+01, 2.288E+03
 8.321E+01, 1.825E+03
 8.500E+01, 1.458E+03
 8.679E+01, 1.164E+03
 8.858E+01, 9.302E+02
 9.037E+01, 7.416E+02
 9.216E+01, 5.908E+02
 9.395E+01, 4.701E+02
 9.574E+01, 3.746E+02
 9.753E+01, 2.981E+02
 9.932E+01, 2.380E+02
 1.011E+02, 1.899E+02
 1.029E+02, 1.514E+02
 1.047E+02, 1.202E+02
 1.065E+02, 9.569E+01
 1.083E+02, 7.642E+01
 1.101E+02, 6.112E+01
 1.118E+02, 4.880E+01
 1.136E+02, 3.909E+01
 1.154E+02, 3.121E+01
 1.172E+02, 2.497E+01
 1.190E+02, 1.993E+01
 1.208E+02, 1.600E+01
 1.226E+02, 1.283E+01
 1.244E+02, 1.033E+01
 1.262E+02, 8.250E+00
 1.279E+02, 6.646E+00
 1.297E+02, 5.317E+00
 1.315E+02, 4.240E+00
 1.333E+02, 3.452E+00
 1.351E+02, 2.049E+00
