m,kW
Height,HRR
 1.734E+00, 3.044E+05
 5.141E+00, 3.082E+05
 8.549E+00, 3.286E+05
 1.196E+01, 3.420E+05
 1.536E+01, 3.123E+05
 1.877E+01, 2.974E+05
 2.218E+01, 2.579E+05
 2.559E+01, 2.316E+05
 2.899E+01, 2.141E+05
 3.240E+01, 2.029E+05
 3.581E+01, 1.964E+05
 3.922E+01, 1.931E+05
 4.262E+01, 1.914E+05
 4.603E+01, 1.904E+05
 4.944E+01, 1.894E+05
 5.285E+01, 1.885E+05
 5.625E+01, 1.880E+05
 5.966E+01, 1.878E+05
 6.307E+01, 1.876E+05
 6.648E+01, 1.869E+05
 6.988E+01, 1.861E+05
 7.329E+01, 1.852E+05
 7.670E+01, 1.836E+05
 8.011E+01, 1.812E+05
 8.351E+01, 1.780E+05
 8.692E+01, 1.736E+05
 9.033E+01, 1.681E+05
 9.374E+01, 1.617E+05
 9.714E+01, 1.542E+05
 1.006E+02, 1.465E+05
 1.040E+02, 1.385E+05
 1.074E+02, 1.297E+05
 1.108E+02, 1.198E+05
 1.142E+02, 1.092E+05
 1.176E+02, 9.794E+04
 1.210E+02, 8.633E+04
 1.244E+02, 7.454E+04
 1.278E+02, 6.319E+04
 1.312E+02, 5.272E+04
 1.346E+02, 4.331E+04
 1.380E+02, 3.511E+04
 1.414E+02, 2.828E+04
 1.448E+02, 2.263E+04
 1.483E+02, 1.806E+04
 1.517E+02, 1.439E+04
 1.551E+02, 1.145E+04
 1.585E+02, 9.098E+03
 1.619E+02, 7.211E+03
 1.653E+02, 5.702E+03
 1.687E+02, 4.511E+03
 1.721E+02, 3.563E+03
 1.755E+02, 2.820E+03
 1.789E+02, 2.228E+03
 1.823E+02, 1.761E+03
 1.857E+02, 1.390E+03
 1.891E+02, 1.101E+03
 1.926E+02, 8.716E+02
 1.960E+02, 6.910E+02
 1.994E+02, 5.474E+02
 2.028E+02, 4.343E+02
 2.062E+02, 3.434E+02
 2.096E+02, 2.710E+02
 2.130E+02, 2.138E+02
 2.164E+02, 1.688E+02
 2.198E+02, 1.332E+02
 2.232E+02, 1.054E+02
 2.266E+02, 8.343E+01
 2.300E+02, 6.623E+01
 2.334E+02, 5.247E+01
 2.369E+02, 4.192E+01
 2.403E+02, 3.332E+01
 2.437E+02, 2.668E+01
 2.471E+02, 2.129E+01
 2.505E+02, 1.694E+01
 2.539E+02, 1.365E+01
 2.573E+02, 8.088E+00
