m,kW
Height,HRR
 6.692E-01, 3.059E+04
 2.025E+00, 3.067E+04
 3.380E+00, 3.293E+04
 4.735E+00, 3.273E+04
 6.091E+00, 3.181E+04
 7.446E+00, 3.093E+04
 8.801E+00, 2.751E+04
 1.016E+01, 2.527E+04
 1.151E+01, 2.378E+04
 1.287E+01, 2.276E+04
 1.422E+01, 2.201E+04
 1.558E+01, 2.154E+04
 1.693E+01, 2.108E+04
 1.829E+01, 2.066E+04
 1.964E+01, 2.039E+04
 2.100E+01, 2.022E+04
 2.236E+01, 2.006E+04
 2.371E+01, 1.992E+04
 2.507E+01, 1.972E+04
 2.642E+01, 1.950E+04
 2.778E+01, 1.926E+04
 2.913E+01, 1.899E+04
 3.049E+01, 1.862E+04
 3.184E+01, 1.821E+04
 3.320E+01, 1.769E+04
 3.455E+01, 1.711E+04
 3.591E+01, 1.639E+04
 3.726E+01, 1.560E+04
 3.862E+01, 1.475E+04
 3.997E+01, 1.378E+04
 4.133E+01, 1.266E+04
 4.269E+01, 1.145E+04
 4.404E+01, 1.019E+04
 4.540E+01, 8.923E+03
 4.675E+01, 7.688E+03
 4.811E+01, 6.547E+03
 4.946E+01, 5.491E+03
 5.082E+01, 4.551E+03
 5.217E+01, 3.732E+03
 5.353E+01, 3.042E+03
 5.488E+01, 2.469E+03
 5.624E+01, 1.995E+03
 5.759E+01, 1.603E+03
 5.895E+01, 1.282E+03
 6.031E+01, 1.024E+03
 6.166E+01, 8.184E+02
 6.302E+01, 6.550E+02
 6.437E+01, 5.240E+02
 6.573E+01, 4.182E+02
 6.708E+01, 3.340E+02
 6.844E+01, 2.671E+02
 6.979E+01, 2.137E+02
 7.115E+01, 1.707E+02
 7.250E+01, 1.362E+02
 7.386E+01, 1.086E+02
 7.521E+01, 8.677E+01
 7.657E+01, 6.923E+01
 7.793E+01, 5.531E+01
 7.928E+01, 4.419E+01
 8.064E+01, 3.539E+01
 8.199E+01, 2.827E+01
 8.335E+01, 2.267E+01
 8.470E+01, 1.817E+01
 8.606E+01, 1.458E+01
 8.741E+01, 1.172E+01
 8.877E+01, 9.440E+00
 9.012E+01, 7.585E+00
 9.148E+01, 6.131E+00
 9.283E+01, 4.943E+00
 9.419E+01, 3.995E+00
 9.555E+01, 3.204E+00
 9.690E+01, 2.589E+00
 9.826E+01, 2.088E+00
 9.961E+01, 1.680E+00
 1.010E+02, 1.371E+00
 1.023E+02, 8.191E-01
