s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-1.754E-12, 2.132E-17, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-1.754E-12, 0.000E+00, 0.000E+00, 0.000E+00
 5.003E+00, 1.736E+05, 0.000E+00,-5.186E+04, 1.821E+03,-6.098E+00,-3.245E-01, 0.000E+00, 0.000E+00, 1.212E+05, 1.236E+05, 0.000E+00, 5.738E+00, 0.000E+00
 1.001E+01, 2.955E+05, 0.000E+00,-2.550E+04,-1.421E+05,-4.683E+02,-6.095E-01, 0.000E+00, 0.000E+00, 1.267E+05, 1.275E+05, 0.000E+00, 6.600E+00, 0.000E+00
 1.501E+01, 3.024E+05, 0.000E+00,-2.764E+04,-2.596E+05,-3.904E+02,-5.538E-01, 0.000E+00, 0.000E+00, 1.322E+04, 1.484E+04, 0.000E+00, 6.600E+00, 0.000E+00
 2.001E+01, 3.074E+05, 0.000E+00,-2.691E+04,-2.892E+05,-4.448E+02,-4.739E-01, 0.000E+00, 0.000E+00,-1.102E+04,-9.096E+03, 0.000E+00, 6.600E+00, 0.000E+00
 2.501E+01, 3.051E+05, 0.000E+00,-2.704E+04,-2.753E+05,-2.355E+02,-3.464E-01, 0.000E+00, 0.000E+00, 3.481E+02, 2.561E+03, 0.000E+00, 6.600E+00, 0.000E+00
 3.001E+01, 3.008E+05, 0.000E+00,-2.552E+04,-2.920E+05,-2.323E+02,-3.453E-01, 0.000E+00, 0.000E+00,-1.898E+04,-1.698E+04, 0.000E+00, 6.600E+00, 0.000E+00
 3.501E+01, 2.996E+05, 0.000E+00,-2.670E+04,-2.609E+05,-1.963E+02,-2.634E-01, 0.000E+00, 0.000E+00, 9.759E+03, 1.183E+04, 0.000E+00, 6.600E+00, 0.000E+00
 4.001E+01, 3.056E+05, 0.000E+00,-2.768E+04,-2.609E+05,-2.733E+02,-2.505E-01, 0.000E+00, 0.000E+00, 1.467E+04, 1.671E+04, 0.000E+00, 6.600E+00, 0.000E+00
 4.501E+01, 3.026E+05, 0.000E+00,-2.941E+04,-2.561E+05,-4.066E+02,-2.517E-01, 0.000E+00, 0.000E+00, 1.444E+04, 1.669E+04, 0.000E+00, 6.600E+00, 0.000E+00
 5.000E+01, 3.011E+05, 0.000E+00,-2.779E+04,-2.707E+05,-4.595E+02,-2.679E-01, 0.000E+00, 0.000E+00, 3.191E+00, 2.178E+03, 0.000E+00, 6.600E+00, 0.000E+00
 5.501E+01, 3.036E+05, 0.000E+00,-2.719E+04,-2.905E+05,-7.690E+02,-2.730E-01, 0.000E+00, 0.000E+00,-1.689E+04,-1.488E+04, 0.000E+00, 6.600E+00, 0.000E+00
 6.001E+01, 3.024E+05, 0.000E+00,-2.676E+04,-2.788E+05,-4.483E+02,-2.692E-01, 0.000E+00, 0.000E+00,-5.634E+03,-3.574E+03, 0.000E+00, 6.600E+00, 0.000E+00
 6.501E+01, 3.037E+05, 0.000E+00,-2.804E+04,-2.666E+05,-4.707E+02,-2.800E-01, 0.000E+00, 0.000E+00, 6.410E+03, 8.517E+03, 0.000E+00, 6.600E+00, 0.000E+00
 7.000E+01, 2.979E+05, 0.000E+00,-2.650E+04,-2.745E+05,-4.399E+02,-2.542E-01, 0.000E+00, 0.000E+00,-5.487E+03,-3.518E+03, 0.000E+00, 6.600E+00, 0.000E+00
 7.500E+01, 3.076E+05, 0.000E+00,-2.774E+04,-2.794E+05,-5.116E+02,-2.636E-01, 0.000E+00, 0.000E+00,-2.047E+03,-4.224E+01, 0.000E+00, 6.600E+00, 0.000E+00
 8.001E+01, 3.029E+05, 0.000E+00,-2.757E+04,-2.698E+05,-4.394E+02,-2.590E-01, 0.000E+00, 0.000E+00, 3.236E+03, 5.061E+03, 0.000E+00, 6.600E+00, 0.000E+00
 8.502E+01, 3.034E+05, 0.000E+00,-2.976E+04,-2.512E+05,-7.159E+02,-2.912E-01, 0.000E+00, 0.000E+00, 1.939E+04, 2.170E+04, 0.000E+00, 6.600E+00, 0.000E+00
 9.001E+01, 2.992E+05, 0.000E+00,-2.815E+04,-2.830E+05,-7.146E+02,-2.599E-01, 0.000E+00, 0.000E+00,-1.456E+04,-1.260E+04, 0.000E+00, 6.600E+00, 0.000E+00
 9.501E+01, 2.995E+05, 0.000E+00,-2.683E+04,-2.787E+05,-5.334E+02,-2.478E-01, 0.000E+00, 0.000E+00,-8.424E+03,-6.509E+03, 0.000E+00, 6.600E+00, 0.000E+00
 1.000E+02, 3.064E+05, 0.000E+00,-2.761E+04,-2.669E+05,-5.878E+02,-2.594E-01, 0.000E+00, 0.000E+00, 9.149E+03, 1.123E+04, 0.000E+00, 6.600E+00, 0.000E+00
 1.050E+02, 3.023E+05, 0.000E+00,-2.902E+04,-2.677E+05,-5.362E+02,-3.362E-01, 0.000E+00, 0.000E+00, 2.928E+03, 5.042E+03, 0.000E+00, 6.600E+00, 0.000E+00
 1.100E+02, 3.094E+05, 0.000E+00,-2.924E+04,-2.761E+05,-6.169E+02,-3.046E-01, 0.000E+00, 0.000E+00, 1.361E+03, 3.460E+03, 0.000E+00, 6.600E+00, 0.000E+00
 1.150E+02, 2.950E+05, 0.000E+00,-2.817E+04,-2.719E+05,-5.421E+02,-3.443E-01, 0.000E+00, 0.000E+00,-7.624E+03,-5.603E+03, 0.000E+00, 6.600E+00, 0.000E+00
 1.200E+02, 3.027E+05, 0.000E+00,-3.027E+04,-2.591E+05,-5.754E+02,-4.282E-01, 0.000E+00, 0.000E+00, 1.075E+04, 1.276E+04, 0.000E+00, 6.600E+00, 0.000E+00
 1.250E+02, 3.035E+05, 0.000E+00,-2.727E+04,-2.874E+05,-6.348E+02,-3.768E-01, 0.000E+00, 0.000E+00,-1.390E+04,-1.179E+04, 0.000E+00, 6.600E+00, 0.000E+00
 1.300E+02, 3.060E+05, 0.000E+00,-2.901E+04,-2.693E+05,-5.191E+02,-3.372E-01, 0.000E+00, 0.000E+00, 5.317E+03, 7.188E+03, 0.000E+00, 6.600E+00, 0.000E+00
 1.350E+02, 3.023E+05, 0.000E+00,-2.895E+04,-2.550E+05,-3.750E+02,-4.302E-01, 0.000E+00, 0.000E+00, 1.586E+04, 1.800E+04, 0.000E+00, 6.600E+00, 0.000E+00
 1.400E+02, 2.962E+05, 0.000E+00,-2.726E+04,-2.874E+05,-6.219E+02,-4.323E-01, 0.000E+00, 0.000E+00,-2.113E+04,-1.908E+04, 0.000E+00, 6.600E+00, 0.000E+00
 1.450E+02, 3.053E+05, 0.000E+00,-2.901E+04,-2.681E+05,-6.762E+02,-3.648E-01, 0.000E+00, 0.000E+00, 5.664E+03, 7.523E+03, 0.000E+00, 6.600E+00, 0.000E+00
 1.500E+02, 3.057E+05, 0.000E+00,-2.886E+04,-2.853E+05,-7.516E+02,-3.512E-01, 0.000E+00, 0.000E+00,-1.103E+04,-9.202E+03, 0.000E+00, 6.600E+00, 0.000E+00
 1.540E+02, 3.013E+05, 0.000E+00,-2.706E+04,-2.635E+05,-5.508E+02,-3.469E-01, 0.000E+00, 0.000E+00, 8.267E+03, 1.019E+04, 0.000E+00, 6.600E+00, 0.000E+00
