s,m,m,m
Time,Lf_95,Lf_97,Lf_99
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.020E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.050E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.100E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.150E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.250E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.300E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.350E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.450E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+02, 1.158E+02, 1.198E+02, 1.286E+02
 1.550E+02, 1.198E+02, 1.246E+02, 1.340E+02
 1.600E+02, 1.231E+02, 1.283E+02, 1.382E+02
 1.650E+02, 1.219E+02, 1.271E+02, 1.369E+02
 1.700E+02, 1.217E+02, 1.269E+02, 1.368E+02
 1.750E+02, 1.201E+02, 1.254E+02, 1.354E+02
 1.800E+02, 1.188E+02, 1.240E+02, 1.341E+02
 1.850E+02, 1.189E+02, 1.241E+02, 1.341E+02
 1.900E+02, 1.187E+02, 1.239E+02, 1.338E+02
 1.950E+02, 1.179E+02, 1.231E+02, 1.332E+02
 2.000E+02, 1.181E+02, 1.232E+02, 1.332E+02
 2.050E+02, 1.169E+02, 1.221E+02, 1.320E+02
 2.100E+02, 1.172E+02, 1.224E+02, 1.323E+02
 2.150E+02, 1.165E+02, 1.216E+02, 1.316E+02
 2.200E+02, 1.171E+02, 1.223E+02, 1.323E+02
 2.250E+02, 1.180E+02, 1.232E+02, 1.332E+02
 2.300E+02, 1.194E+02, 1.246E+02, 1.346E+02
 2.350E+02, 1.200E+02, 1.252E+02, 1.353E+02
 2.400E+02, 1.200E+02, 1.252E+02, 1.352E+02
 2.450E+02, 1.206E+02, 1.258E+02, 1.359E+02
 2.500E+02, 1.207E+02, 1.260E+02, 1.360E+02
 2.550E+02, 1.205E+02, 1.258E+02, 1.359E+02
 2.600E+02, 1.209E+02, 1.262E+02, 1.363E+02
 2.650E+02, 1.212E+02, 1.265E+02, 1.367E+02
 2.700E+02, 1.210E+02, 1.263E+02, 1.365E+02
 2.750E+02, 1.208E+02, 1.262E+02, 1.363E+02
 2.800E+02, 1.209E+02, 1.262E+02, 1.364E+02
 2.850E+02, 1.209E+02, 1.262E+02, 1.363E+02
 2.900E+02, 1.207E+02, 1.260E+02, 1.362E+02
 2.930E+02, 1.206E+02, 1.259E+02, 1.360E+02
