s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-6.695E-17,-1.110E-18, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-6.806E-17, 0.000E+00, 0.000E+00, 0.000E+00
 5.004E+00, 3.985E+02, 0.000E+00,-1.335E+02,-1.670E+02,-1.383E+00,-2.358E-02, 0.000E+00, 0.000E+00, 9.236E+01, 9.658E+01, 0.000E+00, 8.582E-03, 0.000E+00
 1.000E+01, 4.529E+02, 0.000E+00,-1.246E+02,-3.208E+02,-3.187E+00,-2.773E-02, 0.000E+00, 0.000E+00, 4.943E+00, 4.298E+00, 0.000E+00, 9.898E-03, 0.000E+00
 1.501E+01, 4.550E+02, 0.000E+00,-1.258E+02,-3.233E+02,-2.892E+00,-2.773E-02, 0.000E+00, 0.000E+00, 3.715E+00, 2.989E+00, 0.000E+00, 9.898E-03, 0.000E+00
 2.001E+01, 4.524E+02, 0.000E+00,-1.255E+02,-3.299E+02,-2.559E+00,-2.770E-02, 0.000E+00, 0.000E+00,-5.206E+00,-5.562E+00, 0.000E+00, 9.898E-03, 0.000E+00
 2.500E+01, 4.543E+02, 0.000E+00,-1.258E+02,-3.273E+02,-2.792E+00,-2.758E-02, 0.000E+00, 0.000E+00,-1.192E+00,-1.550E+00, 0.000E+00, 9.898E-03, 0.000E+00
 3.000E+01, 4.548E+02, 0.000E+00,-1.255E+02,-3.248E+02,-2.740E+00,-2.764E-02, 0.000E+00, 0.000E+00, 1.956E+00, 1.701E+00, 0.000E+00, 9.898E-03, 0.000E+00
 3.501E+01, 4.526E+02, 0.000E+00,-1.251E+02,-3.197E+02,-3.135E+00,-2.763E-02, 0.000E+00, 0.000E+00, 5.227E+00, 4.604E+00, 0.000E+00, 9.898E-03, 0.000E+00
 3.900E+01, 4.548E+02, 0.000E+00,-1.259E+02,-3.279E+02,-3.261E+00,-2.769E-02, 0.000E+00, 0.000E+00,-1.523E+00,-2.304E+00, 0.000E+00, 9.898E-03, 0.000E+00
