m,kW
Height,HRR
 4.454E-01, 9.330E+03
 1.340E+00, 1.036E+04
 2.235E+00, 1.203E+04
 3.130E+00, 1.345E+04
 4.024E+00, 1.408E+04
 4.919E+00, 1.419E+04
 5.814E+00, 1.415E+04
 6.709E+00, 1.406E+04
 7.603E+00, 1.395E+04
 8.498E+00, 1.387E+04
 9.393E+00, 1.384E+04
 1.029E+01, 1.384E+04
 1.118E+01, 1.390E+04
 1.208E+01, 1.398E+04
 1.297E+01, 1.411E+04
 1.387E+01, 1.434E+04
 1.476E+01, 1.461E+04
 1.566E+01, 1.494E+04
 1.655E+01, 1.526E+04
 1.745E+01, 1.560E+04
 1.834E+01, 1.592E+04
 1.923E+01, 1.619E+04
 2.013E+01, 1.633E+04
 2.102E+01, 1.634E+04
 2.192E+01, 1.636E+04
 2.281E+01, 1.637E+04
 2.371E+01, 1.644E+04
 2.460E+01, 1.658E+04
 2.550E+01, 1.678E+04
 2.639E+01, 1.704E+04
 2.729E+01, 1.734E+04
 2.818E+01, 1.767E+04
 2.908E+01, 1.804E+04
 2.997E+01, 1.846E+04
 3.087E+01, 1.892E+04
 3.176E+01, 1.942E+04
 3.266E+01, 1.992E+04
 3.355E+01, 2.044E+04
 3.445E+01, 2.096E+04
 3.534E+01, 2.149E+04
 3.623E+01, 2.201E+04
 3.713E+01, 2.250E+04
 3.802E+01, 2.295E+04
 3.892E+01, 2.336E+04
 3.981E+01, 2.381E+04
 4.071E+01, 2.423E+04
 4.160E+01, 2.454E+04
 4.250E+01, 2.473E+04
 4.339E+01, 2.487E+04
 4.429E+01, 2.499E+04
 4.518E+01, 2.513E+04
 4.608E+01, 2.524E+04
 4.697E+01, 2.525E+04
 4.787E+01, 2.519E+04
 4.876E+01, 2.510E+04
 4.966E+01, 2.497E+04
 5.055E+01, 2.477E+04
 5.145E+01, 2.450E+04
 5.234E+01, 2.411E+04
 5.323E+01, 2.366E+04
 5.413E+01, 2.321E+04
 5.502E+01, 2.266E+04
 5.592E+01, 2.207E+04
 5.681E+01, 2.145E+04
 5.771E+01, 2.074E+04
 5.860E+01, 1.999E+04
 5.950E+01, 1.919E+04
 6.039E+01, 1.838E+04
 6.129E+01, 1.753E+04
 6.218E+01, 1.667E+04
 6.308E+01, 1.581E+04
 6.397E+01, 1.493E+04
 6.487E+01, 1.401E+04
 6.576E+01, 1.309E+04
 6.666E+01, 1.218E+04
 6.755E+01, 1.129E+04
 6.845E+01, 1.042E+04
 6.934E+01, 9.586E+03
 7.023E+01, 8.781E+03
 7.113E+01, 8.027E+03
 7.202E+01, 7.323E+03
 7.292E+01, 6.650E+03
 7.381E+01, 6.015E+03
 7.471E+01, 5.425E+03
 7.560E+01, 4.878E+03
 7.650E+01, 4.386E+03
 7.739E+01, 3.925E+03
 7.829E+01, 3.501E+03
 7.918E+01, 3.109E+03
 8.008E+01, 2.752E+03
 8.097E+01, 2.425E+03
 8.187E+01, 2.131E+03
 8.276E+01, 1.873E+03
 8.366E+01, 1.640E+03
 8.455E+01, 1.438E+03
 8.544E+01, 1.265E+03
 8.634E+01, 1.109E+03
 8.723E+01, 9.646E+02
 8.813E+01, 8.367E+02
 8.902E+01, 7.226E+02
 8.992E+01, 6.254E+02
 9.081E+01, 5.394E+02
 9.171E+01, 4.635E+02
 9.260E+01, 3.950E+02
 9.350E+01, 3.350E+02
 9.439E+01, 2.842E+02
 9.529E+01, 2.413E+02
 9.618E+01, 2.052E+02
 9.708E+01, 1.746E+02
 9.797E+01, 1.490E+02
 9.887E+01, 1.266E+02
 9.976E+01, 1.077E+02
 1.007E+02, 9.131E+01
 1.016E+02, 7.756E+01
 1.024E+02, 1.430E+02
 1.033E+02, 1.210E+02
 1.042E+02, 1.025E+02
 1.051E+02, 8.660E+01
 1.060E+02, 7.302E+01
 1.069E+02, 6.148E+01
 1.078E+02, 5.154E+01
 1.087E+02, 4.316E+01
 1.096E+02, 3.620E+01
 1.105E+02, 3.038E+01
 1.114E+02, 2.546E+01
 1.123E+02, 2.131E+01
 1.132E+02, 1.784E+01
 1.141E+02, 1.496E+01
 1.150E+02, 1.255E+01
 1.159E+02, 1.054E+01
 1.168E+02, 8.858E+00
 1.177E+02, 7.442E+00
 1.186E+02, 6.262E+00
 1.194E+02, 5.304E+00
 1.203E+02, 4.501E+00
 1.212E+02, 3.810E+00
 1.221E+02, 3.218E+00
 1.230E+02, 2.715E+00
 1.239E+02, 2.295E+00
 1.248E+02, 1.942E+00
 1.257E+02, 1.642E+00
 1.266E+02, 1.385E+00
 1.275E+02, 1.167E+00
 1.284E+02, 9.860E-01
 1.293E+02, 8.363E-01
 1.302E+02, 7.062E-01
 1.311E+02, 5.967E-01
 1.320E+02, 5.046E-01
 1.329E+02, 4.273E-01
 1.338E+02, 3.613E-01
 1.347E+02, 3.071E-01
 1.356E+02, 2.272E-01
