m,kW
Height,HRR
 1.875E-01, 1.185E+03
 5.625E-01, 1.569E+03
 9.375E-01, 1.682E+03
 1.312E+00, 1.535E+03
 1.688E+00, 1.427E+03
 2.062E+00, 1.378E+03
 2.438E+00, 1.279E+03
 2.812E+00, 1.202E+03
 3.188E+00, 1.156E+03
 3.562E+00, 1.118E+03
 3.938E+00, 1.084E+03
 4.312E+00, 1.056E+03
 4.688E+00, 1.030E+03
 5.062E+00, 1.007E+03
 5.438E+00, 9.858E+02
 5.812E+00, 9.663E+02
 6.188E+00, 9.466E+02
 6.562E+00, 9.214E+02
 6.938E+00, 8.868E+02
 7.313E+00, 8.477E+02
 7.688E+00, 8.056E+02
 8.062E+00, 7.597E+02
 8.438E+00, 7.074E+02
 8.812E+00, 6.496E+02
 9.188E+00, 5.901E+02
 9.562E+00, 5.293E+02
 9.938E+00, 4.661E+02
 1.031E+01, 4.025E+02
 1.069E+01, 3.417E+02
 1.106E+01, 2.867E+02
 1.144E+01, 2.359E+02
 1.181E+01, 1.930E+02
 1.219E+01, 1.567E+02
 1.256E+01, 1.266E+02
 1.294E+01, 1.014E+02
 1.331E+01, 8.023E+01
 1.369E+01, 6.301E+01
 1.406E+01, 4.948E+01
 1.444E+01, 3.887E+01
 1.481E+01, 3.055E+01
 1.519E+01, 2.386E+01
 1.556E+01, 1.862E+01
 1.594E+01, 1.453E+01
 1.631E+01, 1.138E+01
 1.669E+01, 8.918E+00
 1.706E+01, 6.981E+00
 1.744E+01, 5.460E+00
 1.781E+01, 4.287E+00
 1.819E+01, 3.385E+00
 1.856E+01, 2.676E+00
 1.894E+01, 2.109E+00
 1.931E+01, 1.663E+00
 1.969E+01, 1.313E+00
 2.006E+01, 1.039E+00
 2.044E+01, 8.226E-01
 2.081E+01, 6.523E-01
 2.119E+01, 5.179E-01
 2.156E+01, 4.115E-01
 2.194E+01, 3.279E-01
 2.231E+01, 2.616E-01
 2.269E+01, 2.093E-01
 2.306E+01, 1.679E-01
 2.344E+01, 1.345E-01
 2.381E+01, 1.079E-01
 2.419E+01, 8.657E-02
 2.456E+01, 6.955E-02
 2.494E+01, 5.593E-02
 2.531E+01, 4.507E-02
 2.569E+01, 3.610E-02
 2.606E+01, 2.909E-02
 2.644E+01, 2.345E-02
 2.681E+01, 1.885E-02
 2.719E+01, 1.515E-02
 2.756E+01, 1.224E-02
 2.794E+01, 1.002E-02
 2.831E+01, 5.951E-03
