m,kW
Height,HRR
 8.819E-01, 5.974E+04
 2.586E+00, 6.069E+04
 4.289E+00, 6.459E+04
 5.993E+00, 7.192E+04
 7.697E+00, 7.485E+04
 9.401E+00, 7.588E+04
 1.110E+01, 7.625E+04
 1.281E+01, 7.699E+04
 1.451E+01, 7.842E+04
 1.622E+01, 8.028E+04
 1.792E+01, 8.205E+04
 1.962E+01, 8.339E+04
 2.133E+01, 8.471E+04
 2.303E+01, 8.583E+04
 2.473E+01, 8.740E+04
 2.644E+01, 9.000E+04
 2.814E+01, 9.246E+04
 2.985E+01, 9.365E+04
 3.155E+01, 9.329E+04
 3.325E+01, 9.210E+04
 3.496E+01, 9.123E+04
 3.666E+01, 9.110E+04
 3.836E+01, 9.152E+04
 4.007E+01, 9.228E+04
 4.177E+01, 9.337E+04
 4.348E+01, 9.470E+04
 4.518E+01, 9.631E+04
 4.688E+01, 9.803E+04
 4.859E+01, 1.003E+05
 5.029E+01, 1.027E+05
 5.199E+01, 1.052E+05
 5.370E+01, 1.081E+05
 5.540E+01, 1.107E+05
 5.711E+01, 1.132E+05
 5.881E+01, 1.157E+05
 6.051E+01, 1.181E+05
 6.222E+01, 1.203E+05
 6.392E+01, 1.224E+05
 6.562E+01, 1.243E+05
 6.733E+01, 1.263E+05
 6.903E+01, 1.282E+05
 7.074E+01, 1.298E+05
 7.244E+01, 1.312E+05
 7.414E+01, 1.320E+05
 7.585E+01, 1.322E+05
 7.755E+01, 1.320E+05
 7.925E+01, 1.316E+05
 8.096E+01, 1.311E+05
 8.266E+01, 1.302E+05
 8.437E+01, 1.292E+05
 8.607E+01, 1.278E+05
 8.777E+01, 1.262E+05
 8.948E+01, 1.243E+05
 9.118E+01, 1.218E+05
 9.288E+01, 1.188E+05
 9.459E+01, 1.156E+05
 9.629E+01, 1.120E+05
 9.800E+01, 1.080E+05
 9.970E+01, 1.039E+05
 1.014E+02, 9.987E+04
 1.031E+02, 9.564E+04
 1.048E+02, 9.138E+04
 1.065E+02, 8.721E+04
 1.082E+02, 8.295E+04
 1.099E+02, 7.852E+04
 1.116E+02, 7.414E+04
 1.133E+02, 6.971E+04
 1.150E+02, 6.528E+04
 1.167E+02, 6.089E+04
 1.184E+02, 5.677E+04
 1.201E+02, 5.273E+04
 1.218E+02, 4.891E+04
 1.236E+02, 4.507E+04
 1.253E+02, 4.129E+04
 1.270E+02, 3.779E+04
 1.287E+02, 3.460E+04
 1.304E+02, 3.169E+04
 1.321E+02, 2.888E+04
 1.338E+02, 2.618E+04
 1.355E+02, 2.377E+04
 1.372E+02, 2.160E+04
 1.389E+02, 1.951E+04
 1.406E+02, 1.756E+04
 1.423E+02, 1.578E+04
 1.440E+02, 1.416E+04
 1.457E+02, 1.269E+04
 1.474E+02, 1.138E+04
 1.491E+02, 1.014E+04
 1.508E+02, 9.026E+03
 1.525E+02, 8.075E+03
 1.542E+02, 7.232E+03
 1.559E+02, 6.463E+03
 1.576E+02, 5.767E+03
 1.593E+02, 5.090E+03
 1.610E+02, 4.501E+03
 1.627E+02, 3.966E+03
 1.644E+02, 3.478E+03
 1.661E+02, 3.029E+03
 1.678E+02, 2.631E+03
 1.696E+02, 2.265E+03
 1.713E+02, 1.937E+03
 1.730E+02, 1.643E+03
 1.747E+02, 1.391E+03
 1.764E+02, 1.172E+03
 1.781E+02, 9.828E+02
 1.798E+02, 8.259E+02
 1.815E+02, 6.947E+02
 1.832E+02, 5.834E+02
 1.849E+02, 4.884E+02
 1.866E+02, 4.078E+02
 1.883E+02, 3.410E+02
 1.900E+02, 2.856E+02
 1.917E+02, 2.388E+02
 1.934E+02, 1.987E+02
 1.951E+02, 1.649E+02
 1.968E+02, 1.363E+02
 1.985E+02, 1.127E+02
 2.002E+02, 9.280E+01
 2.019E+02, 7.620E+01
 2.036E+02, 6.284E+01
 2.053E+02, 5.213E+01
 2.070E+02, 4.324E+01
 2.087E+02, 3.588E+01
 2.104E+02, 2.987E+01
 2.121E+02, 2.486E+01
 2.139E+02, 2.064E+01
 2.156E+02, 1.719E+01
 2.173E+02, 1.446E+01
 2.190E+02, 1.210E+01
 2.207E+02, 1.008E+01
 2.224E+02, 8.433E+00
 2.241E+02, 7.070E+00
 2.258E+02, 5.904E+00
 2.275E+02, 4.928E+00
 2.292E+02, 4.123E+00
 2.309E+02, 3.457E+00
 2.326E+02, 2.907E+00
 2.343E+02, 2.432E+00
 2.360E+02, 2.056E+00
 2.377E+02, 1.727E+00
 2.394E+02, 1.446E+00
 2.411E+02, 1.215E+00
 2.428E+02, 1.017E+00
 2.445E+02, 8.577E-01
 2.462E+02, 7.133E-01
 2.479E+02, 5.913E-01
 2.496E+02, 4.973E-01
 2.513E+02, 4.162E-01
 2.530E+02, 3.483E-01
 2.547E+02, 2.878E-01
 2.564E+02, 2.468E-01
 2.581E+02, 1.462E-01
