m,kW
Height,HRR
 2.250E-02, 9.059E+01
 6.750E-02, 3.115E+01
 1.125E-01, 1.167E+01
 1.575E-01, 5.469E+00
 2.025E-01, 3.123E+00
 2.475E-01, 2.043E+00
 2.925E-01, 1.453E+00
 3.375E-01, 1.091E+00
 3.825E-01, 8.509E-01
 4.275E-01, 6.818E-01
 4.725E-01, 5.562E-01
 5.175E-01, 4.580E-01
 5.625E-01, 3.788E-01
 6.075E-01, 3.137E-01
 6.525E-01, 2.598E-01
 6.975E-01, 2.159E-01
 7.425E-01, 1.799E-01
 7.875E-01, 1.494E-01
 8.325E-01, 1.244E-01
 8.775E-01, 1.037E-01
 9.225E-01, 8.591E-02
 9.675E-01, 7.085E-02
 1.013E+00, 5.818E-02
 1.058E+00, 4.762E-02
 1.103E+00, 3.890E-02
 1.147E+00, 3.163E-02
 1.193E+00, 2.574E-02
 1.238E+00, 2.094E-02
 1.282E+00, 1.705E-02
 1.328E+00, 1.385E-02
 1.373E+00, 1.121E-02
 1.417E+00, 9.055E-03
 1.463E+00, 7.318E-03
 1.508E+00, 5.915E-03
 1.552E+00, 4.770E-03
 1.598E+00, 3.837E-03
 1.643E+00, 3.090E-03
 1.688E+00, 2.478E-03
 1.733E+00, 1.978E-03
 1.778E+00, 1.578E-03
 1.823E+00, 1.263E-03
 1.868E+00, 1.019E-03
 1.913E+00, 8.214E-04
 1.958E+00, 6.616E-04
 2.003E+00, 5.342E-04
 2.047E+00, 4.319E-04
 2.093E+00, 3.493E-04
 2.138E+00, 2.812E-04
 2.183E+00, 2.271E-04
 2.228E+00, 1.831E-04
 2.272E+00, 1.475E-04
 2.317E+00, 1.194E-04
 2.363E+00, 9.701E-05
 2.408E+00, 7.831E-05
 2.453E+00, 6.318E-05
 2.498E+00, 5.090E-05
 2.542E+00, 4.102E-05
 2.587E+00, 3.344E-05
 2.633E+00, 2.719E-05
 2.678E+00, 2.199E-05
 2.723E+00, 1.775E-05
 2.768E+00, 1.432E-05
 2.812E+00, 1.155E-05
 2.857E+00, 9.392E-06
 2.903E+00, 7.623E-06
 2.948E+00, 6.203E-06
 2.993E+00, 5.032E-06
 3.038E+00, 4.070E-06
 3.083E+00, 3.290E-06
 3.127E+00, 2.658E-06
 3.173E+00, 2.133E-06
 3.218E+00, 1.713E-06
 3.263E+00, 1.357E-06
 3.308E+00, 1.072E-06
 3.353E+00, 8.472E-07
 3.397E+00, 4.926E-07
