m,kW
Height,HRR
 5.160E-02, 2.441E+02
 1.589E-01, 2.986E+02
 2.661E-01, 2.397E+02
 3.734E-01, 1.835E+02
 4.806E-01, 1.557E+02
 5.879E-01, 1.427E+02
 6.951E-01, 1.362E+02
 8.024E-01, 1.322E+02
 9.096E-01, 1.295E+02
 1.017E+00, 1.267E+02
 1.124E+00, 1.240E+02
 1.231E+00, 1.214E+02
 1.339E+00, 1.192E+02
 1.446E+00, 1.175E+02
 1.553E+00, 1.163E+02
 1.660E+00, 1.160E+02
 1.768E+00, 1.162E+02
 1.875E+00, 1.169E+02
 1.982E+00, 1.180E+02
 2.089E+00, 1.193E+02
 2.197E+00, 1.206E+02
 2.304E+00, 1.218E+02
 2.411E+00, 1.231E+02
 2.518E+00, 1.248E+02
 2.626E+00, 1.266E+02
 2.733E+00, 1.281E+02
 2.840E+00, 1.294E+02
 2.947E+00, 1.305E+02
 3.055E+00, 1.311E+02
 3.162E+00, 1.316E+02
 3.269E+00, 1.322E+02
 3.376E+00, 1.327E+02
 3.484E+00, 1.328E+02
 3.591E+00, 1.323E+02
 3.698E+00, 1.315E+02
 3.805E+00, 1.305E+02
 3.913E+00, 1.292E+02
 4.020E+00, 1.277E+02
 4.127E+00, 1.259E+02
 4.234E+00, 1.238E+02
 4.342E+00, 1.213E+02
 4.449E+00, 1.186E+02
 4.556E+00, 1.155E+02
 4.663E+00, 1.121E+02
 4.771E+00, 1.081E+02
 4.878E+00, 1.041E+02
 4.985E+00, 9.976E+01
 5.092E+00, 9.520E+01
 5.200E+00, 9.053E+01
 5.307E+00, 8.576E+01
 5.414E+00, 8.081E+01
 5.521E+00, 7.578E+01
 5.629E+00, 7.074E+01
 5.736E+00, 6.578E+01
 5.843E+00, 6.097E+01
 5.950E+00, 5.643E+01
 6.058E+00, 5.217E+01
 6.165E+00, 4.818E+01
 6.272E+00, 4.441E+01
 6.379E+00, 4.087E+01
 6.487E+00, 3.749E+01
 6.594E+00, 3.431E+01
 6.701E+00, 3.113E+01
 6.808E+00, 2.805E+01
 6.916E+00, 2.529E+01
 7.023E+00, 2.276E+01
 7.130E+00, 2.043E+01
 7.237E+00, 1.828E+01
 7.345E+00, 1.633E+01
 7.452E+00, 1.461E+01
 7.559E+00, 1.304E+01
 7.666E+00, 1.165E+01
 7.774E+00, 1.038E+01
 7.881E+00, 9.261E+00
 7.988E+00, 8.285E+00
 8.095E+00, 7.416E+00
 8.203E+00, 6.640E+00
 8.310E+00, 5.948E+00
 8.417E+00, 5.334E+00
 8.524E+00, 4.781E+00
 8.632E+00, 4.278E+00
 8.739E+00, 3.809E+00
 8.846E+00, 3.374E+00
 8.953E+00, 2.989E+00
 9.061E+00, 2.651E+00
 9.168E+00, 2.342E+00
 9.275E+00, 2.079E+00
 9.382E+00, 1.859E+00
 9.490E+00, 1.663E+00
 9.597E+00, 1.465E+00
 9.704E+00, 1.270E+00
 9.811E+00, 1.087E+00
 9.919E+00, 9.298E-01
 1.003E+01, 7.947E-01
 1.013E+01, 6.738E-01
 1.024E+01, 5.699E-01
 1.035E+01, 4.801E-01
 1.045E+01, 4.036E-01
 1.056E+01, 3.376E-01
 1.067E+01, 2.820E-01
 1.078E+01, 2.365E-01
 1.088E+01, 1.987E-01
 1.099E+01, 1.667E-01
 1.110E+01, 1.393E-01
 1.121E+01, 1.167E-01
 1.131E+01, 9.731E-02
 1.142E+01, 8.080E-02
 1.153E+01, 6.752E-02
 1.163E+01, 5.640E-02
 1.174E+01, 4.732E-02
 1.185E+01, 3.949E-02
 1.196E+01, 3.268E-02
 1.206E+01, 2.706E-02
 1.217E+01, 2.243E-02
 1.228E+01, 1.865E-02
 1.239E+01, 1.546E-02
 1.249E+01, 1.287E-02
 1.260E+01, 1.077E-02
 1.271E+01, 9.036E-03
 1.281E+01, 7.582E-03
 1.292E+01, 6.372E-03
 1.303E+01, 5.360E-03
 1.314E+01, 4.489E-03
 1.324E+01, 3.769E-03
 1.335E+01, 3.179E-03
 1.346E+01, 2.691E-03
 1.357E+01, 2.257E-03
 1.367E+01, 1.903E-03
 1.378E+01, 1.604E-03
 1.389E+01, 1.353E-03
 1.399E+01, 1.143E-03
 1.410E+01, 9.629E-04
 1.421E+01, 8.147E-04
 1.432E+01, 6.916E-04
 1.442E+01, 5.873E-04
 1.453E+01, 4.966E-04
 1.464E+01, 4.218E-04
 1.474E+01, 3.581E-04
 1.485E+01, 3.038E-04
 1.496E+01, 2.578E-04
 1.507E+01, 2.184E-04
 1.517E+01, 1.860E-04
 1.528E+01, 1.585E-04
 1.539E+01, 1.352E-04
 1.550E+01, 1.154E-04
 1.560E+01, 9.877E-05
 1.571E+01, 8.415E-05
 1.582E+01, 7.191E-05
 1.592E+01, 6.155E-05
 1.603E+01, 5.243E-05
 1.614E+01, 4.478E-05
 1.625E+01, 2.716E-05
