s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-7.733E-13,-2.842E-17, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-7.733E-13, 0.000E+00, 0.000E+00, 0.000E+00
 5.038E+00, 7.585E+04, 0.000E+00,-2.539E+04, 7.637E+02,-5.960E+00,-3.952E-01, 0.000E+00, 0.000E+00, 4.948E+04, 5.121E+04, 0.000E+00, 2.901E+00, 0.000E+00
 1.002E+01, 1.439E+05, 0.000E+00,-2.649E+04,-5.860E+04,-2.706E+02,-4.756E-02, 0.000E+00, 0.000E+00, 5.840E+04, 5.856E+04, 0.000E+00, 3.300E+00, 0.000E+00
 1.502E+01, 1.548E+05, 0.000E+00,-1.830E+04,-1.242E+05,-2.426E+02,-1.197E-01, 0.000E+00, 0.000E+00, 1.162E+04, 1.209E+04, 0.000E+00, 3.300E+00, 0.000E+00
 2.002E+01, 1.538E+05, 0.000E+00,-1.968E+04,-1.366E+05,-2.592E+02,-1.306E-01, 0.000E+00, 0.000E+00,-3.491E+03,-2.746E+03, 0.000E+00, 3.300E+00, 0.000E+00
 2.503E+01, 1.546E+05, 0.000E+00,-1.831E+04,-1.368E+05,-1.946E+02,-2.268E-01, 0.000E+00, 0.000E+00,-1.645E+03,-7.669E+02, 0.000E+00, 3.300E+00, 0.000E+00
 3.001E+01, 1.477E+05, 0.000E+00,-1.717E+04,-1.335E+05,-2.083E+02,-2.263E-01, 0.000E+00, 0.000E+00,-4.034E+03,-3.222E+03, 0.000E+00, 3.300E+00, 0.000E+00
 3.501E+01, 1.574E+05, 0.000E+00,-2.009E+04,-1.349E+05,-2.422E+02,-2.934E-01, 0.000E+00, 0.000E+00, 1.409E+03, 2.115E+03, 0.000E+00, 3.300E+00, 0.000E+00
 4.002E+01, 1.508E+05, 0.000E+00,-1.999E+04,-1.278E+05,-2.884E+02,-2.256E-01, 0.000E+00, 0.000E+00, 1.822E+03, 2.666E+03, 0.000E+00, 3.300E+00, 0.000E+00
 4.503E+01, 1.460E+05, 0.000E+00,-1.722E+04,-1.316E+05,-3.148E+02,-1.819E-01, 0.000E+00, 0.000E+00,-3.848E+03,-3.112E+03, 0.000E+00, 3.300E+00, 0.000E+00
 5.000E+01, 1.537E+05, 0.000E+00,-1.983E+04,-1.311E+05,-3.384E+02,-2.267E-01, 0.000E+00, 0.000E+00, 1.657E+03, 2.390E+03, 0.000E+00, 3.300E+00, 0.000E+00
 5.500E+01, 1.568E+05, 0.000E+00,-1.998E+04,-1.342E+05,-3.981E+02,-2.154E-01, 0.000E+00, 0.000E+00, 1.383E+03, 2.257E+03, 0.000E+00, 3.300E+00, 0.000E+00
 6.003E+01, 1.454E+05, 0.000E+00,-1.723E+04,-1.336E+05,-4.164E+02,-2.342E-01, 0.000E+00, 0.000E+00,-6.289E+03,-5.759E+03, 0.000E+00, 3.300E+00, 0.000E+00
 6.503E+01, 1.523E+05, 0.000E+00,-2.007E+04,-1.217E+05,-4.195E+02,-1.899E-01, 0.000E+00, 0.000E+00, 9.247E+03, 1.003E+04, 0.000E+00, 3.300E+00, 0.000E+00
 7.003E+01, 1.587E+05, 0.000E+00,-1.931E+04,-1.402E+05,-4.691E+02,-2.578E-01, 0.000E+00, 0.000E+00,-1.939E+03,-1.327E+03, 0.000E+00, 3.300E+00, 0.000E+00
 7.502E+01, 1.452E+05, 0.000E+00,-1.810E+04,-1.258E+05,-4.552E+02,-2.811E-01, 0.000E+00, 0.000E+00, 5.583E+01, 7.841E+02, 0.000E+00, 3.300E+00, 0.000E+00
 8.003E+01, 1.591E+05, 0.000E+00,-1.988E+04,-1.344E+05,-5.103E+02,-3.522E-01, 0.000E+00, 0.000E+00, 3.882E+03, 4.347E+03, 0.000E+00, 3.300E+00, 0.000E+00
 8.500E+01, 1.462E+05, 0.000E+00,-1.941E+04,-1.271E+05,-4.794E+02,-3.044E-01, 0.000E+00, 0.000E+00,-1.609E+03,-8.648E+02, 0.000E+00, 3.300E+00, 0.000E+00
 9.002E+01, 1.573E+05, 0.000E+00,-2.086E+04,-1.319E+05,-4.779E+02,-4.679E-01, 0.000E+00, 0.000E+00, 3.398E+03, 4.124E+03, 0.000E+00, 3.300E+00, 0.000E+00
 9.501E+01, 1.488E+05, 0.000E+00,-1.849E+04,-1.338E+05,-4.605E+02,-4.533E-01, 0.000E+00, 0.000E+00,-4.666E+03,-3.904E+03, 0.000E+00, 3.300E+00, 0.000E+00
 1.000E+02, 1.482E+05, 0.000E+00,-2.038E+04,-1.238E+05,-4.631E+02,-3.501E-01, 0.000E+00, 0.000E+00, 2.848E+03, 3.533E+03, 0.000E+00, 3.300E+00, 0.000E+00
