s,m,m,m
Time,Lf_95,Lf_97,Lf_99
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.036E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.004E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.505E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.003E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.504E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.006E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.004E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.503E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.003E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.505E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.005E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.505E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.003E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.505E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.004E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.001E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.050E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.100E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.150E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.250E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.301E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.350E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.401E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.450E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.550E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.601E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.651E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.700E+02, 1.177E+02, 1.340E+02, 1.713E+02
 1.750E+02, 1.261E+02, 1.400E+02, 1.708E+02
 1.800E+02, 1.236E+02, 1.384E+02, 1.712E+02
 1.850E+02, 1.215E+02, 1.364E+02, 1.689E+02
 1.900E+02, 1.213E+02, 1.359E+02, 1.674E+02
 1.951E+02, 1.212E+02, 1.360E+02, 1.680E+02
 2.000E+02, 1.201E+02, 1.346E+02, 1.661E+02
 2.050E+02, 1.204E+02, 1.349E+02, 1.663E+02
 2.100E+02, 1.216E+02, 1.361E+02, 1.675E+02
 2.150E+02, 1.214E+02, 1.361E+02, 1.682E+02
 2.201E+02, 1.202E+02, 1.347E+02, 1.662E+02
 2.250E+02, 1.212E+02, 1.357E+02, 1.672E+02
 2.301E+02, 1.209E+02, 1.354E+02, 1.667E+02
 2.351E+02, 1.211E+02, 1.355E+02, 1.668E+02
 2.400E+02, 1.214E+02, 1.358E+02, 1.672E+02
 2.451E+02, 1.218E+02, 1.362E+02, 1.674E+02
 2.500E+02, 1.228E+02, 1.372E+02, 1.687E+02
 2.550E+02, 1.219E+02, 1.364E+02, 1.680E+02
 2.601E+02, 1.220E+02, 1.366E+02, 1.682E+02
 2.650E+02, 1.222E+02, 1.368E+02, 1.683E+02
 2.700E+02, 1.220E+02, 1.366E+02, 1.682E+02
 2.751E+02, 1.217E+02, 1.363E+02, 1.679E+02
 2.801E+02, 1.217E+02, 1.364E+02, 1.682E+02
 2.850E+02, 1.208E+02, 1.355E+02, 1.671E+02
 2.901E+02, 1.204E+02, 1.351E+02, 1.668E+02
 2.950E+02, 1.206E+02, 1.352E+02, 1.670E+02
 3.000E+02, 1.208E+02, 1.355E+02, 1.671E+02
 3.051E+02, 1.209E+02, 1.356E+02, 1.673E+02
 3.101E+02, 1.210E+02, 1.357E+02, 1.673E+02
 3.151E+02, 1.215E+02, 1.362E+02, 1.679E+02
 3.200E+02, 1.215E+02, 1.361E+02, 1.679E+02
 3.250E+02, 1.219E+02, 1.365E+02, 1.682E+02
 3.300E+02, 1.220E+02, 1.367E+02, 1.686E+02
 3.351E+02, 1.219E+02, 1.365E+02, 1.682E+02
 3.360E+02, 1.219E+02, 1.366E+02, 1.682E+02
