s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-8.640E-15, 6.177E-11, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.176E-11, 0.000E+00, 0.000E+00, 0.000E+00
 5.002E+00, 6.010E+02, 0.000E+00,-1.682E+02,-2.339E+02,-2.670E+00,-2.984E-02, 0.000E+00, 0.000E+00, 1.948E+02, 1.962E+02, 0.000E+00, 1.424E-02, 0.000E+00
 1.000E+01, 7.546E+02, 0.000E+00,-1.976E+02,-5.697E+02,-2.758E+00,-3.466E-02, 0.000E+00, 0.000E+00,-1.619E+01,-1.538E+01, 0.000E+00, 1.650E-02, 0.000E+00
 1.500E+01, 7.577E+02, 0.000E+00,-1.993E+02,-5.448E+02,-2.839E+00,-3.469E-02, 0.000E+00, 0.000E+00, 9.934E+00, 1.084E+01, 0.000E+00, 1.650E-02, 0.000E+00
 2.000E+01, 7.561E+02, 0.000E+00,-1.985E+02,-5.560E+02,-3.003E+00,-3.489E-02, 0.000E+00, 0.000E+00,-2.253E+00,-1.544E+00, 0.000E+00, 1.650E-02, 0.000E+00
 2.500E+01, 7.600E+02, 0.000E+00,-1.990E+02,-5.297E+02,-2.777E+00,-3.459E-02, 0.000E+00, 0.000E+00, 2.765E+01, 2.844E+01, 0.000E+00, 1.650E-02, 0.000E+00
 3.000E+01, 7.522E+02, 0.000E+00,-1.975E+02,-5.777E+02,-2.751E+00,-3.491E-02, 0.000E+00, 0.000E+00,-2.640E+01,-2.575E+01, 0.000E+00, 1.650E-02, 0.000E+00
 3.500E+01, 7.562E+02, 0.000E+00,-1.993E+02,-5.592E+02,-2.462E+00,-3.499E-02, 0.000E+00, 0.000E+00,-6.004E+00,-4.850E+00, 0.000E+00, 1.650E-02, 0.000E+00
 4.000E+01, 7.567E+02, 0.000E+00,-1.983E+02,-5.616E+02,-2.647E+00,-3.482E-02, 0.000E+00, 0.000E+00,-6.672E+00,-5.940E+00, 0.000E+00, 1.650E-02, 0.000E+00
 4.500E+01, 7.521E+02, 0.000E+00,-1.978E+02,-5.401E+02,-2.968E+00,-3.487E-02, 0.000E+00, 0.000E+00, 1.036E+01, 1.127E+01, 0.000E+00, 1.650E-02, 0.000E+00
 4.700E+01, 7.617E+02, 0.000E+00,-2.003E+02,-5.292E+02,-2.880E+00,-3.465E-02, 0.000E+00, 0.000E+00, 2.897E+01, 2.928E+01, 0.000E+00, 1.650E-02, 0.000E+00
