s,m,m,m
Time,Lf_95,Lf_97,Lf_99
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.005E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.000E+01, 2.252E+01, 2.373E+01, 2.597E+01
 7.501E+01, 2.280E+01, 2.399E+01, 2.620E+01
 8.000E+01, 2.303E+01, 2.421E+01, 2.644E+01
 8.500E+01, 2.285E+01, 2.402E+01, 2.623E+01
 9.000E+01, 2.288E+01, 2.407E+01, 2.630E+01
 9.500E+01, 2.298E+01, 2.419E+01, 2.645E+01
 1.000E+02, 2.298E+01, 2.417E+01, 2.640E+01
 1.050E+02, 2.297E+01, 2.416E+01, 2.640E+01
 1.100E+02, 2.301E+01, 2.421E+01, 2.644E+01
 1.150E+02, 2.303E+01, 2.424E+01, 2.648E+01
 1.200E+02, 2.298E+01, 2.419E+01, 2.643E+01
 1.250E+02, 2.298E+01, 2.418E+01, 2.642E+01
 1.300E+02, 2.288E+01, 2.408E+01, 2.632E+01
 1.340E+02, 2.281E+01, 2.400E+01, 2.623E+01
