s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 0.000E+00, 0.000E+00, 0.000E+00,-3.263E-16, 3.977E-10, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.977E-10, 0.000E+00, 0.000E+00, 0.000E+00
 5.001E+00, 2.525E+02, 0.000E+00,-7.734E+01,-9.515E+01,-2.927E+00,-1.491E-02, 0.000E+00, 0.000E+00, 7.667E+01, 7.704E+01, 0.000E+00, 5.695E-03, 0.000E+00
 1.000E+01, 3.016E+02, 0.000E+00,-8.475E+01,-2.166E+02,-3.272E+00,-1.755E-02, 0.000E+00, 0.000E+00,-3.085E+00,-3.049E+00, 0.000E+00, 6.599E-03, 0.000E+00
 1.500E+01, 3.061E+02, 0.000E+00,-8.598E+01,-2.125E+02,-3.355E+00,-1.776E-02, 0.000E+00, 0.000E+00, 4.312E+00, 4.247E+00, 0.000E+00, 6.599E-03, 0.000E+00
 2.000E+01, 3.036E+02, 0.000E+00,-8.520E+01,-2.139E+02,-3.469E+00,-1.779E-02, 0.000E+00, 0.000E+00, 1.078E+00, 9.871E-01, 0.000E+00, 6.599E-03, 0.000E+00
 2.500E+01, 3.011E+02, 0.000E+00,-8.441E+01,-2.186E+02,-3.171E+00,-1.777E-02, 0.000E+00, 0.000E+00,-5.121E+00,-5.114E+00, 0.000E+00, 6.599E-03, 0.000E+00
 3.000E+01, 3.027E+02, 0.000E+00,-8.484E+01,-2.174E+02,-3.319E+00,-1.781E-02, 0.000E+00, 0.000E+00,-2.879E+00,-2.899E+00, 0.000E+00, 6.599E-03, 0.000E+00
 3.500E+01, 3.021E+02, 0.000E+00,-8.484E+01,-2.109E+02,-3.191E+00,-1.777E-02, 0.000E+00, 0.000E+00, 3.021E+00, 3.076E+00, 0.000E+00, 6.599E-03, 0.000E+00
 3.900E+01, 3.045E+02, 0.000E+00,-8.521E+01,-2.125E+02,-3.296E+00,-1.780E-02, 0.000E+00, 0.000E+00, 3.569E+00, 3.502E+00, 0.000E+00, 6.599E-03, 0.000E+00
