s,m,m,m
Time,Lf_95,Lf_97,Lf_99
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00
 5.001E+00, 0.000E+00, 0.000E+00, 0.000E+00
 1.003E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.003E+01, 0.000E+00, 0.000E+00, 0.000E+00
 2.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.002E+01, 0.000E+00, 0.000E+00, 0.000E+00
 3.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.000E+01, 0.000E+00, 0.000E+00, 0.000E+00
 4.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 5.503E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 6.503E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.003E+01, 0.000E+00, 0.000E+00, 0.000E+00
 7.500E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.002E+01, 0.000E+00, 0.000E+00, 0.000E+00
 8.501E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.001E+01, 0.000E+00, 0.000E+00, 0.000E+00
 9.502E+01, 0.000E+00, 0.000E+00, 0.000E+00
 1.000E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.050E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.100E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.150E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.250E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.300E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.350E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.400E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.450E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.550E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.600E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.650E+02, 0.000E+00, 0.000E+00, 0.000E+00
 1.700E+02, 1.494E+02, 1.589E+02, 1.791E+02
 1.750E+02, 1.449E+02, 1.545E+02, 1.750E+02
 1.800E+02, 1.502E+02, 1.599E+02, 1.803E+02
 1.850E+02, 1.518E+02, 1.617E+02, 1.827E+02
 1.900E+02, 1.521E+02, 1.624E+02, 1.839E+02
 1.950E+02, 1.507E+02, 1.608E+02, 1.820E+02
 2.000E+02, 1.499E+02, 1.599E+02, 1.808E+02
 2.050E+02, 1.513E+02, 1.613E+02, 1.822E+02
 2.100E+02, 1.531E+02, 1.630E+02, 1.838E+02
 2.150E+02, 1.543E+02, 1.644E+02, 1.854E+02
 2.200E+02, 1.538E+02, 1.638E+02, 1.848E+02
 2.250E+02, 1.528E+02, 1.628E+02, 1.836E+02
 2.300E+02, 1.526E+02, 1.625E+02, 1.833E+02
 2.350E+02, 1.519E+02, 1.619E+02, 1.828E+02
 2.400E+02, 1.510E+02, 1.609E+02, 1.816E+02
 2.450E+02, 1.505E+02, 1.604E+02, 1.811E+02
 2.500E+02, 1.503E+02, 1.602E+02, 1.808E+02
 2.550E+02, 1.501E+02, 1.600E+02, 1.806E+02
 2.600E+02, 1.497E+02, 1.596E+02, 1.801E+02
 2.650E+02, 1.500E+02, 1.598E+02, 1.803E+02
 2.700E+02, 1.497E+02, 1.595E+02, 1.800E+02
 2.750E+02, 1.498E+02, 1.596E+02, 1.800E+02
 2.800E+02, 1.496E+02, 1.593E+02, 1.797E+02
 2.850E+02, 1.496E+02, 1.594E+02, 1.797E+02
 2.900E+02, 1.496E+02, 1.594E+02, 1.798E+02
 2.950E+02, 1.496E+02, 1.594E+02, 1.798E+02
 3.000E+02, 1.495E+02, 1.593E+02, 1.796E+02
 3.050E+02, 1.497E+02, 1.595E+02, 1.798E+02
 3.100E+02, 1.494E+02, 1.592E+02, 1.796E+02
 3.150E+02, 1.490E+02, 1.588E+02, 1.791E+02
 3.200E+02, 1.492E+02, 1.589E+02, 1.792E+02
 3.250E+02, 1.488E+02, 1.586E+02, 1.789E+02
 3.300E+02, 1.489E+02, 1.587E+02, 1.789E+02
 3.350E+02, 1.492E+02, 1.589E+02, 1.792E+02
 3.360E+02, 1.492E+02, 1.589E+02, 1.792E+02
