s,Pa,Pa,Pa,Pa,Pa,Pa,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,1/m,1/m,1/m,%/m,%/m,%/m,%/m,%/m,%/m
 2.1000086E+002,-4.2924867E+001,-5.7535596E+001,-6.0672606E+001,-6.8282099E+001,-7.2992579E+001,-9.3429318E+001, 4.5489881E+000, 9.5658508E-037, 1.2319119E+000, 2.3528850E-036, 4.8679776E+000, 3.1031538E-031, 3.8829176E+000, 1.9999412E+001, 2.1412245E+000, 6.1409412E-019, 3.2832077E+000, 4.0017752E-021, 1.5880018E+000, 4.4247700E-019, 1.7003463E+000, 1.9999410E+001, 1.4190879E+000, 1.6154629E-002, 1.1545041E+000, 2.4702051E-001, 1.3758121E-002, 1.1556868E+000, 2.1305088E-001, 4.7015741E-001, 2.0004951E+001, 1.1336834E+000, 1.1725911E-003, 9.3432694E-001, 6.4787487E-004, 9.0203913E-001, 5.3380860E-004, 8.4151519E-001, 1.5467628E-001, 1.9967726E+001, 1.1664564E+000, 7.0002771E-002, 1.0258532E+000, 7.9996251E-002, 5.7385467E-002, 6.1311792E-001, 8.0227667E-002,-7.0202088E-001, 3.4196426E-001, 1.9967624E+001, 1.1077580E+000, 3.9204652E+000, 9.8961667E-001, 4.0979822E+000, 1.1558978E+000, 3.7486917E+000, 2.7384266E-001, 1.3787570E-002, 2.0008559E+001, 3.0943349E+000, 1.1265914E-001, 2.9978353E+000, 1.0770552E-001, 1.1189508E-001, 2.7638591E+000, 1.0580189E-001,-2.8457345E+000, 1.9962872E+001, 2.2900215E+000, 2.6337559E-001, 2.4028114E+000, 2.9474007E-001, 2.2379326E+000, 4.3514631E-001,-2.3877813E+000, 1.9961620E+001, 2.0468358E+000, 2.7383330E+000, 2.1785060E+000, 2.9164041E+000, 2.3996717E+000, 2.4343175E+000,-1.3334172E+000, 1.9988832E+001, 7.5119342E-005, 3.1332465E-004, 6.1094716E-004, 1.9348018E-002, 3.3110179E-002, 1.3871631E-001, 8.7099616E-003, 1.7398307E-002, 4.6110820E-002
 2.2000132E+002,-4.2699782E+001,-5.7515995E+001,-6.0494347E+001,-6.8066518E+001,-7.2788216E+001,-9.3279002E+001, 4.5579963E+000, 4.3339959E-033, 1.1754300E+000, 4.6598379E-033, 4.8661933E+000, 2.3993554E-027, 3.9035930E+000, 1.9999641E+001, 2.1777837E+000, 1.1202332E-015, 3.2385856E+000, 5.9370871E-018, 1.5849442E+000, 1.4185832E-016, 1.5877989E+000, 1.9999576E+001, 1.3793562E+000, 2.5018389E-002, 1.1782454E+000, 6.9914436E-002, 1.9470035E-002, 1.1907464E+000, 3.2817944E-001, 4.6665456E-001, 2.0003559E+001, 1.1876585E+000, 7.1136156E-004, 9.6784499E-001, 5.9672782E-004, 8.5521909E-001, 5.9221659E-004, 9.0254412E-001, 2.1519094E-001, 1.9967610E+001, 1.1655100E+000, 7.3994085E-002, 9.9345777E-001, 7.5314431E-002, 6.0775012E-002, 5.8699887E-001, 8.9266926E-002,-6.8464674E-001, 3.3195881E-001, 1.9967905E+001, 1.1058768E+000, 3.6227571E+000, 9.1929935E-001, 3.5315037E+000, 1.1101252E+000, 3.2707353E+000, 2.4223624E-001,-6.7851265E-003, 2.0007071E+001, 3.0996592E+000, 1.0213822E-001, 3.0196589E+000, 9.9646499E-002, 1.1057305E-001, 2.7641485E+000, 9.6214745E-002,-2.8176241E+000, 1.9962686E+001, 2.3736169E+000, 2.6573525E-001, 2.4281835E+000, 2.3320758E-001, 2.2482631E+000, 3.6379789E-001,-2.4382738E+000, 1.9961547E+001, 2.1015198E+000, 2.5892720E+000, 2.1891668E+000, 2.7474433E+000, 2.3821334E+000, 2.4416310E+000,-1.3526480E+000, 1.9988387E+001, 1.0630639E-004, 3.3183156E-004, 6.0372885E-004, 6.5468202E-003, 4.0053855E-002, 5.7613452E-002, 8.7975119E-003, 1.8115285E-002, 4.6759472E-002
 2.3000103E+002,-4.2806211E+001,-5.7531873E+001,-6.0623030E+001,-6.8201516E+001,-7.2883540E+001,-9.3373709E+001, 4.5417663E+000, 4.5723968E-033, 1.2504254E+000, 2.9880498E-033, 4.8597860E+000, 7.5084915E-028, 3.8962385E+000, 1.9999461E+001, 2.2068799E+000, 2.8058394E-017, 3.2598410E+000, 1.6893904E-019, 1.6148007E+000, 3.8077575E-018, 1.6145292E+000, 1.9999418E+001, 1.4977155E+000, 1.1109345E-002, 1.1211472E+000, 4.0952659E-002, 4.1666545E-002, 1.1860779E+000, 8.8403100E-002, 5.1472090E-001, 2.0001080E+001, 1.2483403E+000, 6.5984028E-004, 9.7386694E-001, 4.3240852E-004, 8.9965297E-001, 3.8410118E-004, 9.4337284E-001, 1.7483892E-001, 1.9967658E+001, 1.1273944E+000, 2.9038346E-002, 9.4226757E-001, 4.8547871E-002, 4.3943376E-002, 5.9162546E-001, 7.0493574E-002,-6.7401555E-001, 3.2144201E-001, 1.9967530E+001, 1.1127387E+000, 4.2249625E+000, 9.4290302E-001, 4.2661334E+000, 1.1122210E+000, 3.7044567E+000, 2.5927358E-001,-4.1075926E-002, 2.0009077E+001, 3.1220627E+000, 1.1449142E-001, 2.9917478E+000, 1.1090031E-001, 1.2743642E-001, 2.7551942E+000, 1.0833212E-001,-2.8552641E+000, 1.9962441E+001, 2.3367920E+000, 3.5573686E-001, 2.4162275E+000, 3.1811941E-001, 2.2478323E+000, 4.9025014E-001,-2.3885000E+000, 1.9962208E+001, 2.0865534E+000, 2.4743531E+000, 2.1869123E+000, 2.5908437E+000, 2.3526693E+000, 2.0678992E+000,-1.3623432E+000, 1.9984871E+001, 2.2749934E-004, 2.3993083E-004, 6.9580287E-004, 7.3142256E-005, 1.5609327E-002, 6.9475689E-002, 9.4030675E-003, 1.8370951E-002, 4.7750384E-002
 2.4000143E+002,-4.2498435E+001,-5.7310025E+001,-6.0400442E+001,-6.7978084E+001,-7.2658483E+001,-9.3167370E+001, 4.5054920E+000, 1.0544832E-033, 1.2186687E+000, 4.3160088E-034, 4.7778309E+000, 6.8337866E-028, 3.8426666E+000, 1.9999496E+001, 2.3063687E+000, 1.3742990E-017, 3.2024765E+000, 5.0179896E-020, 1.5925311E+000, 1.1388677E-018, 1.6084219E+000, 1.9999605E+001, 1.4772393E+000, 1.9720861E-003, 1.0444259E+000, 1.1037563E-002, 1.2322991E-002, 1.1822757E+000, 3.8142041E-002, 5.0496981E-001, 1.9999104E+001, 1.2029596E+000, 4.3479414E-004, 9.5581325E-001, 3.6527257E-004, 9.1164198E-001, 2.7207029E-004, 9.6994705E-001, 2.0975709E-001, 1.9967609E+001, 1.1642794E+000, 4.2966824E-002, 9.8518488E-001, 4.8304284E-002, 4.2134929E-002, 5.9540055E-001, 6.2202418E-002,-7.0823387E-001, 3.2452841E-001, 1.9967627E+001, 1.0963778E+000, 4.0206982E+000, 9.6176898E-001, 4.1724780E+000, 1.1322039E+000, 3.5239904E+000, 2.9834262E-001, 4.3733389E-003, 2.0012515E+001, 3.1895556E+000, 1.0721670E-001, 3.0162382E+000, 1.1773578E-001, 1.2116556E-001, 2.8955010E+000, 1.0513369E-001,-2.9701408E+000, 1.9962976E+001, 2.3357073E+000, 2.4137317E-001, 2.4058265E+000, 2.3933700E-001, 2.2517938E+000, 3.1943404E-001,-2.4351216E+000, 1.9960700E+001, 2.0787270E+000, 2.4947525E+000, 2.1519951E+000, 2.5973612E+000, 2.3652863E+000, 2.0952199E+000,-1.3196614E+000, 1.9984762E+001, 6.7283531E-005, 2.3005671E-004, 6.6156397E-004, 2.5740455E-003, 1.4683799E-002, 3.7481954E-002, 9.2915557E-003, 1.8563995E-002, 4.8516538E-002
 2.5000289E+002,-4.2906477E+001,-5.7574296E+001,-6.0637960E+001,-6.8192363E+001,-7.2900485E+001,-9.3329590E+001, 4.5470985E+000, 8.6082803E-033, 1.2414982E+000, 8.0381990E-033, 4.8733474E+000, 1.2235934E-027, 3.8908567E+000, 1.9999383E+001, 2.2830179E+000, 1.2085908E-016, 3.2098456E+000, 4.4257337E-019, 1.5580722E+000, 3.0447268E-017, 1.6856629E+000, 1.9999521E+001, 1.2914302E+000, 1.7214570E-002, 1.1251818E+000, 1.4918429E-001, 3.9878848E-002, 1.2040408E+000, 3.2965638E-001, 4.3441615E-001, 2.0001435E+001, 1.2169343E+000, 6.4916481E-004, 1.0030765E+000, 5.0964082E-004, 1.0047056E+000, 5.2643171E-004, 9.4979030E-001, 1.8192888E-001, 1.9967525E+001, 1.1495546E+000, 2.6739740E-002, 9.4496095E-001, 3.3484438E-002, 2.4661498E-002, 6.2335375E-001, 5.5777381E-002,-7.0571385E-001, 3.1608020E-001, 1.9967478E+001, 1.1230760E+000, 4.3845334E+000, 9.8195907E-001, 4.7189379E+000, 1.1279891E+000, 3.6614663E+000, 2.4276749E-001,-2.7953352E-002, 2.0015646E+001, 3.1802456E+000, 8.8998029E-002, 2.9992570E+000, 9.8035548E-002, 1.1960338E-001, 2.7940801E+000, 8.6247581E-002,-2.9669559E+000, 1.9963044E+001, 2.3790375E+000, 2.0186427E-001, 2.4243396E+000, 1.9836975E-001, 2.2497926E+000, 3.1859666E-001,-2.4269846E+000, 1.9960474E+001, 1.9948111E+000, 2.2958262E+000, 2.1616566E+000, 2.3731256E+000, 2.3668883E+000, 1.9696856E+000,-1.3340556E+000, 1.9984522E+001, 2.1773851E-004, 1.3465178E-004, 6.5303448E-004, 4.3682302E-003, 1.6864713E-002, 5.4850336E-002, 9.7900841E-003, 1.8360009E-002, 4.9186827E-002
 2.6000002E+002,-4.2954976E+001,-5.7553741E+001,-6.0638667E+001,-6.8215593E+001,-7.2881245E+001,-9.3304131E+001, 4.5264305E+000, 6.1643231E-035, 1.2325041E+000, 4.3633475E-035, 4.8257006E+000, 4.3749634E-029, 3.8726170E+000, 1.9999460E+001, 2.2107899E+000, 7.1832952E-018, 3.1324008E+000, 4.9632422E-020, 1.5652942E+000, 8.5693121E-019, 1.5641425E+000, 1.9999590E+001, 1.4499824E+000, 3.1829331E-002, 1.1197953E+000, 7.4140736E-002, 2.8753074E-002, 1.2470035E+000, 1.9591989E-001, 4.8928833E-001, 2.0001633E+001, 1.2215879E+000, 5.0836300E-004, 1.0431625E+000, 4.6546467E-004, 9.1552224E-001, 4.6505300E-004, 9.4813369E-001, 2.3282696E-001, 1.9967480E+001, 1.1572311E+000, 4.1900124E-002, 9.6516023E-001, 4.8852743E-002, 3.3617691E-002, 5.5616236E-001, 6.2931801E-002,-6.8259291E-001, 2.9721867E-001, 1.9967633E+001, 1.1258138E+000, 3.2775588E+000, 9.6760063E-001, 3.7223524E+000, 1.1650314E+000, 3.8450934E+000, 3.0434096E-001,-2.9772665E-003, 2.0010603E+001, 3.1260027E+000, 1.0851102E-001, 2.9248220E+000, 1.2404088E-001, 1.3947800E-001, 2.7897918E+000, 1.0717975E-001,-2.9051707E+000, 1.9962394E+001, 2.3360560E+000, 1.9008577E-001, 2.4136787E+000, 1.8020225E-001, 2.2329934E+000, 2.0705059E-001,-2.4279477E+000, 1.9960088E+001, 2.0517711E+000, 2.8983672E+000, 2.1950763E+000, 3.0677812E+000, 2.3998822E+000, 2.4970080E+000,-1.3050738E+000, 1.9988186E+001, 1.5699179E-004, 1.8355259E-004, 7.6154989E-004, 4.0539054E-006, 5.5664016E-002, 6.8683279E-002, 1.0016395E-002, 1.8359314E-002, 5.0222399E-002
 2.7000176E+002,-4.2895189E+001,-5.7591354E+001,-6.0669312E+001,-6.8272454E+001,-7.2914749E+001,-9.3403717E+001, 4.5401423E+000, 4.9410323E-034, 1.2346247E+000, 3.9984809E-034, 4.8391344E+000, 1.7950261E-029, 3.8737827E+000, 1.9999300E+001, 2.2763817E+000, 4.5680552E-018, 3.1323475E+000, 1.5740180E-020, 1.4976800E+000, 5.4751132E-019, 1.5458935E+000, 1.9999410E+001, 1.5107446E+000, 2.2053026E-001, 1.1134431E+000, 3.8898225E-001, 7.6388249E-002, 1.2824822E+000, 5.2275347E-001, 5.1412725E-001, 2.0008904E+001, 1.1910341E+000, 4.6138631E-004, 1.0088347E+000, 3.8507662E-004, 1.0077251E+000, 3.3164675E-004, 9.4925839E-001, 2.5154646E-001, 1.9967260E+001, 1.1537079E+000, 5.2850452E-002, 9.7353891E-001, 5.3619794E-002, 3.9111526E-002, 6.1358320E-001, 8.2199341E-002,-7.2235845E-001, 3.2505224E-001, 1.9967635E+001, 1.0896617E+000, 3.5921458E+000, 1.0485496E+000, 3.9331874E+000, 1.1487563E+000, 3.6042882E+000, 3.7939917E-001,-2.4278501E-002, 2.0011311E+001, 3.1546205E+000, 1.0516402E-001, 3.0275706E+000, 1.1709697E-001, 1.3382494E-001, 2.8610736E+000, 9.4554826E-002,-2.8937040E+000, 1.9962469E+001, 2.3359293E+000, 2.4821833E-001, 2.4050859E+000, 2.3913023E-001, 2.2093085E+000, 3.7439466E-001,-2.4085977E+000, 1.9960839E+001, 2.0578013E+000, 2.6204993E+000, 2.1594092E+000, 2.5833993E+000, 2.3683619E+000, 2.1654345E+000,-1.2672900E+000, 1.9987892E+001, 4.1707984E-004, 2.1354893E-004, 7.3068417E-004, 1.0665907E-004, 9.1312177E-003, 6.9906890E-002, 1.1186444E-002, 1.8470881E-002, 5.1067483E-002
 2.8000216E+002,-4.2781210E+001,-5.7544872E+001,-6.0586586E+001,-6.8126184E+001,-7.2844117E+001,-9.3338932E+001, 4.5113356E+000, 5.2848346E-033, 1.2373072E+000, 2.6225946E-033, 4.8238002E+000, 1.9253141E-027, 3.8633573E+000, 1.9999585E+001, 2.1572999E+000, 1.0168099E-016, 3.1725532E+000, 3.5345238E-018, 1.6196828E+000, 3.2589363E-017, 1.6087777E+000, 1.9999564E+001, 1.3947017E+000, 1.1694684E-002, 1.1312854E+000, 5.3807406E-002, 3.2256090E-002, 1.1690850E+000, 2.7190947E-001, 4.5539800E-001, 2.0002593E+001, 1.2390396E+000, 6.0680993E-004, 1.0351378E+000, 3.8727282E-004, 9.8514478E-001, 4.1129852E-004, 1.0071440E+000, 2.1857679E-001, 1.9967372E+001, 1.1734830E+000, 7.6002817E-002, 9.6576912E-001, 8.0362230E-002, 6.4497359E-002, 5.7802402E-001, 1.1352988E-001,-6.9422361E-001, 3.0417901E-001, 1.9967796E+001, 1.0892407E+000, 3.8851612E+000, 9.6811029E-001, 3.9843853E+000, 1.1317332E+000, 3.5549975E+000, 2.6051063E-001, 2.5968787E-002, 2.0013117E+001, 3.0602212E+000, 9.4644485E-002, 2.9749249E+000, 9.3529247E-002, 1.0940784E-001, 2.7370390E+000, 8.9302711E-002,-2.7895123E+000, 1.9962862E+001, 2.3732523E+000, 2.8557574E-001, 2.3924988E+000, 2.6091698E-001, 2.2262212E+000, 3.6001360E-001,-2.4230128E+000, 1.9961739E+001, 2.0837306E+000, 2.5852467E+000, 2.1603122E+000, 2.7823768E+000, 2.3192671E+000, 2.3071515E+000,-1.3421217E+000, 1.9988024E+001, 1.7611825E-004, 3.5215558E-004, 5.9736681E-004, 5.5202576E-003, 6.9899693E-002, 7.1349924E-002, 1.1415596E-002, 1.9067759E-002, 5.1376518E-002
 2.9000111E+002,-4.2810439E+001,-5.7549148E+001,-6.0635730E+001,-6.8200089E+001,-7.2922567E+001,-9.3333643E+001, 4.5052027E+000, 1.4285802E-033, 1.1960112E+000, 4.2142242E-033, 4.8130716E+000, 1.1655186E-028, 3.8555950E+000, 1.9999518E+001, 2.1950844E+000, 4.2598354E-018, 3.2107512E+000, 5.4377819E-020, 1.5582798E+000, 6.8579753E-019, 1.5765954E+000, 1.9999625E+001, 1.5146499E+000, 1.9358953E-003, 1.0755237E+000, 5.0027040E-002, 2.2751307E-002, 1.1767896E+000, 9.4546842E-002, 4.8538552E-001, 2.0000540E+001, 1.1961677E+000, 6.5663774E-004, 9.5442978E-001, 4.7827009E-004, 8.3309877E-001, 4.3314127E-004, 9.6460772E-001, 1.4758920E-001, 1.9967299E+001, 1.1579646E+000, 4.9152911E-002, 9.7602533E-001, 7.6323205E-002, 6.4846906E-002, 5.8546923E-001, 9.0853331E-002,-6.9048578E-001, 3.2694043E-001, 1.9967873E+001, 1.1008344E+000, 4.1659978E+000, 9.9644836E-001, 4.5199994E+000, 1.1135444E+000, 3.5034938E+000, 2.9664804E-001,-6.4640245E-002, 2.0016165E+001, 3.1644843E+000, 1.0767074E-001, 3.0144746E+000, 1.1471593E-001, 1.4137274E-001, 2.8514422E+000, 1.0174187E-001,-2.9618110E+000, 1.9962117E+001, 2.3148835E+000, 2.6482160E-001, 2.3992509E+000, 2.3495713E-001, 2.2374267E+000, 3.9866863E-001,-2.3968537E+000, 1.9961628E+001, 2.0443599E+000, 2.3341363E+000, 2.1907505E+000, 2.3305590E+000, 2.3592889E+000, 1.9864592E+000,-1.3732816E+000, 1.9985521E+001, 1.2422214E-004, 3.5406411E-004, 7.7189515E-004, 3.0803987E-004, 4.2018995E-002, 8.1692105E-002, 1.1450165E-002, 1.9631133E-002, 5.2265164E-002
 3.0000234E+002,-4.2818029E+001,-5.7448955E+001,-6.0559253E+001,-6.8130637E+001,-7.2802250E+001,-9.3275971E+001, 4.5840383E+000, 2.8162328E-036, 1.2735749E+000, 5.2402393E-036, 4.9001615E+000, 6.3887776E-030, 3.9163222E+000, 1.9999416E+001, 2.0869350E+000, 6.2712200E-019, 3.2107898E+000, 4.1496298E-021, 1.6144803E+000, 2.0628904E-019, 1.5912718E+000, 1.9999361E+001, 1.5531432E+000, 5.4719848E-002, 1.1235667E+000, 7.1051477E-002, 3.7795801E-002, 1.1702072E+000, 1.8807846E-001, 4.1557698E-001, 2.0005915E+001, 1.2636711E+000, 4.6389744E-004, 9.9611057E-001, 3.2970996E-004, 8.5431725E-001, 3.5315219E-004, 9.9203634E-001, 1.9601019E-001, 1.9967356E+001, 1.1516958E+000, 3.5630365E-002, 9.5606991E-001, 4.7242991E-002, 3.9993814E-002, 5.7606893E-001, 7.7386300E-002,-6.8489945E-001, 3.5791164E-001, 1.9967661E+001, 1.1652363E+000, 3.5408403E+000, 9.4794843E-001, 3.7043362E+000, 1.1622908E+000, 3.4391836E+000, 2.3039327E-001, 2.0064010E-002, 2.0012945E+001, 3.1556306E+000, 1.1748868E-001, 3.0373970E+000, 1.1950854E-001, 1.3557072E-001, 2.8527031E+000, 1.1541101E-001,-2.9470237E+000, 1.9962168E+001, 2.3041447E+000, 2.9289882E-001, 2.4130660E+000, 2.4597160E-001, 2.2421686E+000, 4.2425993E-001,-2.4012042E+000, 1.9961759E+001, 1.9570894E+000, 2.5994555E+000, 2.1186231E+000, 2.7192068E+000, 2.3653126E+000, 2.2927480E+000,-1.3275945E+000, 1.9987477E+001, 2.0636507E-004, 2.1836622E-004, 7.4021611E-004, 9.3343173E-003, 8.3621705E-002, 4.6415845E-002, 1.1755970E-002, 1.9703913E-002, 5.2989824E-002
 3.1000237E+002,-4.2572060E+001,-5.7207376E+001,-6.0389749E+001,-6.7994282E+001,-7.2623651E+001,-9.3112884E+001, 4.4701668E+000, 7.1927426E-034, 1.2185267E+000, 7.5778816E-034, 4.7767517E+000, 8.6911210E-028, 3.8220933E+000, 1.9999632E+001, 2.0974013E+000, 2.3469767E-017, 3.1827003E+000, 4.5350119E-020, 1.5072395E+000, 2.5104483E-018, 1.6411664E+000, 1.9999651E+001, 1.4785030E+000, 1.0655134E-003, 1.0743923E+000, 3.6717192E-003, 2.1409179E-003, 1.1817471E+000, 2.4972253E-002, 5.0170817E-001, 2.0000138E+001, 1.2564173E+000, 2.9325060E-004, 9.8954437E-001, 1.8745191E-004, 9.5139838E-001, 1.7874274E-004, 1.0010024E+000, 1.8205353E-001, 1.9967252E+001, 1.1690032E+000, 2.4090640E-002, 9.7850661E-001, 3.1682613E-002, 3.0325294E-002, 5.8255383E-001, 4.3572836E-002,-6.5083953E-001, 3.4678186E-001, 1.9967474E+001, 1.0868256E+000, 4.1465821E+000, 9.4811600E-001, 4.1710439E+000, 1.1428588E+000, 3.5194654E+000, 2.8086144E-001,-1.7832728E-002, 2.0012442E+001, 3.1522613E+000, 9.4230639E-002, 3.0034463E+000, 9.6189819E-002, 1.1296376E-001, 2.8103665E+000, 8.4667346E-002,-2.8767971E+000, 1.9962757E+001, 2.3259761E+000, 2.2869949E-001, 2.4277643E+000, 2.0958177E-001, 2.2588895E+000, 3.4339061E-001,-2.4130253E+000, 1.9961094E+001, 2.0071961E+000, 2.4171392E+000, 2.1847488E+000, 2.5308564E+000, 2.3843562E+000, 1.9884355E+000,-1.3830479E+000, 1.9987127E+001, 1.1689412E-005, 1.6557611E-004, 6.1678214E-004, 3.3919840E-003, 6.7744649E-002, 5.7375947E-002, 1.1414532E-002, 1.9602569E-002, 5.3269154E-002
 3.2000149E+002,-4.2886446E+001,-5.7462090E+001,-6.0574231E+001,-6.8185258E+001,-7.2864234E+001,-9.3381386E+001, 4.5396780E+000, 3.8474196E-036, 1.2644319E+000, 2.2109705E-036, 4.8453858E+000, 5.6530100E-030, 3.8800337E+000, 1.9999335E+001, 2.1940252E+000, 7.4737016E-019, 3.1768623E+000, 3.5072212E-021, 1.4910552E+000, 1.7874587E-019, 1.7020961E+000, 1.9999507E+001, 1.5497987E+000, 2.9885449E-004, 1.0541853E+000, 4.1457920E-003, 1.1550866E-003, 1.2513534E+000, 4.9127103E-002, 5.1838258E-001, 1.9999145E+001, 1.1592028E+000, 3.6504917E-004, 9.9416813E-001, 3.3542832E-004, 8.8777077E-001, 2.6284750E-004, 8.9568463E-001, 2.1968141E-001, 1.9967343E+001, 1.1587392E+000, 5.9334422E-002, 9.9439280E-001, 7.0290476E-002, 6.0940523E-002, 5.5208365E-001, 7.5085002E-002,-6.7367838E-001, 2.8835802E-001, 1.9967539E+001, 1.0553909E+000, 3.9169473E+000, 9.4822541E-001, 4.2524363E+000, 1.0983374E+000, 3.2675110E+000, 2.4326266E-001,-5.7039914E-002, 2.0017154E+001, 3.1695486E+000, 9.6305006E-002, 2.9949972E+000, 1.0788031E-001, 1.3065391E-001, 2.8214883E+000, 8.9742403E-002,-2.9589560E+000, 1.9962223E+001, 2.3140517E+000, 2.4540226E-001, 2.4250911E+000, 1.7107953E-001, 2.2409135E+000, 3.6639666E-001,-2.3904101E+000, 1.9961337E+001, 2.1691699E+000, 2.2356875E+000, 2.1973231E+000, 2.4144734E+000, 2.4159689E+000, 1.9337366E+000,-1.3134787E+000, 1.9985984E+001, 6.3067727E-006, 3.3273526E-004, 7.1337034E-004, 8.4713430E-007, 1.1046725E-002, 5.8197129E-002, 1.1077609E-002, 2.0030058E-002, 5.3832445E-002
 3.3000201E+002,-4.2978053E+001,-5.7396518E+001,-6.0531944E+001,-6.8139461E+001,-7.2815183E+001,-9.3301778E+001, 4.5856218E+000, 3.1360272E-035, 1.2727756E+000, 2.0353435E-035, 4.8919747E+000, 6.1212233E-030, 3.9180398E+000, 1.9999325E+001, 2.2107521E+000, 4.5399931E-019, 3.2640773E+000, 2.7016238E-021, 1.5263159E+000, 2.0968207E-019, 1.6350483E+000, 1.9999286E+001, 1.5974925E+000, 1.3592724E-003, 1.0787347E+000, 8.0960032E-003, 2.1272517E-003, 1.2511658E+000, 2.5975470E-002, 4.7746659E-001, 2.0001093E+001, 1.1923241E+000, 5.1131257E-004, 9.6192701E-001, 3.2627604E-004, 8.8415044E-001, 2.8212415E-004, 8.8698103E-001, 1.6408328E-001, 1.9967425E+001, 1.1566854E+000, 5.4234130E-002, 9.7843939E-001, 6.3741767E-002, 4.3460107E-002, 5.9019197E-001, 9.0192344E-002,-6.9764717E-001, 3.4117704E-001, 1.9967740E+001, 1.0950751E+000, 4.1863736E+000, 9.9519752E-001, 4.0459182E+000, 1.1248983E+000, 3.5944925E+000, 2.2447344E-001, 9.3273568E-003, 2.0015563E+001, 3.0522782E+000, 9.6259428E-002, 2.9502734E+000, 1.0012408E-001, 1.0722543E-001, 2.7221317E+000, 9.2622064E-002,-2.8311351E+000, 1.9962453E+001, 2.3827702E+000, 2.2637080E-001, 2.4297148E+000, 2.3277428E-001, 2.2748352E+000, 3.4146108E-001,-2.4319337E+000, 1.9961362E+001, 2.1479955E+000, 2.5280181E+000, 2.1471364E+000, 2.5243006E+000, 2.3693395E+000, 2.0713609E+000,-1.3539939E+000, 1.9986883E+001, 1.1614794E-005, 2.3729218E-004, 5.8545084E-004, 4.9830290E-005, 4.7025917E-002, 5.3333839E-002, 1.0777109E-002, 2.0141654E-002, 5.3974504E-002
 3.4000212E+002,-4.2846718E+001,-5.7396176E+001,-6.0503869E+001,-6.8133163E+001,-7.2809754E+001,-9.3237822E+001, 4.5017491E+000, 1.6988378E-037, 1.1943527E+000, 1.4457428E-037, 4.8164555E+000, 4.4640180E-031, 3.8502058E+000, 1.9999504E+001, 2.1706896E+000, 3.1905964E-019, 3.3444256E+000, 1.4659456E-021, 1.6424257E+000, 1.3974532E-019, 1.6098431E+000, 1.9999512E+001, 1.4252733E+000, 8.0049329E-002, 1.0807695E+000, 9.6061071E-002, 6.8086342E-003, 1.1740935E+000, 1.8064204E-001, 4.8728282E-001, 2.0003959E+001, 1.2119338E+000, 4.4680155E-004, 1.0376216E+000, 4.7390287E-004, 9.0174996E-001, 2.9657281E-004, 9.9808365E-001, 1.8190152E-001, 1.9967304E+001, 1.1378808E+000, 3.2692379E-002, 9.8182246E-001, 4.4834359E-002, 3.2798813E-002, 5.7211528E-001, 5.1826865E-002,-6.8010187E-001, 3.1873641E-001, 1.9967703E+001, 1.0608645E+000, 3.7863470E+000, 9.4866694E-001, 3.7876599E+000, 1.1313600E+000, 3.2394902E+000, 1.9508201E-001,-1.4303951E-002, 2.0014497E+001, 3.1258963E+000, 8.1938595E-002, 3.0502350E+000, 8.6618672E-002, 9.2016069E-002, 2.7965516E+000, 7.6603416E-002,-2.8755725E+000, 1.9962055E+001, 2.3399452E+000, 2.0935699E-001, 2.4367307E+000, 2.0373892E-001, 2.2605175E+000, 2.9098895E-001,-2.4045005E+000, 1.9961325E+001, 1.9974210E+000, 2.2462420E+000, 2.1516927E+000, 2.2102443E+000, 2.3528840E+000, 1.7891708E+000,-1.3558691E+000, 1.9985220E+001, 3.7175142E-005, 1.7908152E-004, 5.0240774E-004, 5.7684262E-003, 2.3094798E-002, 4.3855558E-002, 1.0569421E-002, 2.0076096E-002, 5.3864424E-002
