s,Pa,Pa,Pa,Pa,Pa,Pa,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C
Time,"SFP","CAP","PRES","POSTS","HA","CP","VIEW SF1V","VIEW SF1S","FAST SF1V","FAST SF1S","SIMPLEX SF1V","SIMPLEX SF1S","BI FLOW SF1","T SF1","VIEW SF2V","VIEW SF2S","FAST SF2V","FAST SF2S","SIMPLEX SF2V","SIMPLEX SF2S","BI FLOW SF2","T SF2","VIEW SF3V","VIEW SF3S","FAST SF3V","FAST SF3S","FM SF3S","SIMPLEX SF3V","SIMPLEX SF3S","BI FLOW SF3","T SF3","VIEW C1V","VIEW C1S","FAST C1V","FAST C1S","SIMPLEX C1V","SIMPLEX C1S","BI FLOW C1","BI FLOW C1","T C1","VIEW C2V","VIEW C2S","FAST C2V","FAST C2S","FM C2S","SIMPLEX C2V","SIMPLEX C2S","BI FLOW C2","BI FLOW C2","T C2","VIEW C3V","VIEW C3S","FAST C3V","FAST C3S","SIMPLEX C3V","SIMPLEX C3S","BI FLOW C3","BI FLOW C3","T C3","VIEW P1V","VIEW P1S","FAST P1V","FAST P1S","FM P1S","SIMPLEX P1V","SIMPLEX P1S","BI FLOW P1","T P1","VIEW P2V","VIEW P2S","FAST P2V","FAST P2S","SIMPLEX P2V","SIMPLEX P2S","BI FLOW P2","T P2","VIEW P3V","VIEW P3S","FAST P3V","FAST P3S","SIMPLEX P3V","SIMPLEX P3S","BI FLOW P3","T P3"
 7.0001104E+001,-3.1526889E+001,-4.7415780E+001,-5.0767575E+001,-5.8432437E+001,-6.2871127E+001,-8.3500587E+001, 3.9314143E+000, 4.1107392E-052, 1.8606850E+000, 6.6376485E-048, 4.0014182E+000, 7.3177912E-042, 3.0432989E+000, 1.9999645E+001, 1.3393872E+000, 9.0385428E-031, 1.7532610E+000, 7.5094808E-033, 1.0063034E+000, 7.4051250E-032, 9.7679525E-001, 1.9999365E+001, 1.3672229E+000, 1.4166707E-030, 9.4494266E-001, 1.7544478E-035, 4.0901212E-036, 1.2967419E+000, 4.0554831E-032, 5.6499105E-001, 1.9998368E+001, 1.1038832E+000, 9.6581621E-003, 9.5376961E-001, 5.6630080E-003, 9.6539282E-001, 5.6240123E-003, 8.6561245E-001, 1.4483831E-001, 2.0066145E+001, 1.1121173E+000, 1.8765392E-001, 8.5105546E-001, 2.0407240E-001, 1.1998246E-001, 5.8937869E-001, 4.5028924E-001,-6.2928444E-001, 3.2888174E-001, 2.0907291E+001, 1.3221403E+000, 1.9437018E+001, 1.2460582E+000, 1.1801856E+001, 1.2121292E+000, 7.2247828E+000, 4.9388565E-001, 5.7203634E-002, 2.3797672E+001, 3.1654085E+000, 2.1946813E+000, 3.0383006E+000, 2.4850755E+000, 2.7600580E+000, 2.8837677E+000, 2.3460047E+000,-2.8988628E+000, 2.0642238E+001, 2.2737048E+000, 3.5624399E+000, 2.4566736E+000, 3.1414615E+000, 2.1700308E+000, 4.9741060E+000,-2.3676758E+000, 2.1794039E+001, 2.0919943E+000, 1.4705201E+000, 2.0990166E+000, 9.2477263E-001, 2.1093533E+000, 1.7531103E+000,-1.4093325E+000, 2.0426277E+001
 8.0001354E+001,-3.1392425E+001,-4.7383932E+001,-5.0673931E+001,-5.8356188E+001,-6.2788503E+001,-8.3418248E+001, 4.1358336E+000, 2.8986511E-051, 1.6889916E+000, 7.6571209E-050, 4.2308253E+000, 6.7110622E-042, 3.1822636E+000, 1.9999646E+001, 1.5735936E+000, 1.3781667E-030, 1.7186244E+000, 1.5429301E-032, 9.8628238E-001, 1.9484413E-031, 1.1589092E+000, 1.9999315E+001, 1.5535690E+000, 1.6461938E-030, 9.1731840E-001, 1.2495969E-035, 2.2920699E-036, 1.2389231E+000, 1.1224728E-032, 5.5441743E-001, 1.9998643E+001, 1.0521078E+000, 9.2550028E-003, 9.2583378E-001, 5.6272020E-003, 9.9654387E-001, 5.7058488E-003, 8.6419664E-001, 1.5189661E-001, 2.0068242E+001, 1.1489729E+000, 4.8320372E-001, 8.8477328E-001, 7.9001869E-001, 4.5830871E-001, 6.2310178E-001, 1.6667165E+000,-6.4652096E-001, 2.4100266E-001, 2.1286251E+001, 1.2706238E+000, 8.8119304E+000, 1.1662385E+000, 3.8700302E+000, 1.1662026E+000, 2.6342034E+000, 4.0747569E-001, 4.1043705E-002, 2.2284865E+001, 3.1702691E+000, 2.4707161E+000, 3.0113664E+000, 2.6077526E+000, 2.8139584E+000, 2.8504736E+000, 2.5359517E+000,-2.8762819E+000, 2.0702928E+001, 2.3427525E+000, 7.0243939E+000, 2.4461746E+000, 6.9871692E+000, 2.1470795E+000, 7.7251986E+000,-2.3689209E+000, 2.2651705E+001, 2.0450179E+000, 9.2173214E-001, 2.0118250E+000, 7.9252361E-001, 2.0766559E+000, 1.7276836E+000,-1.2953255E+000, 2.0456801E+001
 9.0000367E+001,-3.1346400E+001,-4.7272363E+001,-5.0614345E+001,-5.8290838E+001,-6.2657603E+001,-8.3341452E+001, 3.9851099E+000, 1.4002142E-051, 1.7206741E+000, 1.2289152E-047, 4.0703499E+000, 7.1149636E-042, 3.0528125E+000, 1.9999811E+001, 1.3880292E+000, 7.4293125E-031, 1.7765066E+000, 5.6153857E-033, 1.0302620E+000, 9.1117111E-032, 1.1099395E+000, 1.9999262E+001, 1.2843558E+000, 1.0034205E-029, 8.5386258E-001, 1.7945001E-035, 1.8401489E-036, 1.1859845E+000, 6.3081012E-032, 4.8499842E-001, 1.9998708E+001, 9.9812526E-001, 2.3358491E-002, 8.3747252E-001, 1.6635770E-002, 8.7427542E-001, 1.4139295E-002, 7.2659887E-001, 1.4923221E-001, 2.0080688E+001, 1.1139888E+000, 2.2130215E-001, 8.1345287E-001, 1.8736664E-001, 1.2278896E-001, 5.4318285E-001, 8.1391972E-001,-6.1924754E-001, 2.5208787E-001, 2.1280418E+001, 1.1898963E+000, 3.6920074E+000, 1.1153660E+000, 1.8765825E+000, 1.1339403E+000, 1.0879586E+000, 4.0643874E-001, 4.3118344E-002, 2.1006111E+001, 3.1241199E+000, 3.5255781E+000, 2.9861896E+000, 4.0124306E+000, 4.4535283E+000, 2.8576924E+000, 3.8943698E+000,-2.8379114E+000, 2.0988373E+001, 2.2679342E+000, 6.3398507E+000, 2.4253607E+000, 7.3465757E+000, 2.2044302E+000, 8.8197014E+000,-2.3779715E+000, 2.3254299E+001, 2.1042895E+000, 5.0056763E-001, 2.0445762E+000, 4.3094663E-001, 2.0749138E+000, 9.6722084E-001,-1.3720573E+000, 2.0389580E+001
 1.0000105E+002,-3.1432648E+001,-4.7342902E+001,-5.0698979E+001,-5.8380263E+001,-6.2795200E+001,-8.3355281E+001, 3.9711188E+000, 6.1776512E-053, 1.7289613E+000, 1.4949840E-048, 4.0726408E+000, 2.4370124E-042, 3.0337877E+000, 1.9999608E+001, 1.4373382E+000, 7.1868968E-031, 1.7525760E+000, 7.5476796E-033, 9.6499932E-001, 1.2383857E-031, 1.1478946E+000, 1.9999273E+001, 1.3456881E+000, 3.4052243E-030, 9.0884486E-001, 7.3738075E-036, 2.6886370E-036, 1.1839316E+000, 1.6934644E-032, 4.3817871E-001, 1.9999341E+001, 9.7830264E-001, 1.5052060E-002, 8.2352246E-001, 1.0184904E-002, 8.7776003E-001, 8.2069373E-003, 7.4703854E-001, 1.4186711E-001, 2.0082870E+001, 1.1176606E+000, 1.0771696E-001, 8.2141286E-001, 1.3899621E-001, 8.6926024E-002, 6.1057917E-001, 7.1660650E-001,-6.4480911E-001, 2.5842779E-001, 2.1122661E+001, 1.2987328E+000, 9.9102753E+000, 1.1246932E+000, 6.0569710E+000, 1.1204571E+000, 2.6995900E+000, 4.4952754E-001, 9.4923519E-002, 2.1657760E+001, 3.1813642E+000, 3.7121112E+000, 3.0871382E+000, 4.2928687E+000, 4.4137614E+000, 2.9389852E+000, 4.1623920E+000,-2.9585016E+000, 2.1090675E+001, 2.3190160E+000, 5.6524506E+000, 2.4866076E+000, 5.9954648E+000, 2.1991526E+000, 7.1887274E+000,-2.4021561E+000, 2.2658262E+001, 2.1547799E+000, 5.6673313E-001, 2.0691824E+000, 3.4511548E-001, 2.1094594E+000, 7.6855209E-001,-1.3488490E+000, 2.0323824E+001
 1.1000251E+002,-3.1317179E+001,-4.7218164E+001,-5.0510980E+001,-5.8206400E+001,-6.2589711E+001,-8.3222493E+001, 4.1693784E+000, 1.0530713E-052, 1.6212145E+000, 5.9635222E-048, 4.2644661E+000, 6.1711446E-043, 3.2168661E+000, 1.9999833E+001, 1.5259337E+000, 1.1905304E-030, 1.7320193E+000, 1.9912921E-032, 9.7141864E-001, 2.2499821E-031, 1.2255596E+000, 1.9999376E+001, 1.4681628E+000, 3.5832856E-030, 9.3275494E-001, 1.3811705E-035, 2.1305657E-036, 1.2626140E+000, 6.1587884E-032, 5.1199720E-001, 1.9999302E+001, 1.0553311E+000, 2.6676823E-002, 9.4523989E-001, 1.4641040E-002, 9.5679301E-001, 1.3434862E-002, 8.1806240E-001, 1.5353157E-001, 2.0085070E+001, 1.1466848E+000, 1.6539274E-001, 8.1930587E-001, 1.6852663E-001, 9.9636330E-002, 5.9866483E-001, 4.7326043E-001,-6.2752956E-001, 2.6309663E-001, 2.1289394E+001, 1.2895313E+000, 1.5081331E+001, 1.2670051E+000, 1.3593111E+001, 1.1966263E+000, 7.2974975E+000, 5.0647941E-001, 3.9593686E-002, 2.2702356E+001, 3.1206368E+000, 3.3378379E+000, 3.0332740E+000, 4.2522621E+000, 4.4143813E+000, 2.8943099E+000, 3.8901336E+000,-2.8751308E+000, 2.1055754E+001, 2.3286880E+000, 2.7776161E+000, 2.4565666E+000, 3.3079845E+000, 2.1947577E+000, 4.2098203E+000,-2.3833037E+000, 2.1868450E+001, 2.0873004E+000, 6.8838538E-001, 1.9922357E+000, 3.8932147E-001, 2.1222774E+000, 9.3557756E-001,-1.3860224E+000, 2.0350331E+001
 1.2000296E+002,-3.1310720E+001,-4.7147492E+001,-5.0510671E+001,-5.8181133E+001,-6.2558658E+001,-8.3188828E+001, 4.0313029E+000, 1.1570708E-053, 1.6469302E+000, 2.1705728E-049, 4.1356428E+000, 3.0312096E-042, 3.0817339E+000, 1.9999591E+001, 1.3675254E+000, 7.7527771E-031, 1.7137909E+000, 7.6804962E-033, 9.7409732E-001, 7.9217399E-032, 1.0284348E+000, 1.9999055E+001, 1.4300835E+000, 3.3884752E-030, 9.0323316E-001, 3.8454004E-035, 6.3087682E-036, 1.2142596E+000, 2.2718072E-032, 4.9692064E-001, 1.9999682E+001, 1.0862790E+000, 1.5750064E-002, 9.3505575E-001, 9.0176750E-003, 1.0224937E+000, 1.2067290E-002, 8.8607038E-001, 1.3711061E-001, 2.0096996E+001, 1.1473591E+000, 2.8598664E-001, 8.4904861E-001, 2.9075199E-001, 2.0147598E-001, 6.0349355E-001, 6.3470331E-001,-6.1563231E-001, 3.0643128E-001, 2.1401143E+001, 1.2649294E+000, 9.6257377E+000, 1.1906981E+000, 5.8824233E+000, 1.1873258E+000, 3.5876279E+000, 4.7997968E-001, 5.7485841E-002, 2.3034078E+001, 3.1559398E+000, 2.9425994E+000, 3.0393021E+000, 3.2231506E+000, 3.7106212E+000, 2.8997145E+000, 3.1501018E+000,-2.8937841E+000, 2.0961894E+001, 2.3095138E+000, 7.2788020E+000, 2.4797578E+000, 6.7265459E+000, 2.1242967E+000, 9.6908963E+000,-2.3482239E+000, 2.2823029E+001, 2.0928706E+000, 6.8929903E-001, 2.0644360E+000, 5.7562289E-001, 2.0968843E+000, 1.2537035E+000,-1.4107573E+000, 2.0412087E+001
 1.3000269E+002,-3.1289812E+001,-4.7173912E+001,-5.0520964E+001,-5.8179051E+001,-6.2599339E+001,-8.3212750E+001, 4.0725057E+000, 6.3915306E-053, 1.7130553E+000, 4.2375963E-050, 4.1609900E+000, 8.2893815E-043, 3.1488365E+000, 1.9999591E+001, 1.5362270E+000, 2.1306564E-030, 1.7698141E+000, 2.1106318E-032, 1.0158731E+000, 3.0434775E-031, 1.1534758E+000, 1.9999187E+001, 1.4551546E+000, 2.8497812E-030, 8.8133885E-001, 1.8548847E-035, 4.3120598E-036, 1.2585362E+000, 4.3726585E-032, 4.9487882E-001, 1.9999363E+001, 1.0371190E+000, 1.4465281E-002, 9.1995102E-001, 7.9724184E-003, 9.5339582E-001, 8.9075977E-003, 8.1616007E-001, 1.3330417E-001, 2.0099540E+001, 1.1223654E+000, 1.2804887E-001, 7.7162043E-001, 1.5483846E-001, 7.5077369E-002, 5.7806883E-001, 4.2154451E-001,-5.9016706E-001, 2.5529477E-001, 2.1269461E+001, 1.3125601E+000, 1.0013030E+001, 1.1651279E+000, 4.1370889E+000, 1.1193008E+000, 1.9398288E+000, 4.0815805E-001, 7.0734485E-002, 2.1532668E+001, 3.0860866E+000, 3.8220408E+000, 2.9805488E+000, 4.1322331E+000, 4.8070044E+000, 2.8001113E+000, 3.9858141E+000,-2.8001246E+000, 2.1137354E+001, 2.3727321E+000, 4.4746455E+000, 2.4454049E+000, 4.1009371E+000, 2.2093081E+000, 6.4200973E+000,-2.4362276E+000, 2.2808234E+001, 2.1767646E+000, 3.5820600E-001, 2.0459400E+000, 2.6937105E-001, 2.1604403E+000, 7.0394524E-001,-1.3427267E+000, 2.0380630E+001
 1.4000259E+002,-3.1204955E+001,-4.7172461E+001,-5.0550269E+001,-5.8220121E+001,-6.2571135E+001,-8.3251105E+001, 4.1070046E+000, 1.4843311E-052, 1.7220409E+000, 3.2815476E-049, 4.1817202E+000, 7.0956599E-042, 3.1697531E+000, 1.9999861E+001, 1.4578454E+000, 1.1371033E-030, 1.7572987E+000, 1.6230912E-032, 9.8672482E-001, 2.8852721E-031, 1.1124812E+000, 1.9999442E+001, 1.5243476E+000, 2.2655387E-030, 9.0210341E-001, 2.4518647E-035, 8.7482483E-036, 1.2986446E+000, 8.4998088E-032, 5.5184894E-001, 1.9999184E+001, 1.0004144E+000, 1.7432933E-002, 8.7318989E-001, 7.9495619E-003, 9.5428417E-001, 7.3083026E-003, 8.1563067E-001, 1.7228184E-001, 2.0093923E+001, 1.2022516E+000, 2.0791408E-001, 8.4866588E-001, 1.6121855E-001, 8.8357364E-002, 5.3171886E-001, 4.2784130E-001,-6.5657836E-001, 2.7894382E-001, 2.1581481E+001, 1.3612576E+000, 2.2896262E+001, 1.2954163E+000, 1.6998288E+001, 1.2490373E+000, 1.0294869E+001, 5.7613300E-001, 3.5489831E-002, 2.3896953E+001, 3.1318879E+000, 2.7196393E+000, 3.0611886E+000, 3.2018255E+000, 3.9976312E+000, 2.8411405E+000, 3.0137552E+000,-2.8233122E+000, 2.0988298E+001, 2.3530511E+000, 2.1242217E+000, 2.4553530E+000, 1.9573181E+000, 2.1941580E+000, 3.4537408E+000,-2.4033623E+000, 2.1682245E+001, 2.0827906E+000, 1.2528300E+000, 2.0388666E+000, 6.2615357E-001, 2.1123380E+000, 1.2680264E+000,-1.4241341E+000, 2.0416555E+001
 1.5000194E+002,-3.1352353E+001,-4.7184072E+001,-5.0607785E+001,-5.8275957E+001,-6.2657286E+001,-8.3313617E+001, 4.0618986E+000, 1.2843935E-049, 1.7057004E+000, 7.1920102E-048, 4.1382935E+000, 3.0040035E-041, 3.1108423E+000, 1.9999599E+001, 1.4713221E+000, 7.5158467E-031, 1.6954720E+000, 9.7293306E-033, 1.0074271E+000, 1.0720219E-031, 1.1307643E+000, 1.9999222E+001, 1.3850655E+000, 2.0721340E-030, 9.8776264E-001, 1.6524723E-035, 2.9036017E-036, 1.2146498E+000, 3.6394141E-032, 4.9403618E-001, 2.0000228E+001, 1.0577396E+000, 1.6746134E-002, 9.1427491E-001, 1.0395199E-002, 8.9916360E-001, 8.4599299E-003, 8.1511625E-001, 1.3583129E-001, 2.0101570E+001, 1.1586672E+000, 3.1252916E-001, 8.4298680E-001, 3.4783435E-001, 2.0541662E-001, 5.9556648E-001, 7.7426017E-001,-6.0048894E-001, 3.2091079E-001, 2.1881252E+001, 1.2900574E+000, 7.7782947E+000, 1.1529091E+000, 4.7145409E+000, 1.1748718E+000, 3.0219906E+000, 4.7864231E-001, 8.1030377E-002, 2.3053234E+001, 3.1415738E+000, 2.7700121E+000, 3.0855006E+000, 2.8753651E+000, 3.1854185E+000, 2.9265775E+000, 2.9496454E+000,-2.9145385E+000, 2.0881316E+001, 2.3214582E+000, 7.9680535E+000, 2.5139798E+000, 8.3047798E+000, 2.2304710E+000, 9.2205390E+000,-2.4399570E+000, 2.2974870E+001, 2.1398107E+000, 8.4175136E-001, 2.0642110E+000, 6.9031627E-001, 2.1253547E+000, 1.6574931E+000,-1.4007782E+000, 2.0560186E+001
 1.6000313E+002,-3.1193835E+001,-4.7149034E+001,-5.0509748E+001,-5.8166924E+001,-6.2547933E+001,-8.3156754E+001, 4.0042294E+000, 4.9754108E-053, 1.6561001E+000, 7.6466657E-049, 4.1018595E+000, 2.2779055E-043, 3.0605866E+000, 1.9999740E+001, 1.3866113E+000, 3.3181452E-031, 1.7365526E+000, 3.6981499E-033, 1.0157554E+000, 5.7448545E-032, 1.0773740E+000, 1.9999329E+001, 1.3938303E+000, 3.4308406E-030, 9.9954810E-001, 2.8745173E-035, 2.5492119E-036, 1.3059059E+000, 6.3267429E-032, 5.5517189E-001, 2.0002486E+001, 9.8241207E-001, 1.2851756E-002, 8.3320160E-001, 8.7032056E-003, 8.3960368E-001, 8.1521237E-003, 7.4963209E-001, 1.0446348E-001, 2.0095543E+001, 1.1290627E+000, 9.1471127E-002, 8.1667955E-001, 1.1004051E-001, 5.9222763E-002, 5.7661337E-001, 3.4292635E-001,-5.9017195E-001, 2.5256967E-001, 2.1495193E+001, 1.3770717E+000, 1.3581427E+001, 1.1799004E+000, 7.9024761E+000, 1.1383645E+000, 4.3001646E+000, 4.6798413E-001, 5.3732282E-002, 2.2043762E+001, 3.1479036E+000, 3.3571356E+000, 3.1044143E+000, 3.9750173E+000, 4.6089440E+000, 2.9113834E+000, 3.6684556E+000,-2.9091363E+000, 2.1068543E+001, 2.3478531E+000, 3.1508682E+000, 2.4535894E+000, 3.3612498E+000, 2.1270334E+000, 4.5639183E+000,-2.3655039E+000, 2.2692801E+001, 2.1195413E+000, 5.2303845E-001, 2.0032692E+000, 3.2647830E-001, 2.0903504E+000, 8.8834529E-001,-1.3758676E+000, 2.0428489E+001
 1.7000325E+002,-3.1201487E+001,-4.7182298E+001,-5.0520614E+001,-5.8198151E+001,-6.2641658E+001,-8.3230270E+001, 4.2342878E+000, 2.5114614E-052, 1.6269853E+000, 9.5384101E-050, 4.3293250E+000, 1.0135646E-042, 3.2851870E+000, 1.9999779E+001, 1.5679808E+000, 1.2636001E-030, 1.6934005E+000, 1.8381651E-032, 1.0148502E+000, 2.7518709E-031, 1.3042774E+000, 1.9999466E+001, 1.5207597E+000, 1.2375437E-030, 9.3122670E-001, 1.3364466E-035, 3.5627408E-036, 1.2414451E+000, 9.7220534E-033, 5.0989655E-001, 2.0002303E+001, 1.0437466E+000, 2.2313076E-002, 8.6149297E-001, 1.0688694E-002, 9.2234997E-001, 1.1931751E-002, 8.2445055E-001, 1.1190801E-001, 2.0115915E+001, 1.1490760E+000, 2.0063379E-001, 8.9615016E-001, 3.2885053E-001, 2.1729437E-001, 6.4354871E-001, 9.6315563E-001,-6.6810107E-001, 2.2333032E-001, 2.1353864E+001, 1.2726587E+000, 1.6736164E+001, 1.2923182E+000, 1.5199038E+001, 1.2434934E+000, 9.9529761E+000, 5.2983065E-001, 3.6205854E-002, 2.3900422E+001, 3.1169595E+000, 2.7642989E+000, 2.9882611E+000, 3.6440506E+000, 4.1336549E+000, 2.9112759E+000, 3.1654180E+000,-2.8671883E+000, 2.1089623E+001, 2.3549382E+000, 3.7872317E+000, 2.4616231E+000, 3.2071420E+000, 2.2580304E+000, 5.3205250E+000,-2.4502866E+000, 2.1809844E+001, 2.1838498E+000, 7.3299001E-001, 2.0943600E+000, 4.5821483E-001, 2.0529978E+000, 1.2607506E+000,-1.3130295E+000, 2.0428518E+001
 1.8000281E+002,-3.1257323E+001,-4.7236808E+001,-5.0617682E+001,-5.8252267E+001,-6.2602720E+001,-8.3277871E+001, 4.0654141E+000, 1.0208522E-051, 1.7526721E+000, 2.0148823E-048, 4.1684231E+000, 2.4278687E-041, 3.1408604E+000, 1.9999867E+001, 1.4848289E+000, 1.2476668E-030, 1.7305784E+000, 1.7923182E-032, 1.0477783E+000, 2.9494824E-031, 1.2393779E+000, 1.9999553E+001, 1.5664549E+000, 3.0258616E-030, 9.8867521E-001, 2.6358337E-035, 6.8894242E-036, 1.2534708E+000, 4.2726747E-032, 5.6584088E-001, 2.0005571E+001, 9.6946481E-001, 1.3030110E-002, 7.6161134E-001, 8.1375934E-003, 7.6895418E-001, 1.2007926E-002, 7.7874935E-001, 8.9822160E-002, 2.0112357E+001, 1.1445023E+000, 2.5733124E-001, 8.6804491E-001, 4.5451992E-001, 3.0528571E-001, 6.0884559E-001, 1.1170075E+000,-6.4999014E-001, 2.8095629E-001, 2.1602285E+001, 1.3359673E+000, 1.1652582E+001, 1.1729459E+000, 6.3691292E+000, 1.2000390E+000, 3.1521105E+000, 4.2966726E-001, 6.6771006E-002, 2.2863688E+001, 3.1380596E+000, 3.1797921E+000, 3.0552151E+000, 3.4979508E+000, 3.5442703E+000, 2.8845447E+000, 3.5126973E+000,-2.8756094E+000, 2.1105967E+001, 2.4082953E+000, 5.9311840E+000, 2.4564105E+000, 5.7312533E+000, 2.1544435E+000, 8.6651789E+000,-2.4501430E+000, 2.3381724E+001, 2.0824579E+000, 7.7695221E-001, 2.0606654E+000, 4.8828847E-001, 2.1153136E+000, 1.3090819E+000,-1.3185457E+000, 2.0472744E+001
 1.9000115E+002,-3.1224046E+001,-4.7207205E+001,-5.0517002E+001,-5.8188195E+001,-6.2590485E+001,-8.3232172E+001, 4.1180457E+000, 4.3406048E-052, 1.7144961E+000, 2.5285820E-049, 4.2102020E+000, 3.0045920E-042, 3.1649045E+000, 1.9999832E+001, 1.4625494E+000, 9.9891093E-031, 1.6948633E+000, 1.0760681E-032, 9.5026628E-001, 1.5575833E-031, 1.1957736E+000, 1.9999617E+001, 1.4876284E+000, 1.0911571E-029, 9.7773349E-001, 1.6617915E-035, 2.7793982E-036, 1.3137530E+000, 7.9898646E-032, 5.0949925E-001, 2.0003278E+001, 9.9806600E-001, 9.1666001E-003, 8.4881563E-001, 4.7952386E-003, 9.1066551E-001, 4.1414781E-003, 7.9244963E-001, 1.5794979E-001, 2.0112338E+001, 1.1627220E+000, 1.2501257E-001, 8.2642007E-001, 1.0072541E-001, 3.2258841E-002, 5.5964501E-001, 4.5510323E-001,-5.9154333E-001, 2.7093208E-001, 2.1670312E+001, 1.2902943E+000, 1.2499107E+001, 1.1452844E+000, 9.2836858E+000, 1.1564945E+000, 4.9907755E+000, 4.4049585E-001, 8.7210352E-002, 2.2193198E+001, 3.1611176E+000, 3.2691451E+000, 3.0673754E+000, 3.7921508E+000, 4.0333085E+000, 2.8993589E+000, 3.6043283E+000,-2.9010353E+000, 2.1145594E+001, 2.3733441E+000, 4.3492009E+000, 2.4933317E+000, 3.8247397E+000, 2.1961492E+000, 6.5026745E+000,-2.4174747E+000, 2.2861720E+001, 2.1468659E+000, 6.4372327E-001, 2.0521818E+000, 3.5434242E-001, 2.1135876E+000, 9.3253694E-001,-1.3606570E+000, 2.0427721E+001
 2.0000000E+002,-3.1316015E+001,-4.7186926E+001,-5.0553434E+001,-5.8221044E+001,-6.2671213E+001,-8.3266920E+001, 4.0749963E+000, 1.4428983E-052, 1.7037498E+000, 1.5979778E-048, 4.1657731E+000, 6.8832685E-043, 3.1425362E+000, 1.9999742E+001, 1.5291618E+000, 5.7631349E-031, 1.7059283E+000, 8.6550114E-033, 9.9147479E-001, 1.1822426E-031, 1.2526935E+000, 1.9999549E+001, 1.5177909E+000, 3.3111178E-030, 1.0011816E+000, 3.2297304E-035, 7.2280703E-036, 1.2918588E+000, 4.0505506E-032, 5.6682940E-001, 2.0004943E+001, 1.0699228E+000, 2.3811945E-002, 8.9425179E-001, 1.2596380E-002, 9.1121327E-001, 9.4768787E-003, 8.2051001E-001, 1.1341986E-001, 2.0125028E+001, 1.1412017E+000, 2.6090691E-001, 8.0774585E-001, 2.0016016E-001, 1.2739679E-001, 5.9292166E-001, 6.3293448E-001,-5.9472159E-001, 2.7195582E-001, 2.1665321E+001, 1.3151353E+000, 1.7681972E+001, 1.2570185E+000, 1.3355898E+001, 1.1874913E+000, 7.6884905E+000, 5.4831735E-001, 6.2321529E-002, 2.3889820E+001, 3.0835912E+000, 2.7546568E+000, 3.0185911E+000, 3.3342126E+000, 3.6601865E+000, 2.8752559E+000, 3.1426328E+000,-2.8619748E+000, 2.1053568E+001, 2.3916367E+000, 3.8447572E+000, 2.5131494E+000, 3.7278078E+000, 2.2111947E+000, 5.7257686E+000,-2.4606751E+000, 2.2306375E+001, 2.1440243E+000, 1.2836915E+000, 2.0705147E+000, 6.8213771E-001, 1.9983900E+000, 1.5142720E+000,-1.3405334E+000, 2.0512677E+001
