s,Pa,Pa,Pa,Pa,Pa,Pa,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,1/m,1/m,1/m,%/m,%/m,%/m
 2.1000012E+002,-4.2768536E+001,-5.7346339E+001,-6.0432039E+001,-6.8050323E+001,-7.2721074E+001,-9.3195594E+001, 4.5663300E+000, 6.6287019E-037, 1.2335371E+000, 4.0286121E-037, 4.8765110E+000, 5.4761564E-031, 3.8955579E+000, 2.0010846E+001, 2.2521748E+000, 1.5987184E-019, 3.1905307E+000, 1.7458517E-021, 1.4741446E+000, 1.4687261E-018, 1.5888440E+000, 2.0163206E+001, 1.1403347E+000, 9.4188804E+001, 1.2156073E+000, 1.8112728E+002, 2.1965478E+002, 1.3785985E+000, 1.0318760E+002, 4.3609988E-001, 4.7855352E+001, 1.2162138E+000, 6.7678725E-002, 9.7992806E-001, 7.3201253E-002, 9.3448392E-001, 5.5858757E-002, 9.9263567E-001, 1.7536678E-001, 1.9978319E+001, 1.0836733E+000, 1.6885371E+000, 9.3362633E-001, 3.2354545E+000, 3.8256692E+000, 5.2778225E-001, 2.6282680E+000,-5.5614126E-001, 3.1315988E-001, 2.0088941E+001, 1.1436754E+000, 2.0703020E+001, 1.0329444E+000, 2.3617924E+001, 1.2486393E+000, 3.0743710E+001, 1.7706974E-001, 1.3994846E-002, 2.3847182E+001, 3.1258410E+000, 3.2995980E+000, 3.0302223E+000, 3.5262577E+000, 3.9741132E+000, 2.8132536E+000, 2.9902348E+000,-2.8778719E+000, 2.0271400E+001, 2.3528690E+000, 9.4771362E+000, 2.4116131E+000, 8.8553058E+000, 2.2338738E+000, 1.1702561E+001,-2.4078677E+000, 2.0838189E+001, 1.9281356E+000, 2.4908798E+001, 2.1733927E+000, 2.6120556E+001, 2.3921769E+000, 2.7369087E+001,-1.3611239E+000, 2.4208869E+001, 2.0186275E+000, 3.5157900E-002, 3.6522101E-002, 8.8522053E+001, 9.9754213E-001, 3.0236125E+000
 2.2000290E+002,-4.2780656E+001,-5.7477966E+001,-6.0541919E+001,-6.8146702E+001,-7.2952411E+001,-9.3368165E+001, 4.5074667E+000, 1.6898782E-034, 1.2613610E+000, 1.1839762E-034, 4.8101580E+000, 1.4691952E-029, 3.8654729E+000, 2.0010474E+001, 2.2356118E+000, 1.4171667E-018, 3.2604554E+000, 5.9323978E-021, 1.5934582E+000, 7.4921643E-018, 1.6129114E+000, 2.0161323E+001, 1.1132432E+000, 1.0198491E+002, 1.1975751E+000, 1.5122140E+002, 2.2210043E+002, 1.3078764E+000, 9.3909269E+001, 4.1133684E-001, 4.5679490E+001, 1.2270694E+000, 5.0364648E-002, 9.7050677E-001, 5.2558193E-002, 9.3450560E-001, 3.7430459E-002, 9.6230951E-001, 2.2673359E-001, 1.9979599E+001, 1.1246402E+000, 2.1966727E+000, 9.6293826E-001, 3.8945963E+000, 3.8527943E+000, 5.7480912E-001, 4.2674118E+000,-6.5225289E-001, 2.9148712E-001, 2.0098988E+001, 1.1730707E+000, 2.0231838E+001, 1.0594189E+000, 2.2835876E+001, 1.3075221E+000, 2.9874329E+001, 2.0827269E-001, 1.3064149E-002, 2.3847130E+001, 3.1566644E+000, 3.0933818E+000, 3.0703408E+000, 3.1022575E+000, 3.7396319E+000, 2.8412083E+000, 2.9527750E+000,-2.8670500E+000, 2.0289745E+001, 2.3413048E+000, 8.9456525E+000, 2.3939793E+000, 9.2353534E+000, 2.2519502E+000, 1.1267063E+001,-2.4136866E+000, 2.0816223E+001, 2.1157790E+000, 2.1374016E+001, 2.1553853E+000, 2.2664767E+001, 2.3794706E+000, 2.6435513E+001,-1.2957633E+000, 2.4246059E+001, 2.0411029E+000, 3.5407180E-002, 3.4367217E-002, 9.1700513E+001, 1.9941500E+000, 4.8162891E+000
 2.3000130E+002,-4.2902307E+001,-5.7505514E+001,-6.0632750E+001,-6.8225224E+001,-7.3005294E+001,-9.3442819E+001, 4.5809668E+000, 2.1897677E-037, 1.1858029E+000, 2.0761274E-037, 4.8836312E+000, 1.2892287E-031, 3.9127143E+000, 2.0010893E+001, 2.2747043E+000, 9.7484322E-020, 3.2172661E+000, 7.3005465E-022, 1.4935881E+000, 1.2168029E-018, 1.5589693E+000, 2.0169846E+001, 1.1369392E+000, 9.6118879E+001, 1.2258007E+000, 1.5690122E+002, 2.2017081E+002, 1.3997302E+000, 8.9201967E+001, 4.7291508E-001, 4.4277108E+001, 1.0875892E+000, 3.6447174E-002, 9.3172687E-001, 3.4790449E-002, 7.9706954E-001, 2.4829681E-002, 8.2672818E-001, 1.5365889E-001, 1.9979241E+001, 1.0785281E+000, 1.1180920E+000, 8.9914232E-001, 2.1879439E+000, 3.0651126E+000, 5.6220191E-001, 1.3122567E+000,-6.3368274E-001, 2.9764796E-001, 2.0098803E+001, 1.1712240E+000, 2.0543765E+001, 1.0884820E+000, 2.1768248E+001, 1.2603021E+000, 2.8128198E+001, 3.1366428E-001, 5.6527064E-003, 2.3931273E+001, 3.1113199E+000, 3.2853727E+000, 3.0489322E+000, 3.9211902E+000, 4.1960003E+000, 2.8468460E+000, 3.3727057E+000,-2.8803043E+000, 2.0296521E+001, 2.3576874E+000, 7.7354012E+000, 2.4384038E+000, 8.0711589E+000, 2.2466148E+000, 9.6497566E+000,-2.4418688E+000, 2.0803436E+001, 2.1872861E+000, 2.3238230E+001, 2.2545633E+000, 2.5123768E+001, 2.4135000E+000, 2.6567753E+001,-1.4094983E+000, 2.4224347E+001, 2.0233698E+000, 2.8168385E-002, 3.8561243E-002, 9.3568936E+001, 4.4546570E+000, 4.8393427E+000
 2.4000277E+002,-4.2724540E+001,-5.7325994E+001,-6.0441881E+001,-6.8086663E+001,-7.2731626E+001,-9.3248621E+001, 4.4966874E+000, 1.6152561E-037, 1.2377745E+000, 8.8430163E-038, 4.8130026E+000, 7.8469695E-032, 3.8518612E+000, 2.0011269E+001, 2.1447472E+000, 5.9670833E-020, 3.2701974E+000, 4.1735063E-022, 1.5656860E+000, 8.2680737E-020, 1.4930748E+000, 2.0171792E+001, 1.1263822E+000, 1.0540031E+002, 1.2850653E+000, 1.9301594E+002, 2.1088658E+002, 1.3998555E+000, 1.1239928E+002, 3.2215226E-001, 4.6141547E+001, 1.1576808E+000, 2.9381200E-002, 1.0044645E+000, 3.4730984E-002, 8.6778441E-001, 2.0006816E-002, 8.6664207E-001, 1.4669273E-001, 1.9978974E+001, 1.1210731E+000, 2.0208491E+000, 9.3551257E-001, 3.3527532E+000, 4.0649455E+000, 5.7357204E-001, 2.9987665E+000,-6.2914305E-001, 2.8084971E-001, 2.0102333E+001, 1.1624252E+000, 2.0871944E+001, 1.1009136E+000, 2.3061198E+001, 1.2821440E+000, 2.9368216E+001, 2.4768933E-001, 5.5347834E-003, 2.3821148E+001, 3.1270757E+000, 3.0253478E+000, 3.0138533E+000, 3.1012062E+000, 3.4842488E+000, 2.7535695E+000, 2.8892963E+000,-2.8611953E+000, 2.0278811E+001, 2.3202425E+000, 7.3652860E+000, 2.4335285E+000, 7.9833785E+000, 2.1881556E+000, 9.2546948E+000,-2.3817851E+000, 2.0643239E+001, 1.9468710E+000, 2.5102916E+001, 2.1682767E+000, 2.6042341E+001, 2.3885273E+000, 2.7941679E+001,-1.4203985E+000, 2.4581039E+001, 1.9380477E+000, 3.7356850E-002, 3.2020246E-002, 8.1574560E+001, 1.7899900E+000, 2.6820262E+000
 2.5000147E+002,-4.2646671E+001,-5.7449002E+001,-6.0572427E+001,-6.8198739E+001,-7.2894387E+001,-9.3322676E+001, 4.4528588E+000, 5.9889397E-038, 1.1900693E+000, 7.3220035E-038, 4.7404053E+000, 2.3310566E-032, 3.8106260E+000, 2.0010824E+001, 2.1823959E+000, 4.5628502E-020, 3.1847440E+000, 2.7737920E-021, 1.6219050E+000, 1.4371923E-016, 1.6169290E+000, 2.0170047E+001, 1.0856797E+000, 1.0080345E+002, 1.2916308E+000, 1.8030252E+002, 2.1500938E+002, 1.4253085E+000, 1.0624921E+002, 4.0595426E-001, 4.7741903E+001, 1.1462186E+000, 4.4953006E-002, 9.7906697E-001, 6.0999157E-002, 9.3784554E-001, 5.2554604E-002, 8.8537842E-001, 2.0442502E-001, 1.9980584E+001, 1.0922302E+000, 1.3040765E+000, 9.6165685E-001, 3.1022420E+000, 3.4316634E+000, 5.5847958E-001, 2.3203099E+000,-6.2448558E-001, 2.4447589E-001, 2.0101115E+001, 1.1445707E+000, 1.9484072E+001, 1.0666959E+000, 2.2491264E+001, 1.2713583E+000, 2.8841318E+001, 2.4617098E-001, 3.8517748E-002, 2.3980202E+001, 3.1012228E+000, 3.4727919E+000, 3.0394379E+000, 3.8962372E+000, 4.4883229E+000, 2.8100616E+000, 3.3274576E+000,-2.8861195E+000, 2.0306348E+001, 2.3171966E+000, 8.0498765E+000, 2.4133452E+000, 8.2767021E+000, 2.1991661E+000, 1.1717904E+001,-2.3871677E+000, 2.0869344E+001, 2.1006376E+000, 2.2787705E+001, 2.1549494E+000, 2.5069492E+001, 2.3676657E+000, 2.6789792E+001,-1.3771931E+000, 2.4403466E+001, 1.9759362E+000, 3.1536987E-002, 4.1247688E-002, 8.1617677E+001, 5.7289989E+000, 3.1612489E+000
 2.6000263E+002,-4.2921809E+001,-5.7537789E+001,-6.0691402E+001,-6.8278682E+001,-7.3003734E+001,-9.3524989E+001, 4.4994308E+000, 1.2318117E-037, 1.2456790E+000, 1.2704404E-037, 4.8021105E+000, 8.0102115E-032, 3.8597156E+000, 2.0010849E+001, 2.2361414E+000, 1.9736118E-019, 3.1823602E+000, 1.5323181E-020, 1.5167121E+000, 1.2686278E-017, 1.6544120E+000, 2.0167554E+001, 1.0294204E+000, 9.1093479E+001, 1.1755189E+000, 1.6415213E+002, 2.1834856E+002, 1.3881442E+000, 9.2922303E+001, 4.2911280E-001, 4.6706222E+001, 1.1953828E+000, 3.8406870E-002, 9.6573310E-001, 2.7945406E-002, 9.0822974E-001, 2.3945848E-002, 9.1879022E-001, 1.8719932E-001, 1.9980949E+001, 1.1038326E+000, 1.6640858E+000, 9.6558433E-001, 2.9830856E+000, 3.7054652E+000, 5.9687454E-001, 3.2712501E+000,-6.2666647E-001, 2.7260982E-001, 2.0107704E+001, 1.1833969E+000, 1.9656717E+001, 1.0220865E+000, 2.2666824E+001, 1.2241178E+000, 3.0739351E+001, 1.4407922E-001, 1.9714800E-002, 2.3979625E+001, 3.1367431E+000, 2.9710789E+000, 3.0151517E+000, 3.4294595E+000, 4.0277885E+000, 2.8430824E+000, 2.9784286E+000,-2.9049639E+000, 2.0283577E+001, 2.3501403E+000, 8.3867096E+000, 2.4623675E+000, 8.4905085E+000, 2.2416699E+000, 1.0817816E+001,-2.4088664E+000, 2.0806882E+001, 2.1303531E+000, 2.3266067E+001, 2.1800896E+000, 2.4927625E+001, 2.3793107E+000, 2.6860767E+001,-1.2896858E+000, 2.4435200E+001, 2.0066233E+000, 3.4053225E-002, 3.7015377E-002, 8.6358823E+001, 9.0171130E+000, 2.9802331E+000
 2.7000120E+002,-4.2844555E+001,-5.7452892E+001,-6.0609812E+001,-6.8191633E+001,-7.2944287E+001,-9.3356016E+001, 4.4969190E+000, 2.6655657E-036, 1.2322023E+000, 1.9899056E-036, 4.7846363E+000, 6.5540344E-030, 3.8602436E+000, 2.0010580E+001, 2.2404180E+000, 6.3336761E-019, 3.1807522E+000, 3.2138016E-021, 1.5452595E+000, 6.5652287E-018, 1.6239420E+000, 2.0169499E+001, 1.1472981E+000, 8.2957934E+001, 1.3015277E+000, 1.8703181E+002, 2.3882624E+002, 1.4124541E+000, 1.0364297E+002, 3.8369750E-001, 4.7677226E+001, 1.2314638E+000, 3.5461306E-002, 9.9197004E-001, 3.4733788E-002, 9.2227283E-001, 2.6149775E-002, 9.1496254E-001, 1.6687283E-001, 1.9980572E+001, 1.1083433E+000, 1.8707372E+000, 9.3961558E-001, 3.6371006E+000, 4.2732147E+000, 5.7217486E-001, 3.8639946E+000,-6.7836637E-001, 3.1461641E-001, 2.0134554E+001, 1.1642037E+000, 2.1687918E+001, 1.1402341E+000, 2.4647606E+001, 1.3255090E+000, 3.4443985E+001, 3.0432132E-001, 1.4644275E-002, 2.3886206E+001, 3.2034860E+000, 2.9627972E+000, 3.1036683E+000, 2.9860133E+000, 3.4246217E+000, 2.8770135E+000, 2.8340739E+000,-2.9054893E+000, 2.0278913E+001, 2.2652726E+000, 8.4958660E+000, 2.3937144E+000, 7.5993674E+000, 2.2006260E+000, 1.0080329E+001,-2.3478731E+000, 2.0835924E+001, 2.2478968E+000, 2.7863866E+001, 2.2548336E+000, 3.0163821E+001, 2.4306387E+000, 2.9639916E+001,-1.4147142E+000, 2.4665346E+001, 2.1948132E+000, 3.9270843E-002, 3.1472273E-002, 9.2618050E+001, 3.2613942E+000, 3.4651774E+000
 2.8000139E+002,-4.2745103E+001,-5.7312115E+001,-6.0469446E+001,-6.8087467E+001,-7.2807155E+001,-9.3309387E+001, 4.5612137E+000, 4.5124858E-037, 1.2555687E+000, 4.0472196E-037, 4.8790698E+000, 8.2927017E-031, 3.9031421E+000, 2.0011254E+001, 2.1357734E+000, 1.5762077E-019, 3.1867613E+000, 2.5497874E-021, 1.5185415E+000, 5.6088294E-017, 1.6018806E+000, 2.0175961E+001, 1.1529232E+000, 9.0540418E+001, 1.1879400E+000, 1.7487839E+002, 2.2521215E+002, 1.4163070E+000, 1.0635207E+002, 4.1866745E-001, 4.5759793E+001, 1.1101412E+000, 2.6341194E-002, 9.5342126E-001, 2.6331174E-002, 9.2733523E-001, 2.1944343E-002, 8.5923065E-001, 2.1499650E-001, 1.9980957E+001, 1.1032106E+000, 1.7203691E+000, 9.3074919E-001, 3.0896592E+000, 3.4230291E+000, 5.3908360E-001, 2.2730432E+000,-6.2943289E-001, 3.5109577E-001, 2.0112553E+001, 1.1123735E+000, 2.1203648E+001, 1.1346595E+000, 2.1989800E+001, 1.2744172E+000, 2.9171324E+001, 1.9186916E-001, 1.6244097E-002, 2.3986284E+001, 3.0706581E+000, 2.6650215E+000, 3.0337927E+000, 2.7176536E+000, 3.1539243E+000, 2.7905039E+000, 2.4140795E+000,-2.7968916E+000, 2.0231613E+001, 2.3267949E+000, 8.1103862E+000, 2.4187246E+000, 8.0289210E+000, 2.2148261E+000, 1.0666974E+001,-2.3868256E+000, 2.0855121E+001, 2.2649236E+000, 2.7896248E+001, 2.3256931E+000, 2.9448665E+001, 2.2965917E+000, 2.9697513E+001,-1.5592980E+000, 2.4882597E+001, 2.0696996E+000, 3.1457638E-002, 2.8984564E-002, 7.9967444E+001, 3.8168602E+000, 1.3910241E+000
 2.9000078E+002,-4.2859859E+001,-5.7428717E+001,-6.0531562E+001,-6.8126687E+001,-7.2839757E+001,-9.3401328E+001, 4.5335870E+000, 4.0449745E-036, 1.2343586E+000, 4.2940980E-036, 4.8315960E+000, 6.1355920E-030, 3.8757817E+000, 2.0011446E+001, 2.2425395E+000, 4.3065539E-019, 3.0961561E+000, 2.2863345E-021, 1.5926036E+000, 1.0045330E-019, 1.6505969E+000, 2.0176994E+001, 1.1560568E+000, 7.6150808E+001, 1.1876051E+000, 1.6976008E+002, 2.4121304E+002, 1.4880907E+000, 1.0685280E+002, 4.7325204E-001, 4.6202161E+001, 1.1945417E+000, 3.3711804E-002, 9.3191335E-001, 2.6389142E-002, 8.5433455E-001, 2.4472008E-002, 8.9830023E-001, 1.3063604E-001, 1.9981437E+001, 1.1182304E+000, 1.1142256E+000, 9.3762240E-001, 2.3511981E+000, 2.0694200E+000, 5.3815259E-001, 2.9688142E+000,-6.4225884E-001, 3.3886378E-001, 2.0126322E+001, 1.1918034E+000, 2.0630704E+001, 1.0699828E+000, 2.3597383E+001, 1.2307291E+000, 3.0959007E+001, 1.7085249E-001, 1.2881898E-002, 2.4209749E+001, 3.1005497E+000, 3.3779552E+000, 2.8481836E+000, 3.4401629E+000, 4.2666983E+000, 2.6846957E+000, 3.1259849E+000,-2.8160652E+000, 2.0319806E+001, 2.3349121E+000, 9.2683091E+000, 2.4109353E+000, 9.8653838E+000, 2.2193181E+000, 1.3105462E+001,-2.3919733E+000, 2.0927746E+001, 2.2305012E+000, 2.4448188E+001, 2.3123181E+000, 2.5832419E+001, 2.2557348E+000, 2.6248867E+001,-1.5599267E+000, 2.4599200E+001, 2.2167479E+000, 1.9017970E-002, 3.9210958E-002, 8.3264150E+001, 1.8958759E+000, 4.3534300E+000
 3.0000109E+002,-4.2668329E+001,-5.7373937E+001,-6.0495169E+001,-6.8131541E+001,-7.2796011E+001,-9.3292444E+001, 4.4641969E+000, 2.8252764E-037, 1.2371905E+000, 2.1403226E-037, 4.7757416E+000, 9.6091914E-032, 3.8141393E+000, 2.0011855E+001, 2.1258374E+000, 1.2253481E-019, 3.1346669E+000, 1.4100851E-021, 1.4432005E+000, 6.1397947E-018, 1.7178756E+000, 2.0174843E+001, 1.1483587E+000, 8.3416466E+001, 1.2333912E+000, 1.7847446E+002, 1.9443828E+002, 1.4901013E+000, 1.1643458E+002, 5.0926865E-001, 5.1067312E+001, 1.1899146E+000, 1.3974435E-002, 9.8453196E-001, 1.2928663E-002, 9.2293867E-001, 1.0494795E-002, 9.6051274E-001, 1.5783928E-001, 1.9980515E+001, 1.1129523E+000, 1.4011546E+000, 9.5848445E-001, 2.5136264E+000, 2.5487316E+000, 6.0347277E-001, 2.8900289E+000,-7.0239943E-001, 2.9674692E-001, 2.0146308E+001, 1.1942719E+000, 1.9618723E+001, 1.0235867E+000, 2.3766246E+001, 1.2394754E+000, 3.2754046E+001, 2.1713215E-001,-6.7365004E-003, 2.4273738E+001, 3.1382289E+000, 3.3316583E+000, 3.0354600E+000, 3.7130715E+000, 4.0113704E+000, 2.7956512E+000, 3.0880600E+000,-2.8488823E+000, 2.0359869E+001, 2.2986389E+000, 7.5129736E+000, 2.4047182E+000, 7.8960095E+000, 2.1587840E+000, 1.0872127E+001,-2.3621833E+000, 2.1108065E+001, 2.2271860E+000, 2.7843347E+001, 2.3560127E+000, 2.8982780E+001, 2.2388303E+000, 2.8792975E+001,-1.5169590E+000, 2.4830768E+001, 1.7868878E+000, 2.3422844E-002, 3.6864494E-002, 8.7530531E+001, 3.2557479E+000, 4.8760253E+000
 3.1000090E+002,-4.2683585E+001,-5.7402131E+001,-6.0423961E+001,-6.8025941E+001,-7.2767592E+001,-9.3269838E+001, 4.4852259E+000, 1.2200404E-032, 1.2043644E+000, 4.0739982E-033, 4.7851613E+000, 7.9172118E-027, 3.8394768E+000, 2.0011921E+001, 2.2786855E+000, 3.1085361E-016, 3.0993623E+000, 1.2897046E-018, 1.4778879E+000, 4.2106884E-016, 1.6271503E+000, 2.0180734E+001, 1.1936918E+000, 9.9339769E+001, 1.2045031E+000, 1.6535526E+002, 2.1839989E+002, 1.4240107E+000, 1.0698300E+002, 4.4138018E-001, 4.7960326E+001, 1.1530503E+000, 2.7777071E-002, 1.0128610E+000, 2.6806357E-002, 8.9211209E-001, 2.2189762E-002, 9.3925554E-001, 1.5310384E-001, 1.9982843E+001, 1.1060565E+000, 1.7363647E+000, 9.6595581E-001, 3.8995297E+000, 4.4451426E+000, 5.3103906E-001, 2.8107533E+000,-6.0301148E-001, 2.5613071E-001, 2.0137796E+001, 1.1962379E+000, 1.9454905E+001, 1.0469436E+000, 2.3498194E+001, 1.2196252E+000, 3.2161680E+001, 1.7958609E-001,-2.5879220E-002, 2.4427838E+001, 3.1123982E+000, 3.4144299E+000, 2.9420696E+000, 3.5105004E+000, 3.9668161E+000, 2.7598780E+000, 3.1949249E+000,-2.8398485E+000, 2.0350293E+001, 2.3314852E+000, 8.1833337E+000, 2.4268538E+000, 8.0310060E+000, 2.2241685E+000, 1.1678158E+001,-2.3583438E+000, 2.1071255E+001, 2.2541663E+000, 2.5930931E+001, 2.3407673E+000, 2.7071665E+001, 2.3077803E+000, 2.7405559E+001,-1.5695542E+000, 2.4878200E+001, 2.0070950E+000, 4.0850861E-002, 3.6455040E-002, 7.9540311E+001, 2.8496847E+000, 3.2179845E+000
 3.2000292E+002,-4.2673666E+001,-5.7279050E+001,-6.0313858E+001,-6.7925794E+001,-7.2668219E+001,-9.3162744E+001, 4.4976644E+000, 4.6314588E-032, 1.2145011E+000, 4.2388775E-032, 4.8034858E+000, 3.7248972E-026, 3.8430045E+000, 2.0011761E+001, 2.1748090E+000, 2.4995007E-015, 3.2214052E+000, 2.9816057E-017, 1.5565369E+000, 3.5577863E-016, 1.5471723E+000, 2.0186002E+001, 1.1396527E+000, 1.0393040E+002, 1.2113863E+000, 1.7690525E+002, 2.1561192E+002, 1.3975740E+000, 1.1149167E+002, 4.2222722E-001, 5.1529442E+001, 1.2262897E+000, 4.0060829E-002, 9.8582931E-001, 3.2680821E-002, 8.5740953E-001, 2.9247638E-002, 9.8299943E-001, 1.8156986E-001, 1.9984643E+001, 1.0561802E+000, 8.9547011E-001, 8.8639941E-001, 1.7235270E+000, 1.9695059E+000, 4.8611708E-001, 1.3016221E+000,-5.8679377E-001, 3.0528419E-001, 2.0121981E+001, 1.1465278E+000, 2.0417150E+001, 1.0025963E+000, 2.5160994E+001, 1.2352658E+000, 3.2830565E+001, 1.5409917E-001, 3.3378020E-002, 2.4714684E+001, 3.1068462E+000, 3.1716335E+000, 3.0005993E+000, 3.2314957E+000, 3.8483701E+000, 2.7493435E+000, 2.9459450E+000,-2.8209784E+000, 2.0355600E+001, 2.3386733E+000, 8.4135900E+000, 2.4082810E+000, 7.3763942E+000, 2.1959279E+000, 1.2050023E+001,-2.3829538E+000, 2.1344170E+001, 2.1568989E+000, 2.4746037E+001, 2.2731863E+000, 2.6103500E+001, 2.2922784E+000, 2.6139296E+001,-1.4973479E+000, 2.4774900E+001, 1.9814735E+000, 1.8099759E-002, 3.5366521E-002, 3.5834992E+001, 5.1897445E-001, 3.2419140E+000
 3.3000158E+002,-4.2809822E+001,-5.7330024E+001,-6.0435519E+001,-6.8020281E+001,-7.2754111E+001,-9.3312928E+001, 4.5621784E+000, 3.5233845E-034, 1.2306396E+000, 3.1629787E-034, 4.8870594E+000, 1.1207062E-028, 3.9033857E+000, 2.0011558E+001, 2.1877379E+000, 9.0143129E-018, 3.1119825E+000, 1.8801573E-019, 1.5968126E+000, 4.1897494E-017, 1.5614099E+000, 2.0182128E+001, 1.1618451E+000, 9.3408500E+001, 1.2263395E+000, 1.7384988E+002, 2.2156526E+002, 1.3520182E+000, 1.0587931E+002, 4.0847453E-001, 4.7952016E+001, 1.1654949E+000, 3.1999269E-002, 9.9147904E-001, 2.0785964E-002, 9.7788869E-001, 2.2164286E-002, 9.4313461E-001, 2.3494299E-001, 1.9985048E+001, 1.1054522E+000, 1.2732378E+000, 9.0682241E-001, 2.3216402E+000, 2.4395318E+000, 5.0388130E-001, 2.0741719E+000,-6.4275189E-001, 3.3004322E-001, 2.0133408E+001, 1.1332063E+000, 1.9009473E+001, 1.0246735E+000, 2.3839700E+001, 1.2591208E+000, 3.0005593E+001, 2.2133662E-001, 5.8283344E-002, 2.4493741E+001, 3.1043951E+000, 3.1400944E+000, 2.9857347E+000, 3.1778281E+000, 3.7980714E+000, 2.8203851E+000, 2.8350649E+000,-2.8724492E+000, 2.0342512E+001, 2.2932108E+000, 8.3094832E+000, 2.4185136E+000, 9.2782963E+000, 2.2032016E+000, 1.1842040E+001,-2.3614365E+000, 2.1184900E+001, 2.2222552E+000, 2.4857600E+001, 2.3156919E+000, 2.6283014E+001, 2.2443240E+000, 2.5694734E+001,-1.5445398E+000, 2.4734183E+001, 2.0361847E+000, 2.2419297E-002, 3.4904276E-002, 6.4473946E+001, 2.3408041E+000, 3.3984637E+000
 3.4000322E+002,-4.2834458E+001,-5.7596658E+001,-6.0668918E+001,-6.8284614E+001,-7.2910960E+001,-9.3501195E+001, 4.5408425E+000, 1.4882934E-035, 1.2202219E+000, 1.2247042E-035, 4.8576228E+000, 4.5219018E-030, 3.8836483E+000, 2.0011847E+001, 2.0705334E+000, 8.2979070E-019, 3.2569228E+000, 5.2557652E-021, 1.6107828E+000, 1.8310536E-019, 1.5694409E+000, 2.0183316E+001, 1.0837727E+000, 1.0350011E+002, 1.2628693E+000, 1.8580695E+002, 2.1208076E+002, 1.3790257E+000, 9.8369760E+001, 3.2588869E-001, 4.9004827E+001, 1.1794844E+000, 2.7205443E-002, 9.5395458E-001, 2.3931591E-002, 9.5724262E-001, 2.0484129E-002, 8.7867389E-001, 1.6110291E-001, 1.9985441E+001, 1.1141675E+000, 2.0980151E+000, 9.5684824E-001, 3.8381362E+000, 3.9094909E+000, 5.7217403E-001, 3.4985549E+000,-6.8035230E-001, 2.8903982E-001, 2.0134244E+001, 1.1633938E+000, 2.0315964E+001, 1.0336028E+000, 2.3111724E+001, 1.2731580E+000, 3.2894531E+001, 2.1739307E-001,-2.6525784E-002, 2.4124024E+001, 3.1215032E+000, 3.3982035E+000, 2.9650937E+000, 3.7375962E+000, 4.0609547E+000, 2.7639250E+000, 3.2210152E+000,-2.8206328E+000, 2.0343936E+001, 2.3071271E+000, 8.2857015E+000, 2.3598757E+000, 9.9594546E+000, 2.1832914E+000, 1.2363703E+001,-2.3670649E+000, 2.1139954E+001, 2.2035063E+000, 2.7437331E+001, 2.3306862E+000, 2.9410310E+001, 2.2751775E+000, 2.7831107E+001,-1.4649663E+000, 2.4552751E+001, 1.9490221E+000, 3.5928222E-002, 3.7320174E-002, 7.8085212E+001, 4.3692457E+000, 3.7724636E+000
