s,Pa,Pa,Pa,Pa,Pa,Pa,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,1/m,1/m,1/m,%/m,%/m,%/m
 7.0001861E+001,-3.5418882E+000,-4.9212887E+000,-5.2296184E+000,-7.3260823E+000,-7.7459164E+000,-9.6883269E+000, 1.3313916E+000, 3.6311190E-040, 3.3662904E-001, 3.0284288E-040, 1.4118646E+000, 5.5668759E-035, 1.1293905E+000, 1.9999430E+001, 6.3713810E-001, 3.7061531E-021, 8.6437869E-001, 3.7235880E-023, 4.5955183E-001, 6.4264959E-021, 4.4910100E-001, 1.9999759E+001, 4.4044589E-001, 3.6753014E-002, 2.9378098E-001, 6.0182525E+000, 9.2311998E-002, 3.6788701E-001, 1.0625665E+001, 1.6702916E-001, 2.0100427E+001, 3.3641193E-001, 2.9516142E-005, 2.4637912E-001, 1.9350038E-005, 2.2811629E-001, 1.1859550E-005, 2.7963401E-001, 8.7981849E-002, 1.9967833E+001, 3.2642783E-001, 5.6241991E-003, 2.5915938E-001, 1.5306439E-002, 1.9518829E-002, 1.4729560E-001, 2.0945260E-002,-1.8601661E-001, 8.4122920E-002, 1.9966690E+001, 3.3488991E-001, 2.1274169E+000, 2.7637178E-001, 3.3871316E+000, 3.3666431E-001, 4.3551442E+000, 6.6303329E-002, 7.6949431E-003, 2.0043317E+001, 9.3685322E-001, 1.2909351E-001, 8.7930640E-001, 1.5902341E-001, 2.0103984E-001, 8.4131972E-001, 1.2936853E-001,-8.7873395E-001, 1.9967000E+001, 7.1536677E-001, 7.0085118E-001, 7.3768866E-001, 6.7628705E-001, 7.2747661E-001, 1.0272457E+000,-7.4956314E-001, 1.9975827E+001, 6.3494706E-001, 4.0427119E+000, 6.6224158E-001, 4.3966563E+000, 6.2523724E-001, 3.4405056E+000,-3.9089147E-001, 2.0047844E+001, 4.3109703E-004, 9.1152932E-005, 9.3885604E-004, 2.5814094E-002, 6.9250183E-002, 1.0380924E-001
 8.0003789E+001,-3.5323671E+000,-4.9162511E+000,-5.2193103E+000,-7.3177110E+000,-7.7391453E+000,-9.6875623E+000, 1.2791603E+000, 1.7286569E-037, 3.4390633E-001, 6.8031505E-038, 1.3749177E+000, 8.6888902E-032, 1.1016408E+000, 1.9999488E+001, 6.2321854E-001, 1.2760208E-019, 8.3684613E-001, 1.0076941E-021, 4.5307455E-001, 1.5563093E-019, 4.8708438E-001, 1.9999697E+001, 4.2253063E-001, 5.8933928E-001, 3.2318088E-001, 1.8539083E+001, 8.9144668E+000, 4.0712410E-001, 2.8387430E+001, 1.5885989E-001, 2.0247531E+001, 2.7276772E-001, 2.5041007E-005, 2.4780839E-001, 1.2403201E-005, 2.1039761E-001, 7.0944957E-006, 2.0820877E-001, 6.9149206E-002, 1.9968157E+001, 3.2509510E-001, 1.1946535E-002, 2.5298772E-001, 3.8153802E-002, 5.4982665E-002, 1.5689238E-001, 5.2260079E-002,-1.7530682E-001, 7.0009204E-002, 1.9966948E+001, 3.2356729E-001, 4.4592959E+000, 2.8773096E-001, 5.7525086E+000, 3.1734842E-001, 5.7314234E+000, 6.7956574E-002, 1.2642408E-002, 2.0064829E+001, 9.2006768E-001, 1.9309915E-001, 8.9043782E-001, 2.2950600E-001, 2.6903523E-001, 8.1834047E-001, 1.9558757E-001,-8.2730432E-001, 1.9966689E+001, 6.9325787E-001, 4.3233911E-001, 7.6540186E-001, 8.1194250E-001, 6.9678356E-001, 5.6464362E-001,-7.4860377E-001, 1.9971441E+001, 6.0898312E-001, 5.0680507E+000, 6.6660609E-001, 5.4169749E+000, 6.7350050E-001, 4.2710770E+000,-4.3538411E-001, 2.0055645E+001, 4.1630560E-002, 2.5676904E-004, 1.2563945E-003, 3.0869339E-002, 1.5736616E-003, 1.4307119E-001
 9.0001700E+001,-3.5437822E+000,-4.9189262E+000,-5.2275352E+000,-7.3268895E+000,-7.7491244E+000,-9.6955380E+000, 1.3503223E+000, 1.1428800E-035, 3.5456165E-001, 9.2228999E-036, 1.4329649E+000, 1.7034088E-030, 1.1553150E+000, 1.9999344E+001, 6.1828561E-001, 1.1115010E-018, 8.7486601E-001, 1.3441756E-020, 4.8245839E-001, 4.9181744E-019, 5.0891290E-001, 1.9999760E+001, 4.1186718E-001, 6.3725503E+000, 2.9400433E-001, 2.9545019E+001, 1.0348787E+001, 3.7839986E-001, 2.9096909E+001, 1.2452400E-001, 2.0339683E+001, 2.6628135E-001, 4.4356392E-005, 2.1455541E-001, 2.1604938E-005, 2.2729359E-001, 1.7321061E-005, 2.1666005E-001, 5.2775608E-002, 1.9967877E+001, 3.2218018E-001, 1.8507929E-002, 2.5908648E-001, 2.5037371E-002, 4.0491854E-002, 1.5840212E-001, 4.4170515E-002,-1.9138119E-001, 9.3151397E-002, 1.9966462E+001, 3.3361223E-001, 4.3318088E+000, 2.8842074E-001, 4.8122386E+000, 3.2589708E-001, 5.6060270E+000, 9.7667645E-002,-1.5687434E-002, 2.0065355E+001, 9.3075124E-001, 2.5950550E-001, 8.5962535E-001, 2.7384082E-001, 3.2025072E-001, 8.1945697E-001, 2.7272642E-001,-8.4715206E-001, 1.9967443E+001, 7.4713625E-001, 9.4361473E-001, 7.8449268E-001, 8.0079036E-001, 7.2079120E-001, 1.6046845E+000,-7.6817375E-001, 1.9973665E+001, 6.3430983E-001, 5.5438957E+000, 6.7862639E-001, 5.7919321E+000, 6.4519728E-001, 4.7480636E+000,-4.7336996E-001, 2.0054267E+001, 4.8328835E-002, 1.8909696E-004, 1.4955709E-003, 3.0105107E+001, 1.0421090E-003, 1.6580004E-001
 1.0000363E+002,-3.5384501E+000,-4.8962497E+000,-5.2090003E+000,-7.3127034E+000,-7.7262446E+000,-9.6787790E+000, 1.3285304E+000, 1.7347710E-035, 3.4920416E-001, 1.3657253E-035, 1.4188608E+000, 3.7887610E-030, 1.1314737E+000, 1.9999329E+001, 6.4925309E-001, 5.2989715E-019, 8.9037892E-001, 7.4207453E-021, 4.4148693E-001, 1.4440559E-018, 4.3553804E-001, 1.9999564E+001, 4.3957185E-001, 2.1614415E+000, 2.7576927E-001, 5.7127552E+001, 5.1376424E+001, 3.5918473E-001, 4.4791241E+001, 1.1767994E-001, 2.0403263E+001, 3.0497881E-001, 5.5075663E-005, 2.4724920E-001, 2.6121561E-005, 2.2196707E-001, 1.7336944E-005, 2.4292957E-001, 4.9419864E-002, 1.9968171E+001, 3.3448022E-001, 1.1034602E-002, 2.6544447E-001, 1.1531453E-002, 2.0440150E-002, 1.3733502E-001, 1.5740395E-002,-1.8408719E-001, 6.6821191E-002, 1.9966983E+001, 3.4907191E-001, 3.9340142E+000, 2.7948294E-001, 4.3566267E+000, 2.9471454E-001, 6.7174148E+000, 7.7259965E-002, 1.1882345E-002, 2.0046282E+001, 9.1716321E-001, 2.2184678E-001, 8.9030046E-001, 2.4807087E-001, 3.1664436E-001, 8.2984220E-001, 2.0566018E-001,-8.4454983E-001, 1.9966858E+001, 6.7488944E-001, 9.3357598E-001, 7.5581631E-001, 9.7632992E-001, 6.8701139E-001, 1.4445259E+000,-7.4313039E-001, 1.9975140E+001, 6.3255143E-001, 6.7985081E+000, 6.7657736E-001, 6.9940411E+000, 6.0630144E-001, 5.3857822E+000,-4.5593248E-001, 2.0053526E+001, 2.3992790E-001, 9.5455501E-005, 1.4787292E-003, 2.4499337E+000, 1.2178052E-002, 1.7830902E-001
 1.1000154E+002,-3.5259661E+000,-4.8911143E+000,-5.2042511E+000,-7.3083968E+000,-7.7310407E+000,-9.6655386E+000, 1.3243120E+000, 7.7233594E-037, 3.6203469E-001, 2.6156369E-036, 1.4160785E+000, 1.3193901E-032, 1.1444503E+000, 1.9999489E+001, 5.9975528E-001, 4.7413231E-020, 8.7985831E-001, 2.5181905E-022, 4.7896652E-001, 7.6633349E-020, 5.2147174E-001, 1.9999644E+001, 4.4310969E-001, 1.5121186E-001, 3.0113839E-001, 7.6671031E+000, 2.8720475E+000, 3.7611335E-001, 1.5664823E+001, 1.4649219E-001, 2.0294562E+001, 3.0064313E-001, 7.3674377E-005, 2.3670754E-001, 2.3777009E-005, 2.4069137E-001, 1.9131772E-005, 2.3160046E-001, 6.1951595E-002, 1.9968117E+001, 3.2621130E-001, 2.4709596E-002, 2.6642167E-001, 2.0089040E-002, 1.7124796E-002, 1.5413852E-001, 4.1542084E-002,-1.7483828E-001, 7.5615910E-002, 1.9967254E+001, 3.3125631E-001, 4.1297004E+000, 2.8013534E-001, 5.6280626E+000, 3.3243564E-001, 7.0195518E+000, 8.9899432E-002, 1.8732650E-003, 2.0033274E+001, 9.4128910E-001, 3.5813681E-001, 8.8458405E-001, 4.3183326E-001, 4.7467194E-001, 8.6528717E-001, 4.1617551E-001,-8.9018067E-001, 1.9968571E+001, 7.1287180E-001, 1.2478082E+000, 7.6572099E-001, 1.3231991E+000, 6.9605837E-001, 1.9547108E+000,-7.4926801E-001, 1.9974735E+001, 6.4983589E-001, 6.4561755E+000, 6.8038606E-001, 6.6872223E+000, 6.6353977E-001, 5.3454967E+000,-4.5721881E-001, 2.0045526E+001, 1.3412462E-002, 7.9972796E-005, 2.2167180E-003, 1.5594274E-002, 2.5908541E-003, 3.4601368E-001
 1.2000347E+002,-3.5180365E+000,-4.9027133E+000,-5.2147109E+000,-7.3153286E+000,-7.7371150E+000,-9.6748692E+000, 1.3281007E+000, 1.2528870E-038, 3.2669259E-001, 6.0308778E-040, 1.4262032E+000, 4.1605106E-033, 1.1339529E+000, 1.9999535E+001, 7.0525454E-001, 3.9662918E-019, 8.0630538E-001, 4.3956522E-021, 3.6051532E-001, 6.0353587E-019, 5.9873042E-001, 1.9999606E+001, 4.4581812E-001, 7.6447025E+000, 3.0487269E-001, 3.4751373E+001, 1.3063175E+001, 3.6975118E-001, 3.8282668E+001, 1.2355371E-001, 2.0374743E+001, 3.0447051E-001, 1.7572236E-004, 2.7091667E-001, 7.9573820E-005, 2.6525597E-001, 4.8952146E-005, 2.5848581E-001, 6.1571799E-002, 1.9967883E+001, 3.4499097E-001, 4.9932947E-002, 2.6867232E-001, 5.6315841E-002, 3.1697320E-002, 1.4007985E-001, 1.1583892E-001,-1.7039982E-001, 8.7102244E-002, 1.9967602E+001, 3.0703644E-001, 3.4675803E+000, 2.8311226E-001, 4.1102929E+000, 3.1727919E-001, 6.6505602E+000, 7.3139566E-002,-1.9014856E-003, 2.0021213E+001, 8.7028835E-001, 4.6129717E-001, 8.7663391E-001, 5.6882301E-001, 6.3445540E-001, 8.1592136E-001, 4.3412547E-001,-8.1819759E-001, 1.9968577E+001, 7.4793355E-001, 2.2467262E+000, 7.7899521E-001, 1.3683597E+000, 7.0844209E-001, 3.3170559E+000,-7.7122373E-001, 1.9977428E+001, 5.3553230E-001, 5.7436235E+000, 6.1953935E-001, 6.0386638E+000, 6.2895631E-001, 5.4402011E+000,-3.8008940E-001, 2.0033093E+001, 6.1005026E-002, 1.4802648E-004, 2.9629067E-003, 3.3307307E-001, 2.6203303E-003, 3.5349643E-001
 1.3000138E+002,-3.5234344E+000,-4.8950954E+000,-5.2095078E+000,-7.3203556E+000,-7.7293962E+000,-9.6711240E+000, 1.3265817E+000, 1.1377494E-038, 3.3791299E-001, 1.8532447E-038, 1.4280743E+000, 1.0483546E-033, 1.1334203E+000, 1.9999487E+001, 6.9458972E-001, 3.9823898E-019, 7.8714821E-001, 7.2254969E-021, 4.2013924E-001, 2.0746024E-018, 5.5025947E-001, 1.9999524E+001, 4.0106840E-001, 2.0655215E+000, 3.1113458E-001, 1.2576091E+001, 3.3609775E+000, 3.7617774E-001, 1.6031484E+001, 1.7435925E-001, 2.0266457E+001, 3.2886371E-001, 3.7008579E-004, 2.7157706E-001, 1.8329708E-004, 2.7731260E-001, 1.7409484E-004, 3.0115409E-001, 6.2679576E-002, 1.9968447E+001, 3.1273568E-001, 3.3877348E-002, 2.5290303E-001, 4.1823003E-002, 3.5965892E-002, 1.3317140E-001, 3.8299241E-002,-1.7669897E-001, 6.9235170E-002, 1.9967550E+001, 3.4083165E-001, 4.1209934E+000, 2.7319325E-001, 5.6325430E+000, 3.1889951E-001, 7.7097888E+000, 7.6586979E-002,-3.9835221E-003, 2.0029290E+001, 8.8700486E-001, 5.1522604E-001, 8.7961556E-001, 5.6131617E-001, 6.0958524E-001, 7.9084797E-001, 5.8910740E-001,-8.1406341E-001, 1.9967065E+001, 7.1624198E-001, 1.9876793E+000, 7.6595038E-001, 2.4080472E+000, 7.1197837E-001, 3.6856567E+000,-7.5066554E-001, 1.9987817E+001, 6.1799227E-001, 7.1768136E+000, 6.5651556E-001, 7.6487638E+000, 6.4142088E-001, 6.3992100E+000,-4.2304740E-001, 2.0035767E+001, 1.5695765E-002, 1.6796071E-004, 2.8467631E-003, 1.5309728E+001, 3.9411450E-003, 3.7980302E-001
 1.4000331E+002,-3.5244807E+000,-4.9040926E+000,-5.2161444E+000,-7.3220058E+000,-7.7438120E+000,-9.6871173E+000, 1.3150546E+000, 1.0249986E-039, 3.4332542E-001, 4.3896077E-040, 1.4143042E+000, 5.7562966E-034, 1.1265990E+000, 1.9999437E+001, 6.7862447E-001, 1.4043406E-019, 8.0601297E-001, 3.1079569E-021, 3.9662335E-001, 1.2827887E-019, 4.8918264E-001, 1.9999628E+001, 3.9860686E-001, 5.3552300E+000, 3.0184833E-001, 3.8884487E+001, 4.1101555E+001, 3.8745357E-001, 3.4042591E+001, 1.6031857E-001, 2.0225006E+001, 2.8626508E-001, 4.5636852E-004, 2.6263961E-001, 1.1941400E-004, 2.1314706E-001, 9.0591089E-005, 2.3067132E-001, 5.9297627E-002, 1.9967821E+001, 3.3944101E-001, 3.3871128E-002, 2.7364890E-001, 6.7060129E-002, 5.2857153E-002, 1.3108407E-001, 7.1123497E-002,-1.7346795E-001, 1.1372692E-001, 1.9967861E+001, 3.3302341E-001, 3.7700816E+000, 2.7944674E-001, 6.8444694E+000, 3.3105859E-001, 9.1225359E+000, 8.5046839E-002,-1.7405778E-003, 2.0036351E+001, 9.5026734E-001, 7.8120254E-001, 8.9232969E-001, 8.5810701E-001, 8.6715673E-001, 8.4133953E-001, 8.0218732E-001,-8.5474628E-001, 1.9969166E+001, 7.1588822E-001, 1.7783111E+000, 7.7509481E-001, 2.0415676E+000, 7.2393820E-001, 3.1784935E+000,-7.5939700E-001, 1.9981884E+001, 5.9701348E-001, 7.2935827E+000, 6.6572770E-001, 7.7988687E+000, 6.4072127E-001, 6.4630188E+000,-4.5873190E-001, 2.0039639E+001, 1.9194426E-001, 2.4684290E-004, 4.0496219E-003, 4.2458193E-002, 3.0632331E-003, 5.9014575E-001
 1.5000122E+002,-3.5371088E+000,-4.8963278E+000,-5.2149178E+000,-7.3239704E+000,-7.7363242E+000,-9.6924147E+000, 1.3001641E+000, 4.6480310E-039, 3.2525255E-001, 3.3425022E-039, 1.3910275E+000, 2.2080183E-033, 1.1058913E+000, 1.9999272E+001, 5.3896716E-001, 1.8974013E-019, 8.7690757E-001, 2.0425089E-021, 4.7611634E-001, 2.8453932E-019, 4.2168146E-001, 1.9999363E+001, 4.3210568E-001, 2.2632811E-001, 2.9191458E-001, 4.3850609E+001, 3.5441421E+001, 3.9370880E-001, 3.5403027E+001, 1.7421062E-001, 2.0364808E+001, 3.2849122E-001, 6.1279301E-004, 2.6598183E-001, 2.1436119E-004, 2.7392251E-001, 2.8163987E-004, 2.6133533E-001, 5.3194856E-002, 1.9968091E+001, 3.4009633E-001, 4.1913270E-002, 2.7837277E-001, 2.9316523E-002, 3.0922660E-002, 1.4134080E-001, 2.9244982E-002,-1.9462437E-001, 8.1966858E-002, 1.9967591E+001, 3.3119617E-001, 5.8497087E+000, 2.8230275E-001, 7.8450252E+000, 3.0165586E-001, 8.8611913E+000, 8.6477987E-002,-8.1189507E-003, 2.0048016E+001, 8.9623588E-001, 7.1201898E-001, 8.8008750E-001, 1.0463513E+000, 1.3153898E+000, 8.2878893E-001, 7.6113611E-001,-8.3758597E-001, 1.9969650E+001, 7.0321207E-001, 1.6290253E+000, 7.6815689E-001, 2.0524808E+000, 7.1820258E-001, 3.0498255E+000,-7.6291626E-001, 1.9983961E+001, 6.1895590E-001, 6.4978048E+000, 6.4617265E-001, 6.8040887E+000, 6.6638932E-001, 6.3757867E+000,-4.4039047E-001, 2.0037874E+001, 1.6551144E-001, 1.4440882E-004, 6.1428706E-003, 1.7380930E-001, 5.6953655E-002, 6.8639320E-001
 1.6000315E+002,-3.5505317E+000,-4.9257171E+000,-5.2345274E+000,-7.3347245E+000,-7.7537447E+000,-9.6992225E+000, 1.2520209E+000, 1.8822804E-039, 3.6443367E-001, 1.1137127E-039, 1.3413340E+000, 1.1660522E-033, 1.0707456E+000, 1.9999417E+001, 6.8049056E-001, 1.4005727E-019, 8.4613528E-001, 3.1707360E-022, 4.4316667E-001, 2.8195674E-019, 4.9025225E-001, 1.9999576E+001, 4.2040529E-001, 4.4072864E-001, 3.0610239E-001, 7.1442744E+000, 8.6770148E-001, 3.5498052E-001, 4.6540320E+000, 1.3809984E-001, 2.0213155E+001, 3.2867146E-001, 4.9998794E-004, 2.7859759E-001, 2.6253197E-004, 2.7675430E-001, 2.2257329E-004, 3.0134277E-001, 6.0612877E-002, 1.9968298E+001, 3.3953619E-001, 2.8398739E-002, 2.6799090E-001, 9.6666386E-002, 1.3965058E-001, 1.3501656E-001, 7.8481966E-002,-1.8039092E-001, 1.0841272E-001, 1.9967233E+001, 3.4512883E-001, 5.6382964E+000, 2.7334164E-001, 7.4260466E+000, 3.0741079E-001, 8.9733144E+000, 7.3520705E-002,-5.5436620E-003, 2.0048389E+001, 9.1835389E-001, 7.6435985E-001, 8.8920885E-001, 8.8197177E-001, 1.0241472E+000, 8.1709083E-001, 7.7127558E-001,-8.4632825E-001, 1.9969124E+001, 7.2950028E-001, 2.5136057E+000, 7.9801499E-001, 2.1154355E+000, 7.2773484E-001, 3.8053232E+000,-7.7689611E-001, 1.9979610E+001, 6.2680263E-001, 6.6710116E+000, 6.7405689E-001, 7.4334528E+000, 6.7751440E-001, 6.3974622E+000,-4.6738706E-001, 2.0030354E+001, 4.0521659E-003, 6.5216821E-004, 4.7827676E-003, 9.6932712E-002, 2.2908920E-001, 4.6653712E-001
 1.7000106E+002,-3.5501085E+000,-4.9262215E+000,-5.2361637E+000,-7.3372554E+000,-7.7593417E+000,-9.7100700E+000, 1.3257024E+000, 1.8103839E-036, 3.4058819E-001, 1.2817421E-036, 1.4265428E+000, 2.7593830E-031, 1.1357848E+000, 1.9999210E+001, 7.1136126E-001, 1.4570330E-018, 8.9507718E-001, 8.0451365E-021, 4.9298125E-001, 2.8208589E-018, 6.1150613E-001, 1.9999652E+001, 4.2093290E-001, 4.6859357E+000, 3.0298370E-001, 3.1443739E+001, 3.7102414E+001, 3.9919778E-001, 3.9960995E+001, 1.6265382E-001, 2.0252871E+001, 3.0148456E-001, 1.5017192E-004, 2.6047704E-001, 8.3167390E-005, 2.2369740E-001, 5.9173142E-005, 2.4869282E-001, 8.9638632E-002, 1.9968118E+001, 3.3642660E-001, 7.1985007E-002, 2.7549804E-001, 1.2601443E-001, 1.1086193E-001, 1.4705815E-001, 2.6155072E-001,-1.9474071E-001, 9.9908661E-002, 1.9966988E+001, 3.3446393E-001, 3.6421898E+000, 2.5734592E-001, 5.8675589E+000, 3.1887703E-001, 8.8190000E+000, 7.7752086E-002,-2.8520091E-004, 2.0030911E+001, 9.3995726E-001, 8.8316392E-001, 8.9485974E-001, 9.7890815E-001, 1.0469284E+000, 8.5853656E-001, 9.7082638E-001,-8.7244600E-001, 1.9969624E+001, 6.8959234E-001, 1.8880342E+000, 7.5343792E-001, 2.2575328E+000, 6.9429011E-001, 3.4035613E+000,-7.4654153E-001, 1.9983408E+001, 5.9788076E-001, 8.2153789E+000, 6.5508065E-001, 8.4459768E+000, 6.3755584E-001, 7.5429990E+000,-4.5859856E-001, 2.0035534E+001, 1.7326827E-001, 5.1772519E-004, 4.8891558E-003, 5.3493666E+000, 6.5359021E-002, 6.7489520E-001
 1.8000298E+002,-3.5224978E+000,-4.9099108E+000,-5.2211131E+000,-7.3268828E+000,-7.7491186E+000,-9.6839939E+000, 1.3200231E+000, 1.0237482E-036, 3.3746109E-001, 8.0155827E-037, 1.4078379E+000, 1.4165005E-031, 1.1228618E+000, 1.9999314E+001, 6.6809850E-001, 4.4451870E-019, 8.3560566E-001, 4.4744064E-021, 4.7509385E-001, 1.3538065E-018, 4.5846291E-001, 1.9999412E+001, 4.0308606E-001, 3.8117692E+000, 3.1764040E-001, 5.7261405E+001, 2.6985828E+001, 3.7884481E-001, 4.9171239E+001, 1.2156756E-001, 2.0318013E+001, 3.1900561E-001, 8.7114355E-004, 2.5876683E-001, 1.7019082E-004, 2.2943575E-001, 8.7164922E-005, 2.5014218E-001, 6.0853133E-002, 1.9967881E+001, 3.3359766E-001, 8.8313441E-002, 2.7890247E-001, 6.2541229E-002, 5.8428140E-002, 1.4675252E-001, 6.1038462E-002,-1.6880731E-001, 9.7193280E-002, 1.9967358E+001, 3.2205210E-001, 9.3386091E+000, 3.0050450E-001, 1.0505667E+001, 3.4075587E-001, 1.1779543E+001, 1.0854085E-001, 3.7438107E-003, 2.0061154E+001, 9.2538299E-001, 8.1310333E-001, 8.9302453E-001, 8.0937864E-001, 1.0463567E+000, 8.3512219E-001, 7.6291704E-001,-8.5028437E-001, 1.9969445E+001, 7.3018685E-001, 1.1355436E+000, 7.8301553E-001, 1.5562317E+000, 7.1485111E-001, 1.7120855E+000,-7.7006246E-001, 1.9971688E+001, 6.5728522E-001, 1.0122686E+001, 6.5427017E-001, 1.0485274E+001, 6.9215949E-001, 8.2781090E+000,-4.1350934E-001, 2.0053846E+001, 1.2602382E-001, 2.7285941E-004, 4.8864856E-003, 1.3031272E+001, 2.1912922E-002, 3.4495330E-001
 1.9000090E+002,-3.5415575E+000,-4.9346192E+000,-5.2418523E+000,-7.3443254E+000,-7.7669350E+000,-9.7105999E+000, 1.2698086E+000, 8.8149468E-039, 3.3783447E-001, 7.8266140E-039, 1.3583209E+000, 9.1346468E-033, 1.0881540E+000, 1.9999245E+001, 6.4782031E-001, 2.1327045E-019, 8.5420555E-001, 2.3008980E-021, 5.0927680E-001, 3.1278587E-019, 5.5493857E-001, 1.9999683E+001, 4.5417333E-001, 9.6805154E-001, 3.1734187E-001, 3.8808161E+001, 1.2069473E+001, 4.4883403E-001, 4.4159442E+001, 1.9119930E-001, 2.0407359E+001, 3.0924938E-001, 1.5981226E-003, 2.6412440E-001, 5.5780766E-004, 2.5514746E-001, 8.8359730E-004, 2.6009603E-001, 9.8520000E-002, 1.9967973E+001, 3.3358673E-001, 3.6905529E-002, 2.6713017E-001, 4.5463514E-002, 2.8451800E-002, 1.4734242E-001, 9.9184429E-002,-1.8362388E-001, 5.6982828E-002, 1.9967733E+001, 3.0961502E-001, 3.8127336E+000, 2.8662419E-001, 6.7770443E+000, 3.3360671E-001, 9.0064245E+000, 8.7402471E-002, 7.2386147E-003, 2.0048531E+001, 9.2115113E-001, 7.0709398E-001, 8.8781430E-001, 7.7567815E-001, 8.7367957E-001, 8.9480223E-001, 7.3229177E-001,-8.7333061E-001, 1.9969034E+001, 7.5006417E-001, 1.5784247E+000, 8.0209466E-001, 1.9540919E+000, 7.1068638E-001, 2.2907660E+000,-7.7901301E-001, 1.9972092E+001, 5.3658816E-001, 8.1389468E+000, 6.3174737E-001, 8.1592592E+000, 6.6258727E-001, 7.8356668E+000,-4.2484420E-001, 2.0043630E+001, 5.6364438E-002, 1.3286990E-004, 4.0800836E-003, 4.2792594E+000, 3.2458526E-002, 5.0727609E-001
 2.0000282E+002,-3.5161551E+000,-4.9040101E+000,-5.2092031E+000,-7.3167666E+000,-7.7362271E+000,-9.6774883E+000, 1.3165875E+000, 5.9832796E-036, 3.3348152E-001, 1.4515990E-036, 1.3999430E+000, 1.4833879E-030, 1.1206079E+000, 1.9999422E+001, 6.1368774E-001, 1.6716563E-018, 8.7706042E-001, 2.2208716E-020, 4.7774392E-001, 3.2876298E-018, 5.5125060E-001, 1.9999788E+001, 4.5713742E-001, 2.1069734E+000, 2.9839551E-001, 2.3990935E+001, 1.0652258E+001, 4.0320093E-001, 1.8604280E+001, 1.6106922E-001, 2.0258254E+001, 3.0988199E-001, 7.9513841E-004, 2.6174950E-001, 5.4719363E-004, 2.5809827E-001, 4.7495336E-004, 2.5315297E-001, 5.8853549E-002, 1.9968251E+001, 3.4175777E-001, 8.3599752E-002, 2.6768034E-001, 9.9778336E-002, 7.1467576E-002, 1.6721581E-001, 1.7728642E-001,-1.9415156E-001, 6.0126150E-002, 1.9967689E+001, 3.5426622E-001, 3.4029525E+000, 2.8024453E-001, 5.1563457E+000, 3.0917843E-001, 7.6481997E+000, 6.1172895E-002, 6.1652030E-004, 2.0024670E+001, 9.1614570E-001, 6.9740467E-001, 8.5625109E-001, 7.4493441E-001, 9.8713251E-001, 8.1775782E-001, 6.5877494E-001,-8.3327867E-001, 1.9967964E+001, 7.4751837E-001, 1.3195559E+000, 7.3744557E-001, 1.5116499E+000, 7.1425328E-001, 2.2688327E+000,-7.5788069E-001, 1.9971979E+001, 6.4774462E-001, 9.7517606E+000, 6.6762820E-001, 1.0443169E+001, 6.5530181E-001, 9.1470312E+000,-4.5063615E-001, 2.0041605E+001, 4.9746047E-002, 3.3375358E-004, 4.6099088E-003, 3.2179744E-001, 1.3017214E-001, 6.4085301E-001
