s,Pa,Pa,Pa,Pa,Pa,Pa,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,m/s,C,m/s,mg/m3,m/s,mg/m3,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,m/s,mg/m3,m/s,mg/m3,m/s,mg/m3,m/s,C,1/m,1/m,1/m,%/m,%/m,%/m
Time,SFP,CAP,PRES,POSTS,HA,CP,VIEW SF1V,VIEW SF1S,FAST SF1V,FAST SF1S,SIMPLEX SF1V,SIMPLEX SF1S,BI FLOW SF1,T SF1,VIEW SF2V,VIEW SF2S,FAST SF2V,FAST SF2S,SIMPLEX SF2V,SIMPLEX SF2S,BI FLOW SF2,T SF2,VIEW SF3V,VIEW SF3S,FAST SF3V,FAST SF3S,FM SF3S,SIMPLEX SF3V,SIMPLEX SF3S,BI FLOW SF3,T SF3,VIEW C1V,VIEW C1S,FAST C1V,FAST C1S,SIMPLEX C1V,SIMPLEX C1S,BI FLOW C1,BI FLOW C1,T C1,VIEW C2V,VIEW C2S,FAST C2V,FAST C2S,FM C2S,SIMPLEX C2V,SIMPLEX C2S,BI FLOW C2,BI FLOW C2,T C2,VIEW C3V,VIEW C3S,FAST C3V,FAST C3S,SIMPLEX C3V,SIMPLEX C3S,BI FLOW C3,BI FLOW C3,T C3,VIEW P1V,VIEW P1S,FAST P1V,FAST P1S,FM P1S,SIMPLEX P1V,SIMPLEX P1S,BI FLOW P1,T P1,VIEW P2V,VIEW P2S,FAST P2V,FAST P2S,SIMPLEX P2V,SIMPLEX P2S,BI FLOW P2,T P2,VIEW P3V,VIEW P3S,FAST P3V,FAST P3S,SIMPLEX P3V,SIMPLEX P3S,BI FLOW P3,T P3,EC_FM SF3S,EC_FM C2S,EC_FM P1S,OBS FM SF3S,OBS FM C2S,OBS FM P1S
-2.0000000E+001,-1.3713492E-005,-3.9335428E-006,-2.5121364E-005,-2.6011243E-005,-4.1112900E-005,-3.3526405E-005, 4.6225445E-003, 0.0000000E+000, 3.2644323E-003, 0.0000000E+000, 8.8231440E-003, 0.0000000E+000,-1.8174130E-003, 2.0000000E+001, 8.5173733E-003, 0.0000000E+000, 3.2539175E-003, 0.0000000E+000, 3.4834990E-003, 0.0000000E+000, 0.0000000E+000, 2.0000000E+001, 1.4715160E-003, 0.0000000E+000, 3.6204997E-003, 0.0000000E+000, 0.0000000E+000, 7.9531632E-003, 0.0000000E+000,-4.2351159E-003, 2.0000000E+001, 1.0001701E-002, 0.0000000E+000, 1.0148465E-002, 0.0000000E+000, 5.3525105E-003, 0.0000000E+000,-8.3121955E-004, 2.3055339E-003, 2.0000000E+001, 4.6814486E-003, 0.0000000E+000, 2.9362020E-003, 0.0000000E+000, 0.0000000E+000, 5.7329026E-003, 0.0000000E+000, 0.0000000E+000,-3.7004943E-003, 2.0000000E+001, 4.7984986E-003, 0.0000000E+000, 4.8430799E-003, 0.0000000E+000, 4.5793038E-003, 0.0000000E+000,-9.9249443E-003,-4.5472545E-003, 2.0000000E+001, 5.1425643E-003, 0.0000000E+000, 8.2247322E-003, 0.0000000E+000, 0.0000000E+000, 3.1678394E-003, 0.0000000E+000, 3.7958765E-003, 2.0000000E+001, 6.8915868E-003, 0.0000000E+000, 6.4098968E-003, 0.0000000E+000, 4.8781338E-003, 0.0000000E+000, 0.0000000E+000, 2.0000000E+001, 3.4975223E-003, 0.0000000E+000, 6.1269509E-003, 0.0000000E+000, 6.8428701E-003, 0.0000000E+000, 2.9349497E-003, 2.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
-9.9974949E+000,-4.2371906E+000,-5.7011198E+000,-5.9528881E+000,-7.9336670E+000,-8.3233931E+000,-1.0045558E+001, 1.2440273E+000, 0.0000000E+000, 4.1202541E-001, 0.0000000E+000, 1.3375036E+000, 0.0000000E+000, 1.0581664E+000, 2.0000188E+001, 8.5005183E-001, 0.0000000E+000, 7.7825540E-001, 0.0000000E+000, 4.5567250E-001, 0.0000000E+000, 7.5827572E-001, 1.9999555E+001, 2.6966659E-001, 0.0000000E+000, 3.2268540E-001, 0.0000000E+000, 0.0000000E+000, 2.6862095E-001, 0.0000000E+000, 1.0930761E-001, 1.9999368E+001, 1.6453666E-001, 0.0000000E+000, 1.2470073E-001, 0.0000000E+000, 1.6348232E-001, 0.0000000E+000,-5.6328710E-002, 2.8123723E-002, 1.9999626E+001, 2.0665680E-001, 0.0000000E+000, 1.2395415E-001, 0.0000000E+000, 0.0000000E+000, 4.4884106E-002, 0.0000000E+000,-9.0543577E-002, 3.0129437E-002, 1.9998769E+001, 9.0328356E-002, 0.0000000E+000, 7.5324391E-002, 0.0000000E+000, 9.6197155E-002, 0.0000000E+000, 1.2632607E-002, 3.9028188E-003, 1.9999694E+001, 7.8802634E-001, 0.0000000E+000, 7.4525594E-001, 0.0000000E+000, 0.0000000E+000, 7.1419232E-001, 0.0000000E+000,-7.1479283E-001, 1.9998444E+001, 4.9189773E-001, 0.0000000E+000, 5.6389641E-001, 0.0000000E+000, 5.1406454E-001, 0.0000000E+000,-5.3852853E-001, 1.9996759E+001, 3.5200602E-001, 0.0000000E+000, 4.1795499E-001, 0.0000000E+000, 4.3473816E-001, 0.0000000E+000,-2.6993171E-001, 1.9997553E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1619421E-004,-3.5697256E+000,-4.9720603E+000,-5.2304029E+000,-7.3291701E+000,-7.7351560E+000,-9.5208692E+000, 1.3888749E+000, 0.0000000E+000, 3.5928563E-001, 0.0000000E+000, 1.4940544E+000, 0.0000000E+000, 1.1871937E+000, 2.0000217E+001, 8.7725484E-001, 0.0000000E+000, 7.0582632E-001, 0.0000000E+000, 4.2886788E-001, 0.0000000E+000, 8.1577960E-001, 1.9999656E+001, 3.8918657E-001, 0.0000000E+000, 3.4726250E-001, 0.0000000E+000, 0.0000000E+000, 3.0179172E-001, 0.0000000E+000, 1.0755343E-001, 1.9997520E+001, 1.3911555E-001, 0.0000000E+000, 1.1844094E-001, 0.0000000E+000, 1.4063901E-001, 0.0000000E+000,-1.6680511E-002, 5.0274099E-002, 1.9997732E+001, 2.8384108E-001, 0.0000000E+000, 2.4767264E-001, 0.0000000E+000, 0.0000000E+000, 1.1278669E-001, 0.0000000E+000,-1.7433798E-001, 8.9705530E-002, 1.9987002E+001, 3.3346663E-001, 0.0000000E+000, 2.9634069E-001, 0.0000000E+000, 3.2051773E-001, 0.0000000E+000, 9.3673094E-002,-2.6080936E-002, 1.9989179E+001, 9.2928422E-001, 0.0000000E+000, 9.1564723E-001, 0.0000000E+000, 0.0000000E+000, 8.4140524E-001, 0.0000000E+000,-8.6163745E-001, 1.9987277E+001, 6.2092031E-001, 0.0000000E+000, 6.9380681E-001, 0.0000000E+000, 6.4005404E-001, 0.0000000E+000,-6.5889165E-001, 1.9979424E+001, 5.6315795E-001, 0.0000000E+000, 6.2272280E-001, 0.0000000E+000, 6.7002734E-001, 0.0000000E+000,-4.1768179E-001, 1.9982270E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0002344E+001,-3.5744085E+000,-4.9522279E+000,-5.2101938E+000,-7.3156904E+000,-7.7311576E+000,-9.5051621E+000, 1.3462062E+000, 6.6378010E-090, 3.3666727E-001, 1.5375212E-088, 1.4357773E+000, 1.8349486E-080, 1.1435711E+000, 2.0002328E+001, 6.9312842E-001, 4.1169171E-036, 8.2239097E-001, 3.0485887E-028, 4.0279437E-001, 7.2364754E-022, 5.6529123E-001, 2.0027963E+001, 5.0224103E-001, 4.3718647E+001, 5.2101596E-001, 5.5139598E+001, 5.8705918E+001, 4.6661006E-001, 2.8292027E+001, 2.0550062E-001, 2.2413420E+001, 1.9201253E-001, 7.0562659E-053, 1.4091030E-001, 6.4051979E-063, 1.9496754E-001, 2.6092419E-056, 1.2648579E-001, 5.3021181E-002, 1.9992387E+001, 2.8525783E-001, 1.9063430E-021, 2.3722045E-001, 1.1014240E-021, 4.1988037E-023, 1.0493905E-001, 4.1520707E-019,-1.6680769E-001, 6.7548520E-002, 1.9973295E+001, 3.3987444E-001, 1.0746683E-017, 2.4350157E-001, 9.8416575E-017, 3.0592132E-001, 6.8918066E-017, 4.2511141E-002, 6.1089116E-004, 1.9976283E+001, 9.2935563E-001, 3.0671604E-038, 9.1048911E-001, 1.2734705E-037, 1.8116320E-038, 8.4198448E-001, 8.0983200E-036,-8.0740373E-001, 1.9976245E+001, 6.8087214E-001, 9.3110429E-023, 7.1162247E-001, 6.0816047E-022, 6.4291683E-001, 1.2883923E-019,-6.9340247E-001, 1.9965134E+001, 6.2215906E-001, 2.3754460E-020, 6.5885745E-001, 6.2828238E-019, 6.6959716E-001, 3.5808150E-019,-3.6446711E-001, 1.9970518E+001, 5.3950739E-001, 3.8587006E-025, 1.6648898E-040, 7.5381958E+001, 0.0000000E+000, 0.0000000E+000
 2.0000255E+001,-3.5772599E+000,-4.9759952E+000,-5.2351534E+000,-7.3373103E+000,-7.7368196E+000,-9.5183475E+000, 1.2944049E+000, 2.6263288E-065, 3.3934416E-001, 7.3683158E-066, 1.3804389E+000, 1.5453979E-055, 1.1093193E+000, 2.0006737E+001, 6.2406735E-001, 1.3966395E-021, 8.2568857E-001, 2.2980391E-015, 4.8384841E-001, 1.2443383E-012, 4.8387705E-001, 2.0075870E+001, 4.5647321E-001, 6.2053536E+001, 6.2599673E-001, 7.3817347E+001, 1.0204432E+002, 5.7873758E-001, 4.5752251E+001, 2.5808335E-001, 2.8140759E+001, 3.0878608E-001, 1.1399975E-022, 2.4148199E-001, 1.1978331E-026, 3.0853256E-001, 1.6343505E-027, 2.8726586E-001, 6.0558942E-002, 1.9977971E+001, 3.0374266E-001, 1.2615041E-003, 2.4525641E-001, 6.7946590E-003, 2.1504616E-003, 1.2667911E-001, 3.0828805E-002,-1.4346496E-001, 7.8760666E-002, 1.9969469E+001, 3.7784401E-001, 4.4089600E+000, 3.1637468E-001, 2.4541805E+000, 3.5772221E-001, 1.9704144E+000, 8.8852282E-002,-2.6130104E-002, 1.9994407E+001, 9.3215878E-001, 7.6826111E-013, 8.8575406E-001, 1.9960072E-011, 1.0707494E-010, 8.1853359E-001, 2.5828913E-009,-8.7123565E-001, 1.9970733E+001, 6.7632112E-001, 5.1562504E-002, 7.0821135E-001, 8.6267403E-002, 6.3941821E-001, 3.1195591E-001,-7.0858102E-001, 1.9962503E+001, 5.6569010E-001, 1.8769714E-001, 6.3267122E-001, 4.4846953E-001, 6.9080024E-001, 1.9948055E-001,-3.9202672E-001, 1.9968010E+001, 9.3778727E-001, 1.9762742E-005, 9.8401866E-013, 7.5480400E+001, 4.9855128E-002, 9.9898978E-010
 3.0002183E+001,-3.5346392E+000,-4.9134366E+000,-5.1804083E+000,-7.2886351E+000,-7.6769716E+000,-9.4492578E+000, 1.2932126E+000, 2.5426495E-052, 3.3972155E-001, 1.6568208E-053, 1.3900825E+000, 2.3546158E-046, 1.1131624E+000, 2.0007306E+001, 6.3509651E-001, 1.5418655E-020, 8.3739723E-001, 1.3094527E-013, 4.2792487E-001, 3.6909783E-010, 5.1251699E-001, 2.0087894E+001, 4.5516310E-001, 5.7714119E+001, 5.9231393E-001, 8.2049579E+001, 1.0228053E+002, 5.0531119E-001, 5.3007472E+001, 1.9275216E-001, 2.8818103E+001, 2.8582665E-001, 4.1387855E-010, 2.0697193E-001, 2.7245493E-013, 2.4336838E-001, 2.3359975E-013, 2.1005567E-001, 5.9898874E-002, 1.9971702E+001, 2.9699454E-001, 4.4144906E-001, 2.3124877E-001, 1.9294592E-001, 1.5937932E-001, 1.7848052E-001, 2.7540024E+000,-1.9854935E-001, 3.8440137E-002, 1.9998447E+001, 5.2851764E-001, 2.0666059E+001, 5.2617113E-001, 2.0882977E+001, 5.2530799E-001, 1.7820940E+001, 2.0523691E-001,-1.4889387E-002, 2.0825645E+001, 9.0460571E-001, 2.3315773E-001, 8.7461609E-001, 1.7160642E-001, 2.8190965E-001, 8.3015444E-001, 1.7743091E-001,-8.5288264E-001, 1.9975035E+001, 6.7484345E-001, 6.9583146E+000, 7.0074719E-001, 7.0903935E+000, 6.3846830E-001, 9.7711898E+000,-6.8760867E-001, 2.0261839E+001, 7.1248080E-001, 1.2311765E+001, 6.9059713E-001, 1.2411847E+001, 7.4951725E-001, 1.0265436E+001,-4.4875092E-001, 2.0612054E+001, 9.3995804E-001, 1.4646960E-003, 2.5907497E-003, 5.6744697E+001, 7.2023811E-002, 2.1608161E+000
 4.0000094E+001,-3.5697124E+000,-4.9369344E+000,-5.2104742E+000,-7.3152082E+000,-7.7049833E+000,-9.4841106E+000, 1.3340233E+000, 1.0231300E-046, 3.4719943E-001, 3.4487309E-047, 1.4263106E+000, 1.1916180E-037, 1.1378398E+000, 2.0008082E+001, 6.2705992E-001, 8.4277446E-020, 8.8132614E-001, 4.8581683E-014, 5.1495837E-001, 1.1450768E-008, 4.8790230E-001, 2.0088873E+001, 4.2815438E-001, 5.3274268E+001, 6.4497316E-001, 7.9232624E+001, 1.0851101E+002, 5.8129623E-001, 4.8707212E+001, 2.5797675E-001, 3.0168739E+001, 2.8469732E-001, 1.5133430E-004, 2.1604169E-001, 4.2356192E-005, 2.0237372E-001, 1.0867420E-005, 2.2469413E-001, 5.8909888E-002, 1.9970926E+001, 3.2746553E-001, 2.4538358E+000, 2.4682565E-001, 3.0135703E+000, 1.4375306E+000, 2.6291187E-001, 8.0546543E+000,-2.1388029E-001, 8.7344010E-002, 2.0109845E+001, 4.8315783E-001, 2.2478777E+001, 4.9038127E-001, 1.7974988E+001, 5.2602679E-001, 1.5627879E+001, 1.5150926E-001,-3.9682359E-002, 2.1309333E+001, 9.0601385E-001, 1.3961433E+000, 8.7318489E-001, 1.6868949E+000, 2.9027955E+000, 8.0723912E-001, 1.4932034E+000,-8.1966430E-001, 2.0018860E+001, 6.8305104E-001, 1.1916349E+001, 7.0887237E-001, 8.9766524E+000, 6.6200256E-001, 1.3483174E+001,-7.0485254E-001, 2.0461735E+001, 6.2598682E-001, 1.4517871E+001, 6.9378616E-001, 1.5463808E+001, 7.5279094E-001, 1.5458306E+001,-4.6917844E-001, 2.1338324E+001, 9.9721621E-001, 1.3210907E-002, 2.6676690E-002, 6.3393224E+001, 2.8310192E+000, 1.2170964E+000
 5.0002022E+001,-3.5712998E+000,-4.9079981E+000,-5.1797894E+000,-7.2906647E+000,-7.6627095E+000,-9.4515113E+000, 1.3436238E+000, 1.3494770E-039, 3.5166884E-001, 1.0666060E-039, 1.4486811E+000, 6.0759682E-034, 1.1543062E+000, 2.0008570E+001, 6.8962025E-001, 2.3934929E-020, 8.0107436E-001, 1.9974036E-015, 4.4509328E-001, 1.5537057E-010, 4.5298088E-001, 2.0091497E+001, 3.9153198E-001, 4.8031211E+001, 5.9743701E-001, 6.7985238E+001, 1.0677047E+002, 5.2708857E-001, 4.4675437E+001, 1.9412032E-001, 3.0746940E+001, 3.1648680E-001, 1.1736933E-002, 2.2335994E-001, 4.8952793E-003, 2.1149103E-001, 2.8158466E-003, 1.9290637E-001, 5.7973663E-002, 1.9971912E+001, 3.4057116E-001, 2.7475733E+000, 2.3008306E-001, 2.8008185E+000, 2.1315494E+000, 2.9681958E-001, 7.0978988E+000,-2.2376988E-001, 3.0730495E-002, 2.0235194E+001, 5.3149981E-001, 2.4886832E+001, 5.3477824E-001, 1.9683725E+001, 5.1819177E-001, 1.8346720E+001, 8.2903528E-002,-6.8845582E-002, 2.1645688E+001, 9.1917551E-001, 2.8375863E+000, 8.5904567E-001, 3.1578519E+000, 3.5121598E+000, 8.0028190E-001, 2.8321524E+000,-8.3171787E-001, 2.0068393E+001, 6.6119997E-001, 1.1211479E+001, 6.8207620E-001, 1.0511962E+001, 6.3758680E-001, 1.4369004E+001,-6.8062039E-001, 2.0454862E+001, 6.3185588E-001, 1.8607938E+001, 6.8554440E-001, 1.9487467E+001, 7.6399199E-001, 2.0061718E+001,-4.5653451E-001, 2.1827430E+001, 9.8122064E-001, 1.9588939E-002, 3.2276748E-002, 4.4420811E+001, 6.1152580E-001, 5.0003703E+000
 6.0002983E+001,-3.5445327E+000,-4.9202395E+000,-5.1911851E+000,-7.2967499E+000,-7.6753921E+000,-9.4592500E+000, 1.2846349E+000, 1.1122580E-039, 3.2830652E-001, 7.1141650E-040, 1.3798503E+000, 3.2329298E-033, 1.1007405E+000, 2.0008727E+001, 6.2187783E-001, 6.5249031E-020, 8.5909479E-001, 6.6656147E-016, 4.4274364E-001, 5.6340593E-010, 4.8907495E-001, 2.0095164E+001, 4.7342724E-001, 5.6932295E+001, 5.7718640E-001, 6.7695266E+001, 9.6148435E+001, 5.5397379E-001, 4.3984055E+001, 1.9467081E-001, 2.8750375E+001, 2.8606043E-001, 1.7893771E-002, 2.0984527E-001, 7.3899490E-003, 1.8931680E-001, 5.3818953E-003, 1.9143779E-001, 5.4527495E-002, 1.9972205E+001, 2.9590454E-001, 2.4490089E+000, 2.0688418E-001, 1.7991462E+000, 1.1338718E+000, 2.7524068E-001, 5.4262636E+000,-2.1871204E-001, 3.8434392E-002, 2.0190073E+001, 5.7291467E-001, 2.8406880E+001, 5.5154578E-001, 2.5921933E+001, 5.1799366E-001, 2.1012897E+001, 1.9714377E-001,-2.9993524E-002, 2.1922980E+001, 9.2263829E-001, 4.0498930E+000, 9.0572543E-001, 5.5363948E+000, 6.7563867E+000, 8.4138752E-001, 4.3704823E+000,-8.4992948E-001, 2.0101888E+001, 6.5542411E-001, 1.2181923E+001, 7.0781733E-001, 1.0332059E+001, 6.3503583E-001, 1.5943743E+001,-6.8532190E-001, 2.0414889E+001, 6.3720331E-001, 2.0454222E+001, 7.0954724E-001, 2.0921364E+001, 7.7812452E-001, 2.1258417E+001,-4.3979937E-001, 2.2255836E+001, 8.8360412E-001, 1.0420282E-002, 6.2091194E-002, 6.6954730E+001, 9.9620246E-001, 3.9770524E+000
