s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8432002E-002, 8.5051182E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.8431993E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0002159E+001, 3.4899851E+002, 0.0000000E+000,-8.5091030E+001, 1.1124156E+001, 7.1924399E+000, 2.3486008E+000, 0.0000000E+000, 0.0000000E+000, 2.8327893E+002, 2.8457268E+002, 0.0000000E+000, 1.1232288E-002, 0.0000000E+000, 0.0000000E+000
 6.0018646E+001, 5.6303948E+002, 0.0000000E+000,-1.9436665E+002, 1.9550754E+001, 9.5289603E+000, 7.8954526E+000, 0.0000000E+000, 0.0000000E+000, 4.0303315E+002, 4.0564800E+002, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 9.0006706E+001, 5.2651331E+002, 0.0000000E+000,-2.1642428E+002,-1.4101221E+002, 1.5896867E+001, 6.5950200E+000, 0.0000000E+000, 0.0000000E+000, 1.8455803E+002, 1.9156871E+002, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 1.2001293E+002, 5.8395320E+002, 0.0000000E+000,-2.5003506E+002,-4.1721209E+002, 2.7948158E+001, 7.8592824E+000, 0.0000000E+000, 0.0000000E+000,-5.5360202E+001,-4.7486515E+001, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 1.5001263E+002, 6.4581649E+002, 0.0000000E+000,-2.7156086E+002,-3.9359587E+002, 3.5392348E+001, 8.7057350E+000, 0.0000000E+000, 0.0000000E+000, 1.6774242E+001, 2.4757854E+001, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 1.8001131E+002, 6.1087450E+002, 0.0000000E+000,-2.5776960E+002,-3.0929893E+002, 3.6339152E+001, 8.7011910E+000, 0.0000000E+000, 0.0000000E+000, 7.9215945E+001, 8.8846307E+001, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 2.1001205E+002, 5.8871191E+002, 0.0000000E+000,-2.6247459E+002,-4.0150611E+002, 3.8615692E+001, 8.4851926E+000, 0.0000000E+000, 0.0000000E+000,-3.5668050E+001,-2.8167908E+001, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 2.4001137E+002, 6.4008432E+002, 0.0000000E+000,-2.7667194E+002,-4.1755089E+002, 4.0643992E+001, 8.8766857E+000, 0.0000000E+000, 0.0000000E+000,-1.3647570E+001,-4.6178373E+000, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 2.7000647E+002, 6.1021722E+002, 0.0000000E+000,-2.5917730E+002,-3.8760644E+002, 4.2294659E+001, 8.8074942E+000, 0.0000000E+000, 0.0000000E+000, 7.4981983E+000, 1.4535629E+001, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 3.0001651E+002, 6.1543896E+002, 0.0000000E+000,-2.6262790E+002,-4.0428194E+002, 4.2089532E+001, 8.9427299E+000, 0.0000000E+000, 0.0000000E+000,-7.6078948E+000,-4.3862393E-001, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 3.3001093E+002, 6.0960928E+002, 0.0000000E+000,-2.5600970E+002,-3.7513277E+002, 4.2763492E+001, 8.9522442E+000, 0.0000000E+000, 0.0000000E+000, 2.1857648E+001, 3.0182547E+001, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 3.6000946E+002, 5.9576189E+002, 0.0000000E+000,-2.4906125E+002,-3.9301982E+002, 4.3244775E+001, 9.0629055E+000, 0.0000000E+000, 0.0000000E+000,-2.5398251E+000, 5.9884955E+000, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 3.9001169E+002, 6.2859514E+002, 0.0000000E+000,-2.5346451E+002,-4.0904595E+002, 4.3044885E+001, 8.9679816E+000, 0.0000000E+000, 0.0000000E+000, 9.0950000E+000, 1.8097541E+001, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 4.2001270E+002, 5.8978314E+002, 0.0000000E+000,-2.4597875E+002,-3.5550860E+002, 4.3531603E+001, 9.1626643E+000, 0.0000000E+000, 0.0000000E+000, 3.1196093E+001, 4.0990052E+001, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 4.5001031E+002, 6.2080378E+002, 0.0000000E+000,-2.4978971E+002,-4.5138201E+002, 4.3234813E+001, 8.6578140E+000, 0.0000000E+000, 0.0000000E+000,-3.7361149E+001,-2.8475315E+001, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 4.8000943E+002, 5.8721735E+002, 0.0000000E+000,-2.4786117E+002,-3.8665436E+002, 4.3354762E+001, 8.9262761E+000, 0.0000000E+000, 0.0000000E+000,-3.9472019E+000, 4.9828593E+000, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 5.1001373E+002, 6.5816881E+002, 0.0000000E+000,-2.7226582E+002,-3.6608612E+002, 4.5802280E+001, 8.7488480E+000, 0.0000000E+000, 0.0000000E+000, 6.5262998E+001, 7.4368002E+001, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 5.4001605E+002, 6.0056789E+002, 0.0000000E+000,-2.5556552E+002,-4.2910454E+002, 4.6015342E+001, 8.9979506E+000, 0.0000000E+000, 0.0000000E+000,-3.7825102E+001,-2.9088877E+001, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
 5.7000934E+002, 6.0963839E+002, 0.0000000E+000,-2.5840829E+002,-4.1294055E+002, 4.6635131E+001, 9.2337102E+000, 0.0000000E+000, 0.0000000E+000,-1.6117050E+001,-5.8416062E+000, 0.0000000E+000, 1.3426596E-002, 0.0000000E+000, 0.0000000E+000
