s,kW
Time,HRR_comp
 0.0000000E+000, 0.0000000E+000
 3.0002158E+001, 3.4899739E+002
 6.0018645E+001, 5.6303852E+002
 9.0006704E+001, 5.0197604E+002
 1.2001293E+002, 5.0391809E+002
 1.5001264E+002, 5.6202234E+002
 1.8001131E+002, 5.1888997E+002
 2.1001206E+002, 5.0248884E+002
 2.4001137E+002, 5.3879034E+002
 2.7000646E+002, 4.9348096E+002
 3.0001650E+002, 5.0944768E+002
 3.3001093E+002, 5.0279711E+002
 3.6000947E+002, 4.9074937E+002
 3.9001168E+002, 4.9778426E+002
 4.2001269E+002, 4.9736772E+002
 4.5001031E+002, 4.9313239E+002
 4.8000942E+002, 4.8780632E+002
 5.1001373E+002, 5.3895324E+002
 5.4001602E+002, 5.1799002E+002
 5.7000933E+002, 5.1408941E+002
 6.0000339E+002, 5.2023651E+002
 6.3001281E+002, 4.9407315E+002
 6.6001083E+002, 5.4957800E+002
 6.9000137E+002, 5.4655005E+002
 7.2000648E+002, 5.6654385E+002
 7.5000671E+002, 5.3899433E+002
 7.8000480E+002, 5.4854173E+002
 8.1000361E+002, 5.5281349E+002
 8.4001388E+002, 5.6170572E+002
 8.7000809E+002, 5.4755084E+002
 9.0001293E+002, 5.5096842E+002
 9.3000597E+002, 5.1195815E+002
 9.6001112E+002, 5.6247092E+002
 9.9001068E+002, 5.6934546E+002
 1.0200006E+003, 5.2776733E+002
 1.0500068E+003, 5.4585029E+002
 1.0800154E+003, 5.5066662E+002
 1.1100105E+003, 5.3035274E+002
 1.1400022E+003, 5.5872882E+002
 1.1700028E+003, 5.4138083E+002
 1.2000087E+003, 5.7659933E+002
 1.2300129E+003, 5.3764937E+002
 1.2600108E+003, 5.8299884E+002
 1.2900014E+003, 5.6143310E+002
 1.3200137E+003, 5.4129004E+002
 1.3500001E+003, 5.9365624E+002
 1.3800024E+003, 5.8223998E+002
 1.4100136E+003, 5.6320950E+002
 1.4400128E+003, 5.6870595E+002
 1.4700089E+003, 5.4972651E+002
 1.5000140E+003, 5.8567894E+002
 1.5300074E+003, 5.8815821E+002
 1.5600097E+003, 5.8248937E+002
 1.5900079E+003, 5.6193624E+002
 1.6200036E+003, 5.9022981E+002
 1.6500036E+003, 5.7030791E+002
 1.6800097E+003, 5.7427836E+002
 1.7100117E+003, 5.2583166E+002
 1.7400023E+003, 5.9850299E+002
 1.7700040E+003, 5.7154348E+002
 1.8000000E+003, 5.9837982E+002
