s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol
Time,A-01,A-02,A-03,A-04,A-05,A-06,A-07,A-08,A-09,A-10,B-01,B-02,B-03,B-04,B-05,B-06,B-07,B-08,B-09,B-10,C-01,C-02,C-03,C-04,C-05,C-06,C-07,C-08,C-09,C-10,D-01,D-02,D-03,D-04,D-05,D-06,D-07,D-08,D-09,D-10,E-01,E-02,E-03,E-04,E-05,E-06,E-07,E-08,F-01,F-02,F-03,F-04,F-05,F-06,F-07,F-08,F-09,F-10,G-01,G-02,G-03,G-04,G-05,G-06,G-07,G-08,G-09,G-10,H-01_VEL,H-01_TEMP,H-02_VEL,H-02_TEMP,H-03_VEL,H-03_TEMP,H-04_VEL,H-04_TEMP,I-01_VEL,I-01_TEMP,I-02_VEL,I-02_TEMP,I-03_VEL,I-03_TEMP,I-04_VEL,I-04_TEMP,J-01_VEL,J-01_TEMP,J-02_VEL,J-02_TEMP,J-03_VEL,J-03_TEMP,J-04_VEL,J-04_TEMP,K-01_VEL,K-01_TEMP,K-02_VEL,K-02_TEMP,K-03_VEL,K-03_TEMP,K-04_VEL,K-04_TEMP,Wall_RADI_1,Wall_THFG_1,Wall_THFG_2,Hall_THFG,O2-1,O2-2,O2-3,O2-4
 0.000E+00, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 1.982E-03, 2.500E+01,-1.397E-04, 2.500E+01, 1.247E-03, 2.500E+01,-3.281E-03, 2.500E+01,-3.632E-03, 2.500E+01, 5.997E-03, 2.500E+01,-7.397E-03, 2.500E+01,-3.250E-03, 2.500E+01, 0.000E+00, 2.500E+01,-9.827E-03, 2.500E+01, 5.974E-03, 2.500E+01,-6.456E-03, 2.500E+01,-1.329E-02, 2.500E+01, 7.337E-03, 2.500E+01,-1.156E-03, 2.500E+01,-3.936E-03, 2.500E+01,-1.262E-05,-1.262E-05,-1.147E-05,-1.206E-05, 2.069E-01, 2.069E-01, 2.069E-01, 2.069E-01
 1.500E+01, 2.516E+01, 2.514E+01, 2.518E+01, 2.512E+01, 2.513E+01, 2.558E+01, 2.844E+01, 3.087E+01, 3.087E+01, 3.522E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 1.228E-03, 2.500E+01, 8.828E-03, 2.500E+01, 2.485E-02, 2.500E+01, 1.245E-01, 2.525E+01, 2.599E-02, 2.500E+01, 3.168E-02, 2.500E+01, 2.860E-02, 2.500E+01, 2.867E-02, 2.500E+01, 2.851E-02, 2.500E+01, 2.157E-02, 2.500E+01, 3.402E-02, 2.500E+01, 2.903E-02, 2.500E+01, 2.463E-02, 2.500E+01, 3.332E-02, 2.500E+01, 2.943E-02, 2.500E+01, 2.461E-02, 2.500E+01, 7.783E-01, 7.811E-01, 7.928E-01, 2.587E-01, 2.069E-01, 2.069E-01, 2.069E-01, 2.069E-01
 3.001E+01, 2.559E+01, 2.553E+01, 2.567E+01, 2.555E+01, 2.880E+01, 4.225E+01, 5.935E+01, 7.173E+01, 7.173E+01, 8.208E+01, 2.503E+01, 2.504E+01, 2.505E+01, 2.506E+01, 2.644E+01, 3.060E+01, 3.798E+01, 4.590E+01, 4.590E+01, 4.565E+01, 2.501E+01, 2.514E+01, 2.553E+01, 2.601E+01, 2.647E+01, 2.709E+01, 2.828E+01, 2.898E+01, 2.898E+01, 2.884E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.502E+01, 2.523E+01, 2.527E+01, 2.560E+01, 2.560E+01, 2.577E+01, 2.499E+01, 2.499E+01, 2.499E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01,-3.328E-01, 2.506E+01,-3.339E-01, 2.510E+01,-4.421E-02, 2.868E+01, 1.212E+00, 5.427E+01,-2.218E-01, 2.502E+01,-2.197E-01, 2.504E+01, 2.354E-01, 2.907E+01, 8.136E-01, 3.838E+01, 6.293E-02, 2.500E+01, 6.355E-02, 2.500E+01, 6.179E-02, 2.500E+01, 5.925E-02, 2.500E+01, 5.923E-02, 2.500E+01, 6.328E-02, 2.500E+01, 6.336E-02, 2.500E+01, 6.349E-02, 2.500E+01, 1.958E+00, 1.966E+00, 1.951E+00, 6.553E-01, 2.069E-01, 2.069E-01, 2.069E-01, 2.069E-01
 4.500E+01, 2.606E+01, 2.601E+01, 2.622E+01, 2.617E+01, 3.288E+01, 6.661E+01, 9.384E+01, 1.106E+02, 1.106E+02, 1.197E+02, 2.514E+01, 2.522E+01, 2.619E+01, 2.836E+01, 3.257E+01, 4.700E+01, 7.422E+01, 8.571E+01, 8.571E+01, 8.322E+01, 2.522E+01, 2.707E+01, 3.093E+01, 3.757E+01, 5.337E+01, 5.320E+01, 6.272E+01, 6.522E+01, 6.522E+01, 6.281E+01, 2.511E+01, 2.623E+01, 2.782E+01, 2.914E+01, 3.534E+01, 5.042E+01, 4.980E+01, 4.961E+01, 4.961E+01, 5.149E+01, 3.356E+01, 3.049E+01, 2.849E+01, 2.736E+01, 2.729E+01, 2.738E+01, 2.857E+01, 2.946E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.510E+01, 2.511E+01, 2.513E+01, 2.513E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01,-4.514E-01, 2.544E+01,-4.365E-01, 2.741E+01, 3.161E-01, 4.154E+01, 1.367E+00, 9.076E+01,-4.831E-01, 2.539E+01,-4.472E-01, 3.116E+01, 4.797E-01, 4.711E+01, 1.228E+00, 7.655E+01, 8.453E-02, 2.500E+01, 8.596E-02, 2.500E+01, 8.749E-02, 2.500E+01, 7.981E-02, 2.500E+01, 8.627E-02, 2.500E+01, 8.701E-02, 2.500E+01, 8.565E-02, 2.500E+01, 8.756E-02, 2.500E+01, 3.312E+00, 3.333E+00, 3.330E+00, 1.097E+00, 2.069E-01, 2.069E-01, 2.068E-01, 2.069E-01
 6.000E+01, 2.675E+01, 2.679E+01, 2.820E+01, 3.095E+01, 4.473E+01, 8.716E+01, 1.208E+02, 1.448E+02, 1.448E+02, 1.564E+02, 2.633E+01, 2.771E+01, 3.239E+01, 4.228E+01, 5.024E+01, 7.290E+01, 1.021E+02, 1.122E+02, 1.122E+02, 1.089E+02, 3.010E+01, 3.083E+01, 3.205E+01, 4.914E+01, 7.682E+01, 8.136E+01, 8.969E+01, 9.074E+01, 9.074E+01, 8.755E+01, 2.821E+01, 3.406E+01, 3.991E+01, 4.334E+01, 5.228E+01, 7.954E+01, 7.681E+01, 7.565E+01, 7.565E+01, 7.529E+01, 4.676E+01, 4.086E+01, 3.685E+01, 3.553E+01, 3.531E+01, 3.662E+01, 4.144E+01, 4.398E+01, 2.504E+01, 2.503E+01, 2.503E+01, 2.523E+01, 2.580E+01, 2.689E+01, 2.970E+01, 3.078E+01, 3.192E+01, 3.192E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.500E+01,-4.232E-01, 2.817E+01,-5.053E-01, 4.178E+01, 2.588E-01, 6.079E+01, 1.416E+00, 1.178E+02,-6.018E-01, 2.845E+01,-3.267E-01, 4.490E+01, 4.259E-01, 7.080E+01, 1.196E+00, 1.011E+02,-4.829E-02, 2.501E+01,-2.790E-02, 2.508E+01, 9.635E-02, 2.530E+01, 4.693E-01, 2.718E+01, 1.074E-01, 2.500E+01, 1.077E-01, 2.500E+01, 1.099E-01, 2.500E+01, 1.092E-01, 2.500E+01, 4.847E+00, 4.899E+00, 4.813E+00, 1.620E+00, 2.069E-01, 2.069E-01, 2.068E-01, 2.068E-01
 7.501E+01, 2.808E+01, 2.909E+01, 3.284E+01, 4.153E+01, 6.454E+01, 1.145E+02, 1.570E+02, 1.834E+02, 1.834E+02, 1.953E+02, 2.936E+01, 3.307E+01, 3.943E+01, 4.881E+01, 6.629E+01, 9.731E+01, 1.329E+02, 1.446E+02, 1.446E+02, 1.397E+02, 3.682E+01, 3.755E+01, 3.810E+01, 5.711E+01, 1.004E+02, 1.086E+02, 1.153E+02, 1.159E+02, 1.159E+02, 1.117E+02, 3.560E+01, 4.241E+01, 4.886E+01, 5.553E+01, 6.295E+01, 9.676E+01, 1.053E+02, 1.031E+02, 1.031E+02, 1.034E+02, 5.788E+01, 5.093E+01, 4.951E+01, 4.969E+01, 5.050E+01, 5.124E+01, 5.709E+01, 6.000E+01, 2.506E+01, 2.507E+01, 2.514E+01, 2.669E+01, 2.971E+01, 3.334E+01, 4.030E+01, 4.257E+01, 4.472E+01, 4.472E+01, 2.500E+01, 2.500E+01, 2.500E+01, 2.501E+01, 2.508E+01, 2.536E+01, 2.562E+01, 2.573E+01, 2.581E+01, 2.581E+01,-6.023E-01, 3.490E+01,-5.700E-01, 5.259E+01, 1.051E-01, 8.196E+01, 1.492E+00, 1.508E+02,-5.712E-01, 3.663E+01,-4.343E-01, 5.360E+01, 3.919E-01, 9.599E+01, 1.348E+00, 1.302E+02,-2.861E-01, 2.505E+01,-1.658E-01, 2.593E+01, 2.137E-01, 2.929E+01, 9.297E-01, 3.872E+01,-1.246E-01, 2.501E+01,-1.243E-01, 2.502E+01, 1.340E-01, 2.571E+01, 5.121E-01, 2.822E+01, 5.605E+00, 5.718E+00, 5.613E+00, 1.934E+00, 2.068E-01, 2.068E-01, 2.066E-01, 2.063E-01
 9.001E+01, 3.076E+01, 3.406E+01, 4.036E+01, 4.953E+01, 8.171E+01, 1.310E+02, 1.720E+02, 1.983E+02, 1.983E+02, 2.132E+02, 3.360E+01, 3.944E+01, 4.564E+01, 5.691E+01, 8.488E+01, 1.156E+02, 1.511E+02, 1.603E+02, 1.603E+02, 1.543E+02, 4.534E+01, 4.647E+01, 4.805E+01, 5.547E+01, 1.093E+02, 1.276E+02, 1.348E+02, 1.339E+02, 1.339E+02, 1.294E+02, 4.466E+01, 4.852E+01, 5.821E+01, 6.476E+01, 7.037E+01, 1.059E+02, 1.266E+02, 1.240E+02, 1.240E+02, 1.236E+02, 7.073E+01, 6.429E+01, 6.339E+01, 6.245E+01, 6.193E+01, 6.320E+01, 7.071E+01, 7.527E+01, 2.510E+01, 2.513E+01, 2.529E+01, 2.812E+01, 3.407E+01, 4.272E+01, 5.090E+01, 5.289E+01, 5.510E+01, 5.510E+01, 2.503E+01, 2.506E+01, 2.593E+01, 2.741E+01, 2.857E+01, 3.082E+01, 3.640E+01, 3.718E+01, 3.689E+01, 3.689E+01,-6.136E-01, 4.136E+01,-6.226E-01, 6.407E+01, 7.632E-02, 1.011E+02, 1.545E+00, 1.660E+02,-6.084E-01, 4.270E+01,-6.103E-01, 5.966E+01, 3.771E-01, 1.147E+02, 1.310E+00, 1.463E+02,-4.335E-01, 2.510E+01,-2.663E-01, 2.737E+01, 2.401E-01, 3.639E+01, 1.126E+00, 5.107E+01,-3.858E-01, 2.506E+01,-3.440E-01, 2.541E+01, 2.429E-01, 3.015E+01, 8.167E-01, 3.925E+01, 5.694E+00, 5.843E+00, 5.606E+00, 2.006E+00, 2.063E-01, 2.061E-01, 2.057E-01, 2.051E-01
 1.050E+02, 3.548E+01, 4.011E+01, 4.713E+01, 5.717E+01, 9.253E+01, 1.441E+02, 1.840E+02, 2.103E+02, 2.103E+02, 2.245E+02, 3.550E+01, 4.431E+01, 5.148E+01, 6.324E+01, 9.414E+01, 1.264E+02, 1.610E+02, 1.714E+02, 1.714E+02, 1.659E+02, 5.034E+01, 5.253E+01, 5.313E+01, 5.634E+01, 1.189E+02, 1.376E+02, 1.453E+02, 1.438E+02, 1.438E+02, 1.387E+02, 4.840E+01, 5.239E+01, 6.527E+01, 7.085E+01, 7.819E+01, 1.119E+02, 1.346E+02, 1.339E+02, 1.339E+02, 1.329E+02, 8.476E+01, 7.857E+01, 7.689E+01, 7.518E+01, 7.611E+01, 7.788E+01, 8.135E+01, 8.236E+01, 2.516E+01, 2.520E+01, 2.549E+01, 3.221E+01, 4.516E+01, 5.441E+01, 6.024E+01, 6.239E+01, 6.459E+01, 6.459E+01, 2.532E+01, 2.613E+01, 2.823E+01, 3.084E+01, 3.325E+01, 3.955E+01, 4.704E+01, 4.772E+01, 4.671E+01, 4.671E+01,-6.879E-01, 4.682E+01,-7.151E-01, 7.098E+01, 1.416E-01, 1.130E+02, 1.479E+00, 1.768E+02,-6.099E-01, 4.635E+01,-7.231E-01, 6.723E+01, 4.236E-01, 1.247E+02, 1.372E+00, 1.564E+02,-5.639E-01, 2.517E+01,-2.487E-01, 2.930E+01, 4.779E-01, 4.473E+01, 1.147E+00, 5.933E+01,-4.905E-01, 2.534E+01,-3.747E-01, 2.790E+01, 3.832E-01, 3.738E+01, 9.038E-01, 4.837E+01, 5.809E+00, 5.991E+00, 5.729E+00, 2.142E+00, 2.055E-01, 2.049E-01, 2.043E-01, 2.036E-01
 1.200E+02, 4.134E+01, 4.452E+01, 5.134E+01, 6.180E+01, 9.677E+01, 1.469E+02, 1.913E+02, 2.229E+02, 2.229E+02, 2.382E+02, 3.725E+01, 4.682E+01, 5.446E+01, 6.758E+01, 9.924E+01, 1.323E+02, 1.683E+02, 1.796E+02, 1.796E+02, 1.739E+02, 5.028E+01, 5.329E+01, 5.598E+01, 5.603E+01, 1.257E+02, 1.434E+02, 1.510E+02, 1.507E+02, 1.507E+02, 1.450E+02, 4.944E+01, 5.598E+01, 6.367E+01, 7.261E+01, 8.277E+01, 1.155E+02, 1.394E+02, 1.384E+02, 1.384E+02, 1.375E+02, 8.935E+01, 8.293E+01, 7.953E+01, 8.033E+01, 8.156E+01, 8.380E+01, 8.764E+01, 9.007E+01, 2.523E+01, 2.534E+01, 2.601E+01, 3.367E+01, 4.840E+01, 5.989E+01, 6.530E+01, 6.725E+01, 6.869E+01, 6.869E+01, 2.604E+01, 2.957E+01, 3.248E+01, 3.765E+01, 4.228E+01, 4.873E+01, 5.443E+01, 5.451E+01, 5.319E+01, 5.319E+01,-6.921E-01, 4.999E+01,-7.312E-01, 7.514E+01, 4.226E-02, 1.198E+02, 1.626E+00, 1.864E+02,-4.956E-01, 4.725E+01,-7.397E-01, 7.205E+01, 4.249E-01, 1.306E+02, 1.418E+00, 1.639E+02,-5.874E-01, 2.552E+01,-3.249E-01, 3.120E+01, 5.836E-01, 5.020E+01, 1.189E+00, 6.545E+01,-4.303E-01, 2.708E+01,-3.421E-01, 3.207E+01, 3.741E-01, 4.417E+01, 9.087E-01, 5.608E+01, 6.020E+00, 6.217E+00, 5.451E+00, 2.193E+00, 2.044E-01, 2.041E-01, 2.031E-01, 2.022E-01
