s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,m/s,C,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol
Time,A-01,A-02,A-03,A-04,A-05,A-06,A-07,A-08,A-09,A-10,B-01,B-02,B-03,B-04,B-05,B-06,B-07,B-08,B-09,B-10,C-01,C-02,C-03,C-04,C-05,C-06,C-07,C-08,C-09,C-10,D-01,D-02,D-03,D-04,D-05,D-06,D-07,D-08,D-09,D-10,E-01,E-02,E-03,E-04,E-05,E-06,E-07,E-08,F-01,F-02,F-03,F-04,F-05,F-06,F-07,F-08,F-09,F-10,G-01,G-02,G-03,G-04,G-05,G-06,G-07,G-08,G-09,G-10,H-01_VEL,H-01_TEMP,H-02_VEL,H-02_TEMP,H-03_VEL,H-03_TEMP,H-04_VEL,H-04_TEMP,I-01_VEL,I-01_TEMP,I-02_VEL,I-02_TEMP,I-03_VEL,I-03_TEMP,I-04_VEL,I-04_TEMP,J-01_VEL,J-01_TEMP,J-02_VEL,J-02_TEMP,J-03_VEL,J-03_TEMP,J-04_VEL,J-04_TEMP,K-01_VEL,K-01_TEMP,K-02_VEL,K-02_TEMP,K-03_VEL,K-03_TEMP,K-04_VEL,K-04_TEMP,Wall_RADI_1,Wall_THFG_1,Wall_THFG_2,Hall_THFG,O2-1,O2-2,O2-3,O2-4
 0.000E+00, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 1.983E-03, 2.300E+01,-1.398E-04, 2.300E+01, 1.248E-03, 2.300E+01,-3.282E-03, 2.300E+01,-3.633E-03, 2.300E+01, 5.998E-03, 2.300E+01,-7.399E-03, 2.300E+01,-3.251E-03, 2.300E+01, 0.000E+00, 2.300E+01,-9.830E-03, 2.300E+01, 5.976E-03, 2.300E+01,-6.458E-03, 2.300E+01,-1.329E-02, 2.300E+01, 7.339E-03, 2.300E+01,-1.156E-03, 2.300E+01,-3.937E-03, 2.300E+01,-1.300E-05,-1.300E-05,-1.184E-05,-1.243E-05, 2.072E-01, 2.072E-01, 2.072E-01, 2.072E-01
 1.501E+01, 2.310E+01, 2.309E+01, 2.311E+01, 2.307E+01, 2.308E+01, 2.328E+01, 2.486E+01, 2.648E+01, 2.648E+01, 2.862E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 1.002E-02, 2.300E+01, 1.727E-02, 2.300E+01, 2.877E-02, 2.300E+01, 3.591E-02, 2.300E+01, 1.416E-02, 2.300E+01, 2.078E-02, 2.300E+01, 1.472E-02, 2.300E+01, 1.484E-02, 2.300E+01, 1.649E-02, 2.300E+01, 8.674E-03, 2.300E+01, 2.288E-02, 2.300E+01, 1.536E-02, 2.300E+01, 1.074E-02, 2.300E+01, 2.149E-02, 2.300E+01, 1.701E-02, 2.300E+01, 1.187E-02, 2.300E+01, 4.205E-01, 4.220E-01, 4.301E-01, 1.417E-01, 2.072E-01, 2.072E-01, 2.072E-01, 2.072E-01
 3.000E+01, 2.329E+01, 2.326E+01, 2.334E+01, 2.327E+01, 2.449E+01, 3.088E+01, 4.048E+01, 4.712E+01, 4.712E+01, 5.342E+01, 2.301E+01, 2.301E+01, 2.302E+01, 2.302E+01, 2.315E+01, 2.516E+01, 2.772E+01, 3.064E+01, 3.064E+01, 3.048E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-2.415E-01, 2.303E+01,-2.456E-01, 2.304E+01,-9.757E-02, 2.460E+01, 8.774E-01, 3.612E+01,-1.219E-01, 2.301E+01,-1.251E-01, 2.301E+01, 1.734E-01, 2.423E+01, 4.017E-01, 2.616E+01, 3.098E-02, 2.300E+01, 2.980E-02, 2.300E+01, 3.184E-02, 2.300E+01, 3.103E-02, 2.300E+01, 3.159E-02, 2.300E+01, 3.057E-02, 2.300E+01, 3.146E-02, 2.300E+01, 2.768E-02, 2.300E+01, 8.477E-01, 8.512E-01, 8.582E-01, 2.809E-01, 2.072E-01, 2.072E-01, 2.072E-01, 2.072E-01
 4.501E+01, 2.348E+01, 2.343E+01, 2.357E+01, 2.348E+01, 2.573E+01, 4.220E+01, 5.671E+01, 6.667E+01, 6.667E+01, 7.179E+01, 2.305E+01, 2.306E+01, 2.308E+01, 2.310E+01, 2.404E+01, 3.189E+01, 4.559E+01, 5.245E+01, 5.245E+01, 5.142E+01, 2.303E+01, 2.393E+01, 2.667E+01, 2.744E+01, 3.174E+01, 3.317E+01, 3.663E+01, 3.859E+01, 3.859E+01, 3.757E+01, 2.302E+01, 2.302E+01, 2.303E+01, 2.335E+01, 2.616E+01, 2.928E+01, 2.865E+01, 3.005E+01, 3.005E+01, 3.125E+01, 2.367E+01, 2.347E+01, 2.338E+01, 2.352E+01, 2.359E+01, 2.344E+01, 2.317E+01, 2.313E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-3.488E-01, 2.309E+01,-3.373E-01, 2.319E+01, 1.498E-01, 2.878E+01, 1.075E+00, 5.593E+01,-3.293E-01, 2.308E+01,-3.278E-01, 2.343E+01, 2.468E-01, 3.094E+01, 9.891E-01, 4.753E+01, 4.115E-02, 2.300E+01, 4.123E-02, 2.300E+01, 4.051E-02, 2.300E+01, 3.651E-02, 2.300E+01, 3.521E-02, 2.300E+01, 4.194E-02, 2.300E+01, 4.091E-02, 2.300E+01, 4.210E-02, 2.300E+01, 1.233E+00, 1.240E+00, 1.246E+00, 4.232E-01, 2.072E-01, 2.072E-01, 2.072E-01, 2.072E-01
 6.001E+01, 2.369E+01, 2.362E+01, 2.381E+01, 2.374E+01, 2.699E+01, 5.008E+01, 6.975E+01, 8.176E+01, 8.176E+01, 8.735E+01, 2.343E+01, 2.338E+01, 2.408E+01, 2.648E+01, 3.055E+01, 4.170E+01, 5.926E+01, 6.631E+01, 6.631E+01, 6.481E+01, 2.377E+01, 2.412E+01, 2.517E+01, 2.845E+01, 4.740E+01, 4.706E+01, 5.308E+01, 5.453E+01, 5.453E+01, 5.290E+01, 2.325E+01, 2.484E+01, 2.843E+01, 2.877E+01, 3.447E+01, 4.756E+01, 4.537E+01, 4.547E+01, 4.547E+01, 4.581E+01, 3.055E+01, 2.866E+01, 2.723E+01, 2.677E+01, 2.663E+01, 2.715E+01, 2.775E+01, 2.850E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.313E+01, 2.332E+01, 2.358E+01, 2.358E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-3.811E-01, 2.350E+01,-4.175E-01, 2.593E+01, 2.180E-01, 3.535E+01, 1.088E+00, 6.963E+01,-4.953E-01, 2.428E+01,-3.311E-01, 2.851E+01, 1.348E-01, 3.963E+01, 9.040E-01, 6.033E+01, 4.473E-02, 2.300E+01, 4.962E-02, 2.300E+01, 5.440E-02, 2.300E+01, 5.428E-02, 2.300E+01, 5.077E-02, 2.300E+01, 5.082E-02, 2.300E+01, 4.887E-02, 2.300E+01, 5.102E-02, 2.300E+01, 1.635E+00, 1.647E+00, 1.644E+00, 5.719E-01, 2.072E-01, 2.072E-01, 2.072E-01, 2.072E-01
 7.501E+01, 2.399E+01, 2.395E+01, 2.513E+01, 2.737E+01, 3.381E+01, 6.171E+01, 8.244E+01, 9.272E+01, 9.272E+01, 9.756E+01, 2.435E+01, 2.488E+01, 2.694E+01, 3.332E+01, 4.030E+01, 5.401E+01, 7.130E+01, 7.646E+01, 7.646E+01, 7.427E+01, 2.702E+01, 2.764E+01, 2.788E+01, 3.394E+01, 5.703E+01, 5.847E+01, 6.385E+01, 6.377E+01, 6.377E+01, 6.206E+01, 2.564E+01, 2.773E+01, 3.171E+01, 3.278E+01, 3.790E+01, 5.392E+01, 5.690E+01, 5.543E+01, 5.543E+01, 5.510E+01, 3.275E+01, 3.118E+01, 3.077E+01, 3.021E+01, 3.040E+01, 3.130E+01, 3.469E+01, 3.659E+01, 2.301E+01, 2.301E+01, 2.302E+01, 2.303E+01, 2.319E+01, 2.395E+01, 2.660E+01, 2.711E+01, 2.767E+01, 2.767E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-3.378E-01, 2.528E+01,-4.357E-01, 3.411E+01, 1.871E-01, 4.669E+01, 1.041E+00, 7.913E+01,-4.679E-01, 2.613E+01,-3.288E-01, 3.400E+01, 2.894E-01, 5.265E+01, 9.439E-01, 6.967E+01,-9.227E-02, 2.301E+01,-1.015E-01, 2.301E+01, 3.184E-02, 2.347E+01, 4.674E-01, 2.516E+01, 4.976E-02, 2.300E+01, 5.193E-02, 2.300E+01, 5.316E-02, 2.300E+01, 5.419E-02, 2.300E+01, 1.952E+00, 1.977E+00, 1.947E+00, 6.914E-01, 2.072E-01, 2.072E-01, 2.072E-01, 2.071E-01
 9.001E+01, 2.453E+01, 2.486E+01, 2.669E+01, 3.101E+01, 4.253E+01, 6.930E+01, 9.277E+01, 1.042E+02, 1.042E+02, 1.095E+02, 2.592E+01, 2.810E+01, 3.089E+01, 3.620E+01, 4.569E+01, 6.174E+01, 8.096E+01, 8.581E+01, 8.581E+01, 8.297E+01, 3.034E+01, 3.111E+01, 3.124E+01, 3.423E+01, 6.308E+01, 6.874E+01, 7.179E+01, 7.166E+01, 7.166E+01, 6.970E+01, 2.905E+01, 3.234E+01, 3.643E+01, 3.796E+01, 4.213E+01, 5.692E+01, 6.726E+01, 6.682E+01, 6.682E+01, 6.678E+01, 4.016E+01, 3.740E+01, 3.786E+01, 3.841E+01, 3.834E+01, 3.809E+01, 4.030E+01, 4.264E+01, 2.302E+01, 2.303E+01, 2.304E+01, 2.318E+01, 2.403E+01, 2.707E+01, 3.150E+01, 3.230E+01, 3.277E+01, 3.277E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01, 2.300E+01,-4.842E-01, 2.817E+01,-4.473E-01, 3.793E+01, 4.183E-02, 5.442E+01, 1.049E+00, 8.845E+01,-4.470E-01, 2.951E+01,-3.841E-01, 3.874E+01, 3.016E-01, 6.103E+01, 9.149E-01, 7.741E+01,-2.250E-01, 2.303E+01,-1.841E-01, 2.317E+01, 1.291E-01, 2.515E+01, 6.229E-01, 3.096E+01,-6.862E-02, 2.300E+01,-7.084E-02, 2.301E+01, 5.942E-02, 2.320E+01, 2.541E-01, 2.385E+01, 2.053E+00, 2.095E+00, 2.035E+00, 7.274E-01, 2.071E-01, 2.071E-01, 2.070E-01, 2.069E-01
 1.050E+02, 2.536E+01, 2.655E+01, 2.939E+01, 3.339E+01, 4.830E+01, 7.489E+01, 9.870E+01, 1.100E+02, 1.100E+02, 1.149E+02, 2.729E+01, 3.042E+01, 3.368E+01, 3.880E+01, 5.054E+01, 6.786E+01, 8.656E+01, 9.258E+01, 9.258E+01, 8.963E+01, 3.420E+01, 3.533E+01, 3.557E+01, 3.668E+01, 6.574E+01, 7.613E+01, 7.940E+01, 7.873E+01, 7.873E+01, 7.608E+01, 3.302E+01, 3.603E+01, 3.943E+01, 4.262E+01, 4.615E+01, 6.480E+01, 7.609E+01, 7.570E+01, 7.570E+01, 7.525E+01, 4.364E+01, 4.304E+01, 4.284E+01, 4.307E+01, 4.337E+01, 4.413E+01, 4.715E+01, 4.913E+01, 2.304E+01, 2.306E+01, 2.309E+01, 2.416E+01, 2.710E+01, 2.974E+01, 3.455E+01, 3.584E+01, 3.691E+01, 3.691E+01, 2.301E+01, 2.302E+01, 2.302E+01, 2.303E+01, 2.394E+01, 2.472E+01, 2.645E+01, 2.663E+01, 2.647E+01, 2.647E+01,-4.340E-01, 3.109E+01,-4.641E-01, 4.049E+01,-4.185E-02, 6.051E+01, 1.023E+00, 9.466E+01,-4.655E-01, 3.220E+01,-5.159E-01, 4.117E+01, 2.039E-01, 6.771E+01, 8.832E-01, 8.448E+01,-3.038E-01, 2.305E+01,-1.784E-01, 2.391E+01, 1.723E-01, 2.777E+01, 7.848E-01, 3.507E+01,-2.628E-01, 2.303E+01,-2.645E-01, 2.305E+01, 1.244E-01, 2.464E+01, 5.538E-01, 2.864E+01, 2.064E+00, 2.114E+00, 2.106E+00, 7.540E-01, 2.070E-01, 2.069E-01, 2.067E-01, 2.064E-01
 1.200E+02, 2.709E+01, 2.913E+01, 3.292E+01, 3.737E+01, 5.323E+01, 7.913E+01, 1.033E+02, 1.149E+02, 1.149E+02, 1.205E+02, 2.813E+01, 3.184E+01, 3.529E+01, 4.099E+01, 5.381E+01, 7.271E+01, 9.053E+01, 9.579E+01, 9.579E+01, 9.278E+01, 3.533E+01, 3.633E+01, 3.614E+01, 3.761E+01, 6.764E+01, 7.960E+01, 8.272E+01, 8.250E+01, 8.250E+01, 7.967E+01, 3.455E+01, 3.622E+01, 3.938E+01, 4.298E+01, 4.464E+01, 5.861E+01, 7.924E+01, 7.903E+01, 7.903E+01, 7.875E+01, 5.520E+01, 5.108E+01, 4.877E+01, 4.804E+01, 4.823E+01, 4.863E+01, 5.164E+01, 5.284E+01, 2.307E+01, 2.309E+01, 2.313E+01, 2.519E+01, 2.907E+01, 3.577E+01, 3.889E+01, 4.058E+01, 4.202E+01, 4.202E+01, 2.302E+01, 2.304E+01, 2.309E+01, 2.381E+01, 2.564E+01, 2.745E+01, 3.162E+01, 3.178E+01, 3.136E+01, 3.136E+01,-5.602E-01, 3.347E+01,-5.383E-01, 4.314E+01,-3.975E-02, 6.513E+01, 1.028E+00, 9.856E+01,-3.913E-01, 3.373E+01,-6.124E-01, 4.107E+01, 2.653E-01, 7.321E+01, 8.772E-01, 8.791E+01,-3.644E-01, 2.308E+01,-2.701E-01, 2.417E+01, 3.171E-01, 3.110E+01, 8.554E-01, 3.935E+01,-3.404E-01, 2.305E+01,-3.159E-01, 2.335E+01, 1.545E-01, 2.574E+01, 6.448E-01, 3.270E+01, 1.998E+00, 2.060E+00, 2.124E+00, 7.901E-01, 2.067E-01, 2.065E-01, 2.062E-01, 2.058E-01
