s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 1.2800103E+003, 2.9117232E+002, 0.0000000E+000,-1.9494936E+002,-1.0828822E+001,-1.0447901E+002,-8.7288002E-002, 1.5473237E-003, 0.0000000E+000,-2.0480750E+001,-1.9170608E+001,-1.2348840E-004, 6.3975568E-003,-2.0020469E-006,-9.1387590E-001,-1.2136195E+000,-7.3936249E-001,-8.1967143E-001,-7.2025766E-001,-9.7735939E-001,-7.0724724E-001,-2.6124859E-001,-1.0358517E+000,-6.7978903E-001,-7.0450864E-001,-1.2720953E+000,-6.7983111E-001,-7.0708552E-001,-1.4720447E+000,-6.7972206E-001,-7.0806190E-001,-1.5130939E+000
 1.2900056E+003, 2.8759462E+002, 0.0000000E+000,-1.9192936E+002,-1.0676394E+001,-1.0357609E+002,-8.5918493E-002,-1.1847880E-003, 0.0000000E+000,-2.0114226E+001,-1.8674333E+001,-4.2590730E-005, 6.3214230E-003, 2.9734203E-006,-9.1299370E-001,-1.2075243E+000,-7.3624784E-001,-8.0740005E-001,-7.0025474E-001,-9.8337991E-001,-7.0493292E-001,-2.2907220E-001,-1.0041342E+000,-6.7977637E-001,-7.0399747E-001,-1.3194258E+000,-6.7981025E-001,-7.0703994E-001,-1.4626004E+000,-6.7975158E-001,-7.0816003E-001,-1.5941129E+000
 1.3000040E+003, 2.8427228E+002, 0.0000000E+000,-1.8956411E+002,-1.0271103E+001,-1.0304319E+002,-8.5258356E-002, 2.0238738E-003, 0.0000000E+000,-1.9903269E+001,-1.8689360E+001,-3.6376159E-005, 6.2453050E-003, 6.5315108E-006,-9.1890401E-001,-1.2036016E+000,-7.3374902E-001,-8.1572911E-001,-7.0901367E-001,-9.5895825E-001,-7.0900658E-001,-1.9528949E-001,-1.0022318E+000,-6.7978514E-001,-7.0405101E-001,-1.2885389E+000,-6.7978337E-001,-7.0664847E-001,-1.4805340E+000,-6.7966551E-001,-7.0779642E-001,-1.4922702E+000
 1.3100049E+003, 2.8071408E+002, 0.0000000E+000,-1.8687281E+002,-1.0548125E+001,-1.0171940E+002,-8.4350071E-002,-4.2786481E-004, 0.0000000E+000,-1.9822243E+001,-1.8511032E+001,-1.0254199E-004, 6.1691480E-003,-1.3684066E-006,-9.1037282E-001,-1.1993394E+000,-7.3956629E-001,-8.0934069E-001,-6.9445966E-001,-9.6723397E-001,-7.0572644E-001,-1.5941835E-001,-1.0142562E+000,-6.7975744E-001,-7.0412250E-001,-1.3015486E+000,-6.7979111E-001,-7.0655051E-001,-1.5235152E+000,-6.7969299E-001,-7.0778653E-001,-1.4699520E+000
 1.3200109E+003, 2.7727424E+002, 0.0000000E+000,-1.8496858E+002,-1.0993810E+001,-1.0064682E+002,-8.3217461E-002, 1.5046294E-003, 0.0000000E+000,-2.0556096E+001,-1.9416680E+001,-6.9502744E-005, 6.0929231E-003, 1.2150692E-006,-9.0737390E-001,-1.1893503E+000,-7.3840609E-001,-8.0620237E-001,-6.7805886E-001,-9.5768254E-001,-7.0500158E-001,-1.2234339E-001,-1.0082253E+000,-6.7974094E-001,-7.0351051E-001,-1.3296651E+000,-6.7976408E-001,-7.0655137E-001,-1.4381068E+000,-6.7969939E-001,-7.0773166E-001,-1.4615445E+000
 1.3300018E+003, 2.7383971E+002, 0.0000000E+000,-1.8256473E+002,-1.0979045E+001,-1.0042097E+002,-8.2498157E-002,-4.1187385E-006, 0.0000000E+000,-2.1389336E+001,-2.0207542E+001,-6.4481101E-005, 6.0167767E-003, 4.3850744E-006,-9.0883896E-001,-1.1861098E+000,-7.3629162E-001,-7.9767902E-001,-6.6634634E-001,-9.5638201E-001,-7.0417545E-001,-8.2479066E-002,-1.0022575E+000,-6.7971741E-001,-7.0315479E-001,-1.3139663E+000,-6.7975227E-001,-7.0649965E-001,-1.4513917E+000,-6.7967458E-001,-7.0752325E-001,-1.4826692E+000
 1.3400112E+003, 2.7031895E+002, 0.0000000E+000,-1.7966236E+002,-9.2447689E+000,-9.9991356E+001,-8.1232285E-002, 1.1732635E-004, 0.0000000E+000,-1.9982045E+001,-1.8660647E+001,-3.0261247E-005, 5.9406065E-003, 9.0985965E-006,-9.0526040E-001,-1.1953484E+000,-7.3486420E-001,-8.0522774E-001,-6.5082457E-001,-9.5476940E-001,-7.0407814E-001,-4.0436150E-002,-1.0220314E+000,-6.7969842E-001,-7.0298334E-001,-1.2885262E+000,-6.7973196E-001,-7.0606485E-001,-1.4481460E+000,-6.7965241E-001,-7.0711086E-001,-1.4956052E+000
 1.3500116E+003, 2.6684355E+002, 0.0000000E+000,-1.7742556E+002,-1.0401868E+001,-9.8890823E+001,-8.0412926E-002, 1.6503828E-003, 0.0000000E+000,-2.1189553E+001,-1.9953467E+001,-3.3432378E-005, 5.8643831E-003, 1.5775387E-006,-8.9551985E-001,-1.2193759E+000,-7.3932626E-001,-7.8998132E-001,-6.3665891E-001,-9.7873797E-001,-7.0089373E-001, 3.8543989E-003,-9.9072974E-001,-6.7969363E-001,-7.0259493E-001,-1.2637499E+000,-6.7974058E-001,-7.0581735E-001,-1.4568407E+000,-6.7968695E-001,-7.0723942E-001,-1.4622577E+000
 1.3600153E+003, 2.6341487E+002, 0.0000000E+000,-1.7491761E+002,-1.0844826E+001,-9.8078787E+001,-7.9205450E-002,-1.5007084E-003, 0.0000000E+000,-2.1731134E+001,-2.0507057E+001,-8.4440167E-005, 5.7882032E-003, 2.3741712E-007,-8.9883598E-001,-1.2207292E+000,-7.3840207E-001,-7.8576695E-001,-6.3027025E-001,-9.8102934E-001,-7.0230336E-001, 5.0165105E-002,-9.9197587E-001,-6.7966647E-001,-7.0236575E-001,-1.3053550E+000,-6.7971103E-001,-7.0594450E-001,-1.4570716E+000,-6.7965482E-001,-7.0713357E-001,-1.5088299E+000
 1.3700082E+003, 2.5994439E+002, 0.0000000E+000,-1.7224399E+002,-1.0342477E+001,-9.7145035E+001,-7.8325300E-002, 9.5954054E-004, 0.0000000E+000,-2.1077377E+001,-1.9864479E+001,-8.1555568E-005, 5.7120522E-003, 1.0114265E-006,-8.9510915E-001,-1.2036633E+000,-7.3819379E-001,-7.8215374E-001,-6.1170806E-001,-9.8110746E-001,-7.0175624E-001, 9.8843047E-002,-9.8741832E-001,-6.7966823E-001,-7.0251852E-001,-1.2697312E+000,-6.7973117E-001,-7.0560408E-001,-1.4708664E+000,-6.7967965E-001,-7.0706763E-001,-1.5006184E+000
 1.3800076E+003, 2.5641698E+002, 0.0000000E+000,-1.6965434E+002,-1.1030813E+001,-9.6309709E+001,-7.7649242E-002, 1.2085801E-003, 0.0000000E+000,-2.1700746E+001,-2.0654318E+001,-3.0770453E-006, 5.6359154E-003, 8.3044582E-006,-8.8829214E-001,-1.1567046E+000,-7.3981770E-001,-7.6171719E-001,-5.8920272E-001,-9.6823558E-001,-7.0012535E-001, 1.5000421E-001,-1.0102650E+000,-6.7961371E-001,-7.0183400E-001,-1.2823912E+000,-6.7969966E-001,-7.0526736E-001,-1.4572994E+000,-6.7964831E-001,-7.0665501E-001,-1.4469588E+000
 1.3900122E+003, 2.5306195E+002, 0.0000000E+000,-1.6716502E+002,-1.0391926E+001,-9.5782328E+001,-7.6405868E-002,-7.0667130E-004, 0.0000000E+000,-2.1496291E+001,-2.0354446E+001,-1.0079401E-004, 5.5597164E-003,-4.5978246E-007,-8.8738488E-001,-1.1754238E+000,-7.3831141E-001,-7.6326631E-001,-5.8220628E-001,-9.8261309E-001,-7.0061767E-001, 2.0400807E-001,-1.0026592E+000,-6.7962392E-001,-7.0144129E-001,-1.2697377E+000,-6.7967993E-001,-7.0532850E-001,-1.4317532E+000,-6.7962962E-001,-7.0660623E-001,-1.5331567E+000
 1.4000096E+003, 2.4951519E+002, 0.0000000E+000,-1.6448967E+002,-1.0880964E+001,-9.5088977E+001,-7.5380220E-002, 8.0231967E-004, 0.0000000E+000,-2.2145387E+001,-2.1018999E+001,-1.1474156E-004, 5.4835347E-003,-2.1300394E-006,-8.8594686E-001,-1.1739969E+000,-7.4043726E-001,-7.5723130E-001,-5.6270140E-001,-9.5474175E-001,-7.0031095E-001, 2.6014041E-001,-1.0087027E+000,-6.7962896E-001,-7.0117474E-001,-1.2249861E+000,-6.7972808E-001,-7.0519447E-001,-1.4015197E+000,-6.7967354E-001,-7.0663481E-001,-1.5703843E+000
 1.4100052E+003, 2.4608286E+002, 0.0000000E+000,-1.6190635E+002,-9.9670210E+000,-9.4972193E+001,-7.4607090E-002, 1.1070903E-003, 0.0000000E+000,-2.1988803E+001,-2.0836204E+001,-6.9094819E-005, 5.4074014E-003, 7.4595980E-006,-8.8875892E-001,-1.1553917E+000,-7.3490493E-001,-7.5059999E-001,-5.4618025E-001,-9.5099618E-001,-7.0016070E-001, 3.1943238E-001,-9.9545984E-001,-6.7962636E-001,-7.0110996E-001,-1.2997150E+000,-6.7967445E-001,-7.0481217E-001,-1.4408563E+000,-6.7959344E-001,-7.0623302E-001,-1.4378360E+000
 1.4200082E+003, 2.4262874E+002, 0.0000000E+000,-1.5930219E+002,-1.0557961E+001,-9.3549063E+001,-7.3483719E-002,-1.2273449E-004, 0.0000000E+000,-2.2017797E+001,-2.0854075E+001,-9.2296132E-005, 5.3312435E-003,-3.6199495E-007,-8.8151945E-001,-1.1203740E+000,-7.3957251E-001,-7.4384201E-001,-5.3337018E-001,-9.3107404E-001,-7.0107885E-001, 3.8130337E-001,-9.8066911E-001,-6.7960993E-001,-7.0064903E-001,-1.2868581E+000,-6.7966746E-001,-7.0456829E-001,-1.4089862E+000,-6.7960349E-001,-7.0607896E-001,-1.5210436E+000
 1.4300121E+003, 2.3915864E+002, 0.0000000E+000,-1.5645036E+002,-9.6564401E+000,-9.2353737E+001,-7.2523059E-002, 7.6161237E-004, 0.0000000E+000,-2.0409442E+001,-1.9373654E+001,-8.8299573E-005, 5.2550173E-003,-1.9418958E-006,-8.7506047E-001,-1.1683828E+000,-7.4025078E-001,-7.3545835E-001,-5.1543217E-001,-9.5968072E-001,-6.9838846E-001, 4.4647034E-001,-1.0123046E+000,-6.7959599E-001,-6.9987222E-001,-1.2427974E+000,-6.7967920E-001,-7.0447635E-001,-1.4250901E+000,-6.7961393E-001,-7.0619234E-001,-1.4884067E+000
 1.4400114E+003, 2.3563511E+002, 0.0000000E+000,-1.5414271E+002,-1.1093972E+001,-9.2202238E+001,-7.1370774E-002, 1.1699364E-003, 0.0000000E+000,-2.2933765E+001,-2.1874009E+001,-3.6819238E-005, 5.1788324E-003, 7.6035512E-006,-8.7515454E-001,-1.1490615E+000,-7.3688962E-001,-7.3602705E-001,-4.9063135E-001,-9.2270264E-001,-6.9898093E-001, 5.1414672E-001,-9.8569428E-001,-6.7960111E-001,-6.9939153E-001,-1.2422051E+000,-6.7967493E-001,-7.0421173E-001,-1.4363786E+000,-6.7958154E-001,-7.0602756E-001,-1.4643116E+000
 1.4500116E+003, 2.3221079E+002, 0.0000000E+000,-1.5166742E+002,-1.0257230E+001,-9.1166316E+001,-7.0117355E-002,-1.5196201E-003, 0.0000000E+000,-2.2033456E+001,-2.0951813E+001,-9.0959570E-005, 5.1026808E-003,-3.0847237E-006,-8.7799831E-001,-1.1665921E+000,-7.3792407E-001,-7.3541755E-001,-4.6503019E-001,-9.3518719E-001,-6.9895261E-001, 5.8517142E-001,-9.9825316E-001,-6.7959327E-001,-6.9933084E-001,-1.2398869E+000,-6.7969265E-001,-7.0409119E-001,-1.4529070E+000,-6.7957913E-001,-7.0609380E-001,-1.5351860E+000
 1.4600154E+003, 2.2873512E+002, 0.0000000E+000,-1.4968323E+002,-1.0534098E+001,-9.0565870E+001,-6.9445981E-002, 2.1972763E-003, 0.0000000E+000,-2.3195014E+001,-2.2115331E+001,-4.5497208E-005, 5.0264971E-003, 5.2358778E-006,-8.7305445E-001,-1.1498086E+000,-7.3778981E-001,-7.2137181E-001,-4.3694706E-001,-9.3074910E-001,-6.9806346E-001, 6.5951137E-001,-9.7500476E-001,-6.7956739E-001,-6.9906171E-001,-1.2710549E+000,-6.7966692E-001,-7.0362167E-001,-1.3877087E+000,-6.7958781E-001,-7.0585824E-001,-1.4975687E+000
 1.4700070E+003, 2.2531515E+002, 0.0000000E+000,-1.4714881E+002,-9.9479853E+000,-8.9412280E+001,-6.8169183E-002, 2.2059930E-003, 0.0000000E+000,-2.2287164E+001,-2.1259896E+001,-7.9735576E-005, 4.9503278E-003, 2.7558836E-006,-8.6195337E-001,-1.1387784E+000,-7.3791958E-001,-7.0863463E-001,-4.1057372E-001,-8.8663680E-001,-6.9676710E-001, 7.3720215E-001,-9.7398173E-001,-6.7956201E-001,-6.9901590E-001,-1.2580587E+000,-6.7966322E-001,-7.0335887E-001,-1.3920260E+000,-6.7959113E-001,-7.0569807E-001,-1.4208574E+000
 1.4800082E+003, 2.2184310E+002, 0.0000000E+000,-1.4451078E+002,-1.0636271E+001,-8.8605220E+001,-6.7704158E-002,-5.5613712E-004, 0.0000000E+000,-2.2984523E+001,-2.1977428E+001, 1.4715474E-005, 4.8741884E-003, 3.6220992E-006,-8.6346719E-001,-1.1238892E+000,-7.3122925E-001,-7.1945587E-001,-3.9867346E-001,-9.0680204E-001,-6.9745835E-001, 8.1794184E-001,-9.7953259E-001,-6.7958882E-001,-6.9840952E-001,-1.2597768E+000,-6.7962849E-001,-7.0300540E-001,-1.4082703E+000,-6.7951451E-001,-7.0541031E-001,-1.4438842E+000
 1.4900062E+003, 2.1835910E+002, 0.0000000E+000,-1.4204284E+002,-9.5172992E+000,-8.7697201E+001,-6.6954610E-002,-7.3693646E-004, 0.0000000E+000,-2.2021186E+001,-2.0965933E+001,-5.5967156E-005, 4.7980242E-003, 4.8936366E-006,-8.5941980E-001,-1.1120841E+000,-7.3387787E-001,-7.0962649E-001,-3.6995203E-001,-9.1026186E-001,-6.9833555E-001, 9.0267218E-001,-9.8500610E-001,-6.7954174E-001,-6.9828257E-001,-1.2605528E+000,-6.7961805E-001,-7.0290093E-001,-1.4516502E+000,-6.7948054E-001,-7.0500789E-001,-1.4627268E+000
 1.5000089E+003, 2.1484397E+002, 0.0000000E+000,-1.3949769E+002,-1.0594576E+001,-8.7029852E+001,-6.5214577E-002, 3.5292904E-003, 0.0000000E+000,-2.3284468E+001,-2.2339829E+001,-1.0131038E-004, 4.7218597E-003,-2.5938863E-008,-8.5903378E-001,-1.1033718E+000,-7.3135635E-001,-6.9370624E-001,-3.4353465E-001,-8.8842112E-001,-6.9696834E-001, 9.9026566E-001,-9.7349642E-001,-6.7954144E-001,-6.9757944E-001,-1.2207211E+000,-6.7963309E-001,-7.0252558E-001,-1.3985927E+000,-6.7951160E-001,-7.0501767E-001,-1.3970493E+000
 1.5100115E+003, 2.1143595E+002, 0.0000000E+000,-1.3711974E+002,-1.0002749E+001,-8.6066233E+001,-6.4308011E-002, 2.9876096E-004, 0.0000000E+000,-2.2901218E+001,-2.1816783E+001,-9.4921889E-005, 4.6456636E-003, 3.3711631E-006,-8.5896198E-001,-1.0947726E+000,-7.3167328E-001,-6.9026823E-001,-3.2022966E-001,-8.8011300E-001,-6.9753994E-001, 1.0821354E+000,-9.7488485E-001,-6.7952195E-001,-6.9697631E-001,-1.2061247E+000,-6.7960391E-001,-7.0233457E-001,-1.3513541E+000,-6.7949014E-001,-7.0478253E-001,-1.4567767E+000
 1.5200035E+003, 2.0799024E+002, 0.0000000E+000,-1.3503516E+002,-9.4276055E+000,-8.5819101E+001,-6.3053459E-002,-1.3061234E-003, 0.0000000E+000,-2.3370100E+001,-2.2355985E+001,-9.7024662E-005, 4.5694948E-003,-6.0617028E-007,-8.5932365E-001,-1.0780917E+000,-7.2927317E-001,-6.8703666E-001,-2.9528497E-001,-8.8456386E-001,-6.9875633E-001, 1.1781448E+000,-9.6076900E-001,-6.7953146E-001,-6.9706337E-001,-1.2378325E+000,-6.7956494E-001,-7.0212414E-001,-1.4027169E+000,-6.7945993E-001,-7.0481229E-001,-1.4876647E+000
 1.5300084E+003, 2.0445296E+002, 0.0000000E+000,-1.3263791E+002,-1.0351710E+001,-8.4111568E+001,-6.2310297E-002, 1.9844942E-003, 0.0000000E+000,-2.3677398E+001,-2.2708554E+001,-5.3063570E-005, 4.4933519E-003, 5.4776295E-006,-8.5275586E-001,-1.0776043E+000,-7.2902073E-001,-6.7310096E-001,-2.6031429E-001,-8.7354285E-001,-6.9656960E-001, 1.2771719E+000,-9.6817881E-001,-6.7950022E-001,-6.9591317E-001,-1.2531619E+000,-6.7956830E-001,-7.0191219E-001,-1.3598209E+000,-6.7945434E-001,-7.0461849E-001,-1.4353911E+000
 1.5400150E+003, 2.0102741E+002, 0.0000000E+000,-1.3055772E+002,-1.0428329E+001,-8.3323091E+001,-6.1733758E-002, 7.4892846E-004, 0.0000000E+000,-2.4250952E+001,-2.3342712E+001,-6.9640195E-005, 4.4171472E-003,-9.3170228E-009,-8.5180318E-001,-1.0659934E+000,-7.2756443E-001,-6.7403188E-001,-2.3487195E-001,-8.6437675E-001,-6.9648933E-001, 1.3809723E+000,-9.5870168E-001,-6.7951650E-001,-6.9580087E-001,-1.2248196E+000,-6.7957417E-001,-7.0132899E-001,-1.3599889E+000,-6.7944210E-001,-7.0448362E-001,-1.4547559E+000
 1.5500032E+003, 1.9750486E+002, 0.0000000E+000,-1.2794679E+002,-9.9583392E+000,-8.2197346E+001,-6.0485506E-002, 5.6026246E-004, 0.0000000E+000,-2.3531811E+001,-2.2657538E+001,-3.1111782E-006, 4.3409757E-003, 6.7078556E-006,-8.4605428E-001,-1.0494111E+000,-7.2489777E-001,-6.6156460E-001,-1.9922198E-001,-8.5750126E-001,-6.9461143E-001, 1.4879169E+000,-9.7704284E-001,-6.7947865E-001,-6.9493019E-001,-1.2146902E+000,-6.7954085E-001,-7.0127721E-001,-1.3397752E+000,-6.7942492E-001,-7.0414937E-001,-1.4729509E+000
 1.5600032E+003, 1.9413739E+002, 0.0000000E+000,-1.2550691E+002,-1.0782250E+001,-8.2112479E+001,-5.9530939E-002, 2.1526326E-003, 0.0000000E+000,-2.5301647E+001,-2.4321625E+001,-7.4206003E-005, 4.2648495E-003, 9.2875065E-007,-8.4006274E-001,-1.0381463E+000,-7.2469866E-001,-6.4755549E-001,-1.5815724E-001,-8.4285004E-001,-6.9387839E-001, 1.5996699E+000,-9.6208463E-001,-6.7949078E-001,-6.9438080E-001,-1.2160688E+000,-6.7954926E-001,-7.0082782E-001,-1.3584488E+000,-6.7943073E-001,-7.0407499E-001,-1.3936375E+000
 1.5700084E+003, 1.9059336E+002, 0.0000000E+000,-1.2320338E+002,-9.3871207E+000,-8.0690221E+001,-5.8342436E-002, 1.5994605E-005, 0.0000000E+000,-2.3678058E+001,-2.2745689E+001,-2.6628651E-005, 4.1886851E-003, 6.4519550E-006,-8.2772858E-001,-1.0294510E+000,-7.2287566E-001,-6.3690085E-001,-1.2141371E-001,-8.3796959E-001,-6.9218236E-001, 1.7153115E+000,-9.4770364E-001,-6.7945241E-001,-6.9400286E-001,-1.2253700E+000,-6.7954090E-001,-7.0031501E-001,-1.3798229E+000,-6.7944007E-001,-7.0373912E-001,-1.4174329E+000
 1.5800148E+003, 1.8718732E+002, 0.0000000E+000,-1.2071310E+002,-1.0021904E+001,-8.0131013E+001,-5.7417172E-002, 1.0927756E-003, 0.0000000E+000,-2.4540355E+001,-2.3735024E+001,-6.1165304E-005, 4.1124548E-003, 3.8295217E-007,-8.3157105E-001,-1.0380853E+000,-7.2159057E-001,-6.4326480E-001,-9.1612798E-002,-8.4319951E-001,-6.9148822E-001, 1.8355993E+000,-9.4738064E-001,-6.7943564E-001,-6.9346883E-001,-1.2066582E+000,-6.7948639E-001,-6.9971337E-001,-1.3559325E+000,-6.7937384E-001,-7.0349025E-001,-1.4185447E+000
 1.5900021E+003, 1.8370130E+002, 0.0000000E+000,-1.1818761E+002,-9.2389932E+000,-7.9275001E+001,-5.6509384E-002,-4.6208015E-004, 0.0000000E+000,-2.3998236E+001,-2.3057277E+001,-5.3125140E-005, 4.0362927E-003, 5.0108513E-006,-8.3066716E-001,-1.0462806E+000,-7.2055358E-001,-6.2717844E-001,-6.1358505E-002,-8.6101068E-001,-6.9226169E-001, 1.9603400E+000,-9.5243990E-001,-6.7942046E-001,-6.9273068E-001,-1.2049238E+000,-6.7947867E-001,-6.9984850E-001,-1.3831980E+000,-6.7935777E-001,-7.0334106E-001,-1.4414144E+000
 1.6000145E+003, 1.8021819E+002, 0.0000000E+000,-1.1611386E+002,-1.0538096E+001,-7.8551060E+001,-5.5343294E-002, 3.7964939E-003, 0.0000000E+000,-2.5901958E+001,-2.5036369E+001,-6.1405513E-005, 3.9601316E-003, 3.8375257E-006,-8.2470283E-001,-1.0331917E+000,-7.1751670E-001,-6.1591477E-001,-2.2845111E-002,-8.7982697E-001,-6.8905749E-001, 2.0887865E+000,-9.5052483E-001,-6.7940727E-001,-6.9192108E-001,-1.1821004E+000,-6.7949301E-001,-6.9931195E-001,-1.3214738E+000,-6.7936259E-001,-7.0304358E-001,-1.3546916E+000
 1.6100066E+003, 1.7680425E+002, 0.0000000E+000,-1.1380346E+002,-9.6177372E+000,-7.7509148E+001,-5.4571539E-002,-2.5334351E-003, 0.0000000E+000,-2.5089701E+001,-2.4183201E+001,-3.5696757E-005, 3.8839531E-003, 6.5666326E-006,-8.1698362E-001,-9.8790972E-001,-7.1596727E-001,-6.1745787E-001, 1.3812441E-002,-8.6946548E-001,-6.8864682E-001, 2.2224178E+000,-9.4849189E-001,-6.7939175E-001,-6.9114973E-001,-1.2017633E+000,-6.7944303E-001,-6.9866108E-001,-1.3831402E+000,-6.7930614E-001,-7.0270950E-001,-1.4612244E+000
 1.6200117E+003, 1.7404754E+002, 0.0000000E+000,-1.1176790E+002,-9.9538164E+000,-7.6524219E+001,-5.3559280E-002, 2.5347042E-003, 0.0000000E+000,-2.5137629E+001,-2.4249418E+001,-1.6980225E-004, 3.8252157E-003,-2.4164728E-006,-8.1245445E-001,-1.0017639E+000,-7.1423123E-001,-5.9263149E-001, 6.2625845E-002,-8.4496031E-001,-6.8819718E-001, 2.3606084E+000,-9.4278616E-001,-6.7935945E-001,-6.9045505E-001,-1.2075408E+000,-6.7938282E-001,-6.9871098E-001,-1.3250136E+000,-6.7929481E-001,-7.0246436E-001,-1.4217936E+000
 1.6300144E+003, 1.7218211E+002, 0.0000000E+000,-1.0978006E+002,-1.0189448E+001,-7.5274082E+001,-5.2828573E-002, 7.6617110E-005, 0.0000000E+000,-2.3924274E+001,-2.3114232E+001,-5.6076175E-005, 3.7837017E-003, 1.1141758E-006,-8.0830078E-001,-9.6713186E-001,-7.1282109E-001,-5.9308706E-001, 9.5707787E-002,-8.4286761E-001,-6.8860550E-001, 2.5037058E+000,-9.4909916E-001,-6.7936763E-001,-6.8981412E-001,-1.2406099E+000,-6.7931334E-001,-6.9815304E-001,-1.3619907E+000,-6.7923518E-001,-7.0235788E-001,-1.3853708E+000
 1.6400181E+003, 1.7029616E+002, 0.0000000E+000,-1.0783182E+002,-8.9844958E+000,-7.5143015E+001,-5.2332986E-002,-1.1952919E-003, 0.0000000E+000,-2.2598400E+001,-2.1716697E+001,-4.9965845E-005, 3.7422330E-003, 6.1644317E-006,-8.0610371E-001,-9.6755446E-001,-7.1170541E-001,-5.8691401E-001, 1.3979176E-001,-8.2868620E-001,-6.8848057E-001, 2.6521086E+000,-9.4394490E-001,-6.7934001E-001,-6.8937257E-001,-1.2267874E+000,-6.7927076E-001,-6.9754105E-001,-1.3710894E+000,-6.7920610E-001,-7.0218142E-001,-1.4969658E+000
 1.6500035E+003, 1.6844385E+002, 0.0000000E+000,-1.0632254E+002,-1.0067975E+001,-7.4112049E+001,-5.2211771E-002, 3.2347985E-003, 0.0000000E+000,-2.2936916E+001,-2.2107688E+001,-1.1520908E-004, 3.7007932E-003,-1.1251594E-006,-8.0198224E-001,-9.5721229E-001,-7.1219418E-001,-5.7856371E-001, 1.8250942E-001,-8.1655268E-001,-6.8837088E-001, 2.8052322E+000,-9.3978111E-001,-6.7933752E-001,-6.8846768E-001,-1.2128046E+000,-6.7926496E-001,-6.9736807E-001,-1.3702247E+000,-6.7919523E-001,-7.0194410E-001,-1.3776898E+000
 1.6600070E+003, 1.6649240E+002, 0.0000000E+000,-1.0485161E+002,-9.5530602E+000,-7.3049039E+001,-5.1351326E-002, 1.5892618E-003, 0.0000000E+000,-2.1872688E+001,-2.1011071E+001,-7.6630279E-005, 3.6593518E-003, 2.3782097E-006,-7.9736912E-001,-9.4617078E-001,-7.0983225E-001,-5.6075247E-001, 2.3477535E-001,-7.9052958E-001,-6.8732182E-001, 2.9635544E+000,-9.4723001E-001,-6.7931247E-001,-6.8755942E-001,-1.2022629E+000,-6.7926105E-001,-6.9690557E-001,-1.3372987E+000,-6.7920061E-001,-7.0166397E-001,-1.3774896E+000
 1.6700162E+003, 1.6464936E+002, 0.0000000E+000,-1.0330649E+002,-9.7216236E+000,-7.2710376E+001,-5.0759905E-002, 9.8459609E-004, 0.0000000E+000,-2.1833124E+001,-2.1138898E+001,-3.4445833E-005, 3.6178496E-003, 2.8921590E-006,-7.9306135E-001,-9.3069872E-001,-7.0827705E-001,-5.5724530E-001, 2.7621291E-001,-7.6821766E-001,-6.8754988E-001, 3.1276085E+000,-9.3304537E-001,-6.7933886E-001,-6.8694110E-001,-1.1713439E+000,-6.7927240E-001,-6.9669256E-001,-1.3580189E+000,-6.7916708E-001,-7.0146565E-001,-1.3905039E+000
 1.6800098E+003, 1.6276663E+002, 0.0000000E+000,-1.0174813E+002,-9.0648267E+000,-7.1566265E+001,-5.0156474E-002, 1.7963245E-003, 0.0000000E+000,-2.0523523E+001,-1.9660954E+001,-9.4995607E-005, 3.5763788E-003, 4.5891838E-006,-7.8689754E-001,-9.2188596E-001,-7.0848830E-001,-5.3925021E-001, 3.3092496E-001,-7.6212378E-001,-6.8776312E-001, 3.2967627E+000,-9.4363493E-001,-6.7929604E-001,-6.8605749E-001,-1.1678455E+000,-6.7924310E-001,-6.9632715E-001,-1.3367735E+000,-6.7915809E-001,-7.0113332E-001,-1.3548804E+000
 1.6900052E+003, 1.6086742E+002, 0.0000000E+000,-1.0025839E+002,-8.9972605E+000,-7.1372716E+001,-4.9833841E-002, 8.3665182E-004, 0.0000000E+000,-2.0490197E+001,-1.9809946E+001,-6.4635246E-006, 3.5349467E-003, 6.6773821E-006,-7.7684030E-001,-9.2123684E-001,-7.0301536E-001,-5.0839255E-001, 3.9208495E-001,-7.4823988E-001,-6.8464165E-001, 3.4714106E+000,-9.7006589E-001,-6.7926769E-001,-6.8476454E-001,-1.1717265E+000,-6.7924064E-001,-6.9571904E-001,-1.2874680E+000,-6.7918293E-001,-7.0084862E-001,-1.3899282E+000
 1.7000037E+003, 1.5897516E+002, 0.0000000E+000,-9.8853897E+001,-9.0841555E+000,-7.0782546E+001,-4.9420495E-002, 1.7249516E-003, 0.0000000E+000,-2.0595124E+001,-1.9793134E+001,-5.3888474E-005, 3.4934955E-003, 2.2483273E-006,-7.7426209E-001,-9.0077103E-001,-7.0180991E-001,-5.0102994E-001, 4.4326420E-001,-7.3584853E-001,-6.8531851E-001, 3.6521328E+000,-9.3416132E-001,-6.7927000E-001,-6.8401328E-001,-1.1694100E+000,-6.7921945E-001,-6.9536405E-001,-1.3028295E+000,-6.7914096E-001,-7.0039255E-001,-1.3655075E+000
