s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 1.7100135E+003, 0.0000000E+000, 0.0000000E+000,-4.6322941E+000,-1.2622711E+000,-2.9160970E+000,-2.2727119E-004, 9.0408726E-004, 0.0000000E+000,-9.1685590E+000,-8.8099854E+000, 6.1613459E-005, 3.8534845E-015, 6.0031515E-006,-1.5012191E-001, 6.4667051E-001,-4.1394641E-001, 2.0983831E-002, 5.6538105E-001, 2.5011354E-001,-5.5205749E-001, 2.7901413E+000,-7.2961389E-001,-6.4273925E-001,-6.0801959E-001,-7.9678272E-001,-6.4231152E-001,-6.0464184E-001,-8.5307920E-001,-6.4186847E-001,-6.0203165E-001,-8.8836875E-001
 1.7200002E+003, 0.0000000E+000, 0.0000000E+000,-4.5491898E+000,-1.1727184E+000,-2.8639581E+000,-2.2233493E-004, 1.0413030E-003, 0.0000000E+000,-8.9045895E+000,-8.5850474E+000, 2.7223454E-005, 8.8171710E-016, 1.3098971E-006,-1.4794720E-001, 6.8745112E-001,-4.0796217E-001, 3.8795658E-002, 5.9971685E-001, 2.5038690E-001,-5.4770392E-001, 2.9167142E+000,-7.2926455E-001,-6.4269161E-001,-6.0627839E-001,-7.9020097E-001,-6.4229770E-001,-6.0472194E-001,-8.4988702E-001,-6.4186542E-001,-6.0174253E-001,-8.9012395E-001
 1.7300159E+003, 0.0000000E+000, 0.0000000E+000,-4.4646187E+000,-1.0741613E+000,-2.7997185E+000,-2.3701609E-004, 4.7007648E-004, 0.0000000E+000,-8.7465512E+000,-8.3382654E+000, 1.6319728E-005, 4.1479848E-015, 8.3285890E-006,-1.3831101E-001, 7.2103907E-001,-4.1011162E-001, 3.8645458E-002, 6.5171550E-001, 2.5206616E-001,-5.5262585E-001, 3.0470317E+000,-7.2900821E-001,-6.4269228E-001,-6.0598808E-001,-7.9413059E-001,-6.4226634E-001,-6.0383633E-001,-8.6057894E-001,-6.4179566E-001,-6.0088875E-001,-8.8904642E-001
 1.7400027E+003, 0.0000000E+000, 0.0000000E+000,-4.3865957E+000,-1.1465433E+000,-2.7314226E+000,-2.2214964E-004, 9.8528999E-004, 0.0000000E+000,-8.6353233E+000,-8.2637984E+000, 1.0629390E-004, 2.8714923E-015, 4.8917028E-006,-1.2467229E-001, 7.3071785E-001,-4.0696086E-001, 5.7811171E-002, 6.8171587E-001, 2.8924219E-001,-5.4460971E-001, 3.1803459E+000,-7.2677311E-001,-6.4262884E-001,-6.0491122E-001,-8.0033969E-001,-6.4219840E-001,-6.0305680E-001,-8.5430372E-001,-6.4175016E-001,-6.0068787E-001,-8.9467996E-001
 1.7500183E+003, 0.0000000E+000, 0.0000000E+000,-4.3083010E+000,-9.4949949E-001,-2.6503436E+000,-2.5368182E-004, 6.5982203E-004, 0.0000000E+000,-8.3042049E+000,-7.9077379E+000,-3.1222223E-005, 1.5245438E-015, 3.3378700E-006,-1.2178559E-001, 7.2022748E-001,-4.0153965E-001, 6.6075579E-002, 7.1827057E-001, 3.1076110E-001,-5.4733196E-001, 3.3179618E+000,-7.2784693E-001,-6.4262739E-001,-6.0387860E-001,-8.0355189E-001,-6.4215340E-001,-6.0284963E-001,-8.6982776E-001,-6.4166701E-001,-6.0000231E-001,-8.7476783E-001
 1.7600051E+003, 0.0000000E+000, 0.0000000E+000,-4.2282101E+000,-1.3216775E+000,-2.5508760E+000,-2.4152401E-004, 7.3674810E-004, 0.0000000E+000,-8.4102097E+000,-8.1002684E+000, 8.4390447E-005, 2.2952231E-015, 4.5010191E-006,-1.1603147E-001, 7.3791669E-001,-3.9792894E-001, 7.0892749E-002, 7.6582329E-001, 3.2611236E-001,-5.4668789E-001, 3.4584380E+000,-7.2772451E-001,-6.4261672E-001,-6.0244729E-001,-8.0321158E-001,-6.4214192E-001,-6.0166072E-001,-8.6818300E-001,-6.4165745E-001,-5.9957872E-001,-8.8291730E-001
 1.7700208E+003, 0.0000000E+000, 0.0000000E+000,-4.1531182E+000,-1.0680006E+000,-2.5111900E+000,-2.3665642E-004, 1.2332939E-003, 0.0000000E+000,-8.1159960E+000,-7.7313121E+000, 2.4999680E-005, 2.3474157E-015, 3.9444478E-006,-9.7810045E-002, 7.6769314E-001,-4.0026088E-001, 9.7164635E-002, 8.0039023E-001, 3.2151211E-001,-5.4143238E-001, 3.6031328E+000,-7.2829585E-001,-6.4255741E-001,-6.0145503E-001,-7.9822858E-001,-6.4209194E-001,-6.0121343E-001,-8.5482870E-001,-6.4164987E-001,-5.9886277E-001,-8.8761002E-001
 1.7800074E+003, 0.0000000E+000, 0.0000000E+000,-4.0860325E+000,-9.5235164E-001,-2.4726728E+000,-2.4141842E-004, 9.4448356E-004, 0.0000000E+000,-7.8767626E+000,-7.5103540E+000, 4.7523783E-005, 2.9225682E-015, 4.9409653E-006,-9.3557106E-002, 8.1203742E-001,-3.9367664E-001, 1.0202431E-001, 8.4187016E-001, 3.2938234E-001,-5.4374739E-001, 3.7509448E+000,-7.2856519E-001,-6.4257590E-001,-6.0072802E-001,-7.9626050E-001,-6.4209676E-001,-6.0075297E-001,-8.6086929E-001,-6.4160851E-001,-5.9833963E-001,-8.7839632E-001
 1.7900231E+003, 0.0000000E+000, 0.0000000E+000,-4.0202048E+000,-1.0560969E+000,-2.3934027E+000,-2.1881812E-004, 9.8217260E-004, 0.0000000E+000,-7.8353866E+000,-7.4689410E+000, 7.2157572E-005, 1.6366789E-015, 3.2258123E-006,-9.0930949E-002, 8.0959381E-001,-3.9453991E-001, 1.2077833E-001, 8.9194318E-001, 3.2541534E-001,-5.4089650E-001, 3.9031775E+000,-7.2802322E-001,-6.4250272E-001,-5.9922397E-001,-7.9572717E-001,-6.4209070E-001,-5.9959249E-001,-8.4964024E-001,-6.4165121E-001,-5.9809759E-001,-8.7975517E-001
 1.8000099E+003, 0.0000000E+000, 0.0000000E+000,-3.9524839E+000,-1.0242209E+000,-2.3357828E+000,-2.0199701E-004, 7.0437740E-004, 0.0000000E+000,-7.6630804E+000,-7.3119852E+000, 6.6079429E-006, 1.3444411E-015, 2.9425961E-006,-7.6168486E-002, 7.9879087E-001,-3.9707344E-001, 1.1916567E-001, 9.1897128E-001, 3.3187912E-001,-5.4032103E-001, 4.0587788E+000,-7.2663005E-001,-6.4253827E-001,-5.9835037E-001,-7.9452201E-001,-6.4207220E-001,-5.9966065E-001,-8.4687303E-001,-6.4159120E-001,-5.9773056E-001,-8.8090180E-001
 1.8100255E+003, 0.0000000E+000, 0.0000000E+000,-3.8869307E+000,-1.1176180E+000,-2.2754735E+000,-1.9956615E-004, 1.2645790E-003, 0.0000000E+000,-7.6007821E+000,-7.2789571E+000, 7.6433342E-005, 2.6526235E-015, 4.9633130E-006,-7.2903949E-002, 8.3335909E-001,-3.8651583E-001, 1.4359309E-001, 9.7068566E-001, 3.6853737E-001,-5.3941653E-001, 4.2182729E+000,-7.2507549E-001,-6.4251796E-001,-5.9701427E-001,-7.9208905E-001,-6.4206695E-001,-5.9876410E-001,-8.5216403E-001,-6.4158773E-001,-5.9706759E-001,-8.7395974E-001
 1.8200123E+003, 0.0000000E+000, 0.0000000E+000,-3.8206912E+000,-1.0381075E+000,-2.1909334E+000,-1.9828874E-004, 9.8206101E-004, 0.0000000E+000,-7.3930923E+000,-7.0489483E+000, 5.5275059E-005, 3.1982432E-015, 5.7385925E-006,-5.9002138E-002, 8.4920375E-001,-3.8398633E-001, 1.5434083E-001, 1.0275703E+000, 3.9216794E-001,-5.3572733E-001, 4.3815059E+000,-7.2499880E-001,-6.4247000E-001,-5.9572970E-001,-7.9005642E-001,-6.4205154E-001,-5.9801109E-001,-8.4986016E-001,-6.4159011E-001,-5.9641931E-001,-8.8651740E-001
 1.8300280E+003, 0.0000000E+000, 0.0000000E+000,-3.7645928E+000,-8.6931848E-001,-2.1256597E+000,-2.0655776E-004, 6.7327881E-004, 0.0000000E+000,-7.1100003E+000,-6.7591042E+000, 2.7567047E-005, 1.9540199E-015, 2.6874376E-006,-5.0037823E-002, 8.5701265E-001,-3.8498672E-001, 1.5475865E-001, 1.0583847E+000, 4.0239844E-001,-5.3811712E-001, 4.5493094E+000,-7.2672336E-001,-6.4247727E-001,-5.9440597E-001,-7.8976125E-001,-6.4202340E-001,-5.9743862E-001,-8.5368872E-001,-6.4151072E-001,-5.9585939E-001,-8.8046641E-001
 1.8400146E+003, 0.0000000E+000, 0.0000000E+000,-3.7037499E+000,-9.8374156E-001,-2.0882468E+000,-1.7591409E-004, 1.6203836E-003, 0.0000000E+000,-7.1462650E+000,-6.7742938E+000, 9.4253893E-006, 1.8521759E-015, 4.0729734E-006,-4.4464129E-002, 8.6246253E-001,-3.8230956E-001, 1.9732433E-001, 1.1063764E+000, 4.0798408E-001,-5.3360481E-001, 4.7204469E+000,-7.2629310E-001,-6.4241634E-001,-5.9363872E-001,-7.8737194E-001,-6.4200945E-001,-5.9684313E-001,-8.4614528E-001,-6.4152989E-001,-5.9551797E-001,-8.6074551E-001
 1.8500015E+003, 0.0000000E+000, 0.0000000E+000,-3.6461836E+000,-1.1662478E+000,-2.0716313E+000,-1.2986308E-004, 1.1409886E-003, 0.0000000E+000,-7.1987256E+000,-6.8830516E+000, 9.9705373E-005, 5.0025267E-015, 8.6646618E-006,-2.9292529E-002, 9.2767815E-001,-3.7531489E-001, 1.9473805E-001, 1.1650295E+000, 4.4292363E-001,-5.3110201E-001, 4.8954087E+000,-7.2428443E-001,-6.4245322E-001,-5.9233483E-001,-7.8851370E-001,-6.4199564E-001,-5.9551086E-001,-8.4326296E-001,-6.4147777E-001,-5.9484950E-001,-8.7533742E-001
 1.8600171E+003, 0.0000000E+000, 0.0000000E+000,-3.5934517E+000,-8.1267392E-001,-1.9958248E+000,-1.9453775E-004, 5.1137856E-004, 0.0000000E+000,-6.7800189E+000,-6.4016336E+000, 2.2964371E-005, 7.4452925E-016, 8.0795334E-008,-2.8745032E-002, 9.6365115E-001,-3.7847146E-001, 2.1338717E-001, 1.2123581E+000, 4.5580233E-001,-5.3514133E-001, 5.0754017E+000,-7.2151859E-001,-6.4240485E-001,-5.9014561E-001,-7.8896316E-001,-6.4193651E-001,-5.9530399E-001,-8.5305367E-001,-6.4144403E-001,-5.9467248E-001,-8.8424319E-001
 1.8700039E+003, 0.0000000E+000, 0.0000000E+000,-3.5443803E+000,-9.7978058E-001,-1.9393890E+000,-1.8655596E-004, 1.2217749E-003, 0.0000000E+000,-6.7867805E+000,-6.4625146E+000, 4.8672343E-005, 1.2635524E-015, 2.5115554E-006,-1.4938610E-002, 9.2857807E-001,-3.7575549E-001, 2.2721721E-001, 1.2506649E+000, 4.6243973E-001,-5.2904583E-001, 5.2589902E+000,-7.2453614E-001,-6.4238084E-001,-5.8909431E-001,-7.9335654E-001,-6.4189531E-001,-5.9473153E-001,-8.4837300E-001,-6.4141107E-001,-5.9389563E-001,-8.6587597E-001
 1.8800195E+003, 0.0000000E+000, 0.0000000E+000,-3.4947536E+000,-9.7074578E-001,-1.8978074E+000,-1.8435669E-004, 1.0123699E-003, 0.0000000E+000,-6.7004767E+000,-6.3624788E+000, 3.4378458E-005, 1.8209574E-015, 2.7862722E-006,-8.5326440E-003, 9.2039862E-001,-3.7179148E-001, 2.2686043E-001, 1.3006289E+000, 4.5793403E-001,-5.2936782E-001, 5.4472745E+000,-7.2450619E-001,-6.4235388E-001,-5.8749856E-001,-7.8953800E-001,-6.4189114E-001,-5.9356577E-001,-8.4754229E-001,-6.4137031E-001,-5.9381158E-001,-8.5942826E-001
 1.8900062E+003, 0.0000000E+000, 0.0000000E+000,-3.4395237E+000,-9.7158755E-001,-1.8302711E+000,-1.8496544E-004, 1.0227792E-003, 0.0000000E+000,-6.5969481E+000,-6.2405446E+000,-1.2782300E-005, 6.9187583E-017, 4.8245412E-007,-3.8375673E-004, 9.5747150E-001,-3.6940177E-001, 2.5548689E-001, 1.3587356E+000, 4.6019162E-001,-5.2873865E-001, 5.6393191E+000,-7.2392254E-001,-6.4232776E-001,-5.8636394E-001,-7.8640744E-001,-6.4188827E-001,-5.9376590E-001,-8.4042046E-001,-6.4139107E-001,-5.9311622E-001,-8.7757805E-001
 1.9000219E+003, 0.0000000E+000, 0.0000000E+000,-3.3824736E+000,-1.0962619E+000,-1.7634340E+000,-1.8223586E-004, 1.2025719E-003, 0.0000000E+000,-6.5183782E+000,-6.2411492E+000, 1.1081456E-004, 3.4357247E-015, 6.7279846E-006, 1.2965534E-002, 1.0098454E+000,-3.6620063E-001, 2.6074250E-001, 1.4011004E+000, 4.7767127E-001,-5.2474076E-001, 5.8359076E+000,-7.2349387E-001,-6.4234439E-001,-5.8525337E-001,-7.8573537E-001,-6.4186873E-001,-5.9212403E-001,-8.4679612E-001,-6.4134579E-001,-5.9260932E-001,-8.7247169E-001
 1.9100087E+003, 0.0000000E+000, 0.0000000E+000,-3.3286587E+000,-7.7300867E-001,-1.7216642E+000,-2.0000734E-004, 1.2443492E-003, 0.0000000E+000,-6.1700631E+000,-5.8222872E+000, 1.9180031E-005, 1.3870530E-015, 1.5821922E-006, 1.8152993E-002, 1.0048164E+000,-3.6434888E-001, 2.8442660E-001, 1.4632723E+000, 4.9089216E-001,-5.2521772E-001, 6.0365681E+000,-7.2112964E-001,-6.4231386E-001,-5.8333532E-001,-7.8487432E-001,-6.4185478E-001,-5.9174582E-001,-8.4167866E-001,-6.4133848E-001,-5.9222240E-001,-8.6862484E-001
 1.9200243E+003, 0.0000000E+000, 0.0000000E+000,-3.2777296E+000,-1.0176488E+000,-1.7080363E+000,-1.9842703E-004, 9.6497052E-004, 0.0000000E+000,-6.3343250E+000,-6.0026482E+000, 2.3320338E-006, 2.4223547E-015, 3.8393745E-006, 2.6202588E-002, 9.8184388E-001,-3.6414411E-001, 2.9229611E-001, 1.5170388E+000, 5.0393445E-001,-5.2333485E-001, 6.2421758E+000,-7.2332151E-001,-6.4229144E-001,-5.8197818E-001,-7.8243449E-001,-6.4182421E-001,-5.9117999E-001,-8.4280268E-001,-6.4131984E-001,-5.9184578E-001,-8.6548082E-001
 1.9300111E+003, 0.0000000E+000, 0.0000000E+000,-3.2259957E+000,-8.7582189E-001,-1.6604227E+000,-1.8282899E-004, 1.1689711E-003, 0.0000000E+000,-6.0312376E+000,-5.7612541E+000, 6.2868517E-005, 2.5289450E-015, 4.4376052E-006, 3.9575617E-002, 1.0157181E+000,-3.6290082E-001, 3.1359067E-001, 1.5697246E+000, 5.3155273E-001,-5.2224273E-001, 6.4514614E+000,-7.2461804E-001,-6.4226048E-001,-5.8035699E-001,-7.8508059E-001,-6.4180178E-001,-5.9004272E-001,-8.3908041E-001,-6.4130688E-001,-5.9121407E-001,-8.6912920E-001
 1.9400267E+003, 0.0000000E+000, 0.0000000E+000,-3.1790836E+000,-8.4886830E-001,-1.5914748E+000,-1.9034316E-004, 1.5819740E-003, 0.0000000E+000,-6.0006825E+000,-5.6180351E+000, 2.5543267E-006, 8.1132666E-016, 1.7453245E-006, 5.0324880E-002, 1.0745054E+000,-3.5559613E-001, 3.2404557E-001, 1.6320568E+000, 5.6239900E-001,-5.2029086E-001, 6.6660084E+000,-7.2487778E-001,-6.4223971E-001,-5.7908284E-001,-7.8574618E-001,-6.4177731E-001,-5.8969164E-001,-8.3860381E-001,-6.4127129E-001,-5.9058490E-001,-8.5993185E-001
 1.9500134E+003, 0.0000000E+000, 0.0000000E+000,-3.1242443E+000,-9.2195163E-001,-1.5379295E+000,-1.4870863E-004, 1.1374590E-003, 0.0000000E+000,-5.9151939E+000,-5.5831367E+000, 4.6643549E-005, 2.3404645E-015, 3.8491112E-006, 5.7435819E-002, 1.0940993E+000,-3.5417276E-001, 3.4036589E-001, 1.6895378E+000, 5.7605604E-001,-5.2150946E-001, 6.8842542E+000,-7.2250268E-001,-6.4224487E-001,-5.7717165E-001,-7.8534423E-001,-6.4174825E-001,-5.8874831E-001,-8.3295396E-001,-6.4124384E-001,-5.9031598E-001,-8.6458340E-001
 1.9600002E+003, 0.0000000E+000, 0.0000000E+000,-3.0785420E+000,-9.5896877E-001,-1.5434648E+000,-1.5717595E-004, 1.1505273E-003, 0.0000000E+000,-5.8552962E+000,-5.5799822E+000, 6.8023770E-005, 2.3831284E-015, 4.3181150E-006, 6.9875861E-002, 1.0892705E+000,-3.5221077E-001, 3.5853760E-001, 1.7430409E+000, 5.8920265E-001,-5.1763248E-001, 7.1068338E+000,-7.2372323E-001,-6.4221681E-001,-5.7531727E-001,-7.8380558E-001,-6.4170442E-001,-5.8802894E-001,-8.3615366E-001,-6.4121322E-001,-5.8955695E-001,-8.6338165E-001
 1.9700159E+003, 0.0000000E+000, 0.0000000E+000,-3.0369686E+000,-8.0027247E-001,-1.4997925E+000,-1.4950188E-004, 1.2315040E-003, 0.0000000E+000,-5.6631168E+000,-5.3359516E+000,-5.2194528E-006, 7.0031391E-016, 1.6430366E-006, 8.0117494E-002, 1.1010170E+000,-3.4935454E-001, 3.7231809E-001, 1.8065867E+000, 5.9850807E-001,-5.1645889E-001, 7.3350813E+000,-7.2348842E-001,-6.4219145E-001,-5.7404340E-001,-7.8502395E-001,-6.4168167E-001,-5.8714941E-001,-8.3883526E-001,-6.4117442E-001,-5.8955961E-001,-8.5802218E-001
 1.9800027E+003, 0.0000000E+000, 0.0000000E+000,-2.9906711E+000,-9.7500932E-001,-1.4602383E+000,-1.6181996E-004, 1.1095346E-003, 0.0000000E+000,-5.7666248E+000,-5.4249710E+000, 4.4778344E-005, 1.7252383E-015, 2.3712640E-006, 9.0978321E-002, 1.1383471E+000,-3.4528443E-001, 3.9300072E-001, 1.8701966E+000, 6.1579557E-001,-5.1563217E-001, 7.5667876E+000,-7.2330220E-001,-6.4218992E-001,-5.7226426E-001,-7.8208598E-001,-6.4167620E-001,-5.8622134E-001,-8.4135300E-001,-6.4114973E-001,-5.8882409E-001,-8.7164219E-001
 1.9900183E+003, 0.0000000E+000, 0.0000000E+000,-2.9464673E+000,-9.2582310E-001,-1.4059399E+000,-1.8350851E-004, 1.5710763E-003, 0.0000000E+000,-5.5063404E+000,-5.2768427E+000, 8.1982403E-005, 2.6184159E-015, 4.5275843E-006, 1.0433734E-001, 1.1649665E+000,-3.4233370E-001, 4.0995871E-001, 1.9323002E+000, 6.2809535E-001,-5.1225814E-001, 7.8040683E+000,-7.2266104E-001,-6.4217711E-001,-5.7053354E-001,-7.8276611E-001,-6.4167085E-001,-5.8498412E-001,-8.3594476E-001,-6.4112829E-001,-5.8799193E-001,-8.6513495E-001
 2.0000050E+003, 0.0000000E+000, 0.0000000E+000,-2.9045460E+000,-7.6526012E-001,-1.3605504E+000,-1.5190842E-004, 1.4557448E-003, 0.0000000E+000,-5.4515004E+000,-5.0290527E+000,-1.3918124E-006, 1.2931887E-015, 2.2342971E-006, 1.1370126E-001, 1.1722285E+000,-3.4052632E-001, 4.2357441E-001, 1.9954466E+000, 6.3258930E-001,-5.1186015E-001, 8.0451413E+000,-7.2252648E-001,-6.4215669E-001,-5.6854124E-001,-7.8200875E-001,-6.4163361E-001,-5.8480019E-001,-8.3479645E-001,-6.4108141E-001,-5.8740261E-001,-8.5126986E-001
 2.0100208E+003, 0.0000000E+000, 0.0000000E+000,-2.8637089E+000,-8.1996581E-001,-1.3098405E+000,-1.6107630E-004, 9.5684491E-004, 0.0000000E+000,-5.2707667E+000,-4.9927194E+000, 1.3124780E-005, 1.2991448E-015, 2.3298596E-006, 1.2074462E-001, 1.1637626E+000,-3.3747010E-001, 4.4642405E-001, 2.0598893E+000, 6.2904692E-001,-5.0891136E-001, 8.2920033E+000,-7.2356102E-001,-6.4210502E-001,-5.6651158E-001,-7.8134450E-001,-6.4161224E-001,-5.8350819E-001,-8.3996400E-001,-6.4110125E-001,-5.8737016E-001,-8.5953899E-001
 2.0200074E+003, 0.0000000E+000, 0.0000000E+000,-2.8237840E+000,-8.7128041E-001,-1.3244233E+000,-1.7201710E-004, 1.3620515E-003, 0.0000000E+000,-5.3397120E+000,-5.0182978E+000,-1.0151789E-005, 1.8608902E-015, 3.1805236E-006, 1.3532137E-001, 1.2053032E+000,-3.4075735E-001, 4.5185828E-001, 2.1196716E+000, 6.5436190E-001,-5.1173272E-001, 8.5428787E+000,-7.2384367E-001,-6.4212719E-001,-5.6452655E-001,-7.7976573E-001,-6.4160790E-001,-5.8317247E-001,-8.2635017E-001,-6.4107373E-001,-5.8705101E-001,-8.6485431E-001
 2.0300231E+003, 0.0000000E+000, 0.0000000E+000,-2.7853637E+000,-9.1384052E-001,-1.2985321E+000,-1.3296446E-004, 1.5833735E-003, 0.0000000E+000,-5.2450661E+000,-4.9962859E+000, 3.4862950E-005, 8.5267661E-016, 1.6583695E-006, 1.4469892E-001, 1.2279669E+000,-3.3311689E-001, 4.7900297E-001, 2.1921417E+000, 6.7592689E-001,-5.0671920E-001, 8.7991770E+000,-7.2132288E-001,-6.4208934E-001,-5.6317185E-001,-7.8015132E-001,-6.4157800E-001,-5.8196113E-001,-8.3109431E-001,-6.4109788E-001,-5.8630142E-001,-8.6130078E-001
 2.0400099E+003, 0.0000000E+000, 0.0000000E+000,-2.7465051E+000,-7.4228054E-001,-1.1864616E+000,-1.4356870E-004, 1.1416367E-003, 0.0000000E+000,-5.0505396E+000,-4.6742491E+000, 4.6568279E-005, 1.2083808E-015, 2.2816422E-006, 1.5008678E-001, 1.2561734E+000,-3.3244630E-001, 4.9582651E-001, 2.2578644E+000, 7.0088808E-001,-5.0908451E-001, 9.0594223E+000,-7.2028440E-001,-6.4208433E-001,-5.6081801E-001,-7.8111118E-001,-6.4153922E-001,-5.8121312E-001,-8.2895963E-001,-6.4105345E-001,-5.8613044E-001,-8.6818588E-001
 2.0500254E+003, 0.0000000E+000, 0.0000000E+000,-2.7098859E+000,-9.7228605E-001,-1.1798763E+000,-1.4836711E-004, 1.3475047E-003, 0.0000000E+000,-5.1009289E+000,-4.8608491E+000, 4.4309116E-006, 1.0965607E-015, 1.6543024E-006, 1.6771896E-001, 1.2605535E+000,-3.3186893E-001, 5.1015424E-001, 2.3296342E+000, 7.2989319E-001,-5.0499271E-001, 9.3254174E+000,-7.2166600E-001,-6.4207875E-001,-5.5896486E-001,-7.8474714E-001,-6.4153672E-001,-5.8044472E-001,-8.3743782E-001,-6.4105359E-001,-5.8568788E-001,-8.6292699E-001
 2.0600122E+003, 0.0000000E+000, 0.0000000E+000,-2.6713161E+000,-8.1695498E-001,-1.1887591E+000,-1.7046938E-004, 1.3725105E-003, 0.0000000E+000,-4.9544352E+000,-4.6758281E+000, 2.1663760E-006, 1.2624664E-015, 2.6393157E-006, 1.7267664E-001, 1.2707284E+000,-3.2606684E-001, 5.2762042E-001, 2.3996300E+000, 7.5073968E-001,-5.0524927E-001, 9.5957864E+000,-7.2054508E-001,-6.4207748E-001,-5.5699819E-001,-7.8263217E-001,-6.4153225E-001,-5.7964941E-001,-8.4091538E-001,-6.4103501E-001,-5.8507553E-001,-8.6005659E-001
 2.0700278E+003, 0.0000000E+000, 0.0000000E+000,-2.6323947E+000,-8.4033407E-001,-1.1621634E+000,-1.1774359E-004, 1.7674048E-003, 0.0000000E+000,-5.0073520E+000,-4.6332426E+000, 2.0349091E-005, 9.0522900E-016, 1.5567771E-006, 1.8812426E-001, 1.3001751E+000,-3.2566232E-001, 5.5445774E-001, 2.4703587E+000, 7.6515097E-001,-5.0269447E-001, 9.8716473E+000,-7.2191447E-001,-6.4203106E-001,-5.5476997E-001,-7.8263757E-001,-6.4149411E-001,-5.7907529E-001,-8.3215162E-001,-6.4100253E-001,-5.8480567E-001,-8.5343411E-001
 2.0800146E+003, 0.0000000E+000, 0.0000000E+000,-2.5919969E+000,-8.8680747E-001,-1.0900341E+000,-1.1380730E-004, 1.4344227E-003, 0.0000000E+000,-4.7923347E+000,-4.5675179E+000, 7.6841208E-005, 2.4576456E-015, 4.2865298E-006, 2.0279760E-001, 1.3291282E+000,-3.2384448E-001, 5.6264450E-001, 2.5446205E+000, 7.7496382E-001,-5.0121415E-001, 1.0151945E+001,-7.2261416E-001,-6.4203035E-001,-5.5290001E-001,-7.7955094E-001,-6.4149362E-001,-5.7756763E-001,-8.2918032E-001,-6.4097099E-001,-5.8413309E-001,-8.5994417E-001
 2.0900015E+003, 0.0000000E+000, 0.0000000E+000,-2.5543463E+000,-7.5698657E-001,-1.0720473E+000,-1.2209396E-004, 1.7307412E-003, 0.0000000E+000,-4.7394450E+000,-4.3817714E+000, 6.5769787E-005, 2.0282679E-015, 3.4765516E-006, 2.1351323E-001, 1.3554157E+000,-3.1729344E-001, 5.9625214E-001, 2.6256243E+000, 7.9088698E-001,-4.9841331E-001, 1.0437002E+001,-7.2208971E-001,-6.4200849E-001,-5.5065107E-001,-7.7516922E-001,-6.4148838E-001,-5.7652726E-001,-8.3307824E-001,-6.4096523E-001,-5.8366433E-001,-8.5766213E-001
 2.1000171E+003, 0.0000000E+000, 0.0000000E+000,-2.5163495E+000,-7.8932068E-001,-1.0509653E+000,-1.0942012E-004, 1.4997732E-003, 0.0000000E+000,-4.6532626E+000,-4.3552451E+000, 1.1911511E-005, 8.8828527E-016, 1.4357113E-006, 2.2466004E-001, 1.3720378E+000,-3.1597055E-001, 6.1184237E-001, 2.6966113E+000, 7.9595466E-001,-4.9624244E-001, 1.0728360E+001,-7.2030262E-001,-6.4199291E-001,-5.4851888E-001,-7.7574490E-001,-6.4146906E-001,-5.7600832E-001,-8.2330554E-001,-6.4094019E-001,-5.8281025E-001,-8.6270883E-001
 2.1100039E+003, 0.0000000E+000, 0.0000000E+000,-2.4846104E+000,-8.0902664E-001,-9.9713983E-001,-1.2138383E-004, 1.5453173E-003, 0.0000000E+000,-4.5543371E+000,-4.2893529E+000, 8.1379799E-005, 2.8673584E-015, 4.7108182E-006, 2.4125589E-001, 1.4054077E+000,-3.1579723E-001, 6.3378931E-001, 2.7753309E+000, 8.2503984E-001,-4.9684516E-001, 1.1024121E+001,-7.2038829E-001,-6.4198899E-001,-5.4605631E-001,-7.7500315E-001,-6.4146046E-001,-5.7469765E-001,-8.3016678E-001,-6.4091907E-001,-5.8241399E-001,-8.5999231E-001
 2.1200195E+003, 0.0000000E+000, 0.0000000E+000,-2.4496370E+000,-8.0365571E-001,-1.0420145E+000,-1.3923036E-004, 1.5915028E-003, 0.0000000E+000,-4.6294836E+000,-4.2938549E+000,-9.8912150E-006,-2.8768558E-016,-3.8907854E-007, 2.5132023E-001, 1.4093981E+000,-3.0904943E-001, 6.4894648E-001, 2.8540143E+000, 8.4251007E-001,-4.9338996E-001, 1.1325983E+001,-7.2128282E-001,-6.4195727E-001,-5.4425899E-001,-7.7559425E-001,-6.4143368E-001,-5.7368782E-001,-8.2928030E-001,-6.4090886E-001,-5.8199079E-001,-8.5709943E-001
 2.1300063E+003, 0.0000000E+000, 0.0000000E+000,-2.4153321E+000,-8.1794819E-001,-9.6933094E-001,-1.1575506E-004, 1.7806345E-003, 0.0000000E+000,-4.4670251E+000,-4.2009464E+000, 4.0677363E-005, 2.1272856E-015, 3.4182447E-006, 2.6559478E-001, 1.4257103E+000,-3.0541878E-001, 6.7803995E-001, 2.9350079E+000, 8.6454866E-001,-4.9229254E-001, 1.1632195E+001,-7.2088902E-001,-6.4194812E-001,-5.4187661E-001,-7.7689388E-001,-6.4141032E-001,-5.7260980E-001,-8.2688979E-001,-6.4089595E-001,-5.8118888E-001,-8.5109158E-001
