s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 7.9000177E+002, 7.3249136E+002, 0.0000000E+000,-6.5418609E+002,-2.4237214E+001,-2.5678169E+002,-1.5575911E-001, 1.7238227E-002, 0.0000000E+000,-2.0396786E+002,-2.0285216E+002,-1.8427721E-004, 1.6058391E-002,-2.3712634E-005,-1.7604446E+000,-1.0707667E+000,-1.5649607E+000,-8.3225002E-001,-6.6298260E-001,-1.1220942E+000,-1.1881977E+000,-1.2008221E+000,-7.7138461E-001,-7.2732842E-001,-1.2387299E+000,-6.7231857E-001,-7.1506489E-001,-1.6579481E+000,-6.7256298E-001,-7.2616537E-001,-1.9021046E+000,-6.7247787E-001,-7.3138598E-001,-1.9675341E+000
 8.0000452E+002, 7.2141004E+002, 0.0000000E+000,-6.1665517E+002,-2.5180242E+001,-2.4218210E+002,-1.5344015E-001,-1.1276911E-002, 0.0000000E+000,-1.6395954E+002,-1.6277219E+002,-1.2307694E-004, 1.5819471E-002,-1.3175403E-005,-1.9757471E+000,-1.0813664E+000,-1.5956192E+000,-8.3089235E-001,-6.6282041E-001,-1.1224559E+000,-1.1894300E+000,-1.1750604E+000,-7.7571218E-001,-7.2721241E-001,-1.3598601E+000,-6.7233895E-001,-7.1536988E-001,-1.7565283E+000,-6.7257115E-001,-7.2605112E-001,-1.9625078E+000,-6.7243761E-001,-7.3123168E-001,-1.8586307E+000
 8.1001056E+002, 7.1011655E+002, 0.0000000E+000,-5.9127415E+002,-2.3056991E+001,-2.3378001E+002,-1.5190826E-001, 6.6505471E-003, 0.0000000E+000,-1.3943795E+002,-1.3813986E+002,-9.6994350E-005, 1.5580489E-002,-3.9945669E-006,-1.8662908E+000,-1.0775908E+000,-1.5600431E+000,-8.3549743E-001,-6.6259545E-001,-1.1136869E+000,-1.1847565E+000,-1.1686232E+000,-7.7131036E-001,-7.2649750E-001,-1.3227569E+000,-6.7230607E-001,-7.1516303E-001,-1.7104477E+000,-6.7255011E-001,-7.2578792E-001,-1.9063253E+000,-6.7246863E-001,-7.3114092E-001,-1.8640860E+000
 8.2000629E+002, 6.9873915E+002, 0.0000000E+000,-5.7084108E+002,-2.1731226E+001,-2.2655741E+002,-1.5244913E-001, 3.2948816E-003, 0.0000000E+000,-1.2155114E+002,-1.2053972E+002,-4.4207918E-005, 1.5341592E-002,-2.3661060E-005,-1.8100560E+000,-1.0787202E+000,-1.5512712E+000,-8.3420845E-001,-6.6240563E-001,-1.1179848E+000,-1.1820801E+000,-1.1587525E+000,-7.7187334E-001,-7.2625926E-001,-1.3228429E+000,-6.7229464E-001,-7.1502027E-001,-1.7084828E+000,-6.7251595E-001,-7.2550606E-001,-1.8501817E+000,-6.7242681E-001,-7.3091593E-001,-1.8552184E+000
 8.3000073E+002, 6.8824417E+002, 0.0000000E+000,-5.4986884E+002,-2.1178813E+001,-2.1913161E+002,-1.5073525E-001, 1.5642193E-003, 0.0000000E+000,-1.0347992E+002,-1.0208426E+002,-1.2767446E-004, 1.5102826E-002,-7.3743206E-006,-1.7797568E+000,-1.0721472E+000,-1.5571821E+000,-8.2953428E-001,-6.6214479E-001,-1.1232721E+000,-1.1717673E+000,-1.1597286E+000,-7.6936558E-001,-7.2542459E-001,-1.3117129E+000,-6.7230297E-001,-7.1493034E-001,-1.6687058E+000,-6.7255055E-001,-7.2561119E-001,-1.8615495E+000,-6.7245451E-001,-7.3089489E-001,-1.8990922E+000
 8.4000708E+002, 6.7715563E+002, 0.0000000E+000,-5.3197055E+002,-2.1311074E+001,-2.1310754E+002,-1.4995389E-001, 3.8075546E-003, 0.0000000E+000,-9.0440938E+001,-8.9379679E+001,-1.1291095E-004, 1.4863868E-002,-1.2240341E-005,-1.7434984E+000,-1.0783247E+000,-1.5420021E+000,-8.3642079E-001,-6.6194199E-001,-1.1273919E+000,-1.1857843E+000,-1.1405986E+000,-7.6816576E-001,-7.2529248E-001,-1.2794771E+000,-6.7230313E-001,-7.1490875E-001,-1.6608267E+000,-6.7254255E-001,-7.2567836E-001,-1.8164875E+000,-6.7243939E-001,-7.3092844E-001,-1.8539302E+000
 8.5000720E+002, 6.6585171E+002, 0.0000000E+000,-5.1961637E+002,-1.8504033E+001,-2.0875796E+002,-1.4854645E-001,-8.6667927E-003, 0.0000000E+000,-8.2418727E+001,-8.1183867E+001,-1.2244915E-004, 1.4624877E-002, 1.1755300E-006,-1.9062646E+000,-1.0848999E+000,-1.5522943E+000,-8.3534053E-001,-6.6166621E-001,-1.1245905E+000,-1.1798396E+000,-1.1565710E+000,-7.7287711E-001,-7.2467338E-001,-1.3162014E+000,-6.7231205E-001,-7.1468654E-001,-1.6441601E+000,-6.7254072E-001,-7.2537345E-001,-1.8012357E+000,-6.7241933E-001,-7.3080515E-001,-1.9459886E+000
 8.6000775E+002, 6.5501483E+002, 0.0000000E+000,-5.0626595E+002,-1.9382614E+001,-2.0541188E+002,-1.4714201E-001, 4.7664488E-003, 0.0000000E+000,-7.7234828E+001,-7.6188001E+001,-3.9201222E-005, 1.4385965E-002,-1.3074352E-005,-1.8491027E+000,-1.0812192E+000,-1.5366466E+000,-8.3804334E-001,-6.6140853E-001,-1.1260758E+000,-1.1832072E+000,-1.1658749E+000,-7.7098608E-001,-7.2400037E-001,-1.2483750E+000,-6.7228002E-001,-7.1467715E-001,-1.6381123E+000,-6.7253242E-001,-7.2535782E-001,-1.8482185E+000,-6.7241401E-001,-7.3073267E-001,-1.8337402E+000
 8.7000232E+002, 6.4406337E+002, 0.0000000E+000,-4.9690708E+002,-1.9806365E+001,-2.0038007E+002,-1.4407991E-001,-9.2052705E-004, 0.0000000E+000,-7.4319442E+001,-7.3175146E+001,-1.1300228E-004, 1.4147142E-002, 4.0962526E-006,-1.9092259E+000,-1.0839131E+000,-1.5238335E+000,-8.2904292E-001,-6.6105254E-001,-1.1357743E+000,-1.1835410E+000,-1.1582088E+000,-7.7352330E-001,-7.2375474E-001,-1.3058940E+000,-6.7227713E-001,-7.1468061E-001,-1.6008290E+000,-6.7247384E-001,-7.2495108E-001,-1.7919439E+000,-6.7236303E-001,-7.3051557E-001,-1.7759493E+000
 8.8000421E+002, 6.3297794E+002, 0.0000000E+000,-4.8357306E+002,-1.9043162E+001,-1.9828238E+002,-1.4238175E-001, 2.9314581E-003, 0.0000000E+000,-6.9344185E+001,-6.8060112E+001,-1.3943321E-004, 1.3908322E-002,-9.8823150E-006,-1.8019149E+000,-1.0797544E+000,-1.5287754E+000,-8.3060403E-001,-6.6068449E-001,-1.1340323E+000,-1.1814230E+000,-1.1603699E+000,-7.7310015E-001,-7.2284508E-001,-1.2612091E+000,-6.7227607E-001,-7.1435583E-001,-1.6812064E+000,-6.7248919E-001,-7.2505150E-001,-1.7951842E+000,-6.7238346E-001,-7.3048786E-001,-1.8268723E+000
 8.9000085E+002, 6.2216607E+002, 0.0000000E+000,-4.7298607E+002,-1.8234782E+001,-1.9254429E+002,-1.4033911E-001,-6.2016250E-004, 0.0000000E+000,-6.2853227E+001,-6.1740030E+001,-1.2182799E-004, 1.3669420E-002,-1.9015495E-005,-1.8573898E+000,-1.0772915E+000,-1.5122893E+000,-8.3199765E-001,-6.6025463E-001,-1.1289516E+000,-1.1842806E+000,-1.1526840E+000,-7.7381973E-001,-7.2245817E-001,-1.2845270E+000,-6.7223813E-001,-7.1458459E-001,-1.6003829E+000,-6.7247693E-001,-7.2506286E-001,-1.8087205E+000,-6.7237249E-001,-7.3039190E-001,-1.7848809E+000
 9.0000549E+002, 6.1106798E+002, 0.0000000E+000,-4.6454232E+002,-1.8987576E+001,-1.9011893E+002,-1.3921001E-001, 1.6539516E-003, 0.0000000E+000,-6.3842373E+001,-6.2718399E+001,-1.2791820E-004, 1.3430462E-002, 2.5964074E-006,-1.7426322E+000,-1.0769509E+000,-1.4962003E+000,-8.2692373E-001,-6.5994962E-001,-1.1322086E+000,-1.1872633E+000,-1.1472862E+000,-7.7413612E-001,-7.2216788E-001,-1.2720305E+000,-6.7222193E-001,-7.1457482E-001,-1.7110543E+000,-6.7243612E-001,-7.2441652E-001,-1.8415406E+000,-6.7233885E-001,-7.3027635E-001,-1.8396152E+000
 9.1000195E+002, 6.0039803E+002, 0.0000000E+000,-4.5408846E+002,-1.6862424E+001,-1.8832088E+002,-1.3672770E-001,-1.3223996E-003, 0.0000000E+000,-6.0257764E+001,-5.9011789E+001,-9.7667060E-005, 1.3191563E-002,-4.6487503E-006,-1.8387667E+000,-1.0782947E+000,-1.5221741E+000,-8.2751160E-001,-6.5942805E-001,-1.1374116E+000,-1.1752499E+000,-1.1390138E+000,-7.7477385E-001,-7.2164384E-001,-1.2572558E+000,-6.7225083E-001,-7.1435775E-001,-1.6600129E+000,-6.7249782E-001,-7.2454274E-001,-1.7899983E+000,-6.7237629E-001,-7.3028090E-001,-1.8025201E+000
 9.2000806E+002, 5.8945564E+002, 0.0000000E+000,-4.4719638E+002,-1.8957219E+001,-1.8465267E+002,-1.3454899E-001, 6.1093976E-004, 0.0000000E+000,-6.2731556E+001,-6.1484571E+001,-1.4373496E-004, 1.2952620E-002, 1.1064944E-006,-1.8084571E+000,-1.0777480E+000,-1.5002560E+000,-8.2721563E-001,-6.5886306E-001,-1.1365588E+000,-1.1841718E+000,-1.1344774E+000,-7.7492649E-001,-7.2103007E-001,-1.2429202E+000,-6.7226286E-001,-7.1416648E-001,-1.6435840E+000,-6.7248409E-001,-7.2461035E-001,-1.7905861E+000,-6.7236716E-001,-7.3017214E-001,-1.8716058E+000
 9.3000922E+002, 5.7856410E+002, 0.0000000E+000,-4.3583596E+002,-1.7378733E+001,-1.8032268E+002,-1.3295283E-001,-1.4668992E-003, 0.0000000E+000,-5.6153410E+001,-5.5107685E+001,-1.6639164E-004, 1.2713638E-002,-1.2080919E-005,-1.8307931E+000,-1.0791900E+000,-1.4929329E+000,-8.3290871E-001,-6.5833293E-001,-1.1295075E+000,-1.1819237E+000,-1.1429899E+000,-7.7467267E-001,-7.2027860E-001,-1.2616837E+000,-6.7222913E-001,-7.1418268E-001,-1.6754001E+000,-6.7242496E-001,-7.2439181E-001,-1.8560425E+000,-6.7233748E-001,-7.3017120E-001,-1.7881978E+000
 9.4000104E+002, 5.6777553E+002, 0.0000000E+000,-4.2786808E+002,-1.8855294E+001,-1.7685079E+002,-1.3138537E-001, 7.3272804E-003, 0.0000000E+000,-5.6931450E+001,-5.5922689E+001,-1.1937023E-004, 1.2474865E-002, 1.0566072E-005,-1.7863293E+000,-1.0815164E+000,-1.4969254E+000,-8.3450120E-001,-6.5778310E-001,-1.1255537E+000,-1.1791863E+000,-1.1404218E+000,-7.7497171E-001,-7.1969919E-001,-1.2333433E+000,-6.7219773E-001,-7.1376883E-001,-1.5390620E+000,-6.7245073E-001,-7.2430216E-001,-1.7661835E+000,-6.7235838E-001,-7.2980902E-001,-1.7225233E+000
 9.5000891E+002, 5.5681755E+002, 0.0000000E+000,-4.1818356E+002,-1.6985213E+001,-1.7425780E+002,-1.2943624E-001,-2.4013223E-003, 0.0000000E+000,-5.3952711E+001,-5.2740866E+001,-1.1311031E-004, 1.2235936E-002,-4.3943638E-006,-1.7971505E+000,-1.0766378E+000,-1.4739337E+000,-8.3890519E-001,-6.5722498E-001,-1.1149245E+000,-1.1716706E+000,-1.1528287E+000,-7.7333028E-001,-7.1918814E-001,-1.2556767E+000,-6.7217078E-001,-7.1403138E-001,-1.5748903E+000,-6.7242816E-001,-7.2411211E-001,-1.7899492E+000,-6.7238128E-001,-7.2983321E-001,-1.7689382E+000
 9.6000592E+002, 5.4601861E+002, 0.0000000E+000,-4.0846407E+002,-1.6661059E+001,-1.7132316E+002,-1.2786444E-001,-1.0539914E-003, 0.0000000E+000,-5.1772502E+001,-5.0558597E+001,-1.3168161E-004, 1.1996980E-002,-8.8582762E-006,-1.8007441E+000,-1.0724637E+000,-1.4994384E+000,-8.3828218E-001,-6.5652655E-001,-1.1243562E+000,-1.1786689E+000,-1.1428315E+000,-7.7077401E-001,-7.1840016E-001,-1.2262801E+000,-6.7217372E-001,-7.1400217E-001,-1.6431752E+000,-6.7237099E-001,-7.2417240E-001,-1.8300813E+000,-6.7233608E-001,-7.2974635E-001,-1.7357363E+000
 9.7000641E+002, 5.3506970E+002, 0.0000000E+000,-3.9703355E+002,-1.7524327E+001,-1.6999185E+002,-1.2573155E-001, 1.9409685E-003, 0.0000000E+000,-5.0788354E+001,-4.9603821E+001,-8.7113541E-005, 1.1758084E-002,-1.4039327E-006,-1.8317838E+000,-1.0631120E+000,-1.4993772E+000,-8.3789044E-001,-6.5576115E-001,-1.1241534E+000,-1.1738357E+000,-1.1465811E+000,-7.6794587E-001,-7.1793380E-001,-1.1990021E+000,-6.7216534E-001,-7.1377551E-001,-1.5271189E+000,-6.7237893E-001,-7.2389268E-001,-1.7489362E+000,-6.7234604E-001,-7.2957955E-001,-1.7698309E+000
 9.8000342E+002, 5.2431452E+002, 0.0000000E+000,-3.9075605E+002,-1.7513388E+001,-1.6651961E+002,-1.2343078E-001,-4.0215300E-003, 0.0000000E+000,-5.1552533E+001,-5.0601982E+001,-1.9539184E-004, 1.1519246E-002,-4.0458983E-006,-1.7760628E+000,-1.0754551E+000,-1.4795323E+000,-8.3569784E-001,-6.5501056E-001,-1.1332210E+000,-1.1813332E+000,-1.1466961E+000,-7.7068966E-001,-7.1686769E-001,-1.2256703E+000,-6.7218689E-001,-7.1375223E-001,-1.6420173E+000,-6.7233663E-001,-7.2401294E-001,-1.8400294E+000,-6.7230113E-001,-7.2977816E-001,-1.8939299E+000
 9.9000647E+002, 5.1340944E+002, 0.0000000E+000,-3.8166541E+002,-1.6836784E+001,-1.6403947E+002,-1.2094088E-001, 5.6058726E-003, 0.0000000E+000,-5.0159789E+001,-4.9247553E+001,-9.5113719E-005, 1.1280353E-002,-1.7812150E-006,-1.8083030E+000,-1.0752091E+000,-1.4939457E+000,-8.3420141E-001,-6.5423952E-001,-1.1296605E+000,-1.1754329E+000,-1.1368411E+000,-7.7201656E-001,-7.1612457E-001,-1.2323899E+000,-6.7215782E-001,-7.1366011E-001,-1.5351690E+000,-6.7233894E-001,-7.2364020E-001,-1.7288568E+000,-6.7230397E-001,-7.2942975E-001,-1.7091881E+000
 1.0000088E+003, 5.0253832E+002, 0.0000000E+000,-3.7315149E+002,-1.7167967E+001,-1.6235373E+002,-1.1865829E-001,-1.8389897E-003, 0.0000000E+000,-5.1418163E+001,-5.0255377E+001,-1.2024729E-004, 1.1041397E-002, 6.5713680E-007,-1.7557319E+000,-1.0745323E+000,-1.4822521E+000,-8.3458359E-001,-6.5338288E-001,-1.1256585E+000,-1.1739222E+000,-1.1456656E+000,-7.6934901E-001,-7.1526642E-001,-1.2180483E+000,-6.7214813E-001,-7.1337013E-001,-1.6142064E+000,-6.7227887E-001,-7.2372246E-001,-1.7707916E+000,-6.7227401E-001,-7.2927874E-001,-1.8386088E+000
 1.0100095E+003, 4.9147440E+002, 0.0000000E+000,-3.6342738E+002,-1.6763382E+001,-1.6017227E+002,-1.1672640E-001,-3.3005534E-003, 0.0000000E+000,-4.9969497E+001,-4.9008665E+001,-9.9397658E-005, 1.0802433E-002, 5.5827712E-007,-1.8669242E+000,-1.0763882E+000,-1.4715405E+000,-8.3436380E-001,-6.5242437E-001,-1.1384807E+000,-1.1668158E+000,-1.1424793E+000,-7.6892772E-001,-7.1428878E-001,-1.2019750E+000,-6.7212937E-001,-7.1301823E-001,-1.6194129E+000,-6.7224572E-001,-7.2325506E-001,-1.8134289E+000,-6.7225399E-001,-7.2931352E-001,-1.7486475E+000
 1.0200049E+003, 4.8088660E+002, 0.0000000E+000,-3.5471712E+002,-1.5836117E+001,-1.5725507E+002,-1.1474414E-001, 6.8379297E-003, 0.0000000E+000,-4.8023662E+001,-4.7029615E+001,-1.3313438E-004, 1.0563551E-002,-5.8261598E-007,-1.7481039E+000,-1.0730892E+000,-1.4948979E+000,-8.3743959E-001,-6.5142637E-001,-1.1328213E+000,-1.1637941E+000,-1.1651053E+000,-7.6496618E-001,-7.1293973E-001,-1.2092563E+000,-6.7212471E-001,-7.1315029E-001,-1.5430947E+000,-6.7225801E-001,-7.2328971E-001,-1.7921372E+000,-6.7227553E-001,-7.2917911E-001,-1.7239674E+000
 1.0300066E+003, 4.6991907E+002, 0.0000000E+000,-3.4611025E+002,-1.6520607E+001,-1.5480710E+002,-1.1270763E-001, 3.5676308E-003, 0.0000000E+000,-4.8535050E+001,-4.7628030E+001,-9.6698571E-005, 1.0324709E-002,-1.0471635E-006,-1.6459750E+000,-1.0632388E+000,-1.4726023E+000,-8.3486299E-001,-6.5034115E-001,-1.1223088E+000,-1.1653852E+000,-1.1006935E+000,-7.6692260E-001,-7.1157158E-001,-1.2449621E+000,-6.7210312E-001,-7.1273099E-001,-1.5587551E+000,-6.7220846E-001,-7.2325309E-001,-1.7782443E+000,-6.7223299E-001,-7.2899512E-001,-1.7403067E+000
 1.0400077E+003, 4.5901179E+002, 0.0000000E+000,-3.3801067E+002,-1.6065507E+001,-1.5263796E+002,-1.1017198E-001,-6.0944474E-003, 0.0000000E+000,-4.8637989E+001,-4.7818617E+001,-1.4281336E-004, 1.0085762E-002, 2.7607687E-006,-1.8087853E+000,-1.0686277E+000,-1.4756089E+000,-8.3644110E-001,-6.4926329E-001,-1.1359660E+000,-1.1659630E+000,-1.1477028E+000,-7.6544838E-001,-7.1033716E-001,-1.2078807E+000,-6.7209571E-001,-7.1263263E-001,-1.5467863E+000,-6.7219278E-001,-7.2339165E-001,-1.7447908E+000,-6.7221587E-001,-7.2907353E-001,-1.7892483E+000
 1.0500013E+003, 4.4815803E+002, 0.0000000E+000,-3.2709467E+002,-1.6365951E+001,-1.5111933E+002,-1.0771568E-001, 4.2185760E-004, 0.0000000E+000,-4.7724219E+001,-4.6529205E+001,-1.0116560E-004, 9.8469341E-003,-3.2720964E-006,-1.7453482E+000,-1.0645903E+000,-1.4556082E+000,-8.3017137E-001,-6.4808277E-001,-1.1315715E+000,-1.1722760E+000,-1.1007379E+000,-7.6669086E-001,-7.0909652E-001,-1.2192140E+000,-6.7210698E-001,-7.1277587E-001,-1.5766667E+000,-6.7217384E-001,-7.2304920E-001,-1.6703466E+000,-6.7219821E-001,-7.2900516E-001,-1.9467078E+000
 1.0600093E+003, 4.3721635E+002, 0.0000000E+000,-3.1970164E+002,-1.6866950E+001,-1.4849142E+002,-1.0506609E-001, 6.0653955E-003, 0.0000000E+000,-4.8938964E+001,-4.7942663E+001,-5.0921075E-005, 9.6080361E-003, 2.5918159E-006,-1.6974672E+000,-1.0606616E+000,-1.4409494E+000,-8.2834170E-001,-6.4672776E-001,-1.1325583E+000,-1.1643492E+000,-1.1087263E+000,-7.6605326E-001,-7.0787509E-001,-1.2225625E+000,-6.7211193E-001,-7.1258521E-001,-1.5541902E+000,-6.7217798E-001,-7.2290060E-001,-1.7065633E+000,-6.7218548E-001,-7.2873209E-001,-1.7057233E+000
 1.0700046E+003, 4.2646795E+002, 0.0000000E+000,-3.1110161E+002,-1.5779476E+001,-1.4578022E+002,-1.0322371E-001,-3.2357799E-003, 0.0000000E+000,-4.6950222E+001,-4.6299820E+001,-1.1434635E-004, 9.3690622E-003, 4.6515928E-006,-1.7154527E+000,-1.0654343E+000,-1.4537583E+000,-8.2891248E-001,-6.4545153E-001,-1.1271248E+000,-1.1738194E+000,-1.1082856E+000,-7.6804301E-001,-7.0584275E-001,-1.1865315E+000,-6.7207813E-001,-7.1254775E-001,-1.5575454E+000,-6.7212742E-001,-7.2284720E-001,-1.8151660E+000,-6.7211644E-001,-7.2864664E-001,-1.7707038E+000
 1.0800015E+003, 4.1557805E+002, 0.0000000E+000,-3.0376393E+002,-1.6064423E+001,-1.4432797E+002,-1.0070415E-001, 2.5830004E-003, 0.0000000E+000,-4.9611538E+001,-4.8676395E+001,-1.1356020E-004, 9.1302410E-003,-3.8191420E-008,-1.7485465E+000,-1.0546701E+000,-1.4709230E+000,-8.3174581E-001,-6.4398175E-001,-1.1308940E+000,-1.1559725E+000,-1.1087346E+000,-7.6336728E-001,-7.0456480E-001,-1.1749485E+000,-6.7206121E-001,-7.1254590E-001,-1.5027363E+000,-6.7215104E-001,-7.2251768E-001,-1.6995006E+000,-6.7216435E-001,-7.2836252E-001,-1.7385382E+000
 1.0900057E+003, 4.0469311E+002, 0.0000000E+000,-2.9452070E+002,-1.6525435E+001,-1.4195370E+002,-9.8456228E-002, 6.0448807E-003, 0.0000000E+000,-4.9314202E+001,-4.8399135E+001,-9.8030336E-005, 8.8913389E-003, 5.5511755E-006,-1.6227557E+000,-1.0526792E+000,-1.4726218E+000,-8.3145202E-001,-6.4253161E-001,-1.1233312E+000,-1.1636487E+000,-1.1103853E+000,-7.6235272E-001,-7.0285646E-001,-1.1970991E+000,-6.7205000E-001,-7.1243890E-001,-1.4529888E+000,-6.7214371E-001,-7.2243649E-001,-1.6885951E+000,-6.7214102E-001,-7.2803819E-001,-1.7287056E+000
 1.1000040E+003, 3.9380698E+002, 0.0000000E+000,-2.8467141E+002,-1.6700291E+001,-1.3912492E+002,-9.5937434E-002,-2.7026887E-003, 0.0000000E+000,-4.7532125E+001,-4.6788280E+001,-1.0272317E-004, 8.6524549E-003, 1.4577269E-006,-1.7141060E+000,-1.0509293E+000,-1.4559905E+000,-8.3317298E-001,-6.4089723E-001,-1.1227344E+000,-1.1596378E+000,-1.1008989E+000,-7.6201500E-001,-7.0094756E-001,-1.2064613E+000,-6.7202592E-001,-7.1193354E-001,-1.4912546E+000,-6.7212770E-001,-7.2223467E-001,-1.6888674E+000,-6.7213413E-001,-7.2811751E-001,-1.6348541E+000
 1.1100073E+003, 3.8288444E+002, 0.0000000E+000,-2.7604248E+002,-1.5880253E+001,-1.3750442E+002,-9.3287156E-002, 2.3773134E-003, 0.0000000E+000,-4.7420293E+001,-4.6633619E+001,-1.4615108E-004, 8.4135200E-003, 3.2763158E-006,-1.6798869E+000,-1.0524663E+000,-1.4447957E+000,-8.3327168E-001,-6.3930462E-001,-1.1087823E+000,-1.1494578E+000,-1.0745533E+000,-7.6342320E-001,-6.9913318E-001,-1.1499564E+000,-6.7200623E-001,-7.1136302E-001,-1.5610845E+000,-6.7207973E-001,-7.2222849E-001,-1.6588478E+000,-6.7212066E-001,-7.2776694E-001,-1.6050473E+000
 1.1200056E+003, 3.7208709E+002, 0.0000000E+000,-2.6849782E+002,-1.4649290E+001,-1.3616668E+002,-9.0845504E-002,-2.2971046E-003, 0.0000000E+000,-4.8246855E+001,-4.7319841E+001,-1.3622106E-004, 8.1746354E-003,-1.3098503E-006,-1.6593214E+000,-1.0507372E+000,-1.4399490E+000,-8.3394506E-001,-6.3753154E-001,-1.1132021E+000,-1.1582675E+000,-1.0817049E+000,-7.6222424E-001,-6.9659228E-001,-1.1515902E+000,-6.7201753E-001,-7.1117465E-001,-1.5424867E+000,-6.7207911E-001,-7.2208051E-001,-1.7498441E+000,-6.7210334E-001,-7.2784175E-001,-1.7081320E+000
 1.1300103E+003, 3.6121727E+002, 0.0000000E+000,-2.6123911E+002,-1.6088390E+001,-1.3267907E+002,-8.8572221E-002, 2.6048504E-003, 0.0000000E+000,-4.9723113E+001,-4.8875273E+001,-1.7727412E-004, 7.9356323E-003,-7.7059276E-006,-1.7206463E+000,-1.0483105E+000,-1.4504330E+000,-8.3760381E-001,-6.3556704E-001,-1.1098125E+000,-1.1491836E+000,-1.0638071E+000,-7.5996675E-001,-6.9453069E-001,-1.1568151E+000,-6.7200254E-001,-7.1122642E-001,-1.4457831E+000,-6.7206761E-001,-7.2177096E-001,-1.6688225E+000,-6.7211777E-001,-7.2777983E-001,-1.6004520E+000
 1.1400020E+003, 3.5034087E+002, 0.0000000E+000,-2.5271448E+002,-1.5990918E+001,-1.3083254E+002,-8.6538097E-002, 1.2190436E-003, 0.0000000E+000,-5.0017642E+001,-4.9282392E+001,-2.2095755E-005, 7.6967928E-003, 1.7357489E-005,-1.6744338E+000,-1.0446451E+000,-1.4318233E+000,-8.3241797E-001,-6.3358988E-001,-1.1099701E+000,-1.1488482E+000,-1.0732114E+000,-7.5964441E-001,-6.9177773E-001,-1.1673327E+000,-6.7195890E-001,-7.1058962E-001,-1.4185591E+000,-6.7201709E-001,-7.2135927E-001,-1.6119713E+000,-6.7206364E-001,-7.2731994E-001,-1.7024882E+000
 1.1500084E+003, 3.3950727E+002, 0.0000000E+000,-2.4352982E+002,-1.4323561E+001,-1.2874501E+002,-8.3882204E-002,-2.1688520E-003, 0.0000000E+000,-4.8016288E+001,-4.7177169E+001,-1.9968009E-004, 7.4579110E-003,-6.1562002E-006,-1.6597636E+000,-1.0487559E+000,-1.4315238E+000,-8.3204532E-001,-6.3155882E-001,-1.1151909E+000,-1.1515633E+000,-1.0588423E+000,-7.6119049E-001,-6.8847210E-001,-1.1387772E+000,-6.7196890E-001,-7.1116670E-001,-1.4748524E+000,-6.7203099E-001,-7.2121021E-001,-1.7001433E+000,-6.7204013E-001,-7.2715080E-001,-1.7464120E+000
 1.1600005E+003, 3.2859087E+002, 0.0000000E+000,-2.3658078E+002,-1.5865363E+001,-1.2554564E+002,-8.1819959E-002, 2.2230974E-003, 0.0000000E+000,-5.0038721E+001,-4.9480517E+001,-1.2465577E-004, 7.2190448E-003,-7.3053562E-007,-1.7135191E+000,-1.0479202E+000,-1.4325337E+000,-8.3773117E-001,-6.2934677E-001,-1.1081263E+000,-1.1475958E+000,-1.0668480E+000,-7.6068634E-001,-6.8526854E-001,-1.1393572E+000,-6.7192836E-001,-7.1066487E-001,-1.3771879E+000,-6.7199189E-001,-7.2122392E-001,-1.5985156E+000,-6.7203384E-001,-7.2725731E-001,-1.6886288E+000
 1.1700000E+003, 3.1771546E+002, 0.0000000E+000,-2.2884143E+002,-1.5450049E+001,-1.2434532E+002,-7.8869912E-002, 3.8615341E-003, 0.0000000E+000,-5.1765117E+001,-5.0996341E+001,-1.2934885E-004, 6.9802673E-003, 1.9675690E-006,-1.6351439E+000,-1.0460812E+000,-1.4050144E+000,-8.2972128E-001,-6.2711136E-001,-1.1015384E+000,-1.1416463E+000,-1.0562976E+000,-7.6127792E-001,-6.8263259E-001,-1.1142521E+000,-6.7191758E-001,-7.1078745E-001,-1.4504224E+000,-6.7198737E-001,-7.2105181E-001,-1.5457659E+000,-6.7203025E-001,-7.2687434E-001,-1.6698515E+000
 1.1800048E+003, 3.0689136E+002, 0.0000000E+000,-2.2040654E+002,-1.5750946E+001,-1.2183580E+002,-7.6759616E-002,-1.3227686E-003, 0.0000000E+000,-5.1971587E+001,-5.1180005E+001,-1.2314806E-004, 6.7412862E-003, 5.0536110E-006,-1.6183242E+000,-1.0397681E+000,-1.4568413E+000,-8.3200869E-001,-6.2464486E-001,-1.1027328E+000,-1.1417152E+000,-1.0545698E+000,-7.6051902E-001,-6.7879015E-001,-1.1198444E+000,-6.7191346E-001,-7.1054811E-001,-1.4526968E+000,-6.7196285E-001,-7.2103222E-001,-1.6564798E+000,-6.7201373E-001,-7.2668367E-001,-1.6685325E+000
