s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa,Pa
 1.5900087E+003, 1.7326027E+003, 0.0000000E+000,-1.4908591E+003,-2.1023467E+001,-2.9381539E+002,-1.3792624E-001,-7.1543363E-003, 0.0000000E+000,-7.3607914E+001,-7.3240352E+001,-8.6657389E-006, 3.7164372E-002, 6.9286712E-005,-2.1108265E+000,-8.8078908E-001,-1.5073794E+000,-6.7287797E-001,-5.9891594E-001,-9.2105479E-001,-7.7724931E-001,-1.0092037E+000,-6.3883023E-001,-6.4450738E-001,-1.3565017E+000,-6.4931952E-001,-6.7187822E-001,-2.1071475E+000,-6.4949118E-001,-6.8054579E-001,-2.1843779E+000,-6.4962041E-001,-6.8474158E-001,-2.1073137E+000
 1.6000048E+003, 1.6881794E+003, 0.0000000E+000,-1.4256962E+003,-2.6947083E+001,-2.7716233E+002,-1.4276686E-001, 5.5310703E-003, 0.0000000E+000,-4.4664123E+001,-4.1763482E+001,-1.7029424E-004, 3.5720217E-002, 1.6454829E-005,-2.1262386E+000,-8.6999056E-001,-1.5023528E+000,-6.7025035E-001,-5.9588695E-001,-9.1172750E-001,-7.6814846E-001,-9.9592157E-001,-6.3468849E-001,-6.4099763E-001,-1.5605268E+000,-6.4938110E-001,-6.7228939E-001,-1.7614879E+000,-6.4958300E-001,-6.8079362E-001,-2.0096452E+000,-6.4970884E-001,-6.8484437E-001,-2.0734646E+000
 1.6100062E+003, 1.6689420E+003, 0.0000000E+000,-1.4094403E+003,-2.0153894E+001,-2.7730022E+002,-1.3626133E-001, 4.3665490E-003, 0.0000000E+000,-3.8572776E+001,-3.8084290E+001,-7.3734263E-005, 3.4269990E-002, 3.4592992E-005,-2.0619615E+000,-8.7493100E-001,-1.4994445E+000,-6.6835175E-001,-5.9289939E-001,-9.2129057E-001,-7.6963131E-001,-1.0051258E+000,-6.3654747E-001,-6.3703300E-001,-1.5028156E+000,-6.4938136E-001,-6.7198469E-001,-1.6570379E+000,-6.4954889E-001,-6.8071827E-001,-1.9218750E+000,-6.4967802E-001,-6.8485020E-001,-2.2139461E+000
 1.6200021E+003, 1.6410767E+003, 0.0000000E+000,-1.3865356E+003,-1.6581484E+001,-2.7288868E+002,-1.3360925E-001,-6.5906141E-003, 0.0000000E+000,-3.5896373E+001,-3.5069280E+001,-1.6863406E-004, 3.2825124E-002, 3.8140048E-005,-2.0571147E+000,-8.7282897E-001,-1.4636765E+000,-6.6703330E-001,-5.8985929E-001,-9.1890202E-001,-7.7578485E-001,-9.8332533E-001,-6.4104212E-001,-6.3085743E-001,-1.4178026E+000,-6.4935311E-001,-6.7184333E-001,-2.1881020E+000,-6.4946500E-001,-6.8039102E-001,-2.1671521E+000,-6.4960405E-001,-6.8463722E-001,-1.9564343E+000
 1.6300081E+003, 1.4807313E+003, 0.0000000E+000,-1.2889304E+003,-2.7119258E+001,-2.6284850E+002,-1.2652177E-001,-3.9555724E-004, 0.0000000E+000,-1.0014079E+002,-9.8293710E+001,-1.1213821E-004, 3.1376812E-002, 4.2963892E-005,-2.0177164E+000,-8.5985973E-001,-1.4749457E+000,-6.6569594E-001,-5.8642192E-001,-8.9357837E-001,-7.5784784E-001,-9.9451424E-001,-6.3761473E-001,-6.2707059E-001,-1.5258442E+000,-6.4935802E-001,-6.7181997E-001,-2.0390786E+000,-6.4938667E-001,-6.7993417E-001,-2.1995528E+000,-6.4958895E-001,-6.8422713E-001,-2.0872366E+000
 1.6400038E+003, 1.4824765E+003, 0.0000000E+000,-1.2489110E+003,-1.7568010E+001,-2.5839308E+002,-1.2575590E-001,-8.7525070E-003, 0.0000000E+000,-4.3173455E+001,-4.2530113E+001,-8.3491093E-005, 2.9929646E-002, 1.3826020E-005,-2.1541090E+000,-8.6212647E-001,-1.4954373E+000,-6.6553026E-001,-5.8292268E-001,-9.0317231E-001,-7.6864839E-001,-9.9027267E-001,-6.3900545E-001,-6.2105046E-001,-1.5106905E+000,-6.4933015E-001,-6.7143906E-001,-2.0082510E+000,-6.4935244E-001,-6.8004039E-001,-2.2830192E+000,-6.4954689E-001,-6.8432120E-001,-2.2341559E+000
 1.6500093E+003, 1.3960069E+003, 0.0000000E+000,-1.1716562E+003,-2.0388785E+001,-2.5713026E+002,-1.2824554E-001, 1.1276619E-002, 0.0000000E+000,-5.5227744E+001,-5.3285356E+001,-1.3310556E-004, 2.9066539E-002, 1.8944098E-005,-2.0857161E+000,-8.4699593E-001,-1.4709986E+000,-6.5566125E-001,-5.7911002E-001,-8.9020132E-001,-7.5833821E-001,-9.8990391E-001,-6.3358141E-001,-6.1625196E-001,-1.4710417E+000,-6.4931791E-001,-6.7145956E-001,-1.9644255E+000,-6.4939297E-001,-6.8017453E-001,-2.1159281E+000,-6.4961465E-001,-6.8412101E-001,-2.0315492E+000
 1.6600083E+003, 1.3502661E+003, 0.0000000E+000,-1.1369578E+003,-1.9460530E+001,-2.5624173E+002,-1.3595515E-001, 1.2285804E-002, 0.0000000E+000,-6.3549313E+001,-6.2517650E+001,-1.1688220E-004, 2.8782053E-002, 1.5110055E-005,-1.9014430E+000,-8.5109149E-001,-1.4861498E+000,-6.5852436E-001,-5.7527922E-001,-8.9059035E-001,-7.5744874E-001,-1.0076946E+000,-6.3474305E-001,-6.0921814E-001,-1.4463102E+000,-6.4928367E-001,-6.7097717E-001,-1.8704460E+000,-6.4937196E-001,-6.7967662E-001,-1.9659914E+000,-6.4959133E-001,-6.8399729E-001,-1.9998908E+000
 1.6700059E+003, 1.3304177E+003, 0.0000000E+000,-1.1081238E+003,-2.1952193E+001,-2.5021056E+002,-1.3545389E-001,-4.9412734E-003, 0.0000000E+000,-5.1864570E+001,-5.0009187E+001,-4.4962665E-006, 2.8499358E-002, 4.9737698E-005,-2.0827402E+000,-8.4676042E-001,-1.4749738E+000,-6.5287562E-001,-5.7104979E-001,-8.9841498E-001,-7.6118892E-001,-9.9265887E-001,-6.3305769E-001,-6.0435181E-001,-1.4130651E+000,-6.4933465E-001,-6.7117668E-001,-1.7123325E+000,-6.4942288E-001,-6.7950089E-001,-1.9687684E+000,-6.4957910E-001,-6.8375203E-001,-2.0349569E+000
 1.6800084E+003, 1.3456552E+003, 0.0000000E+000,-1.1075065E+003,-2.2163330E+001,-2.4839472E+002,-1.3672013E-001, 8.6007171E-003, 0.0000000E+000,-3.4065093E+001,-3.2537474E+001,-1.2365671E-004, 2.8215396E-002, 5.6916677E-005,-1.9708591E+000,-8.4118044E-001,-1.4897165E+000,-6.4654684E-001,-5.6661951E-001,-8.7380070E-001,-7.3644379E-001,-9.9362159E-001,-6.3152451E-001,-5.9845870E-001,-1.4304310E+000,-6.4930335E-001,-6.7076606E-001,-1.5876996E+000,-6.4946268E-001,-6.7940594E-001,-1.9027179E+000,-6.4967717E-001,-6.8394305E-001,-2.0094411E+000
 1.6900062E+003, 1.3438232E+003, 0.0000000E+000,-1.1046355E+003,-2.2651898E+001,-2.4530900E+002,-1.3875239E-001,-6.6395781E-003, 0.0000000E+000,-3.0420046E+001,-2.8918635E+001,-7.8592020E-005, 2.7932565E-002, 9.4207253E-005,-2.0062981E+000,-8.3269336E-001,-1.4944209E+000,-6.4184194E-001,-5.6198565E-001,-8.8009619E-001,-7.3250385E-001,-9.5735753E-001,-6.3223595E-001,-5.9295791E-001,-1.3882221E+000,-6.4936089E-001,-6.7106996E-001,-1.7944315E+000,-6.4946873E-001,-6.7952207E-001,-1.9712304E+000,-6.4965783E-001,-6.8380475E-001,-2.0881851E+000
 1.7000096E+003, 1.3173907E+003, 0.0000000E+000,-1.0762533E+003,-1.5727710E+001,-2.4597577E+002,-1.4050952E-001,-2.0058555E-003, 0.0000000E+000,-2.1290489E+001,-2.0708503E+001,-3.7017036E-005, 2.7648860E-002, 5.0987070E-005,-1.9214050E+000,-8.3464158E-001,-1.5353976E+000,-6.4130436E-001,-5.5723100E-001,-8.8265930E-001,-7.4476549E-001,-9.8085478E-001,-6.3083384E-001,-5.8428027E-001,-1.4043142E+000,-6.4931512E-001,-6.7093998E-001,-2.0160070E+000,-6.4937403E-001,-6.7929146E-001,-2.1604376E+000,-6.4957785E-001,-6.8363939E-001,-1.9930291E+000
 1.7100034E+003, 1.2988445E+003, 0.0000000E+000,-1.0536517E+003,-1.8915587E+001,-2.4387970E+002,-1.4288516E-001, 2.9169431E-003, 0.0000000E+000,-1.9873303E+001,-1.7742374E+001,-1.0678512E-004, 2.7365823E-002, 2.6791613E-005,-2.0282034E+000,-8.2887106E-001,-1.5159585E+000,-6.4391454E-001,-5.5201376E-001,-8.8413909E-001,-7.4554821E-001,-9.6814277E-001,-6.3173753E-001,-5.7559119E-001,-1.4363861E+000,-6.4935159E-001,-6.7130890E-001,-1.7384259E+000,-6.4945513E-001,-6.7960215E-001,-1.9765191E+000,-6.4963496E-001,-6.8385185E-001,-1.9960978E+000
 1.7200067E+003, 1.2283647E+003, 0.0000000E+000,-1.0032406E+003,-1.8919100E+001,-2.4133338E+002,-1.4242597E-001,-2.3124958E-003, 0.0000000E+000,-3.6856690E+001,-3.5273091E+001,-1.1831372E-004, 2.7082523E-002,-8.0434531E-006,-1.9377924E+000,-8.3249372E-001,-1.4912737E+000,-6.4292477E-001,-5.4662806E-001,-8.5543637E-001,-7.3400082E-001,-9.8109517E-001,-6.3096935E-001,-5.6694158E-001,-1.4157969E+000,-6.4931435E-001,-6.7087129E-001,-1.9393549E+000,-6.4943366E-001,-6.7959054E-001,-2.1365066E+000,-6.4966529E-001,-6.8391235E-001,-2.0239285E+000
 1.7300022E+003, 1.1669296E+003, 0.0000000E+000,-9.6334976E+002,-2.1528169E+001,-2.4204468E+002,-1.3332366E-001, 8.9723927E-004, 0.0000000E+000,-6.2330881E+001,-6.0125404E+001,-1.6043504E-004, 2.6798914E-002, 2.6928717E-005,-2.0754631E+000,-8.3072154E-001,-1.5045704E+000,-6.4438951E-001,-5.4087215E-001,-8.6704755E-001,-7.3495329E-001,-9.6123568E-001,-6.3157991E-001,-5.5881250E-001,-1.5069246E+000,-6.4937514E-001,-6.7093105E-001,-1.6517425E+000,-6.4946094E-001,-6.7918320E-001,-1.9031960E+000,-6.4962449E-001,-6.8355364E-001,-2.0640903E+000
 1.7400006E+003, 1.2264315E+003, 0.0000000E+000,-9.7810107E+002,-1.8524512E+001,-2.4473667E+002,-1.2929657E-001,-1.9969544E-003, 0.0000000E+000,-1.6626707E+001,-1.5062098E+001,-1.5359354E-004, 2.6516235E-002, 4.6079580E-005,-2.1351428E+000,-8.1868339E-001,-1.5113130E+000,-6.4341936E-001,-5.3502274E-001,-8.2828790E-001,-7.0790666E-001,-9.6487726E-001,-6.2800346E-001,-5.4899963E-001,-1.2879304E+000,-6.4929623E-001,-6.7075667E-001,-1.8176239E+000,-6.4944801E-001,-6.7918864E-001,-2.0509656E+000,-6.4972899E-001,-6.8375645E-001,-1.9900752E+000
 1.7500057E+003, 1.2294823E+003, 0.0000000E+000,-9.8827498E+002,-1.5477919E+001,-2.3790955E+002,-1.3050468E-001, 6.1791201E-003, 0.0000000E+000,-1.3466743E+001,-1.2304522E+001,-1.6934528E-004, 2.6232146E-002, 1.2751722E-005,-2.1192955E+000,-8.1705787E-001,-1.4943831E+000,-6.4703346E-001,-5.2886028E-001,-8.3769728E-001,-7.1317918E-001,-9.3675890E-001,-6.2801041E-001,-5.3732341E-001,-1.4176801E+000,-6.4927996E-001,-6.7044502E-001,-1.5683805E+000,-6.4946374E-001,-6.7913772E-001,-1.8854442E+000,-6.4971456E-001,-6.8358388E-001,-1.9481531E+000
 1.7600024E+003, 1.1614839E+003, 0.0000000E+000,-9.4576741E+002,-2.0235947E+001,-2.3690579E+002,-1.2704273E-001,-8.1063931E-003, 0.0000000E+000,-4.3670310E+001,-4.1560440E+001,-1.4104504E-004, 2.5949380E-002, 3.4144650E-005,-2.0760074E+000,-8.0917490E-001,-1.4512323E+000,-6.4213654E-001,-5.2235549E-001,-8.4506712E-001,-7.0283423E-001,-8.9847036E-001,-6.2518915E-001,-5.2770451E-001,-1.3866574E+000,-6.4929960E-001,-6.7035164E-001,-1.8460850E+000,-6.4944767E-001,-6.7887064E-001,-2.1758928E+000,-6.4970485E-001,-6.8344118E-001,-2.0225291E+000
 1.7700007E+003, 1.2098366E+003, 0.0000000E+000,-9.6472523E+002,-1.8777152E+001,-2.3338910E+002,-1.2593271E-001,-1.8346023E-003, 0.0000000E+000,-9.1072507E+000,-7.1826418E+000,-1.9976376E-004, 2.5665631E-002, 1.5607474E-005,-2.1419162E+000,-8.0509421E-001,-1.4929929E+000,-6.3482795E-001,-5.1544418E-001,-8.5048248E-001,-7.0323454E-001,-9.4461628E-001,-6.1963214E-001,-5.1650184E-001,-1.4680862E+000,-6.4931311E-001,-6.7067880E-001,-1.8731722E+000,-6.4945295E-001,-6.7904205E-001,-2.0202532E+000,-6.4970251E-001,-6.8331668E-001,-2.0181243E+000
 1.7800066E+003, 1.1271081E+003, 0.0000000E+000,-9.2409726E+002,-1.7681269E+001,-2.2743119E+002,-1.2824110E-001,-1.8218438E-004, 0.0000000E+000,-4.3350289E+001,-4.2230040E+001,-2.3675609E-004, 2.5382510E-002,-1.2192023E-005,-2.1274307E+000,-8.1045448E-001,-1.4956348E+000,-6.3803870E-001,-5.0847918E-001,-8.3601080E-001,-6.8393525E-001,-9.9561512E-001,-6.2201695E-001,-5.0356542E-001,-1.3763299E+000,-6.4926605E-001,-6.7049560E-001,-1.9017600E+000,-6.4949564E-001,-6.7914767E-001,-2.1110217E+000,-6.4975611E-001,-6.8348861E-001,-2.0348679E+000
 1.7900078E+003, 1.1502421E+003, 0.0000000E+000,-9.2467768E+002,-2.2894493E+001,-2.2637891E+002,-1.1249329E-001, 1.3909183E-002, 0.0000000E+000,-2.6079498E+001,-2.3807562E+001,-1.4175199E-004, 2.5099146E-002, 2.7423846E-005,-2.0392312E+000,-8.0715550E-001,-1.4949134E+000,-6.2001771E-001,-5.0088269E-001,-8.4505159E-001,-6.8535681E-001,-9.6575118E-001,-6.1976609E-001,-4.9238846E-001,-1.3507217E+000,-6.4934387E-001,-6.7003957E-001,-1.6470736E+000,-6.4958499E-001,-6.7883638E-001,-1.9550327E+000,-6.4977777E-001,-6.8333413E-001,-1.8881366E+000
 1.8000002E+003, 1.1476866E+003, 0.0000000E+000,-9.0430713E+002,-1.6163005E+001,-2.2440226E+002,-1.0731726E-001,-1.6426990E-002, 0.0000000E+000, 2.2218401E+000, 2.6904662E+000,-5.8782550E-005, 2.4815712E-002, 6.5501141E-005,-2.0688391E+000,-8.1504591E-001,-1.5086902E+000,-6.2993686E-001,-4.9317320E-001,-8.3810344E-001,-6.7711896E-001,-9.8012197E-001,-6.2248550E-001,-4.7722724E-001,-1.4125535E+000,-6.4930670E-001,-6.7019594E-001,-2.1202084E+000,-6.4951278E-001,-6.7933759E-001,-2.2019919E+000,-6.4974958E-001,-6.8354821E-001,-1.9943715E+000
 1.8100027E+003, 1.1391930E+003, 0.0000000E+000,-9.1098616E+002,-2.4065715E+001,-2.2657176E+002,-1.0399581E-001, 2.0021329E-002, 0.0000000E+000,-2.5157197E+001,-2.2514623E+001,-8.4551338E-005, 2.4532899E-002, 7.3835534E-005,-2.0324201E+000,-7.9878464E-001,-1.5085263E+000,-6.2279141E-001,-4.8485884E-001,-8.3859273E-001,-6.4971701E-001,-9.7208678E-001,-6.1556891E-001,-4.6503757E-001,-1.4361826E+000,-6.4934823E-001,-6.7008348E-001,-1.5378515E+000,-6.4965235E-001,-6.7881546E-001,-1.8151905E+000,-6.4986141E-001,-6.8325112E-001,-1.8820914E+000
 1.8200016E+003, 1.1750493E+003, 0.0000000E+000,-9.5114572E+002,-1.3070009E+001,-2.2944061E+002,-1.1594887E-001,-1.2597519E-002, 0.0000000E+000,-1.8643941E+001,-1.8735540E+001,-1.6113014E-004, 2.4248775E-002,-3.3499363E-005,-1.9476408E+000,-8.0166669E-001,-1.5097521E+000,-6.2577282E-001,-4.7664867E-001,-8.2886315E-001,-6.3953062E-001,-9.8399966E-001,-6.1693354E-001,-4.4895929E-001,-1.3817276E+000,-6.4925398E-001,-6.6943178E-001,-2.0490143E+000,-6.4951476E-001,-6.7860579E-001,-2.1599696E+000,-6.4979752E-001,-6.8327042E-001,-2.0287327E+000
 1.8300026E+003, 1.1083239E+003, 0.0000000E+000,-8.7757689E+002,-1.8811267E+001,-2.2405394E+002,-1.1063476E-001, 8.1711535E-003, 0.0000000E+000,-1.3562354E+001,-1.2220695E+001,-6.4420578E-005, 2.3966256E-002, 8.9160890E-005,-1.9642224E+000,-7.9594940E-001,-1.5002800E+000,-6.2819944E-001,-4.6773290E-001,-8.2921419E-001,-6.3867024E-001,-9.7356122E-001,-6.1298446E-001,-4.3188575E-001,-1.3765480E+000,-6.4923286E-001,-6.6949416E-001,-1.7425454E+000,-6.4958065E-001,-6.7860636E-001,-2.0031026E+000,-6.4986335E-001,-6.8319019E-001,-1.9697098E+000
 1.8400024E+003, 1.0544455E+003, 0.0000000E+000,-8.5128822E+002,-2.0654674E+001,-2.2278994E+002,-1.0862441E-001, 2.5657862E-003, 0.0000000E+000,-4.1451772E+001,-4.0393381E+001, 7.5770428E-005, 2.3682368E-002, 1.1929737E-004,-1.8833740E+000,-7.8953692E-001,-1.5061027E+000,-6.2944939E-001,-4.5851765E-001,-8.0103491E-001,-6.2687891E-001,-9.8792297E-001,-6.0184186E-001,-4.1599170E-001,-1.2289463E+000,-6.4916528E-001,-6.6887467E-001,-1.8966126E+000,-6.4952726E-001,-6.7850646E-001,-2.0099801E+000,-6.4989396E-001,-6.8305150E-001,-2.0294652E+000
 1.8500077E+003, 1.1320291E+003, 0.0000000E+000,-8.9090236E+002,-2.0420992E+001,-2.2094007E+002,-1.1190692E-001,-3.8625994E-003, 0.0000000E+000,-1.8050448E+000,-3.5010665E-001,-8.5551242E-005, 2.3399313E-002, 3.9892163E-005,-1.9966804E+000,-7.8977817E-001,-1.5166371E+000,-6.2937927E-001,-4.4877789E-001,-8.0961880E-001,-6.1670574E-001,-9.8966559E-001,-5.9890985E-001,-3.9789459E-001,-1.3667262E+000,-6.4920335E-001,-6.6871602E-001,-1.7250448E+000,-6.4956302E-001,-6.7860773E-001,-2.0574462E+000,-6.4991650E-001,-6.8321032E-001,-1.9906190E+000
 1.8600055E+003, 1.0329788E+003, 0.0000000E+000,-8.4916642E+002,-1.7749691E+001,-2.1286423E+002,-1.1241735E-001, 1.4302555E-003, 0.0000000E+000,-4.8367939E+001,-4.6912507E+001,-9.0108826E-005, 2.3115752E-002, 3.6428171E-005,-2.0323718E+000,-7.8522869E-001,-1.5211944E+000,-6.2275096E-001,-4.3875573E-001,-7.9258593E-001,-6.0649547E-001,-9.9097368E-001,-6.0151260E-001,-3.7916892E-001,-1.3850696E+000,-6.4918010E-001,-6.6854985E-001,-1.7511799E+000,-6.4954645E-001,-6.7844012E-001,-1.9377989E+000,-6.4991683E-001,-6.8306568E-001,-1.9038349E+000
 1.8700072E+003, 1.1003548E+003, 0.0000000E+000,-8.6429498E+002,-1.5769177E+001,-2.1808549E+002,-1.1231331E-001,-1.4680345E-003, 0.0000000E+000, 7.8276766E-001, 2.0914221E+000,-1.4557596E-004, 2.2832386E-002,-6.3204733E-006,-1.9233695E+000,-7.8229316E-001,-1.5036065E+000,-6.2329305E-001,-4.2830240E-001,-7.8841300E-001,-6.0047846E-001,-1.0149341E+000,-6.0238500E-001,-3.5755501E-001,-1.3676832E+000,-6.4914626E-001,-6.6834501E-001,-1.9470896E+000,-6.4949888E-001,-6.7855365E-001,-2.0314202E+000,-6.4990151E-001,-6.8318658E-001,-1.9894618E+000
 1.8800017E+003, 9.8453151E+002, 0.0000000E+000,-8.2305715E+002,-1.6483416E+001,-2.1221972E+002,-1.1253621E-001,-5.6241910E-004, 0.0000000E+000,-6.8830579E+001,-6.7341879E+001,-1.6939849E-004, 2.2549396E-002, 2.9929254E-006,-1.9851915E+000,-7.8077103E-001,-1.4843340E+000,-6.2245361E-001,-4.1748610E-001,-7.6869538E-001,-5.9878223E-001,-9.8875898E-001,-6.0290766E-001,-3.3512566E-001,-1.3282717E+000,-6.4907643E-001,-6.6812002E-001,-1.9089045E+000,-6.4951906E-001,-6.7819299E-001,-2.0531918E+000,-6.4992330E-001,-6.8295519E-001,-1.9639441E+000
 1.8900016E+003, 1.0635536E+003, 0.0000000E+000,-8.1057874E+002,-1.5945480E+001,-2.1031811E+002,-1.0805605E-001, 8.4190647E-003, 0.0000000E+000, 2.5496877E+001, 2.6611631E+001,-1.0904026E-004, 2.2265720E-002, 4.3642993E-005,-1.9303299E+000,-7.7844471E-001,-1.5586181E+000,-6.1881280E-001,-4.0599473E-001,-7.9490036E-001,-5.9662186E-001,-1.0151513E+000,-6.0020500E-001,-3.1202228E-001,-1.3485496E+000,-6.4910730E-001,-6.6795809E-001,-1.7188385E+000,-6.4954171E-001,-6.7806023E-001,-1.8688175E+000,-6.4990818E-001,-6.8290000E-001,-1.9329734E+000
 1.9000052E+003, 9.9896271E+002, 0.0000000E+000,-8.1709062E+002,-2.0010549E+001,-2.1320614E+002,-1.1171940E-001,-1.0928033E-002, 0.0000000E+000,-5.3653438E+001,-5.1467247E+001,-1.9289410E-004, 2.1982873E-002, 5.5511422E-006,-1.9556932E+000,-7.7693165E-001,-1.5007481E+000,-6.1982380E-001,-3.9408334E-001,-7.9310684E-001,-5.8965434E-001,-9.7334302E-001,-6.0012726E-001,-2.8915934E-001,-1.3731548E+000,-6.4913449E-001,-6.6790875E-001,-2.0318565E+000,-6.4953713E-001,-6.7788010E-001,-2.0337353E+000,-6.4988838E-001,-6.8276756E-001,-2.0270878E+000
 1.9100068E+003, 9.9799233E+002, 0.0000000E+000,-7.9999584E+002,-1.6672594E+001,-2.0951433E+002,-1.1152869E-001, 2.1279503E-002, 0.0000000E+000,-2.9237030E+001,-2.8280686E+001,-2.2355892E-004, 2.1698862E-002, 2.6503449E-005,-1.7997466E+000,-7.7011217E-001,-1.5142078E+000,-6.1410754E-001,-3.8178279E-001,-7.6377714E-001,-5.6743749E-001,-9.9259665E-001,-6.0141833E-001,-2.6277897E-001,-1.3245478E+000,-6.4908704E-001,-6.6717288E-001,-1.5335045E+000,-6.4959081E-001,-6.7760472E-001,-1.7704611E+000,-6.4996828E-001,-6.8269067E-001,-1.9928783E+000
 1.9200018E+003, 9.8648866E+002, 0.0000000E+000,-7.9332057E+002,-1.6568387E+001,-2.0806502E+002,-1.0887596E-001,-2.4545272E-002, 0.0000000E+000,-3.2643406E+001,-3.1598729E+001,-8.8005794E-005, 2.1416067E-002, 4.4986793E-005,-2.0688910E+000,-7.7562697E-001,-1.4733519E+000,-6.1723345E-001,-3.6883814E-001,-7.9369978E-001,-5.7832394E-001,-9.4818481E-001,-6.0212530E-001,-2.3579574E-001,-1.3263367E+000,-6.4912021E-001,-6.6755053E-001,-1.9578563E+000,-6.4943168E-001,-6.7746297E-001,-2.1254677E+000,-6.4979298E-001,-6.8218246E-001,-2.0101418E+000
 1.9300010E+003, 1.0070310E+003, 0.0000000E+000,-7.9463124E+002,-1.8169211E+001,-2.0645572E+002,-1.1002228E-001, 1.1375307E-002, 0.0000000E+000,-1.3434692E+001,-1.2323785E+001,-1.4816128E-004, 2.1132561E-002, 3.1310709E-005,-2.0255542E+000,-7.8254831E-001,-1.5349768E+000,-6.2051288E-001,-3.5541356E-001,-8.0088328E-001,-5.7824905E-001,-9.8289474E-001,-6.0007977E-001,-2.0794095E-001,-1.4105504E+000,-6.4914414E-001,-6.6715703E-001,-1.6215583E+000,-6.4950884E-001,-6.7759877E-001,-1.8487094E+000,-6.4983191E-001,-6.8240151E-001,-1.9461906E+000
 1.9400087E+003, 1.0141451E+003, 0.0000000E+000,-7.9155466E+002,-1.9177775E+001,-2.0614752E+002,-1.1368339E-001,-1.0959107E-002, 0.0000000E+000,-4.3177330E+000,-2.8595319E+000,-2.4266499E-004, 2.0849225E-002, 1.5816444E-005,-2.0864030E+000,-7.8747278E-001,-1.4747287E+000,-6.2551201E-001,-3.4146971E-001,-7.8088556E-001,-5.6122885E-001,-9.6227756E-001,-6.0516390E-001,-1.7858605E-001,-1.3972744E+000,-6.4915976E-001,-6.6709772E-001,-1.9249079E+000,-6.4950022E-001,-6.7751358E-001,-2.0959345E+000,-6.4984238E-001,-6.8232214E-001,-1.9459527E+000
 1.9500042E+003, 9.5423283E+002, 0.0000000E+000,-7.6745318E+002,-1.5955946E+001,-2.0342876E+002,-1.1838064E-001, 2.0019220E-002, 0.0000000E+000,-3.4226848E+001,-3.2703417E+001,-1.4467297E-004, 2.0565983E-002,-2.9699828E-006,-1.7591575E+000,-7.8581262E-001,-1.4499778E+000,-6.2418472E-001,-3.2706530E-001,-7.9323094E-001,-5.5586011E-001,-9.6766146E-001,-6.0699678E-001,-1.4668987E-001,-1.3573285E+000,-6.4918122E-001,-6.6703993E-001,-1.6904779E+000,-6.4953682E-001,-6.7751936E-001,-1.9338080E+000,-6.4984293E-001,-6.8220617E-001,-1.9641495E+000
 1.9600005E+003, 9.1683053E+002, 0.0000000E+000,-7.3552858E+002,-1.6959231E+001,-1.9911798E+002,-1.1581380E-001,-6.3294210E-003, 0.0000000E+000,-3.6540758E+001,-3.4897397E+001,-1.2635071E-004, 2.0282409E-002, 1.0918726E-006,-1.9266560E+000,-7.8676771E-001,-1.4151136E+000,-6.2438488E-001,-3.1209936E-001,-7.8106003E-001,-5.5692709E-001,-9.5436740E-001,-6.0848478E-001,-1.1324020E-001,-1.3219383E+000,-6.4917185E-001,-6.6714426E-001,-1.7601329E+000,-6.4951202E-001,-6.7728351E-001,-1.9283158E+000,-6.4981891E-001,-6.8211604E-001,-1.9287825E+000
 1.9700063E+003, 9.3588719E+002, 0.0000000E+000,-7.3750175E+002,-1.8477987E+001,-1.9933760E+002,-1.1660616E-001,-4.5690278E-004, 0.0000000E+000,-2.1147537E+001,-1.9547206E+001,-1.1037631E-004, 1.9999693E-002,-2.7105101E-006,-1.9084886E+000,-7.8684249E-001,-1.4375709E+000,-6.1765342E-001,-2.9643698E-001,-7.7222859E-001,-5.4624623E-001,-9.5846496E-001,-6.0916665E-001,-7.7654281E-002,-1.3411616E+000,-6.4917935E-001,-6.6664558E-001,-1.7706984E+000,-6.4950592E-001,-6.7716689E-001,-1.8880323E+000,-6.4981925E-001,-6.8212378E-001,-2.0229251E+000
 1.9800066E+003, 9.3302297E+002, 0.0000000E+000,-7.3655098E+002,-1.4110637E+001,-1.9742429E+002,-1.1781939E-001, 2.4047846E-003, 0.0000000E+000,-1.6589458E+001,-1.5178355E+001,-1.3071105E-004, 1.9715433E-002,-5.6865235E-006,-1.9175876E+000,-7.8181214E-001,-1.4451635E+000,-6.2828831E-001,-2.8027161E-001,-7.6037377E-001,-5.3187416E-001,-9.8423735E-001,-6.0532544E-001,-4.0110633E-002,-1.3708410E+000,-6.4913517E-001,-6.6637904E-001,-1.6928220E+000,-6.4950841E-001,-6.7713758E-001,-1.8491121E+000,-6.4986532E-001,-6.8214100E-001,-1.9565495E+000
