m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
x distance,f000,f050,f100,f150,y distance,s000,s050,s100,s150
 4.500E-01, 1.026E+01, 1.400E+01, 6.342E+00, 1.922E+00, 4.500E-01, 1.780E+01, 2.262E+01, 6.970E+00, 1.608E+00
 5.000E-01, 9.287E+00, 1.245E+01, 5.943E+00, 1.961E+00, 5.000E-01, 1.466E+01, 1.880E+01, 6.245E+00, 1.541E+00
 5.500E-01, 8.433E+00, 1.112E+01, 5.564E+00, 2.000E+00, 5.500E-01, 1.226E+01, 1.579E+01, 5.615E+00, 1.476E+00
 6.000E-01, 7.680E+00, 9.965E+00, 5.207E+00, 2.031E+00, 6.000E-01, 1.036E+01, 1.336E+01, 5.055E+00, 1.412E+00
 6.500E-01, 7.016E+00, 8.970E+00, 4.875E+00, 2.045E+00, 6.500E-01, 8.818E+00, 1.137E+01, 4.551E+00, 1.346E+00
 7.000E-01, 6.427E+00, 8.105E+00, 4.569E+00, 2.038E+00, 7.000E-01, 7.555E+00, 9.726E+00, 4.095E+00, 1.278E+00
 7.500E-01, 5.905E+00, 7.353E+00, 4.289E+00, 2.011E+00, 7.500E-01, 6.504E+00, 8.353E+00, 3.680E+00, 1.207E+00
 8.000E-01, 5.441E+00, 6.697E+00, 4.034E+00, 1.964E+00, 8.000E-01, 5.620E+00, 7.198E+00, 3.302E+00, 1.134E+00
 8.500E-01, 5.027E+00, 6.122E+00, 3.801E+00, 1.903E+00, 8.500E-01, 4.873E+00, 6.222E+00, 2.959E+00, 1.059E+00
 9.000E-01, 4.657E+00, 5.618E+00, 3.588E+00, 1.830E+00, 9.000E-01, 4.235E+00, 5.392E+00, 2.648E+00, 9.830E-01
 9.500E-01, 4.324E+00, 5.174E+00, 3.390E+00, 1.751E+00, 9.500E-01, 3.689E+00, 4.683E+00, 2.367E+00, 9.082E-01
 1.000E+00, 4.025E+00, 4.782E+00, 3.205E+00, 1.669E+00, 1.000E+00, 3.220E+00, 4.075E+00, 2.115E+00, 8.355E-01
 1.050E+00, 3.754E+00, 4.433E+00, 3.030E+00, 1.589E+00, 1.050E+00, 2.814E+00, 3.552E+00, 1.888E+00, 7.658E-01
 1.100E+00, 3.508E+00, 4.123E+00, 2.863E+00, 1.513E+00, 1.100E+00, 2.463E+00, 3.101E+00, 1.685E+00, 7.000E-01
 1.150E+00, 3.284E+00, 3.845E+00, 2.701E+00, 1.442E+00, 1.150E+00, 2.158E+00, 2.710E+00, 1.504E+00, 6.385E-01
 1.200E+00, 3.078E+00, 3.593E+00, 2.545E+00, 1.377E+00, 1.200E+00, 1.893E+00, 2.372E+00, 1.341E+00, 5.814E-01
 1.250E+00, 2.889E+00, 3.365E+00, 2.393E+00, 1.318E+00, 1.250E+00, 1.662E+00, 2.078E+00, 1.197E+00, 5.288E-01
 1.300E+00, 2.713E+00, 3.157E+00, 2.246E+00, 1.265E+00, 1.300E+00, 1.460E+00, 1.823E+00, 1.068E+00, 4.806E-01
 1.350E+00, 2.550E+00, 2.965E+00, 2.104E+00, 1.216E+00, 1.350E+00, 1.284E+00, 1.600E+00, 9.527E-01, 4.365E-01
 1.400E+00, 2.397E+00, 2.788E+00, 1.967E+00, 1.172E+00, 1.400E+00, 1.130E+00, 1.406E+00, 8.502E-01, 3.964E-01
 1.450E+00, 2.254E+00, 2.623E+00, 1.835E+00, 1.129E+00, 1.450E+00, 9.958E-01, 1.237E+00, 7.590E-01, 3.598E-01
 1.500E+00, 2.119E+00, 2.468E+00, 1.710E+00, 1.088E+00, 1.500E+00, 8.779E-01, 1.089E+00, 6.778E-01, 3.266E-01
 1.550E+00, 1.991E+00, 2.323E+00, 1.592E+00, 1.047E+00, 1.550E+00, 7.746E-01, 9.594E-01, 6.054E-01, 2.963E-01
 1.600E+00, 1.870E+00, 2.186E+00, 1.480E+00, 1.006E+00, 1.600E+00, 6.840E-01, 8.459E-01, 5.410E-01, 2.689E-01
 1.650E+00, 1.756E+00, 2.056E+00, 1.376E+00, 9.640E-01, 1.650E+00, 6.044E-01, 7.464E-01, 4.837E-01, 2.439E-01
 1.700E+00, 1.647E+00, 1.933E+00, 1.279E+00, 9.210E-01, 1.700E+00, 5.346E-01, 6.589E-01, 4.327E-01, 2.212E-01
 1.750E+00, 1.543E+00, 1.816E+00, 1.190E+00, 8.769E-01, 1.750E+00, 4.732E-01, 5.819E-01, 3.873E-01, 2.006E-01
 1.800E+00, 1.444E+00, 1.704E+00, 1.107E+00, 8.317E-01, 1.800E+00, 4.193E-01, 5.142E-01, 3.470E-01, 1.820E-01
 1.850E+00, 1.350E+00, 1.597E+00, 1.031E+00, 7.857E-01, 1.850E+00, 3.718E-01, 4.545E-01, 3.111E-01, 1.651E-01
 1.900E+00, 1.260E+00, 1.496E+00, 9.621E-01, 7.392E-01, 1.900E+00, 3.300E-01, 4.019E-01, 2.791E-01, 1.498E-01
 1.950E+00, 1.175E+00, 1.399E+00, 8.988E-01, 6.925E-01, 1.950E+00, 2.932E-01, 3.555E-01, 2.507E-01, 1.360E-01
 2.000E+00, 1.095E+00, 1.307E+00, 8.410E-01, 6.460E-01, 2.000E+00, 2.608E-01, 3.145E-01, 2.254E-01, 1.235E-01
 2.050E+00, 1.018E+00, 1.219E+00, 7.883E-01, 6.002E-01, 2.050E+00, 2.321E-01, 2.783E-01, 2.028E-01, 1.123E-01
 2.100E+00, 9.458E-01, 1.136E+00, 7.402E-01, 5.555E-01, 2.100E+00, 2.069E-01, 2.463E-01, 1.827E-01, 1.022E-01
