m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
 1.300E+00, 3.079E+00, 3.761E+00, 2.872E+00, 1.679E+00, 1.300E+00, 1.715E+00, 2.320E+00, 1.584E+00, 8.004E-01
 1.350E+00, 2.889E+00, 3.511E+00, 2.677E+00, 1.599E+00, 1.350E+00, 1.520E+00, 2.045E+00, 1.416E+00, 7.271E-01
 1.400E+00, 2.712E+00, 3.280E+00, 2.493E+00, 1.524E+00, 1.400E+00, 1.347E+00, 1.804E+00, 1.266E+00, 6.602E-01
 1.450E+00, 2.546E+00, 3.066E+00, 2.319E+00, 1.453E+00, 1.450E+00, 1.195E+00, 1.592E+00, 1.132E+00, 5.993E-01
 1.500E+00, 2.390E+00, 2.868E+00, 2.155E+00, 1.385E+00, 1.500E+00, 1.061E+00, 1.407E+00, 1.012E+00, 5.438E-01
 1.550E+00, 2.242E+00, 2.682E+00, 2.002E+00, 1.319E+00, 1.550E+00, 9.418E-01, 1.244E+00, 9.062E-01, 4.933E-01
 1.600E+00, 2.103E+00, 2.509E+00, 1.859E+00, 1.254E+00, 1.600E+00, 8.368E-01, 1.101E+00, 8.115E-01, 4.474E-01
 1.650E+00, 1.972E+00, 2.346E+00, 1.726E+00, 1.190E+00, 1.650E+00, 7.440E-01, 9.744E-01, 7.270E-01, 4.057E-01
 1.700E+00, 1.848E+00, 2.192E+00, 1.603E+00, 1.126E+00, 1.700E+00, 6.619E-01, 8.631E-01, 6.516E-01, 3.679E-01
 1.750E+00, 1.730E+00, 2.048E+00, 1.489E+00, 1.063E+00, 1.750E+00, 5.893E-01, 7.649E-01, 5.844E-01, 3.336E-01
 1.800E+00, 1.618E+00, 1.912E+00, 1.384E+00, 1.001E+00, 1.800E+00, 5.250E-01, 6.782E-01, 5.243E-01, 3.025E-01
 1.850E+00, 1.512E+00, 1.783E+00, 1.287E+00, 9.394E-01, 1.850E+00, 4.680E-01, 6.015E-01, 4.707E-01, 2.744E-01
 1.900E+00, 1.412E+00, 1.662E+00, 1.199E+00, 8.788E-01, 1.900E+00, 4.176E-01, 5.338E-01, 4.228E-01, 2.491E-01
 1.950E+00, 1.317E+00, 1.547E+00, 1.117E+00, 8.195E-01, 1.950E+00, 3.728E-01, 4.738E-01, 3.800E-01, 2.262E-01
 2.000E+00, 1.227E+00, 1.439E+00, 1.043E+00, 7.618E-01, 2.000E+00, 3.332E-01, 4.207E-01, 3.417E-01, 2.056E-01
 2.050E+00, 1.141E+00, 1.337E+00, 9.743E-01, 7.059E-01, 2.050E+00, 2.980E-01, 3.737E-01, 3.075E-01, 1.870E-01
 2.100E+00, 1.061E+00, 1.241E+00, 9.115E-01, 6.522E-01, 2.100E+00, 2.667E-01, 3.321E-01, 2.768E-01, 1.703E-01
