m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
x distance,f000,f050,f100,f150,y distance,s000,s050,s100,s150
 4.500E-01, 1.104E+01, 1.785E+01, 9.843E+00, 3.434E+00, 4.500E-01, 1.768E+01, 2.704E+01, 1.123E+01, 3.212E+00
 5.000E-01, 1.010E+01, 1.581E+01, 9.047E+00, 3.368E+00, 5.000E-01, 1.472E+01, 2.253E+01, 9.911E+00, 3.000E+00
 5.500E-01, 9.251E+00, 1.407E+01, 8.326E+00, 3.310E+00, 5.500E-01, 1.246E+01, 1.896E+01, 8.786E+00, 2.808E+00
 6.000E-01, 8.491E+00, 1.258E+01, 7.674E+00, 3.246E+00, 6.000E-01, 1.066E+01, 1.609E+01, 7.812E+00, 2.629E+00
 6.500E-01, 7.808E+00, 1.129E+01, 7.087E+00, 3.170E+00, 6.500E-01, 9.185E+00, 1.374E+01, 6.959E+00, 2.457E+00
 7.000E-01, 7.194E+00, 1.017E+01, 6.558E+00, 3.079E+00, 7.000E-01, 7.960E+00, 1.179E+01, 6.204E+00, 2.291E+00
 7.500E-01, 6.640E+00, 9.202E+00, 6.082E+00, 2.971E+00, 7.500E-01, 6.929E+00, 1.016E+01, 5.535E+00, 2.129E+00
 8.000E-01, 6.142E+00, 8.356E+00, 5.654E+00, 2.851E+00, 8.000E-01, 6.052E+00, 8.790E+00, 4.939E+00, 1.971E+00
 8.500E-01, 5.692E+00, 7.615E+00, 5.267E+00, 2.721E+00, 8.500E-01, 5.300E+00, 7.627E+00, 4.407E+00, 1.819E+00
 9.000E-01, 5.285E+00, 6.964E+00, 4.916E+00, 2.587E+00, 9.000E-01, 4.651E+00, 6.637E+00, 3.932E+00, 1.672E+00
 9.500E-01, 4.916E+00, 6.390E+00, 4.595E+00, 2.451E+00, 9.500E-01, 4.090E+00, 5.788E+00, 3.509E+00, 1.534E+00
 1.000E+00, 4.581E+00, 5.881E+00, 4.299E+00, 2.319E+00, 1.000E+00, 3.601E+00, 5.058E+00, 3.131E+00, 1.403E+00
 1.050E+00, 4.275E+00, 5.429E+00, 4.024E+00, 2.192E+00, 1.050E+00, 3.175E+00, 4.428E+00, 2.794E+00, 1.281E+00
 1.100E+00, 3.995E+00, 5.024E+00, 3.766E+00, 2.072E+00, 1.100E+00, 2.803E+00, 3.882E+00, 2.493E+00, 1.168E+00
 1.150E+00, 3.738E+00, 4.660E+00, 3.524E+00, 1.961E+00, 1.150E+00, 2.476E+00, 3.407E+00, 2.225E+00, 1.064E+00
 1.200E+00, 3.501E+00, 4.332E+00, 3.295E+00, 1.859E+00, 1.200E+00, 2.189E+00, 2.994E+00, 1.986E+00, 9.684E-01
 1.250E+00, 3.282E+00, 4.033E+00, 3.078E+00, 1.765E+00, 1.250E+00, 1.937E+00, 2.634E+00, 1.774E+00, 8.806E-01
