m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
x distance,f000,f050,f100,f150,y distance,s000,s050,s100,s150
 4.500E-01, 7.301E+00, 5.476E+00, 1.743E+00, 4.679E-01, 4.500E-01, 1.706E+01, 8.179E+00, 1.490E+00, 3.297E-01
 5.000E-01, 6.399E+00, 4.960E+00, 1.727E+00, 5.025E-01, 5.000E-01, 1.322E+01, 7.033E+00, 1.418E+00, 3.251E-01
 5.500E-01, 5.639E+00, 4.498E+00, 1.693E+00, 5.479E-01, 5.500E-01, 1.048E+01, 6.071E+00, 1.345E+00, 3.197E-01
 6.000E-01, 4.994E+00, 4.086E+00, 1.644E+00, 5.965E-01, 6.000E-01, 8.447E+00, 5.250E+00, 1.270E+00, 3.142E-01
 6.500E-01, 4.445E+00, 3.718E+00, 1.586E+00, 6.414E-01, 6.500E-01, 6.896E+00, 4.546E+00, 1.194E+00, 3.084E-01
 7.000E-01, 3.975E+00, 3.390E+00, 1.525E+00, 6.776E-01, 7.000E-01, 5.685E+00, 3.939E+00, 1.115E+00, 3.019E-01
 7.500E-01, 3.570E+00, 3.098E+00, 1.465E+00, 7.017E-01, 7.500E-01, 4.724E+00, 3.416E+00, 1.035E+00, 2.942E-01
 8.000E-01, 3.221E+00, 2.840E+00, 1.409E+00, 7.123E-01, 8.000E-01, 3.950E+00, 2.965E+00, 9.537E-01, 2.849E-01
 8.500E-01, 2.917E+00, 2.613E+00, 1.359E+00, 7.096E-01, 8.500E-01, 3.319E+00, 2.576E+00, 8.735E-01, 2.737E-01
 9.000E-01, 2.651E+00, 2.415E+00, 1.315E+00, 6.951E-01, 9.000E-01, 2.801E+00, 2.241E+00, 7.959E-01, 2.606E-01
 9.500E-01, 2.418E+00, 2.241E+00, 1.275E+00, 6.713E-01, 9.500E-01, 2.371E+00, 1.952E+00, 7.221E-01, 2.460E-01
 1.000E+00, 2.212E+00, 2.091E+00, 1.239E+00, 6.411E-01, 1.000E+00, 2.012E+00, 1.702E+00, 6.530E-01, 2.302E-01
 1.050E+00, 2.029E+00, 1.961E+00, 1.203E+00, 6.074E-01, 1.050E+00, 1.711E+00, 1.486E+00, 5.892E-01, 2.137E-01
 1.100E+00, 1.865E+00, 1.848E+00, 1.166E+00, 5.732E-01, 1.100E+00, 1.458E+00, 1.299E+00, 5.309E-01, 1.971E-01
 1.150E+00, 1.718E+00, 1.751E+00, 1.127E+00, 5.406E-01, 1.150E+00, 1.245E+00, 1.138E+00, 4.778E-01, 1.807E-01
 1.200E+00, 1.585E+00, 1.666E+00, 1.085E+00, 5.112E-01, 1.200E+00, 1.064E+00, 9.979E-01, 4.297E-01, 1.649E-01
 1.250E+00, 1.464E+00, 1.591E+00, 1.039E+00, 4.862E-01, 1.250E+00, 9.099E-01, 8.769E-01, 3.862E-01, 1.501E-01
 1.300E+00, 1.353E+00, 1.525E+00, 9.890E-01, 4.659E-01, 1.300E+00, 7.794E-01, 7.720E-01, 3.469E-01, 1.363E-01
 1.350E+00, 1.251E+00, 1.465E+00, 9.358E-01, 4.500E-01, 1.350E+00, 6.682E-01, 6.811E-01, 3.113E-01, 1.237E-01
 1.400E+00, 1.157E+00, 1.410E+00, 8.800E-01, 4.382E-01, 1.400E+00, 5.735E-01, 6.022E-01, 2.790E-01, 1.123E-01
 1.450E+00, 1.069E+00, 1.359E+00, 8.225E-01, 4.295E-01, 1.450E+00, 4.927E-01, 5.335E-01, 2.497E-01, 1.020E-01
 1.500E+00, 9.880E-01, 1.310E+00, 7.641E-01, 4.230E-01, 1.500E+00, 4.237E-01, 4.735E-01, 2.232E-01, 9.288E-02
 1.550E+00, 9.124E-01, 1.263E+00, 7.060E-01, 4.178E-01, 1.550E+00, 3.648E-01, 4.210E-01, 1.991E-01, 8.473E-02
 1.600E+00, 8.418E-01, 1.218E+00, 6.491E-01, 4.130E-01, 1.600E+00, 3.144E-01, 3.749E-01, 1.774E-01, 7.747E-02
 1.650E+00, 7.760E-01, 1.173E+00, 5.943E-01, 4.077E-01, 1.650E+00, 2.712E-01, 3.342E-01, 1.579E-01, 7.097E-02
 1.700E+00, 7.145E-01, 1.128E+00, 5.421E-01, 4.015E-01, 1.700E+00, 2.343E-01, 2.983E-01, 1.403E-01, 6.514E-02
 1.750E+00, 6.571E-01, 1.084E+00, 4.932E-01, 3.938E-01, 1.750E+00, 2.027E-01, 2.665E-01, 1.246E-01, 5.987E-02
 1.800E+00, 6.036E-01, 1.039E+00, 4.479E-01, 3.843E-01, 1.800E+00, 1.756E-01, 2.382E-01, 1.105E-01, 5.509E-02
 1.850E+00, 5.537E-01, 9.943E-01, 4.065E-01, 3.730E-01, 1.850E+00, 1.523E-01, 2.130E-01, 9.810E-02, 5.072E-02
 1.900E+00, 5.073E-01, 9.497E-01, 3.690E-01, 3.597E-01, 1.900E+00, 1.324E-01, 1.904E-01, 8.709E-02, 4.671E-02
 1.950E+00, 4.641E-01, 9.050E-01, 3.353E-01, 3.447E-01, 1.950E+00, 1.152E-01, 1.702E-01, 7.738E-02, 4.303E-02
 2.000E+00, 4.240E-01, 8.606E-01, 3.054E-01, 3.281E-01, 2.000E+00, 1.005E-01, 1.522E-01, 6.884E-02, 3.962E-02
 2.050E+00, 3.869E-01, 8.164E-01, 2.791E-01, 3.102E-01, 2.050E+00, 8.781E-02, 1.360E-01, 6.135E-02, 3.648E-02
 2.100E+00, 3.525E-01, 7.727E-01, 2.560E-01, 2.914E-01, 2.100E+00, 7.688E-02, 1.215E-01, 5.479E-02, 3.359E-02
