m,kW/m2,kW/m2,kW/m2,kW/m2,m,kW/m2,kW/m2,kW/m2,kW/m2
x distance,f000,f050,f100,f150,y distance,s000,s050,s100,s150
 4.500E-01, 6.919E+00, 7.919E+00, 2.883E+00, 7.013E-01, 4.500E-01, 8.840E+00, 9.185E+00, 2.738E+00, 5.945E-01
 5.000E-01, 6.091E+00, 6.942E+00, 2.708E+00, 7.217E-01, 5.000E-01, 7.385E+00, 7.777E+00, 2.488E+00, 5.843E-01
 5.500E-01, 5.387E+00, 6.117E+00, 2.531E+00, 7.426E-01, 5.500E-01, 6.216E+00, 6.617E+00, 2.257E+00, 5.727E-01
 6.000E-01, 4.786E+00, 5.414E+00, 2.355E+00, 7.582E-01, 6.000E-01, 5.264E+00, 5.653E+00, 2.042E+00, 5.577E-01
 6.500E-01, 4.269E+00, 4.810E+00, 2.183E+00, 7.647E-01, 6.500E-01, 4.481E+00, 4.846E+00, 1.841E+00, 5.384E-01
 7.000E-01, 3.821E+00, 4.288E+00, 2.018E+00, 7.604E-01, 7.000E-01, 3.829E+00, 4.167E+00, 1.655E+00, 5.147E-01
 7.500E-01, 3.430E+00, 3.834E+00, 1.865E+00, 7.450E-01, 7.500E-01, 3.284E+00, 3.592E+00, 1.485E+00, 4.871E-01
 8.000E-01, 3.087E+00, 3.437E+00, 1.723E+00, 7.195E-01, 8.000E-01, 2.824E+00, 3.104E+00, 1.330E+00, 4.566E-01
 8.500E-01, 2.785E+00, 3.089E+00, 1.593E+00, 6.859E-01, 8.500E-01, 2.433E+00, 2.687E+00, 1.189E+00, 4.243E-01
 9.000E-01, 2.516E+00, 2.782E+00, 1.475E+00, 6.465E-01, 9.000E-01, 2.101E+00, 2.331E+00, 1.063E+00, 3.914E-01
 9.500E-01, 2.276E+00, 2.513E+00, 1.367E+00, 6.035E-01, 9.500E-01, 1.818E+00, 2.025E+00, 9.493E-01, 3.588E-01
 1.000E+00, 2.061E+00, 2.275E+00, 1.267E+00, 5.593E-01, 1.000E+00, 1.574E+00, 1.763E+00, 8.480E-01, 3.273E-01
 1.050E+00, 1.867E+00, 2.065E+00, 1.175E+00, 5.158E-01, 1.050E+00, 1.365E+00, 1.537E+00, 7.574E-01, 2.975E-01
 1.100E+00, 1.692E+00, 1.879E+00, 1.088E+00, 4.743E-01, 1.100E+00, 1.185E+00, 1.342E+00, 6.764E-01, 2.698E-01
 1.150E+00, 1.533E+00, 1.714E+00, 1.006E+00, 4.359E-01, 1.150E+00, 1.030E+00, 1.173E+00, 6.041E-01, 2.444E-01
 1.200E+00, 1.389E+00, 1.567E+00, 9.285E-01, 4.011E-01, 1.200E+00, 8.962E-01, 1.028E+00, 5.392E-01, 2.212E-01
 1.250E+00, 1.257E+00, 1.436E+00, 8.544E-01, 3.701E-01, 1.250E+00, 7.802E-01, 9.021E-01, 4.812E-01, 2.002E-01
 1.300E+00, 1.138E+00, 1.318E+00, 7.837E-01, 3.428E-01, 1.300E+00, 6.799E-01, 7.928E-01, 4.291E-01, 1.814E-01
 1.350E+00, 1.028E+00, 1.212E+00, 7.164E-01, 3.188E-01, 1.350E+00, 5.929E-01, 6.979E-01, 3.825E-01, 1.645E-01
 1.400E+00, 9.291E-01, 1.116E+00, 6.526E-01, 2.976E-01, 1.400E+00, 5.174E-01, 6.152E-01, 3.407E-01, 1.493E-01
 1.450E+00, 8.386E-01, 1.028E+00, 5.924E-01, 2.789E-01, 1.450E+00, 4.520E-01, 5.431E-01, 3.032E-01, 1.357E-01
 1.500E+00, 7.562E-01, 9.486E-01, 5.360E-01, 2.620E-01, 1.500E+00, 3.951E-01, 4.799E-01, 2.698E-01, 1.234E-01
 1.550E+00, 6.813E-01, 8.753E-01, 4.835E-01, 2.466E-01, 1.550E+00, 3.457E-01, 4.246E-01, 2.399E-01, 1.123E-01
 1.600E+00, 6.131E-01, 8.078E-01, 4.351E-01, 2.322E-01, 1.600E+00, 3.028E-01, 3.759E-01, 2.134E-01, 1.023E-01
 1.650E+00, 5.513E-01, 7.455E-01, 3.906E-01, 2.186E-01, 1.650E+00, 2.654E-01, 3.331E-01, 1.898E-01, 9.319E-02
 1.700E+00, 4.952E-01, 6.877E-01, 3.502E-01, 2.055E-01, 1.700E+00, 2.329E-01, 2.953E-01, 1.688E-01, 8.491E-02
 1.750E+00, 4.444E-01, 6.340E-01, 3.136E-01, 1.928E-01, 1.750E+00, 2.045E-01, 2.619E-01, 1.503E-01, 7.736E-02
 1.800E+00, 3.984E-01, 5.840E-01, 2.806E-01, 1.804E-01, 1.800E+00, 1.798E-01, 2.323E-01, 1.339E-01, 7.047E-02
 1.850E+00, 3.569E-01, 5.375E-01, 2.512E-01, 1.682E-01, 1.850E+00, 1.583E-01, 2.062E-01, 1.195E-01, 6.419E-02
 1.900E+00, 3.195E-01, 4.941E-01, 2.250E-01, 1.563E-01, 1.900E+00, 1.395E-01, 1.829E-01, 1.067E-01, 5.847E-02
 1.950E+00, 2.858E-01, 4.537E-01, 2.018E-01, 1.446E-01, 1.950E+00, 1.231E-01, 1.623E-01, 9.546E-02, 5.326E-02
 2.000E+00, 2.554E-01, 4.161E-01, 1.813E-01, 1.333E-01, 2.000E+00, 1.088E-01, 1.440E-01, 8.555E-02, 4.853E-02
 2.050E+00, 2.281E-01, 3.811E-01, 1.633E-01, 1.224E-01, 2.050E+00, 9.627E-02, 1.278E-01, 7.680E-02, 4.424E-02
 2.100E+00, 2.036E-01, 3.485E-01, 1.474E-01, 1.120E-01, 2.100E+00, 8.530E-02, 1.134E-01, 6.907E-02, 4.036E-02
