s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
Time,mdot_hexane,mdot_heptane,mdot_octane,mdot_decane,mdot_benzene,mdot_toluene,mdot,Tsurf,Tsurf_max,flux,delta
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.000E+01, 2.000E+01, 9.000E+00, 7.000E-02
 1.001E+01,-6.337E-05,-2.448E-06,-1.123E-06,-7.218E-08,-1.133E-05,-3.497E-06, 8.184E-05, 2.618E+01, 2.716E+01, 4.505E+00, 7.000E-02
 2.001E+01,-7.945E-05,-3.132E-06,-1.453E-06,-9.482E-08,-1.435E-05,-4.467E-06, 1.029E-04, 2.812E+01, 3.152E+01, 5.845E-01, 7.000E-02
 3.001E+01,-8.331E-05,-3.346E-06,-1.567E-06,-1.032E-07,-1.524E-05,-4.781E-06, 1.083E-04, 2.864E+01, 3.451E+01, 6.121E-01, 7.000E-02
 4.002E+01,-8.544E-05,-3.501E-06,-1.656E-06,-1.102E-07,-1.585E-05,-5.013E-06, 1.116E-04, 2.922E+01, 3.732E+01, 6.254E-01, 6.999E-02
 5.000E+01,-8.678E-05,-3.633E-06,-1.736E-06,-1.169E-07,-1.633E-05,-5.214E-06, 1.138E-04, 2.980E+01, 3.991E+01, 6.335E-01, 6.999E-02
 6.000E+01,-8.730E-05,-3.739E-06,-1.807E-06,-1.232E-07,-1.670E-05,-5.381E-06, 1.150E-04, 3.040E+01, 4.273E+01, 6.355E-01, 6.999E-02
 7.000E+01,-8.995E-05,-3.947E-06,-1.930E-06,-1.333E-07,-1.750E-05,-5.697E-06, 1.192E-04, 3.101E+01, 4.581E+01, 6.579E-01, 6.998E-02
 8.001E+01,-9.388E-05,-4.229E-06,-2.096E-06,-1.468E-07,-1.860E-05,-6.126E-06, 1.251E-04, 3.165E+01, 4.930E+01, 6.833E-01, 6.998E-02
 9.000E+01,-9.671E-05,-4.480E-06,-2.251E-06,-1.601E-07,-1.956E-05,-6.518E-06, 1.297E-04, 3.230E+01, 5.247E+01, 7.044E-01, 6.998E-02
 1.000E+02,-1.017E-04,-4.843E-06,-2.468E-06,-1.783E-07,-2.098E-05,-7.075E-06, 1.373E-04, 3.299E+01, 5.610E+01, 7.400E-01, 6.998E-02
 1.100E+02,-1.047E-04,-5.091E-06,-2.628E-06,-1.930E-07,-2.189E-05,-7.453E-06, 1.419E-04, 3.370E+01, 6.022E+01, 7.569E-01, 6.997E-02
 1.200E+02,-1.084E-04,-5.398E-06,-2.826E-06,-2.114E-07,-2.303E-05,-7.930E-06, 1.478E-04, 3.441E+01, 6.456E+01, 7.822E-01, 6.997E-02
 1.300E+02,-1.185E-04,-5.881E-06,-3.137E-06,-2.401E-07,-2.487E-05,-8.687E-06, 1.613E-04, 3.516E+01, 6.893E+01, 8.398E-01, 6.996E-02
 1.400E+02,-6.676E-04,-7.186E-06,-3.957E-06,-3.173E-07,-2.985E-05,-1.065E-05, 7.195E-04, 3.685E+01, 7.350E+01, 2.613E+00, 6.996E-02
 1.500E+02,-2.320E-03,-1.010E-05,-5.788E-06,-4.942E-07,-6.373E-05,-1.492E-05, 2.415E-03, 4.186E+01, 8.349E+01, 5.995E+00, 6.995E-02
 1.600E+02,-7.392E-03,-1.484E-05,-8.821E-06,-7.958E-07,-2.439E-04,-2.180E-05, 7.682E-03, 5.071E+01, 8.453E+01, 1.218E+01, 6.982E-02
 1.700E+02,-3.367E-02,-1.513E-05,-9.044E-06,-8.356E-07,-7.240E-04,-2.176E-05, 3.445E-02, 6.447E+01, 8.759E+01, 2.575E+01, 6.884E-02
 1.800E+02,-7.883E-02,-8.989E-07,-5.319E-07,-4.952E-08,-1.683E-03,-1.263E-06, 8.051E-02, 7.259E+01, 8.864E+01, 3.283E+01, 6.569E-02
 1.900E+02,-1.150E-01,-3.928E-05, 0.000E+00, 0.000E+00,-5.249E-03, 0.000E+00, 1.203E-01, 7.697E+01, 9.769E+01, 3.498E+01, 6.439E-02
 2.000E+02,-1.184E-01,-5.569E-04, 0.000E+00, 0.000E+00,-1.152E-02,-2.491E-06, 1.305E-01, 8.207E+01, 1.084E+02, 3.517E+01, 6.311E-02
 2.100E+02,-6.337E-02,-1.648E-03,-1.088E-09,-1.078E-10,-2.323E-02,-5.176E-05, 8.830E-02, 8.691E+01, 1.109E+02, 3.336E+01, 6.177E-02
 2.200E+02,-4.724E-02,-3.942E-03, 0.000E+00, 0.000E+00,-3.392E-02,-3.059E-04, 8.541E-02, 9.297E+01, 1.110E+02, 3.286E+01, 6.059E-02
 2.300E+02,-3.833E-02,-8.489E-03,-1.041E-08,-1.054E-09,-3.532E-02,-1.002E-03, 8.314E-02, 9.836E+01, 1.113E+02, 3.245E+01, 5.935E-02
 2.400E+02,-3.434E-02,-1.068E-02,-9.833E-08,-1.041E-08,-2.821E-02,-2.455E-03, 7.568E-02, 1.032E+02, 1.154E+02, 3.124E+01, 5.831E-02
 2.500E+02,-3.261E-02,-1.024E-02,-3.472E-07,-3.900E-08,-2.359E-02,-6.220E-03, 7.267E-02, 1.066E+02, 1.184E+02, 3.062E+01, 5.729E-02
 2.600E+02,-3.145E-02,-9.248E-03,-5.825E-07,-6.590E-08,-2.132E-02,-1.036E-02, 7.238E-02, 1.077E+02, 1.186E+02, 3.055E+01, 5.617E-02
 2.700E+02,-3.007E-02,-7.849E-03,-1.022E-06,-1.170E-07,-1.949E-02,-1.908E-02, 7.650E-02, 1.071E+02, 1.189E+02, 3.135E+01, 5.487E-02
 2.800E+02,-2.713E-02,-6.397E-03,-7.261E-07,-8.298E-08,-1.739E-02,-2.646E-02, 7.738E-02, 1.028E+02, 1.190E+02, 3.149E+01, 5.382E-02
 2.900E+02,-2.357E-02,-5.266E-03,-1.702E-04,-2.141E-07,-1.548E-02,-2.766E-02, 7.215E-02, 1.008E+02, 1.256E+02, 3.091E+01, 5.292E-02
 3.000E+02,-1.910E-02,-3.968E-03,-1.004E-03,-7.639E-07,-1.324E-02,-2.580E-02, 6.311E-02, 1.015E+02, 1.261E+02, 2.936E+01, 5.222E-02
 3.100E+02,-1.439E-02,-2.896E-03,-3.599E-03,-8.979E-05,-1.050E-02,-2.303E-02, 5.449E-02, 1.036E+02, 1.262E+02, 2.804E+01, 5.172E-02
 3.200E+02,-1.066E-02,-2.072E-03,-8.842E-03,-8.935E-04,-8.034E-03,-1.737E-02, 4.787E-02, 1.074E+02, 1.808E+02, 2.867E+01, 5.136E-02
 3.300E+02,-8.239E-03,-1.564E-03,-1.490E-02,-2.879E-03,-6.232E-03,-1.120E-02, 4.502E-02, 1.192E+02, 3.004E+02, 2.982E+01, 5.065E-02
 3.400E+02,-6.451E-03,-1.230E-03,-1.542E-02,-6.976E-03,-5.114E-03,-8.508E-03, 4.370E-02, 1.442E+02, 3.469E+02, 3.202E+01, 4.989E-02
 3.500E+02,-4.292E-03,-8.059E-04,-1.224E-02,-6.036E-03,-3.422E-03,-6.073E-03, 3.287E-02, 2.140E+02, 4.456E+02, 3.981E+01, 4.974E-02
 3.600E+02,-2.719E-03,-5.264E-04,-8.632E-03,-3.662E-03,-2.307E-03,-5.015E-03, 2.286E-02, 3.025E+02, 5.775E+02, 4.164E+01, 4.974E-02
