s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
Time,mdot_hexane,mdot_heptane,mdot_octane,mdot_decane,mdot_benzene,mdot_toluene,mdot,Tsurf,Tsurf_max,flux,delta
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.000E+01, 2.000E+01, 9.000E+00, 7.000E-02
 1.000E+01,-6.337E-05,-2.448E-06,-1.123E-06,-7.217E-08,-1.133E-05,-3.496E-06, 8.184E-05, 2.618E+01, 2.716E+01, 4.506E+00, 7.000E-02
 2.001E+01,-7.938E-05,-3.129E-06,-1.452E-06,-9.473E-08,-1.434E-05,-4.463E-06, 1.029E-04, 2.812E+01, 3.153E+01, 5.842E-01, 7.000E-02
 3.000E+01,-8.364E-05,-3.359E-06,-1.573E-06,-1.036E-07,-1.530E-05,-4.800E-06, 1.088E-04, 2.864E+01, 3.462E+01, 6.145E-01, 7.000E-02
 4.001E+01,-8.577E-05,-3.515E-06,-1.662E-06,-1.107E-07,-1.591E-05,-5.033E-06, 1.120E-04, 2.923E+01, 3.765E+01, 6.296E-01, 6.999E-02
 5.000E+01,-8.509E-05,-3.563E-06,-1.703E-06,-1.147E-07,-1.602E-05,-5.113E-06, 1.116E-04, 2.981E+01, 4.060E+01, 6.215E-01, 6.999E-02
 6.001E+01,-8.895E-05,-3.809E-06,-1.841E-06,-1.255E-07,-1.701E-05,-5.481E-06, 1.172E-04, 3.040E+01, 4.367E+01, 6.485E-01, 6.999E-02
 7.001E+01,-9.131E-05,-4.009E-06,-1.962E-06,-1.356E-07,-1.777E-05,-5.786E-06, 1.210E-04, 3.103E+01, 4.729E+01, 6.665E-01, 6.998E-02
 8.002E+01,-9.501E-05,-4.290E-06,-2.129E-06,-1.495E-07,-1.885E-05,-6.215E-06, 1.266E-04, 3.169E+01, 5.106E+01, 6.905E-01, 6.998E-02
 9.001E+01,-9.668E-05,-4.492E-06,-2.262E-06,-1.613E-07,-1.959E-05,-6.538E-06, 1.297E-04, 3.232E+01, 5.419E+01, 7.009E-01, 6.998E-02
 1.000E+02,-9.928E-05,-4.733E-06,-2.415E-06,-1.749E-07,-2.049E-05,-6.914E-06, 1.340E-04, 3.299E+01, 5.774E+01, 7.218E-01, 6.998E-02
 1.100E+02,-1.019E-04,-4.956E-06,-2.559E-06,-1.879E-07,-2.131E-05,-7.258E-06, 1.382E-04, 3.365E+01, 6.115E+01, 7.371E-01, 6.997E-02
 1.200E+02,-1.085E-04,-5.418E-06,-2.841E-06,-2.128E-07,-2.311E-05,-7.964E-06, 1.481E-04, 3.435E+01, 6.529E+01, 7.832E-01, 6.997E-02
 1.300E+02,-1.192E-04,-5.813E-06,-3.105E-06,-2.382E-07,-2.457E-05,-8.592E-06, 1.615E-04, 3.509E+01, 6.930E+01, 8.357E-01, 6.996E-02
 1.400E+02,-6.949E-04,-7.257E-06,-4.001E-06,-3.216E-07,-3.013E-05,-1.076E-05, 7.473E-04, 3.684E+01, 7.320E+01, 2.703E+00, 6.996E-02
 1.500E+02,-2.401E-03,-1.000E-05,-5.746E-06,-4.920E-07,-6.362E-05,-1.479E-05, 2.496E-03, 4.195E+01, 8.328E+01, 6.134E+00, 6.995E-02
 1.600E+02,-7.586E-03,-1.484E-05,-8.818E-06,-7.956E-07,-2.433E-04,-2.178E-05, 7.875E-03, 5.104E+01, 8.433E+01, 1.248E+01, 6.976E-02
 1.700E+02,-3.714E-02,-1.363E-05,-8.127E-06,-7.498E-07,-6.585E-04,-1.956E-05, 3.784E-02, 6.500E+01, 8.737E+01, 2.629E+01, 6.874E-02
 1.800E+02,-7.414E-02,-1.221E-06,-7.242E-07,-6.773E-08,-1.844E-03,-1.715E-06, 7.599E-02, 7.256E+01, 9.057E+01, 3.259E+01, 6.557E-02
 1.900E+02,-1.229E-01,-3.913E-05, 0.000E+00, 0.000E+00,-5.059E-03, 0.000E+00, 1.280E-01, 7.716E+01, 9.866E+01, 3.522E+01, 6.429E-02
 2.000E+02,-1.124E-01,-5.532E-04,-2.140E-09,-2.016E-10,-1.185E-02,-7.646E-06, 1.248E-01, 8.217E+01, 1.085E+02, 3.531E+01, 6.297E-02
 2.100E+02,-6.200E-02,-1.690E-03,-2.071E-10,-2.051E-11,-2.335E-02,-5.711E-05, 8.710E-02, 8.711E+01, 1.109E+02, 3.319E+01, 6.167E-02
 2.200E+02,-4.523E-02,-3.798E-03,-5.366E-09,-5.511E-10,-3.330E-02,-2.856E-04, 8.260E-02, 9.294E+01, 1.110E+02, 3.193E+01, 6.048E-02
 2.300E+02,-3.656E-02,-8.120E-03,-6.989E-09,-7.105E-10,-3.332E-02,-8.829E-04, 7.889E-02, 9.797E+01, 1.113E+02, 3.122E+01, 5.931E-02
 2.400E+02,-3.309E-02,-1.052E-02,-4.516E-08,-4.817E-09,-2.741E-02,-2.246E-03, 7.328E-02, 1.026E+02, 1.156E+02, 3.047E+01, 5.832E-02
 2.500E+02,-3.172E-02,-1.011E-02,-4.483E-07,-4.942E-08,-2.315E-02,-5.800E-03, 7.078E-02, 1.062E+02, 1.186E+02, 3.051E+01, 5.737E-02
 2.600E+02,-3.073E-02,-9.123E-03,-1.166E-06,-1.299E-07,-2.098E-02,-1.012E-02, 7.096E-02, 1.076E+02, 1.189E+02, 3.075E+01, 5.628E-02
 2.700E+02,-2.915E-02,-7.547E-03,-1.210E-06,-1.385E-07,-1.894E-02,-1.703E-02, 7.267E-02, 1.076E+02, 1.191E+02, 3.097E+01, 5.502E-02
 2.800E+02,-2.678E-02,-6.370E-03,-1.603E-06,-1.835E-07,-1.698E-02,-2.572E-02, 7.584E-02, 1.044E+02, 1.213E+02, 3.179E+01, 5.399E-02
 2.900E+02,-2.329E-02,-5.141E-03,-4.128E-05,-1.846E-07,-1.491E-02,-2.629E-02, 6.967E-02, 1.021E+02, 1.259E+02, 3.119E+01, 5.317E-02
 3.000E+02,-1.934E-02,-3.998E-03,-2.218E-04,-8.684E-07,-1.302E-02,-2.524E-02, 6.181E-02, 1.032E+02, 1.261E+02, 2.946E+01, 5.244E-02
 3.100E+02,-1.539E-02,-3.039E-03,-8.430E-04,-3.030E-06,-1.088E-02,-2.269E-02, 5.285E-02, 1.054E+02, 1.263E+02, 2.827E+01, 5.191E-02
 3.200E+02,-1.275E-02,-2.423E-03,-3.287E-03,-2.924E-05,-9.434E-03,-1.799E-02, 4.592E-02, 1.098E+02, 1.280E+02, 3.093E+01, 5.166E-02
 3.300E+02,-1.022E-02,-1.897E-03,-1.026E-02,-1.697E-04,-7.709E-03,-1.141E-02, 4.166E-02, 1.180E+02, 1.343E+02, 3.582E+01, 5.138E-02
 3.400E+02,-7.351E-03,-1.371E-03,-1.680E-02,-2.957E-04,-5.692E-03,-8.863E-03, 4.038E-02, 1.243E+02, 1.546E+02, 3.588E+01, 5.085E-02
 3.500E+02,-4.883E-03,-8.964E-04,-1.600E-02,-3.200E-03,-3.809E-03,-7.745E-03, 3.653E-02, 1.326E+02, 1.713E+02, 4.027E+01, 5.045E-02
 3.600E+02,-3.343E-03,-6.091E-04,-9.911E-03,-1.075E-02,-2.732E-03,-5.746E-03, 3.309E-02, 1.513E+02, 2.119E+02, 4.600E+01, 4.977E-02
