s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
Time,mdot_hexane,mdot_heptane,mdot_octane,mdot_decane,mdot_benzene,mdot_toluene,mdot,Tsurf,Tsurf_max,flux,delta
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.000E+01, 2.000E+01, 9.000E+00, 7.000E-02
 1.001E+01,-5.017E-05,-1.932E-06,-8.846E-07,-5.667E-08,-8.961E-06,-2.762E-06, 6.477E-05, 2.612E+01, 2.662E+01, 4.361E+00, 7.000E-02
 2.001E+01,-5.960E-05,-2.331E-06,-1.077E-06,-6.985E-08,-1.072E-05,-3.327E-06, 7.712E-05, 2.773E+01, 2.911E+01, 3.630E-01, 7.000E-02
 3.001E+01,-5.824E-05,-2.303E-06,-1.069E-06,-6.952E-08,-1.057E-05,-3.294E-06, 7.554E-05, 2.783E+01, 3.020E+01, 3.547E-01, 7.000E-02
 4.001E+01,-5.773E-05,-2.309E-06,-1.077E-06,-7.035E-08,-1.057E-05,-3.309E-06, 7.506E-05, 2.803E+01, 3.104E+01, 3.518E-01, 7.000E-02
 5.000E+01,-5.716E-05,-2.313E-06,-1.084E-06,-7.116E-08,-1.055E-05,-3.321E-06, 7.450E-05, 2.824E+01, 3.205E+01, 3.491E-01, 6.999E-02
 6.001E+01,-5.758E-05,-2.358E-06,-1.111E-06,-7.326E-08,-1.073E-05,-3.392E-06, 7.524E-05, 2.847E+01, 3.297E+01, 3.514E-01, 6.999E-02
 7.002E+01,-5.966E-05,-2.473E-06,-1.172E-06,-7.766E-08,-1.122E-05,-3.565E-06, 7.816E-05, 2.871E+01, 3.389E+01, 3.598E-01, 6.999E-02
 8.001E+01,-5.813E-05,-2.443E-06,-1.165E-06,-7.766E-08,-1.104E-05,-3.528E-06, 7.639E-05, 2.899E+01, 3.473E+01, 3.551E-01, 6.999E-02
 9.002E+01,-6.068E-05,-2.583E-06,-1.238E-06,-8.300E-08,-1.163E-05,-3.739E-06, 7.996E-05, 2.925E+01, 3.544E+01, 3.674E-01, 6.999E-02
 1.000E+02,-6.063E-05,-2.619E-06,-1.263E-06,-8.519E-08,-1.175E-05,-3.799E-06, 8.015E-05, 2.952E+01, 3.630E+01, 3.681E-01, 6.999E-02
 1.100E+02,-6.094E-05,-2.670E-06,-1.297E-06,-8.796E-08,-1.194E-05,-3.884E-06, 8.082E-05, 2.980E+01, 3.726E+01, 3.687E-01, 6.999E-02
 1.200E+02,-6.130E-05,-2.726E-06,-1.333E-06,-9.098E-08,-1.214E-05,-3.975E-06, 8.157E-05, 3.007E+01, 3.807E+01, 3.713E-01, 6.999E-02
 1.300E+02,-6.208E-05,-2.799E-06,-1.376E-06,-9.446E-08,-1.243E-05,-4.091E-06, 8.286E-05, 3.038E+01, 3.865E+01, 3.758E-01, 6.998E-02
 1.400E+02,-6.326E-05,-2.897E-06,-1.435E-06,-9.905E-08,-1.282E-05,-4.248E-06, 8.476E-05, 3.067E+01, 3.920E+01, 3.831E-01, 6.998E-02
 1.500E+02,-6.244E-05,-2.906E-06,-1.450E-06,-1.008E-07,-1.281E-05,-4.273E-06, 8.398E-05, 3.095E+01, 4.013E+01, 3.784E-01, 6.998E-02
 1.600E+02,-6.339E-05,-2.988E-06,-1.499E-06,-1.047E-07,-1.313E-05,-4.405E-06, 8.551E-05, 3.119E+01, 4.101E+01, 3.791E-01, 6.998E-02
 1.700E+02,-6.483E-05,-3.092E-06,-1.560E-06,-1.096E-07,-1.354E-05,-4.566E-06, 8.770E-05, 3.148E+01, 4.179E+01, 3.919E-01, 6.998E-02
 1.800E+02,-6.529E-05,-3.142E-06,-1.593E-06,-1.124E-07,-1.373E-05,-4.647E-06, 8.851E-05, 3.176E+01, 4.274E+01, 3.942E-01, 6.998E-02
 1.900E+02,-6.405E-05,-3.130E-06,-1.598E-06,-1.136E-07,-1.362E-05,-4.641E-06, 8.716E-05, 3.203E+01, 4.372E+01, 3.865E-01, 6.998E-02
 2.000E+02,-6.697E-05,-3.298E-06,-1.692E-06,-1.209E-07,-1.431E-05,-4.896E-06, 9.129E-05, 3.231E+01, 4.451E+01, 4.005E-01, 6.998E-02
 2.100E+02,-6.785E-05,-3.387E-06,-1.748E-06,-1.257E-07,-1.465E-05,-5.042E-06, 9.281E-05, 3.258E+01, 4.534E+01, 4.066E-01, 6.997E-02
 2.200E+02,-6.724E-05,-3.408E-06,-1.772E-06,-1.283E-07,-1.469E-05,-5.089E-06, 9.232E-05, 3.287E+01, 4.609E+01, 4.054E-01, 6.997E-02
 2.300E+02,-6.666E-05,-3.428E-06,-1.795E-06,-1.308E-07,-1.473E-05,-5.135E-06, 9.188E-05, 3.314E+01, 4.678E+01, 3.989E-01, 6.997E-02
 2.400E+02,-6.755E-05,-3.507E-06,-1.847E-06,-1.354E-07,-1.503E-05,-5.264E-06, 9.333E-05, 3.341E+01, 4.782E+01, 4.058E-01, 6.997E-02
 2.500E+02,-6.998E-05,-3.697E-06,-1.965E-06,-1.454E-07,-1.578E-05,-5.570E-06, 9.714E-05, 3.370E+01, 4.856E+01, 4.226E-01, 6.997E-02
 2.600E+02,-6.836E-05,-3.659E-06,-1.957E-06,-1.456E-07,-1.557E-05,-5.529E-06, 9.522E-05, 3.398E+01, 4.921E+01, 4.099E-01, 6.997E-02
 2.700E+02,-7.165E-05,-3.884E-06,-2.090E-06,-1.565E-07,-1.647E-05,-5.883E-06, 1.001E-04, 3.427E+01, 4.974E+01, 4.311E-01, 6.997E-02
 2.800E+02,-7.146E-05,-3.941E-06,-2.138E-06,-1.613E-07,-1.665E-05,-5.994E-06, 1.003E-04, 3.455E+01, 5.053E+01, 4.296E-01, 6.996E-02
 2.900E+02,-7.188E-05,-4.012E-06,-2.191E-06,-1.664E-07,-1.690E-05,-6.120E-06, 1.013E-04, 3.485E+01, 5.141E+01, 4.329E-01, 6.996E-02
 3.000E+02,-7.194E-05,-4.034E-06,-2.213E-06,-1.690E-07,-1.696E-05,-6.161E-06, 1.015E-04, 3.511E+01, 5.264E+01, 4.312E-01, 6.996E-02
 3.100E+02,-7.396E-05,-4.211E-06,-2.328E-06,-1.792E-07,-1.765E-05,-6.456E-06, 1.048E-04, 3.539E+01, 5.352E+01, 4.431E-01, 6.996E-02
 3.200E+02,-7.539E-05,-4.364E-06,-2.434E-06,-1.890E-07,-1.822E-05,-6.717E-06, 1.073E-04, 3.568E+01, 5.436E+01, 4.531E-01, 6.996E-02
 3.300E+02,-7.397E-05,-4.360E-06,-2.455E-06,-1.922E-07,-1.814E-05,-6.747E-06, 1.059E-04, 3.596E+01, 5.529E+01, 4.438E-01, 6.996E-02
 3.400E+02,-7.376E-05,-4.397E-06,-2.492E-06,-1.966E-07,-1.824E-05,-6.824E-06, 1.059E-04, 3.623E+01, 5.586E+01, 4.446E-01, 6.995E-02
 3.500E+02,-7.700E-05,-4.601E-06,-2.615E-06,-2.071E-07,-1.905E-05,-7.141E-06, 1.106E-04, 3.651E+01, 5.677E+01, 4.575E-01, 6.995E-02
 3.600E+02,-7.711E-05,-4.663E-06,-2.671E-06,-2.132E-07,-1.926E-05,-7.264E-06, 1.112E-04, 3.681E+01, 5.747E+01, 4.647E-01, 6.995E-02
