s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 3.700E+02,-7.599E-05,-4.693E-06,-2.716E-06,-2.189E-07,-1.931E-05,-7.354E-06, 1.103E-04, 3.712E+01, 5.837E+01, 4.580E-01, 6.995E-02
 3.800E+02,-7.802E-05,-4.932E-06,-2.888E-06,-2.353E-07,-2.020E-05,-7.779E-06, 1.141E-04, 3.740E+01, 5.945E+01, 4.721E-01, 6.995E-02
 3.900E+02,-7.620E-05,-4.884E-06,-2.884E-06,-2.371E-07,-1.995E-05,-7.737E-06, 1.119E-04, 3.768E+01, 6.037E+01, 4.598E-01, 6.995E-02
 4.000E+02,-8.050E-05,-5.204E-06,-3.097E-06,-2.571E-07,-2.119E-05,-8.270E-06, 1.185E-04, 3.795E+01, 6.139E+01, 4.855E-01, 6.994E-02
 4.100E+02,-7.907E-05,-5.144E-06,-3.076E-06,-2.567E-07,-2.090E-05,-8.189E-06, 1.166E-04, 3.826E+01, 6.237E+01, 4.759E-01, 6.994E-02
 4.200E+02,-7.999E-05,-5.245E-06,-3.154E-06,-2.649E-07,-2.126E-05,-8.371E-06, 1.183E-04, 3.854E+01, 6.326E+01, 4.809E-01, 6.994E-02
 4.300E+02,-8.148E-05,-5.419E-06,-3.288E-06,-2.790E-07,-2.191E-05,-8.692E-06, 1.211E-04, 3.883E+01, 6.422E+01, 4.891E-01, 6.994E-02
 4.400E+02,-8.030E-05,-5.461E-06,-3.353E-06,-2.877E-07,-2.200E-05,-8.823E-06, 1.202E-04, 3.911E+01, 6.513E+01, 4.839E-01, 6.994E-02
 4.500E+02,-8.159E-05,-5.682E-06,-3.535E-06,-3.072E-07,-2.280E-05,-9.256E-06, 1.232E-04, 3.937E+01, 6.576E+01, 4.946E-01, 6.994E-02
 4.600E+02,-8.309E-05,-5.873E-06,-3.695E-06,-3.250E-07,-2.349E-05,-9.624E-06, 1.261E-04, 3.967E+01, 6.698E+01, 5.043E-01, 6.993E-02
 4.700E+02,-8.187E-05,-5.786E-06,-3.654E-06,-3.233E-07,-2.310E-05,-9.489E-06, 1.242E-04, 3.998E+01, 6.771E+01, 4.975E-01, 6.993E-02
 4.800E+02,-8.595E-05,-6.086E-06,-3.856E-06,-3.429E-07,-2.427E-05,-9.993E-06, 1.305E-04, 4.028E+01, 6.851E+01, 5.189E-01, 6.993E-02
 4.900E+02,-9.368E-05,-6.252E-06,-4.007E-06,-3.616E-07,-2.485E-05,-1.033E-05, 1.395E-04, 4.057E+01, 6.901E+01, 5.419E-01, 6.993E-02
 5.000E+02,-1.115E-04,-6.364E-06,-4.139E-06,-3.796E-07,-2.519E-05,-1.060E-05, 1.582E-04, 4.092E+01, 6.932E+01, 5.988E-01, 6.993E-02
 5.100E+02,-2.244E-03,-8.952E-06,-5.967E-06,-5.697E-07,-3.601E-05,-1.481E-05, 2.310E-03, 4.429E+01, 7.547E+01, 5.697E+00, 6.993E-02
 5.200E+02,-7.977E-03,-1.486E-05,-1.002E-05,-9.922E-07,-1.729E-04,-2.382E-05, 8.199E-03, 5.419E+01, 8.362E+01, 1.338E+01, 6.992E-02
 5.300E+02,-3.265E-02,-1.704E-05,-1.130E-05,-1.128E-06,-6.400E-04,-2.626E-05, 3.335E-02, 6.844E+01, 8.655E+01, 2.684E+01, 6.984E-02
 5.400E+02,-8.935E-02,-3.835E-08,-2.412E-08,-2.360E-09,-9.896E-04,-5.555E-08, 9.034E-02, 7.352E+01, 8.711E+01, 2.812E+01, 6.932E-02
 5.500E+02,-9.523E-02, 0.000E+00, 0.000E+00, 0.000E+00,-4.137E-03, 0.000E+00, 9.937E-02, 7.677E+01, 9.359E+01, 3.033E+01, 6.780E-02
 5.600E+02,-1.144E-01,-8.581E-05, 0.000E+00, 0.000E+00,-1.046E-02, 0.000E+00, 1.250E-01, 8.159E+01, 9.751E+01, 3.161E+01, 6.503E-02
 5.700E+02,-6.418E-02,-7.096E-04, 0.000E+00, 0.000E+00,-1.686E-02,-1.793E-05, 8.177E-02, 8.547E+01, 1.076E+02, 2.951E+01, 6.390E-02
 5.800E+02,-4.363E-02,-2.384E-03,-1.090E-09,-1.143E-10,-2.548E-02,-8.428E-05, 7.158E-02, 9.054E+01, 1.108E+02, 2.773E+01, 6.279E-02
 5.900E+02,-3.623E-02,-4.501E-03,-8.606E-09,-8.829E-10,-2.989E-02,-3.321E-04, 7.095E-02, 9.541E+01, 1.110E+02, 2.753E+01, 6.165E-02
 6.000E+02,-3.100E-02,-6.349E-03, 0.000E+00, 0.000E+00,-2.879E-02,-1.057E-03, 6.719E-02, 9.958E+01, 1.112E+02, 2.732E+01, 6.073E-02
 6.100E+02,-2.843E-02,-9.018E-03,-2.591E-08,-2.805E-09,-2.368E-02,-2.310E-03, 6.344E-02, 1.037E+02, 1.121E+02, 2.713E+01, 5.965E-02
 6.200E+02,-2.762E-02,-8.797E-03,-3.350E-08,-3.847E-09,-2.183E-02,-3.937E-03, 6.218E-02, 1.071E+02, 1.175E+02, 2.676E+01, 5.871E-02
 6.300E+02,-2.618E-02,-9.710E-03,-1.868E-07,-2.170E-08,-1.832E-02,-7.354E-03, 6.157E-02, 1.084E+02, 1.183E+02, 2.649E+01, 5.788E-02
 6.400E+02,-2.476E-02,-7.395E-03,-2.519E-07,-2.892E-08,-1.675E-02,-1.213E-02, 6.104E-02, 1.085E+02, 1.185E+02, 2.636E+01, 5.699E-02
 6.500E+02,-2.291E-02,-6.391E-03,-5.098E-07,-5.895E-08,-1.488E-02,-1.424E-02, 5.843E-02, 1.071E+02, 1.185E+02, 2.623E+01, 5.613E-02
 6.600E+02,-2.163E-02,-4.902E-03,-9.979E-07,-1.146E-07,-1.462E-02,-1.721E-02, 5.836E-02, 1.094E+02, 1.212E+02, 2.634E+01, 5.516E-02
 6.700E+02,-1.911E-02,-4.953E-03,-7.742E-06,-9.064E-08,-1.312E-02,-1.990E-02, 5.710E-02, 1.088E+02, 1.240E+02, 2.665E+01, 5.434E-02
 6.800E+02,-1.515E-02,-3.248E-03,-1.634E-04,-1.889E-07,-1.062E-02,-2.064E-02, 4.982E-02, 1.108E+02, 1.261E+02, 2.556E+01, 5.339E-02
 6.900E+02,-1.261E-02,-2.591E-03,-8.327E-04,-1.665E-06,-9.337E-03,-2.124E-02, 4.662E-02, 1.109E+02, 1.262E+02, 2.560E+01, 5.273E-02
 7.000E+02,-9.789E-03,-1.917E-03,-3.193E-03,-3.665E-05,-7.217E-03,-1.334E-02, 3.550E-02, 1.142E+02, 1.275E+02, 2.637E+01, 5.214E-02
 7.100E+02,-7.334E-03,-1.433E-03,-6.727E-03,-7.341E-05,-5.565E-03,-1.522E-02, 3.635E-02, 1.175E+02, 1.301E+02, 2.682E+01, 5.177E-02
 7.200E+02,-5.583E-03,-1.085E-03,-1.111E-02,-1.266E-04,-4.403E-03,-1.368E-02, 3.599E-02, 1.173E+02, 1.365E+02, 2.816E+01, 5.160E-02
 7.300E+02,-4.182E-03,-7.853E-04,-1.333E-02,-8.494E-04,-3.207E-03,-9.647E-03, 3.200E-02, 1.223E+02, 1.614E+02, 3.187E+01, 5.127E-02
 7.400E+02,-3.174E-03,-5.905E-04,-9.481E-03,-5.250E-03,-2.534E-03,-8.728E-03, 2.976E-02, 1.345E+02, 1.756E+02, 3.384E+01, 5.076E-02
 7.500E+02,-2.211E-03,-4.117E-04,-8.489E-03,-5.678E-03,-1.873E-03,-6.495E-03, 2.516E-02, 1.485E+02, 2.232E+02, 3.649E+01, 5.042E-02
 7.600E+02,-1.445E-03,-2.678E-04,-4.972E-03,-2.394E-03,-1.256E-03,-4.015E-03, 1.435E-02, 1.686E+02, 2.700E+02, 3.565E+01, 5.002E-02
 7.700E+02,-8.596E-04,-1.566E-04,-4.594E-03,-3.159E-03,-6.781E-04,-2.925E-03, 1.237E-02, 1.819E+02, 2.967E+02, 3.521E+01, 4.919E-02
 7.800E+02,-6.938E-04,-1.225E-04,-4.471E-03,-2.171E-03,-5.686E-04,-1.677E-03, 9.704E-03, 1.937E+02, 3.126E+02, 3.207E+01, 4.919E-02
 7.900E+02,-5.316E-04,-1.013E-04,-4.986E-03,-1.468E-03,-4.492E-04,-1.159E-03, 8.695E-03, 1.988E+02, 3.118E+02, 2.910E+01, 4.919E-02
 8.000E+02,-4.506E-04,-8.425E-05,-3.626E-03,-6.322E-04,-3.826E-04,-4.432E-04, 5.619E-03, 1.960E+02, 2.994E+02, 1.950E+01, 4.919E-02
 8.100E+02,-2.576E-04,-4.776E-05,-2.266E-03,-5.407E-04,-2.043E-04,-8.864E-05, 3.405E-03, 1.824E+02, 2.585E+02, 1.205E+01, 4.919E-02
 8.200E+02,-2.067E-04,-3.876E-05,-1.598E-03,-5.654E-04,-1.872E-04,-5.311E-04, 3.127E-03, 1.740E+02, 2.357E+02, 1.075E+01, 4.919E-02
 8.300E+02,-9.736E-05,-1.751E-05,-1.537E-03,-5.916E-04,-1.141E-04,-1.153E-03, 3.510E-03, 1.676E+02, 2.190E+02, 1.095E+01, 4.919E-02
 8.400E+02,-1.749E-05,-3.015E-06,-1.106E-03,-5.089E-04,-2.711E-05,-3.524E-04, 2.015E-03, 1.609E+02, 2.098E+02, 5.316E+00, 4.919E-02
 8.500E+02,-2.861E-06,-4.878E-07,-1.026E-04,-2.267E-04,-7.556E-06,-6.050E-05, 4.007E-04, 1.457E+02, 1.907E+02, 4.914E-01, 4.919E-02
 8.600E+02,-4.579E-22,-3.207E-22,-3.195E-05,-1.488E-04,-2.692E-16,-1.254E-22, 1.808E-04, 1.354E+02, 1.786E+02, 3.005E-02, 4.919E-02
 8.700E+02,-5.224E-22,-8.328E-23,-2.928E-05,-1.159E-04,-4.963E-22, 0.000E+00, 1.452E-04, 1.276E+02, 1.692E+02,-7.192E-02, 4.919E-02
 8.800E+02,-4.282E-22,-6.650E-23,-2.556E-05,-9.079E-05,-2.501E-22, 0.000E+00, 1.163E-04, 1.215E+02, 1.614E+02,-7.799E-02, 4.919E-02
 8.900E+02,-3.043E-22,-7.299E-24,-2.216E-05,-7.818E-05,-1.809E-22, 0.000E+00, 1.003E-04, 1.165E+02, 1.547E+02,-9.159E-02, 4.919E-02
 9.000E+02,-1.477E-22, 0.000E+00,-2.024E-05,-6.639E-05,-8.829E-23, 0.000E+00, 8.662E-05, 1.121E+02, 1.489E+02,-1.162E-01, 4.919E-02
