s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 1.700E+02,-3.023E-02,-1.034E-02,-1.966E-07,-1.976E-08,-3.198E-02,-2.183E-03, 7.472E-02, 1.010E+02, 1.115E+02, 3.335E+01, 5.374E-02
 1.800E+02,-2.462E-02,-9.613E-03,-3.099E-06,-9.751E-08,-2.591E-02,-4.955E-03, 6.510E-02, 1.044E+02, 1.176E+02, 3.262E+01, 5.295E-02
 1.900E+02,-1.959E-02,-8.634E-03,-1.342E-04,-4.463E-07,-2.060E-02,-1.140E-02, 6.036E-02, 1.080E+02, 1.216E+02, 3.242E+01, 5.247E-02
 2.000E+02,-1.379E-02,-6.666E-03,-1.454E-03,-1.679E-06,-1.412E-02,-2.467E-02, 6.071E-02, 1.100E+02, 1.231E+02, 3.260E+01, 5.131E-02
 2.100E+02,-9.949E-03,-4.489E-03,-6.183E-03,-5.033E-04,-9.923E-03,-2.635E-02, 5.740E-02, 1.101E+02, 1.292E+02, 3.333E+01, 5.091E-02
 2.200E+02,-7.160E-03,-2.897E-03,-1.304E-02,-3.917E-03,-7.293E-03,-2.118E-02, 5.549E-02, 1.204E+02, 2.787E+02, 3.502E+01, 5.008E-02
 2.300E+02,-4.662E-03,-1.798E-03,-1.407E-02,-6.028E-03,-4.883E-03,-1.485E-02, 4.629E-02, 1.658E+02, 3.648E+02, 4.129E+01, 4.974E-02
 2.400E+02,-2.636E-03,-9.851E-04,-1.024E-02,-4.060E-03,-2.802E-03,-1.238E-02, 3.310E-02, 2.804E+02, 5.590E+02, 5.122E+01, 4.974E-02
 2.500E+02,-1.325E-03,-4.989E-04,-6.149E-03,-2.437E-03,-1.411E-03,-1.111E-02, 2.293E-02, 3.688E+02, 6.732E+02, 4.743E+01, 4.974E-02
 2.600E+02,-7.174E-04,-2.560E-04,-4.321E-03,-1.876E-03,-7.362E-04,-9.223E-03, 1.713E-02, 4.140E+02, 6.975E+02, 4.079E+01, 4.974E-02
 2.700E+02,-3.962E-04,-1.302E-04,-3.595E-03,-1.171E-03,-3.965E-04,-4.486E-03, 1.017E-02, 4.275E+02, 6.606E+02, 2.994E+01, 4.974E-02
 2.800E+02,-2.403E-04,-7.582E-05,-2.818E-03,-1.231E-03,-2.319E-04,-2.669E-03, 7.266E-03, 4.184E+02, 6.095E+02, 2.233E+01, 4.974E-02
 2.900E+02,-1.427E-04,-4.420E-05,-2.253E-03,-6.959E-04,-1.407E-04,-1.364E-03, 4.641E-03, 3.910E+02, 5.690E+02, 1.285E+01, 4.974E-02
 3.000E+02,-8.386E-05,-2.530E-05,-1.364E-03,-1.194E-03,-8.082E-05,-9.868E-04, 3.735E-03, 3.648E+02, 5.539E+02, 1.022E+01, 4.974E-02
 3.100E+02,-5.586E-05,-1.675E-05,-9.450E-04,-6.168E-04,-5.856E-05,-8.727E-04, 2.566E-03, 3.308E+02, 5.437E+02, 3.488E+00, 4.974E-02
 3.200E+02,-3.113E-05,-9.351E-06,-6.956E-04,-4.839E-04,-3.278E-05,-6.177E-04, 1.871E-03, 2.943E+02, 5.199E+02, 4.445E-01, 4.974E-02
 3.300E+02,-1.695E-05,-4.725E-06,-4.572E-04,-2.595E-04,-2.083E-05,-5.074E-04, 1.267E-03, 2.622E+02, 4.423E+02,-1.636E+00, 4.974E-02
 3.400E+02,-4.097E-07,-1.124E-07,-2.827E-04,-1.790E-04,-1.214E-06,-2.593E-04, 7.228E-04, 2.389E+02, 3.983E+02,-2.310E+00, 4.974E-02
 3.500E+02,-2.280E-21,-2.266E-21,-1.954E-04,-1.236E-04,-2.399E-21,-1.080E-04, 4.270E-04, 2.174E+02, 3.421E+02,-2.638E+00, 4.974E-02
 3.600E+02,-1.938E-21,-1.727E-21,-1.374E-04,-9.524E-05,-1.857E-21,-1.536E-04, 3.862E-04, 2.025E+02, 3.104E+02,-2.327E+00, 4.974E-02
 3.700E+02,-2.044E-22,-2.820E-22,-1.028E-05,-4.244E-05,-3.193E-22,-3.452E-05, 8.724E-05, 1.893E+02, 2.717E+02,-2.735E+00, 4.974E-02
 3.800E+02,-1.707E-23,-1.881E-23,-1.031E-06,-1.796E-07, 0.000E+00,-2.523E-19, 1.211E-06, 1.772E+02, 2.245E+02,-2.603E+00, 4.974E-02
 3.900E+02,-6.996E-24,-2.840E-24,-7.659E-07,-2.271E-07,-4.379E-24, 0.000E+00, 9.930E-07, 1.680E+02, 2.090E+02,-2.352E+00, 4.974E-02
 4.000E+02, 0.000E+00,-3.024E-24,-8.352E-07,-2.552E-07,-4.934E-24,-2.062E-24, 1.090E-06, 1.602E+02, 1.977E+02,-2.159E+00, 4.974E-02
 4.100E+02, 0.000E+00,-2.401E-24,-8.504E-07,-2.712E-07,-6.858E-24, 0.000E+00, 1.122E-06, 1.535E+02, 1.880E+02,-1.992E+00, 4.974E-02
 4.200E+02,-4.391E-24, 0.000E+00,-8.816E-07,-2.620E-07,-1.523E-24, 0.000E+00, 1.144E-06, 1.476E+02, 1.798E+02,-1.859E+00, 4.974E-02
 4.300E+02,-6.054E-24,-2.161E-24,-8.713E-07,-2.522E-07,-6.804E-24, 0.000E+00, 1.123E-06, 1.424E+02, 1.725E+02,-1.738E+00, 4.974E-02
 4.400E+02, 0.000E+00,-3.008E-24,-8.269E-07,-2.531E-07,-6.130E-24, 0.000E+00, 1.080E-06, 1.377E+02, 1.662E+02,-1.637E+00, 4.974E-02
 4.500E+02, 0.000E+00,-1.168E-24,-8.033E-07,-2.419E-07,-7.413E-24, 0.000E+00, 1.045E-06, 1.335E+02, 1.603E+02,-1.548E+00, 4.974E-02
 4.600E+02,-4.373E-24,-9.925E-25,-7.569E-07,-2.387E-07,-3.017E-24, 0.000E+00, 9.955E-07, 1.296E+02, 1.549E+02,-1.469E+00, 4.974E-02
 4.700E+02,-4.320E-24, 0.000E+00,-7.221E-07,-2.319E-07,-6.409E-24, 0.000E+00, 9.540E-07, 1.260E+02, 1.500E+02,-1.398E+00, 4.974E-02
 4.800E+02,-4.098E-24, 0.000E+00,-7.125E-07,-2.113E-07,-4.831E-24, 0.000E+00, 9.238E-07, 1.228E+02, 1.456E+02,-1.334E+00, 4.974E-02
 4.900E+02, 0.000E+00, 0.000E+00,-6.735E-07,-2.062E-07,-4.286E-24, 0.000E+00, 8.798E-07, 1.197E+02, 1.417E+02,-1.279E+00, 4.974E-02
 5.000E+02,-3.507E-24, 0.000E+00,-6.297E-07,-2.048E-07,-3.876E-24, 0.000E+00, 8.345E-07, 1.169E+02, 1.380E+02,-1.222E+00, 4.974E-02
