s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 3.700E+02,-7.576E-05,-4.645E-06,-2.679E-06,-2.153E-07,-1.914E-05,-7.264E-06, 1.097E-04, 3.698E+01, 5.819E+01, 4.525E-01, 6.995E-02
 3.800E+02,-7.637E-05,-4.790E-06,-2.793E-06,-2.267E-07,-1.965E-05,-7.538E-06, 1.114E-04, 3.727E+01, 5.892E+01, 4.608E-01, 6.995E-02
 3.900E+02,-7.631E-05,-4.881E-06,-2.876E-06,-2.359E-07,-1.995E-05,-7.727E-06, 1.120E-04, 3.757E+01, 5.985E+01, 4.629E-01, 6.995E-02
 4.000E+02,-7.708E-05,-4.961E-06,-2.941E-06,-2.429E-07,-2.023E-05,-7.872E-06, 1.133E-04, 3.783E+01, 6.051E+01, 4.645E-01, 6.995E-02
 4.100E+02,-7.718E-05,-5.034E-06,-3.009E-06,-2.507E-07,-2.047E-05,-8.021E-06, 1.140E-04, 3.812E+01, 6.140E+01, 4.666E-01, 6.994E-02
 4.200E+02,-8.084E-05,-5.268E-06,-3.155E-06,-2.637E-07,-2.139E-05,-8.393E-06, 1.193E-04, 3.841E+01, 6.238E+01, 4.861E-01, 6.994E-02
 4.300E+02,-8.098E-05,-5.351E-06,-3.236E-06,-2.736E-07,-2.165E-05,-8.564E-06, 1.201E-04, 3.871E+01, 6.344E+01, 4.869E-01, 6.994E-02
 4.400E+02,-7.994E-05,-5.399E-06,-3.306E-06,-2.830E-07,-2.177E-05,-8.703E-06, 1.194E-04, 3.900E+01, 6.426E+01, 4.837E-01, 6.994E-02
 4.500E+02,-8.180E-05,-5.647E-06,-3.500E-06,-3.031E-07,-2.268E-05,-9.171E-06, 1.231E-04, 3.929E+01, 6.471E+01, 4.953E-01, 6.994E-02
 4.600E+02,-8.153E-05,-5.754E-06,-3.610E-06,-3.164E-07,-2.303E-05,-9.419E-06, 1.237E-04, 3.956E+01, 6.546E+01, 4.952E-01, 6.994E-02
 4.700E+02,-8.235E-05,-5.826E-06,-3.675E-06,-3.246E-07,-2.328E-05,-9.556E-06, 1.250E-04, 3.986E+01, 6.656E+01, 4.975E-01, 6.993E-02
 4.800E+02,-8.329E-05,-5.877E-06,-3.713E-06,-3.290E-07,-2.346E-05,-9.637E-06, 1.263E-04, 4.015E+01, 6.747E+01, 5.041E-01, 6.993E-02
 4.900E+02,-8.768E-05,-6.231E-06,-3.969E-06,-3.556E-07,-2.481E-05,-1.026E-05, 1.333E-04, 4.046E+01, 6.822E+01, 5.275E-01, 6.993E-02
 5.000E+02,-1.033E-04,-6.382E-06,-4.128E-06,-3.764E-07,-2.531E-05,-1.060E-05, 1.501E-04, 4.076E+01, 6.912E+01, 5.783E-01, 6.993E-02
 5.100E+02,-1.071E-03,-7.564E-06,-4.987E-06,-4.674E-07,-2.965E-05,-1.259E-05, 1.126E-03, 4.227E+01, 7.191E+01, 3.143E+00, 6.993E-02
 5.200E+02,-4.766E-03,-1.160E-05,-7.812E-06,-7.645E-07,-8.096E-05,-1.887E-05, 4.886E-03, 4.951E+01, 8.242E+01, 9.394E+00, 6.992E-02
 5.300E+02,-1.894E-02,-2.010E-05,-1.344E-05,-1.344E-06,-4.760E-04,-3.138E-05, 1.948E-02, 6.299E+01, 8.521E+01, 2.334E+01, 6.989E-02
 5.400E+02,-5.972E-02,-2.870E-06,-1.874E-06,-1.861E-07,-7.557E-04,-4.336E-06, 6.048E-02, 7.275E+01, 8.759E+01, 2.740E+01, 6.942E-02
 5.500E+02,-1.023E-01, 0.000E+00, 0.000E+00, 0.000E+00,-3.105E-03, 0.000E+00, 1.054E-01, 7.537E+01, 9.243E+01, 3.020E+01, 6.808E-02
 5.600E+02,-1.255E-01,-3.119E-05, 0.000E+00, 0.000E+00,-8.246E-03, 0.000E+00, 1.338E-01, 8.010E+01, 9.418E+01, 3.213E+01, 6.517E-02
 5.700E+02,-7.765E-02,-2.878E-04, 0.000E+00, 0.000E+00,-1.417E-02,-2.715E-06, 9.211E-02, 8.394E+01, 1.040E+02, 2.955E+01, 6.402E-02
 5.800E+02,-4.746E-02,-1.576E-03, 0.000E+00, 0.000E+00,-2.085E-02,-1.746E-05, 6.990E-02, 8.814E+01, 1.101E+02, 2.741E+01, 6.299E-02
 5.900E+02,-3.955E-02,-3.323E-03, 0.000E+00, 0.000E+00,-2.961E-02,-2.038E-04, 7.268E-02, 9.363E+01, 1.110E+02, 2.792E+01, 6.178E-02
 6.000E+02,-3.294E-02,-5.949E-03, 0.000E+00, 0.000E+00,-3.099E-02,-7.446E-04, 7.062E-02, 9.809E+01, 1.111E+02, 2.784E+01, 6.085E-02
 6.100E+02,-2.967E-02,-8.623E-03, 0.000E+00, 0.000E+00,-2.679E-02,-1.750E-03, 6.683E-02, 1.025E+02, 1.114E+02, 2.726E+01, 5.978E-02
 6.200E+02,-2.886E-02,-8.990E-03,-2.044E-08,-2.304E-09,-2.301E-02,-3.263E-03, 6.413E-02, 1.061E+02, 1.154E+02, 2.710E+01, 5.877E-02
 6.300E+02,-2.754E-02,-1.032E-02,-5.417E-08,-6.225E-09,-1.965E-02,-5.197E-03, 6.271E-02, 1.086E+02, 1.181E+02, 2.675E+01, 5.793E-02
 6.400E+02,-2.615E-02,-8.083E-03,-1.421E-07,-1.636E-08,-1.810E-02,-9.115E-03, 6.144E-02, 1.103E+02, 1.187E+02, 2.618E+01, 5.698E-02
 6.500E+02,-2.470E-02,-7.448E-03,-4.780E-07,-5.497E-08,-1.625E-02,-1.165E-02, 6.005E-02, 1.111E+02, 1.202E+02, 2.649E+01, 5.605E-02
 6.600E+02,-2.263E-02,-5.312E-03,-2.065E-07,-2.383E-08,-1.539E-02,-2.272E-02, 6.605E-02, 1.103E+02, 1.213E+02, 2.713E+01, 5.513E-02
 6.700E+02,-2.005E-02,-5.259E-03,-5.164E-06,-5.268E-08,-1.397E-02,-2.379E-02, 6.307E-02, 1.078E+02, 1.202E+02, 2.697E+01, 5.413E-02
 6.800E+02,-1.578E-02,-3.448E-03,-6.032E-04,-1.644E-07,-1.107E-02,-2.321E-02, 5.411E-02, 1.071E+02, 1.257E+02, 2.612E+01, 5.314E-02
 6.900E+02,-1.266E-02,-2.656E-03,-2.851E-03,-8.368E-07,-9.612E-03,-1.765E-02, 4.543E-02, 1.096E+02, 1.262E+02, 2.477E+01, 5.246E-02
 7.000E+02,-9.441E-03,-1.913E-03,-7.481E-03,-2.937E-04,-7.015E-03,-1.783E-02, 4.397E-02, 1.127E+02, 1.265E+02, 2.465E+01, 5.194E-02
 7.100E+02,-6.841E-03,-1.378E-03,-1.121E-02,-1.822E-03,-5.225E-03,-1.387E-02, 4.035E-02, 1.145E+02, 1.857E+02, 2.463E+01, 5.165E-02
 7.200E+02,-5.424E-03,-1.100E-03,-1.084E-02,-4.524E-03,-4.340E-03,-1.393E-02, 4.016E-02, 1.243E+02, 2.874E+02, 2.492E+01, 5.122E-02
 7.300E+02,-4.369E-03,-8.307E-04,-1.137E-02,-4.817E-03,-3.359E-03,-7.471E-03, 3.221E-02, 1.619E+02, 3.582E+02, 2.975E+01, 5.054E-02
 7.400E+02,-3.280E-03,-6.258E-04,-8.615E-03,-3.592E-03,-2.863E-03,-7.938E-03, 2.691E-02, 2.085E+02, 4.409E+02, 2.914E+01, 4.980E-02
 7.500E+02,-1.698E-03,-3.251E-04,-5.638E-03,-3.980E-03,-1.582E-03,-6.742E-03, 1.997E-02, 2.602E+02, 5.228E+02, 3.261E+01, 4.974E-02
 7.600E+02,-9.168E-04,-1.684E-04,-6.511E-03,-1.275E-03,-7.774E-04,-4.421E-03, 1.407E-02, 3.009E+02, 5.548E+02, 2.959E+01, 4.974E-02
 7.700E+02,-7.403E-04,-1.449E-04,-7.827E-03,-1.076E-03,-6.091E-04,-2.665E-03, 1.306E-02, 3.243E+02, 5.697E+02, 2.833E+01, 4.974E-02
 7.800E+02,-4.754E-04,-9.135E-05,-5.056E-03,-3.543E-03,-3.753E-04,-2.610E-03, 1.215E-02, 3.463E+02, 5.835E+02, 2.581E+01, 4.974E-02
 7.900E+02,-3.550E-04,-6.790E-05,-2.440E-03,-1.976E-03,-2.799E-04,-1.067E-03, 6.185E-03, 3.387E+02, 5.267E+02, 1.490E+01, 4.974E-02
 8.000E+02,-3.610E-04,-6.781E-05,-1.627E-03,-6.410E-04,-2.992E-04,-2.815E-04, 3.278E-03, 2.963E+02, 4.193E+02, 6.261E+00, 4.974E-02
 8.100E+02,-2.181E-04,-4.091E-05,-2.441E-03,-1.959E-03,-2.041E-04,-4.574E-04, 5.321E-03, 3.065E+02, 4.306E+02, 1.335E+01, 4.974E-02
 8.200E+02,-1.302E-04,-2.487E-05,-2.023E-03,-7.078E-05,-1.371E-04,-9.106E-04, 3.297E-03, 2.904E+02, 3.976E+02, 6.558E+00, 4.974E-02
 8.300E+02,-5.889E-05,-1.090E-05,-1.302E-03,-1.095E-04,-8.254E-05,-3.912E-04, 1.955E-03, 2.659E+02, 3.560E+02, 2.223E+00, 4.974E-02
 8.400E+02,-1.410E-09,-2.205E-10,-5.425E-05,-1.406E-04,-4.155E-08,-8.655E-16, 1.949E-04, 2.261E+02, 2.831E+02,-2.981E+00, 4.974E-02
 8.500E+02,-3.185E-22,-3.712E-22,-1.325E-05,-1.437E-04,-3.439E-20,-9.783E-18, 1.569E-04, 2.040E+02, 2.520E+02,-2.310E+00, 4.974E-02
 8.600E+02,-4.052E-22,-4.248E-22,-1.220E-05,-1.106E-04,-5.126E-22,-9.006E-18, 1.228E-04, 1.890E+02, 2.336E+02,-1.934E+00, 4.974E-02
 8.700E+02,-6.854E-22,-3.296E-22,-1.209E-05,-8.990E-05,-4.291E-22,-8.568E-18, 1.020E-04, 1.775E+02, 2.199E+02,-1.688E+00, 4.974E-02
 8.800E+02,-9.915E-23,-2.567E-22,-1.206E-05,-7.609E-05,-3.928E-22,-7.761E-18, 8.815E-05, 1.683E+02, 2.085E+02,-1.503E+00, 4.974E-02
 8.900E+02,-3.521E-22,-2.503E-22,-1.220E-05,-6.598E-05,-3.587E-22,-4.911E-09, 7.818E-05, 1.606E+02, 1.990E+02,-1.339E+00, 4.974E-02
 9.000E+02,-3.737E-22,-2.368E-22,-1.199E-05,-5.795E-05,-4.035E-22,-6.456E-09, 6.995E-05, 1.541E+02, 1.906E+02,-1.216E+00, 4.974E-02
