s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 2.500E+02,-2.334E-03,-8.267E-03,-7.109E-04,-4.189E-05,-8.662E-03,-2.134E-02, 4.136E-02, 1.130E+02, 1.271E+02, 3.933E+01, 5.138E-02
 2.600E+02,-1.333E-03,-3.372E-03,-7.314E-03,-1.128E-04,-4.292E-03,-2.463E-02, 4.105E-02, 1.197E+02, 1.320E+02, 4.256E+01, 5.083E-02
 2.700E+02,-5.986E-04,-1.485E-03,-1.535E-02,-3.134E-03,-1.730E-03,-1.453E-02, 3.683E-02, 1.279E+02, 1.768E+02, 4.609E+01, 5.030E-02
 2.800E+02,-2.570E-04,-5.934E-04,-5.496E-03,-5.139E-03,-6.418E-04,-9.531E-03, 2.166E-02, 1.642E+02, 2.427E+02, 4.705E+01, 4.927E-02
 2.900E+02,-9.681E-05,-2.914E-04,-3.344E-03,-1.742E-03,-2.497E-04,-5.931E-03, 1.165E-02, 1.912E+02, 2.887E+02, 4.026E+01, 4.919E-02
 3.000E+02,-4.320E-05,-1.118E-04,-2.594E-03,-7.065E-04,-1.030E-04,-5.109E-03, 8.667E-03, 1.984E+02, 2.893E+02, 3.142E+01, 4.919E-02
 3.100E+02,-2.181E-05,-4.932E-05,-1.377E-03,-4.566E-04,-6.586E-05,-2.348E-03, 4.318E-03, 1.866E+02, 2.695E+02, 1.606E+01, 4.919E-02
 3.200E+02,-2.611E-06,-4.221E-06,-8.754E-04,-4.944E-04,-1.189E-05,-1.292E-03, 2.680E-03, 1.716E+02, 2.436E+02, 1.014E+01, 4.919E-02
 3.300E+02,-1.036E-20,-1.125E-20,-5.833E-04,-5.053E-04,-1.213E-20,-1.214E-03, 2.303E-03, 1.602E+02, 2.464E+02, 7.198E+00, 4.919E-02
 3.400E+02,-7.817E-21,-6.204E-21,-5.187E-04,-3.697E-04,-7.244E-21,-8.577E-04, 1.746E-03, 1.498E+02, 2.340E+02, 4.978E+00, 4.919E-02
 3.500E+02,-4.469E-21,-5.683E-21,-5.537E-04,-2.415E-04,-5.663E-21,-3.612E-04, 1.156E-03, 1.398E+02, 2.062E+02, 2.784E+00, 4.919E-02
 3.600E+02,-5.745E-21,-4.436E-21,-5.216E-04,-1.771E-04,-5.524E-21,-2.992E-04, 9.979E-04, 1.322E+02, 1.895E+02, 2.588E+00, 4.919E-02
 3.700E+02,-3.723E-21,-3.322E-21,-4.069E-04,-1.619E-04,-3.675E-21,-2.952E-04, 8.641E-04, 1.268E+02, 1.869E+02, 2.247E+00, 4.919E-02
 3.800E+02,-1.910E-21,-1.703E-21,-2.567E-04,-1.263E-04,-3.131E-21,-1.492E-04, 5.322E-04, 1.203E+02, 1.696E+02, 1.019E+00, 4.919E-02
 3.900E+02,-1.828E-21,-1.730E-21,-1.623E-04,-9.429E-05,-1.081E-21,-8.697E-05, 3.435E-04, 1.146E+02, 1.547E+02, 4.081E-01, 4.919E-02
 4.000E+02,-6.384E-22,-5.734E-22,-8.081E-05,-7.839E-05,-6.311E-22,-3.823E-05, 1.974E-04, 1.095E+02, 1.451E+02, 3.180E-02, 4.919E-02
 4.100E+02,-7.264E-22,-4.161E-22,-1.001E-04,-7.029E-05,-6.758E-22,-9.915E-07, 1.714E-04, 1.051E+02, 1.418E+02,-4.309E-02, 4.919E-02
 4.200E+02,-3.445E-22,-9.678E-23,-4.689E-05,-6.037E-05,-2.851E-22,-8.447E-07, 1.081E-04, 1.013E+02, 1.374E+02,-1.891E-01, 4.919E-02
 4.300E+02,-1.773E-22,-7.870E-23,-3.317E-05,-4.894E-05,-9.585E-23,-8.041E-07, 8.291E-05, 9.789E+01, 1.269E+02,-2.354E-01, 4.919E-02
 4.400E+02,-1.841E-22,-5.348E-23,-3.089E-05,-4.231E-05,-9.527E-23,-7.528E-07, 7.395E-05, 9.485E+01, 1.225E+02,-2.479E-01, 4.919E-02
 4.500E+02,-1.538E-22,-5.534E-23,-2.752E-05,-3.645E-05,-1.064E-22,-7.091E-07, 6.468E-05, 9.217E+01, 1.184E+02,-2.470E-01, 4.919E-02
 4.600E+02,-9.734E-23,-1.918E-23,-2.538E-05,-3.350E-05,-5.480E-23,-6.604E-07, 5.954E-05, 8.974E+01, 1.145E+02,-2.516E-01, 4.919E-02
 4.700E+02,-8.216E-23,-3.402E-23,-2.208E-05,-2.841E-05,-2.833E-23,-6.385E-07, 5.113E-05, 8.751E+01, 1.111E+02,-2.564E-01, 4.919E-02
 4.800E+02,-5.582E-23,-4.843E-23,-2.257E-05,-2.720E-05,-4.112E-23,-6.079E-07, 5.037E-05, 8.547E+01, 1.082E+02,-2.540E-01, 4.919E-02
 4.900E+02,-4.186E-23,-4.145E-23,-1.971E-05,-2.382E-05,-3.158E-23,-5.733E-07, 4.411E-05, 8.360E+01, 1.054E+02,-2.407E-01, 4.919E-02
 5.000E+02,-5.164E-23,-6.949E-23,-1.965E-05,-2.265E-05,-3.764E-23,-5.732E-07, 4.287E-05, 8.191E+01, 1.029E+02,-2.258E-01, 4.919E-02
 5.100E+02,-5.083E-23,-8.714E-23,-1.891E-05,-2.216E-05,-4.157E-23,-5.612E-07, 4.162E-05, 8.027E+01, 1.005E+02,-2.389E-01, 4.919E-02
 5.200E+02,-4.796E-23,-6.579E-23,-1.715E-05,-1.996E-05,-4.984E-23,-5.268E-07, 3.764E-05, 7.878E+01, 9.822E+01,-2.294E-01, 4.919E-02
 5.300E+02,-4.918E-23,-5.580E-23,-1.740E-05,-1.876E-05,-3.580E-23,-5.216E-07, 3.668E-05, 7.736E+01, 9.623E+01,-2.317E-01, 4.919E-02
 5.400E+02,-3.485E-23,-6.803E-23,-1.631E-05,-1.726E-05,-2.749E-23,-5.229E-07, 3.409E-05, 7.603E+01, 9.436E+01,-2.279E-01, 4.919E-02
 5.500E+02,-2.427E-23,-6.639E-23,-1.611E-05,-1.638E-05,-3.307E-23,-5.099E-07, 3.300E-05, 7.479E+01, 9.264E+01,-2.277E-01, 4.919E-02
 5.600E+02,-1.381E-23,-4.428E-23,-1.535E-05,-1.506E-05,-4.177E-23,-5.145E-07, 3.093E-05, 7.364E+01, 9.098E+01,-2.191E-01, 4.919E-02
 5.700E+02,-2.104E-23,-4.532E-23,-1.477E-05,-1.462E-05,-3.305E-23,-4.911E-07, 2.988E-05, 7.253E+01, 8.940E+01,-2.202E-01, 4.919E-02
 5.800E+02,-4.404E-23,-7.971E-23,-1.368E-05,-1.362E-05,-2.201E-23,-4.766E-07, 2.778E-05, 7.148E+01, 8.792E+01,-2.278E-01, 4.919E-02
 5.900E+02,-4.719E-23,-9.447E-23,-1.288E-05,-1.236E-05,-6.262E-23,-4.599E-07, 2.570E-05, 7.052E+01, 8.647E+01,-2.152E-01, 4.919E-02
 6.000E+02,-3.299E-23,-7.535E-23,-1.342E-05,-1.220E-05,-5.848E-23,-4.480E-07, 2.607E-05, 6.960E+01, 8.519E+01,-2.080E-01, 4.919E-02
