s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 1.000E+02,-1.002E-04,-4.754E-06,-2.421E-06,-1.750E-07,-2.060E-05,-6.936E-06, 1.351E-04, 3.301E+01, 5.632E+01, 7.250E-01, 5.498E-02
 1.100E+02,-1.035E-04,-5.016E-06,-2.586E-06,-1.898E-07,-2.157E-05,-7.335E-06, 1.402E-04, 3.370E+01, 6.017E+01, 7.478E-01, 5.497E-02
 1.200E+02,-1.103E-04,-5.479E-06,-2.866E-06,-2.144E-07,-2.338E-05,-8.039E-06, 1.503E-04, 3.442E+01, 6.444E+01, 7.933E-01, 5.497E-02
 1.300E+02,-1.174E-04,-5.907E-06,-3.144E-06,-2.402E-07,-2.500E-05,-8.714E-06, 1.604E-04, 3.516E+01, 6.879E+01, 8.376E-01, 5.496E-02
 1.400E+02,-6.213E-04,-7.155E-06,-3.924E-06,-3.134E-07,-2.978E-05,-1.059E-05, 6.731E-04, 3.675E+01, 7.248E+01, 2.471E+00, 5.496E-02
 1.500E+02,-2.988E-03,-9.986E-06,-5.705E-06,-4.853E-07,-4.731E-05,-1.473E-05, 3.066E-03, 4.201E+01, 8.185E+01, 6.592E+00, 5.495E-02
 1.600E+02,-1.057E-02,-1.504E-05,-8.900E-06,-8.017E-07,-1.632E-04,-2.193E-05, 1.078E-02, 5.265E+01, 8.360E+01, 1.458E+01, 5.465E-02
 1.700E+02,-3.143E-02,-1.986E-05,-1.195E-05,-1.120E-06,-7.081E-04,-2.845E-05, 3.220E-02, 6.675E+01, 8.757E+01, 2.750E+01, 5.329E-02
 1.800E+02,-5.039E-02,-7.802E-06,-4.183E-06,-3.970E-07,-2.526E-03,-9.840E-06, 5.294E-02, 7.456E+01, 9.524E+01, 3.176E+01, 5.213E-02
 1.900E+02,-4.736E-02,-1.825E-04,-7.342E-07,-7.055E-08,-5.750E-03,-1.708E-06, 5.330E-02, 7.810E+01, 1.020E+02, 2.946E+01, 5.191E-02
 2.000E+02,-3.393E-02,-8.488E-04,-8.998E-06,-9.015E-07,-1.408E-02,-3.289E-04, 4.920E-02, 8.428E+01, 1.114E+02, 3.238E+01, 5.144E-02
 2.100E+02,-8.318E-03,-4.841E-03,-1.912E-04,-1.025E-05,-2.626E-02,-3.199E-03, 4.282E-02, 9.718E+01, 1.140E+02, 4.144E+01, 5.111E-02
 2.200E+02,-1.972E-03,-6.028E-03,-2.664E-03,-3.734E-05,-1.428E-02,-1.390E-02, 3.888E-02, 1.052E+02, 1.307E+02, 4.131E+01, 5.067E-02
 2.300E+02,-1.833E-04,-3.039E-03,-8.469E-03,-2.507E-03,-5.835E-03,-1.297E-02, 3.300E-02, 1.191E+02, 1.907E+02, 4.493E+01, 5.006E-02
 2.400E+02,-2.716E-06,-1.867E-03,-2.660E-03,-1.680E-03,-1.281E-03,-4.818E-03, 1.231E-02, 1.598E+02, 2.556E+02, 3.910E+01, 4.919E-02
 2.500E+02,-1.507E-20,-4.729E-04,-5.669E-04,-5.698E-04,-1.063E-04,-1.549E-03, 3.265E-03, 1.534E+02, 2.518E+02, 1.264E+01, 4.919E-02
 2.600E+02,-7.664E-21,-9.762E-05,-6.742E-04,-1.692E-04,-2.016E-07,-9.363E-04, 1.878E-03, 1.369E+02, 2.462E+02, 6.895E+00, 4.919E-02
 2.700E+02,-5.278E-21,-4.968E-05,-2.097E-04,-2.296E-04,-5.543E-06,-6.843E-04, 1.179E-03, 1.263E+02, 2.216E+02, 4.226E+00, 4.919E-02
 2.800E+02,-5.314E-21,-1.284E-04,-2.967E-04,-7.059E-05,-6.580E-05,-5.375E-04, 1.099E-03, 1.166E+02, 1.936E+02, 2.936E+00, 4.919E-02
 2.900E+02,-4.198E-21,-1.090E-04,-2.924E-04,-8.271E-05,-1.063E-04,-4.496E-04, 1.040E-03, 1.095E+02, 1.769E+02, 2.283E+00, 4.919E-02
 3.000E+02,-2.833E-21,-2.678E-05,-1.577E-04,-5.391E-05,-1.241E-08,-3.495E-04, 5.879E-04, 1.026E+02, 1.585E+02, 9.565E-01, 4.919E-02
