s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 3.700E+02,-1.544E-03,-2.805E-04,-5.506E-03,-2.829E-03,-1.298E-03,-3.076E-03, 1.453E-02, 1.972E+02, 3.148E+02, 4.475E+01, 4.919E-02
 3.800E+02,-9.331E-04,-1.633E-04,-4.501E-03,-1.919E-03,-7.462E-04,-1.846E-03, 1.011E-02, 2.097E+02, 3.261E+02, 3.701E+01, 4.919E-02
 3.900E+02,-5.837E-04,-1.012E-04,-3.450E-03,-1.444E-03,-4.569E-04,-1.468E-03, 7.504E-03, 2.131E+02, 3.173E+02, 3.095E+01, 4.919E-02
 4.000E+02,-4.804E-04,-9.267E-05,-3.032E-03,-1.326E-03,-3.980E-04,-1.088E-03, 6.416E-03, 2.139E+02, 3.117E+02, 2.721E+01, 4.919E-02
 4.100E+02,-3.063E-04,-5.701E-05,-2.611E-03,-1.169E-03,-2.571E-04,-8.362E-04, 5.236E-03, 2.112E+02, 3.072E+02, 2.249E+01, 4.919E-02
 4.200E+02,-2.199E-04,-4.108E-05,-2.287E-03,-1.019E-03,-1.741E-04,-6.096E-04, 4.351E-03, 2.047E+02, 2.933E+02, 1.815E+01, 4.919E-02
 4.300E+02,-1.428E-04,-2.161E-05,-1.805E-03,-7.699E-04,-1.259E-04,-6.640E-04, 3.529E-03, 1.961E+02, 2.887E+02, 1.390E+01, 4.919E-02
 4.400E+02,-9.091E-05,-1.696E-05,-1.433E-03,-6.093E-04,-7.835E-05,-6.351E-04, 2.863E-03, 1.858E+02, 2.638E+02, 9.866E+00, 4.919E-02
 4.500E+02,-7.792E-05,-1.623E-05,-1.111E-03,-4.489E-04,-6.826E-05,-1.845E-04, 1.907E-03, 1.742E+02, 2.385E+02, 5.675E+00, 4.919E-02
 4.600E+02,-6.461E-05,-1.227E-05,-7.056E-04,-2.770E-04,-5.863E-05,-2.488E-04, 1.367E-03, 1.611E+02, 2.111E+02, 2.417E+00, 4.919E-02
 4.700E+02,-3.071E-05,-5.542E-06,-5.192E-04,-1.832E-04,-3.587E-05,-2.391E-04, 1.014E-03, 1.509E+02, 1.946E+02, 1.371E+00, 4.919E-02
 4.800E+02,-7.590E-06,-1.370E-06,-2.064E-04,-1.138E-04,-1.210E-05,-6.541E-05, 4.066E-04, 1.422E+02, 1.814E+02, 6.261E-02, 4.919E-02
 4.900E+02,-7.682E-18,-8.230E-19,-1.693E-05,-6.840E-05,-5.024E-14,-8.463E-14, 8.532E-05, 1.342E+02, 1.709E+02,-7.125E-01, 4.919E-02
 5.000E+02,-1.455E-23,-7.747E-24,-1.214E-05,-5.260E-05,-1.671E-23,-1.860E-24, 6.473E-05, 1.277E+02, 1.626E+02,-7.036E-01, 4.919E-02
 5.100E+02,-1.931E-23,-4.053E-24,-1.029E-05,-3.868E-05,-1.521E-23, 0.000E+00, 4.897E-05, 1.224E+02, 1.556E+02,-6.297E-01, 4.919E-02
 5.200E+02,-7.374E-24,-9.183E-25,-8.806E-06,-3.062E-05,-7.384E-24, 0.000E+00, 3.943E-05, 1.179E+02, 1.492E+02,-6.175E-01, 4.919E-02
 5.300E+02,-5.842E-24, 0.000E+00,-7.738E-06,-2.630E-05,-7.371E-24, 0.000E+00, 3.403E-05, 1.138E+02, 1.436E+02,-5.974E-01, 4.919E-02
 5.400E+02,-5.836E-24, 0.000E+00,-7.234E-06,-2.312E-05,-2.677E-24, 0.000E+00, 3.036E-05, 1.102E+02, 1.389E+02,-5.703E-01, 4.919E-02
 5.500E+02,-3.171E-24, 0.000E+00,-7.086E-06,-2.162E-05,-2.138E-24, 0.000E+00, 2.870E-05, 1.070E+02, 1.345E+02,-5.463E-01, 4.919E-02
 5.600E+02,-5.824E-24, 0.000E+00,-6.757E-06,-1.969E-05,-1.706E-24, 0.000E+00, 2.645E-05, 1.041E+02, 1.306E+02,-5.270E-01, 4.919E-02
 5.700E+02,-3.099E-24, 0.000E+00,-5.902E-06,-1.705E-05, 0.000E+00, 0.000E+00, 2.295E-05, 1.014E+02, 1.270E+02,-4.895E-01, 4.919E-02
 5.800E+02,-1.909E-24, 0.000E+00,-5.583E-06,-1.586E-05, 0.000E+00, 0.000E+00, 2.145E-05, 9.899E+01, 1.238E+02,-4.821E-01, 4.919E-02
 5.900E+02,-4.649E-25, 0.000E+00,-5.241E-06,-1.482E-05, 0.000E+00, 0.000E+00, 2.006E-05, 9.673E+01, 1.207E+02,-4.578E-01, 4.919E-02
 6.000E+02,-1.336E-24, 0.000E+00,-5.304E-06,-1.500E-05, 0.000E+00, 0.000E+00, 2.030E-05, 9.460E+01, 1.179E+02,-4.592E-01, 4.919E-02
 6.100E+02,-1.956E-24, 0.000E+00,-5.098E-06,-1.384E-05, 0.000E+00, 0.000E+00, 1.893E-05, 9.264E+01, 1.154E+02,-4.409E-01, 4.919E-02
 6.200E+02, 0.000E+00, 0.000E+00,-4.656E-06,-1.258E-05, 0.000E+00, 0.000E+00, 1.723E-05, 9.083E+01, 1.130E+02,-4.256E-01, 4.919E-02
 6.300E+02,-6.752E-25, 0.000E+00,-4.538E-06,-1.187E-05, 0.000E+00, 0.000E+00, 1.641E-05, 8.915E+01, 1.107E+02,-4.144E-01, 4.919E-02
 6.400E+02, 0.000E+00, 0.000E+00,-4.437E-06,-1.155E-05, 0.000E+00, 0.000E+00, 1.599E-05, 8.754E+01, 1.086E+02,-4.094E-01, 4.919E-02
 6.500E+02, 0.000E+00, 0.000E+00,-4.356E-06,-1.137E-05, 0.000E+00, 0.000E+00, 1.573E-05, 8.605E+01, 1.066E+02,-3.966E-01, 4.919E-02
 6.600E+02, 0.000E+00, 0.000E+00,-3.975E-06,-1.058E-05, 0.000E+00, 0.000E+00, 1.455E-05, 8.464E+01, 1.047E+02,-3.879E-01, 4.919E-02
 6.700E+02, 0.000E+00, 0.000E+00,-3.788E-06,-1.035E-05, 0.000E+00, 0.000E+00, 1.414E-05, 8.330E+01, 1.029E+02,-3.861E-01, 4.919E-02
 6.800E+02, 0.000E+00, 0.000E+00,-3.687E-06,-9.979E-06, 0.000E+00, 0.000E+00, 1.367E-05, 8.202E+01, 1.012E+02,-3.882E-01, 4.919E-02
 6.900E+02, 0.000E+00, 0.000E+00,-3.623E-06,-9.591E-06, 0.000E+00, 0.000E+00, 1.321E-05, 8.082E+01, 9.960E+01,-3.775E-01, 4.919E-02
 7.000E+02, 0.000E+00, 0.000E+00,-3.350E-06,-8.880E-06, 0.000E+00, 0.000E+00, 1.223E-05, 7.971E+01, 9.810E+01,-3.672E-01, 4.919E-02
 7.100E+02, 0.000E+00, 0.000E+00,-3.170E-06,-8.415E-06, 0.000E+00, 0.000E+00, 1.159E-05, 7.865E+01, 9.663E+01,-3.578E-01, 4.919E-02
 7.200E+02, 0.000E+00, 0.000E+00,-3.174E-06,-8.503E-06, 0.000E+00, 0.000E+00, 1.168E-05, 7.765E+01, 9.532E+01,-3.496E-01, 4.919E-02
 7.300E+02, 0.000E+00, 0.000E+00,-3.067E-06,-8.331E-06, 0.000E+00, 0.000E+00, 1.140E-05, 7.665E+01, 9.399E+01,-3.546E-01, 4.919E-02
 7.400E+02, 0.000E+00, 0.000E+00,-2.924E-06,-7.735E-06, 0.000E+00, 0.000E+00, 1.066E-05, 7.575E+01, 9.277E+01,-3.353E-01, 4.919E-02
 7.500E+02, 0.000E+00, 0.000E+00,-2.783E-06,-7.625E-06, 0.000E+00, 0.000E+00, 1.041E-05, 7.489E+01, 9.162E+01,-3.333E-01, 4.919E-02
 7.600E+02, 0.000E+00, 0.000E+00,-2.720E-06,-7.335E-06, 0.000E+00, 0.000E+00, 1.006E-05, 7.405E+01, 9.047E+01,-3.274E-01, 4.919E-02
 7.700E+02, 0.000E+00, 0.000E+00,-2.718E-06,-7.236E-06, 0.000E+00, 0.000E+00, 9.954E-06, 7.323E+01, 8.940E+01,-3.298E-01, 4.919E-02
 7.800E+02, 0.000E+00, 0.000E+00,-2.681E-06,-7.130E-06, 0.000E+00, 0.000E+00, 9.811E-06, 7.245E+01, 8.835E+01,-3.277E-01, 4.919E-02
 7.900E+02, 0.000E+00, 0.000E+00,-2.568E-06,-6.815E-06, 0.000E+00, 0.000E+00, 9.382E-06, 7.171E+01, 8.737E+01,-3.267E-01, 4.919E-02
 8.000E+02, 0.000E+00, 0.000E+00,-2.546E-06,-6.843E-06, 0.000E+00, 0.000E+00, 9.389E-06, 7.100E+01, 8.646E+01,-3.216E-01, 4.919E-02
 8.100E+02, 0.000E+00, 0.000E+00,-2.475E-06,-6.451E-06, 0.000E+00, 0.000E+00, 8.926E-06, 7.031E+01, 8.552E+01,-3.136E-01, 4.919E-02
 8.200E+02, 0.000E+00, 0.000E+00,-2.441E-06,-6.278E-06, 0.000E+00, 0.000E+00, 8.720E-06, 6.967E+01, 8.466E+01,-3.106E-01, 4.919E-02
 8.300E+02, 0.000E+00, 0.000E+00,-2.290E-06,-5.876E-06, 0.000E+00, 0.000E+00, 8.166E-06, 6.905E+01, 8.383E+01,-3.036E-01, 4.919E-02
 8.400E+02, 0.000E+00, 0.000E+00,-2.358E-06,-6.186E-06, 0.000E+00, 0.000E+00, 8.544E-06, 6.844E+01, 8.304E+01,-3.032E-01, 4.919E-02
 8.500E+02, 0.000E+00, 0.000E+00,-2.294E-06,-6.056E-06, 0.000E+00, 0.000E+00, 8.350E-06, 6.783E+01, 8.222E+01,-3.065E-01, 4.919E-02
 8.600E+02, 0.000E+00, 0.000E+00,-2.163E-06,-5.586E-06, 0.000E+00, 0.000E+00, 7.749E-06, 6.730E+01, 8.150E+01,-2.927E-01, 4.919E-02
 8.700E+02, 0.000E+00, 0.000E+00,-2.252E-06,-5.684E-06, 0.000E+00, 0.000E+00, 7.937E-06, 6.675E+01, 8.078E+01,-2.951E-01, 4.919E-02
 8.800E+02, 0.000E+00, 0.000E+00,-2.217E-06,-5.658E-06, 0.000E+00, 0.000E+00, 7.875E-06, 6.622E+01, 8.007E+01,-2.904E-01, 4.919E-02
 8.900E+02, 0.000E+00, 0.000E+00,-2.161E-06,-5.537E-06, 0.000E+00, 0.000E+00, 7.699E-06, 6.572E+01, 7.940E+01,-2.885E-01, 4.919E-02
 9.000E+02, 0.000E+00, 0.000E+00,-2.179E-06,-5.493E-06, 0.000E+00, 0.000E+00, 7.672E-06, 6.522E+01, 7.875E+01,-2.927E-01, 4.919E-02
