s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
Time,mdot_hexane,mdot_heptane,mdot_octane,mdot_decane,mdot_benzene,mdot_toluene,mdot,Tsurf,Tsurf_max,flux,delta
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.000E+01, 2.000E+01, 9.000E+00, 5.400E-02
 1.001E+01,-8.186E-05,-3.179E-06,-1.463E-06,-9.445E-08,-1.467E-05,-4.538E-06, 1.058E-04, 2.630E+01, 2.729E+01, 4.687E+00, 5.400E-02
 2.001E+01,-1.171E-04,-4.694E-06,-2.198E-06,-1.449E-07,-2.137E-05,-6.699E-06, 1.522E-04, 2.886E+01, 3.397E+01, 9.565E-01, 5.400E-02
 3.000E+01,-1.202E-04,-4.991E-06,-2.378E-06,-1.599E-07,-2.246E-05,-7.146E-06, 1.573E-04, 2.993E+01, 3.992E+01, 9.832E-01, 5.399E-02
 4.001E+01,-1.244E-04,-5.370E-06,-2.609E-06,-1.792E-07,-2.387E-05,-7.719E-06, 1.641E-04, 3.106E+01, 4.592E+01, 1.019E+00, 5.399E-02
 5.001E+01,-1.311E-04,-5.918E-06,-2.941E-06,-2.073E-07,-2.595E-05,-8.553E-06, 1.746E-04, 3.226E+01, 5.334E+01, 1.072E+00, 5.399E-02
 6.001E+01,-1.384E-04,-6.571E-06,-3.353E-06,-2.435E-07,-2.839E-05,-9.565E-06, 1.865E-04, 3.351E+01, 6.254E+01, 1.138E+00, 5.398E-02
 7.000E+01,-1.945E-04,-7.378E-06,-3.860E-06,-2.895E-07,-3.143E-05,-1.080E-05, 2.482E-04, 3.484E+01, 6.942E+01, 1.377E+00, 5.397E-02
 8.000E+01,-1.723E-03,-1.015E-05,-5.548E-06,-4.445E-07,-6.188E-05,-1.487E-05, 1.816E-03, 3.837E+01, 7.337E+01, 4.850E+00, 5.387E-02
 9.000E+01,-7.900E-03,-4.273E-05,-8.324E-06,-7.192E-07,-3.274E-04,-3.250E-05, 8.312E-03, 4.703E+01, 8.184E+01, 1.159E+01, 5.293E-02
 1.000E+02,-2.185E-02,-2.032E-04,-2.213E-05,-1.007E-06,-1.571E-03,-3.020E-04, 2.395E-02, 5.964E+01, 8.290E+01, 2.101E+01, 5.171E-02
 1.100E+02,-4.113E-02,-6.974E-04,-2.589E-04,-8.817E-07,-4.845E-03,-1.270E-03, 4.820E-02, 7.119E+01, 8.868E+01, 3.039E+01, 5.109E-02
 1.200E+02,-4.012E-02,-1.774E-03,-1.328E-03,-9.593E-05,-1.038E-02,-4.124E-03, 5.782E-02, 7.795E+01, 1.619E+02, 3.311E+01, 5.046E-02
 1.300E+02,-2.650E-02,-3.189E-03,-3.314E-03,-5.826E-04,-1.378E-02,-7.734E-03, 5.510E-02, 9.154E+01, 2.982E+02, 3.329E+01, 4.983E-02
 1.400E+02,-9.187E-03,-4.247E-03,-5.183E-03,-2.001E-03,-1.510E-02,-1.112E-02, 4.684E-02, 1.408E+02, 3.624E+02, 4.140E+01, 4.974E-02
 1.500E+02,-1.629E-03,-2.959E-03,-3.903E-03,-1.665E-03,-7.965E-03,-7.888E-03, 2.601E-02, 2.795E+02, 5.643E+02, 5.136E+01, 4.974E-02
 1.600E+02,-1.781E-04,-1.494E-03,-2.034E-03,-9.427E-04,-2.544E-03,-3.761E-03, 1.095E-02, 3.660E+02, 5.999E+02, 3.689E+01, 4.974E-02
 1.700E+02,-3.697E-05,-5.820E-04,-1.062E-03,-5.026E-04,-7.110E-04,-2.137E-03, 5.032E-03, 3.539E+02, 5.249E+02, 1.827E+01, 4.974E-02
 1.800E+02,-5.304E-07,-2.237E-04,-6.251E-04,-3.462E-04,-3.511E-04,-1.021E-03, 2.568E-03, 3.063E+02, 4.868E+02, 6.383E+00, 4.974E-02
 1.900E+02,-5.646E-21,-1.130E-04,-2.646E-04,-3.111E-04,-1.479E-04,-4.454E-04, 1.282E-03, 2.600E+02, 4.572E+02, 7.394E-01, 4.974E-02
 2.000E+02,-2.972E-21,-6.332E-05,-1.548E-04,-8.830E-05,-6.720E-05,-2.672E-04, 6.408E-04, 2.189E+02, 3.615E+02,-2.194E+00, 4.974E-02
 2.100E+02,-1.207E-21,-2.599E-05,-6.366E-05,-6.246E-05,-1.497E-05,-1.056E-04, 2.727E-04, 1.911E+02, 2.637E+02,-2.513E+00, 4.974E-02
 2.200E+02,-4.372E-22,-4.941E-06,-2.550E-05,-9.018E-06,-9.201E-15,-5.215E-05, 9.160E-05, 1.718E+02, 2.238E+02,-2.429E+00, 4.974E-02
 2.300E+02,-4.399E-23,-1.842E-19,-5.413E-06,-5.738E-06,-5.514E-23,-1.564E-06, 1.272E-05, 1.572E+02, 1.989E+02,-2.240E+00, 4.974E-02
 2.400E+02,-1.693E-23,-1.324E-23,-5.033E-24,-3.262E-06,-1.372E-23,-1.516E-23, 3.262E-06, 1.458E+02, 1.818E+02,-1.981E+00, 4.974E-02
 2.500E+02,-4.331E-24,-9.770E-24, 0.000E+00,-2.102E-06,-1.064E-23,-2.780E-24, 2.102E-06, 1.367E+02, 1.687E+02,-1.763E+00, 4.974E-02
 2.600E+02,-7.851E-24,-7.183E-24, 0.000E+00,-1.551E-06,-8.760E-24, 0.000E+00, 1.551E-06, 1.292E+02, 1.582E+02,-1.594E+00, 4.974E-02
 2.700E+02,-6.034E-24,-2.183E-24,-9.578E-24,-1.230E-06,-6.806E-24,-5.881E-24, 1.230E-06, 1.228E+02, 1.492E+02,-1.453E+00, 4.974E-02
 2.800E+02,-4.772E-24,-7.382E-25,-1.439E-24,-8.815E-07,-4.841E-24,-1.448E-24, 8.815E-07, 1.173E+02, 1.430E+02,-1.332E+00, 4.974E-02
 2.900E+02,-2.990E-24,-5.538E-24,-1.551E-23,-6.515E-07,-3.700E-24,-8.267E-24, 6.515E-07, 1.124E+02, 1.374E+02,-1.239E+00, 4.974E-02
 3.000E+02,-3.223E-24,-6.310E-24,-1.298E-23,-5.693E-07,-3.062E-24,-1.279E-23, 5.693E-07, 1.082E+02, 1.325E+02,-1.153E+00, 4.974E-02
