s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
Time,mdot_hexane,mdot_heptane,mdot_octane,mdot_decane,mdot_benzene,mdot_toluene,mdot,Tsurf,Tsurf_max,flux,delta
 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.000E+01, 2.000E+01, 9.000E+00, 5.200E-02
 1.001E+01,-8.189E-05,-3.179E-06,-1.463E-06,-9.443E-08,-1.467E-05,-4.538E-06, 1.058E-04, 2.630E+01, 2.729E+01, 4.688E+00, 5.200E-02
 2.000E+01,-1.169E-04,-4.681E-06,-2.191E-06,-1.444E-07,-2.132E-05,-6.678E-06, 1.519E-04, 2.887E+01, 3.409E+01, 9.596E-01, 5.200E-02
 3.001E+01,-1.214E-04,-5.029E-06,-2.395E-06,-1.610E-07,-2.263E-05,-7.194E-06, 1.588E-04, 2.996E+01, 4.070E+01, 1.000E+00, 5.199E-02
 4.000E+01,-1.239E-04,-5.327E-06,-2.584E-06,-1.773E-07,-2.369E-05,-7.650E-06, 1.633E-04, 3.102E+01, 4.711E+01, 1.019E+00, 5.199E-02
 5.000E+01,-1.294E-04,-5.796E-06,-2.869E-06,-2.013E-07,-2.548E-05,-8.368E-06, 1.721E-04, 3.205E+01, 5.231E+01, 1.068E+00, 5.199E-02
 6.001E+01,-1.342E-04,-6.298E-06,-3.193E-06,-2.302E-07,-2.731E-05,-9.155E-06, 1.803E-04, 3.308E+01, 5.888E+01, 1.112E+00, 5.198E-02
 7.000E+01,-1.411E-04,-6.897E-06,-3.575E-06,-2.645E-07,-2.956E-05,-1.009E-05, 1.915E-04, 3.410E+01, 6.632E+01, 1.168E+00, 5.197E-02
 8.000E+01,-5.785E-04,-8.496E-06,-4.547E-06,-3.523E-07,-3.576E-05,-1.248E-05, 6.402E-04, 3.575E+01, 7.221E+01, 2.646E+00, 5.196E-02
 9.000E+01,-2.757E-03,-1.235E-05,-6.967E-06,-5.836E-07,-1.259E-04,-1.816E-05, 2.921E-03, 4.111E+01, 8.219E+01, 7.235E+00, 5.155E-02
