s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 1.000E+02,-6.709E-03,-9.548E-05,-1.039E-05,-9.314E-07,-1.128E-03,-5.415E-05, 7.998E-03, 5.022E+01, 8.732E+01, 1.384E+01, 5.079E-02
 1.100E+02,-1.082E-02,-6.103E-04,-1.557E-04,-1.298E-06,-2.950E-03,-1.037E-03, 1.558E-02, 6.184E+01, 1.094E+02, 2.186E+01, 5.036E-02
 1.200E+02,-1.548E-02,-1.057E-03,-1.212E-03,-2.871E-04,-4.342E-03,-2.646E-03, 2.502E-02, 7.817E+01, 1.632E+02, 3.299E+01, 4.989E-02
 1.300E+02,-1.772E-02,-1.332E-03,-1.441E-03,-5.569E-04,-5.510E-03,-3.213E-03, 2.978E-02, 1.054E+02, 2.209E+02, 4.570E+01, 4.919E-02
 1.400E+02,-1.212E-02,-1.371E-03,-1.510E-03,-5.273E-04,-5.364E-03,-3.414E-03, 2.431E-02, 1.446E+02, 2.956E+02, 5.455E+01, 4.919E-02
 1.500E+02,-5.771E-03,-1.130E-03,-1.297E-03,-4.758E-04,-4.150E-03,-2.854E-03, 1.568E-02, 1.856E+02, 3.531E+02, 5.485E+01, 4.919E-02
 1.600E+02,-2.054E-03,-7.721E-04,-8.835E-04,-3.379E-04,-2.615E-03,-1.913E-03, 8.575E-03, 2.032E+02, 3.476E+02, 3.919E+01, 4.919E-02
 1.700E+02,-4.698E-04,-3.263E-04,-5.635E-04,-1.794E-04,-1.006E-03,-9.091E-04, 3.454E-03, 1.875E+02, 2.857E+02, 1.517E+01, 4.919E-02
 1.800E+02,-5.715E-05,-1.465E-04,-1.943E-04,-1.004E-04,-2.798E-04,-4.108E-04, 1.189E-03, 1.608E+02, 2.468E+02, 3.708E+00, 4.919E-02
 1.900E+02,-6.816E-06,-6.124E-05,-1.004E-04,-4.495E-05,-1.011E-04,-1.959E-04, 5.104E-04, 1.412E+02, 2.295E+02, 6.618E-01, 4.919E-02
 2.000E+02,-1.776E-05,-3.728E-05,-6.296E-05,-3.010E-05,-8.217E-05,-1.335E-04, 3.638E-04, 1.274E+02, 1.954E+02,-1.006E-01, 4.919E-02
 2.100E+02,-1.540E-09,-2.244E-05,-3.151E-05,-1.979E-05,-3.083E-05,-7.024E-05, 1.748E-04, 1.172E+02, 1.778E+02,-5.954E-01, 4.919E-02
 2.200E+02,-1.298E-09,-1.003E-05,-2.078E-05,-1.245E-05,-9.063E-06,-5.592E-05, 1.082E-04, 1.092E+02, 1.611E+02,-7.256E-01, 4.919E-02
 2.300E+02,-1.209E-09,-7.574E-06,-1.323E-05,-7.222E-06,-1.938E-06,-2.780E-05, 5.776E-05, 1.030E+02, 1.520E+02,-7.713E-01, 4.919E-02
 2.400E+02,-1.069E-09,-3.036E-06,-1.064E-05,-5.088E-06,-1.762E-06,-1.658E-05, 3.710E-05, 9.789E+01, 1.444E+02,-7.457E-01, 4.919E-02
 2.500E+02,-9.977E-10,-2.759E-06,-9.312E-06,-4.189E-06,-1.689E-06,-1.494E-05, 3.289E-05, 9.362E+01, 1.378E+02,-6.962E-01, 4.919E-02
 2.600E+02,-9.174E-10,-2.693E-06,-9.361E-06,-3.949E-06,-1.531E-06,-1.521E-05, 3.275E-05, 8.998E+01, 1.321E+02,-6.352E-01, 4.919E-02
 2.700E+02,-8.817E-10,-2.593E-06,-8.366E-06,-3.413E-06,-1.536E-06,-1.404E-05, 2.995E-05, 8.680E+01, 1.270E+02,-6.013E-01, 4.919E-02
 2.800E+02,-8.643E-10,-2.437E-06,-7.793E-06,-3.076E-06,-1.449E-06,-1.327E-05, 2.803E-05, 8.397E+01, 1.225E+02,-5.626E-01, 4.919E-02
 2.900E+02,-8.263E-10,-2.335E-06,-7.548E-06,-2.858E-06,-1.419E-06,-1.287E-05, 2.703E-05, 8.144E+01, 1.184E+02,-5.289E-01, 4.919E-02
 3.000E+02,-7.861E-10,-2.268E-06,-7.226E-06,-2.694E-06,-1.326E-06,-1.252E-05, 2.603E-05, 7.916E+01, 1.146E+02,-4.985E-01, 4.919E-02
