s,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/s/m2,kg/m2/s,C,C,kW/m2,m
 2.500E+02,-6.957E-05,-3.661E-06,-1.942E-06,-1.435E-07,-1.563E-05,-5.509E-06, 9.645E-05, 3.376E+01, 4.866E+01, 4.167E-01, 5.997E-02
 2.600E+02,-7.026E-05,-3.754E-06,-2.005E-06,-1.491E-07,-1.598E-05,-5.668E-06, 9.782E-05, 3.403E+01, 4.989E+01, 4.186E-01, 5.997E-02
 2.700E+02,-7.138E-05,-3.859E-06,-2.074E-06,-1.553E-07,-1.637E-05,-5.839E-06, 9.967E-05, 3.432E+01, 5.097E+01, 4.246E-01, 5.996E-02
 2.800E+02,-7.152E-05,-3.935E-06,-2.133E-06,-1.609E-07,-1.663E-05,-5.978E-06, 1.004E-04, 3.461E+01, 5.194E+01, 4.273E-01, 5.996E-02
 2.900E+02,-7.100E-05,-3.963E-06,-2.165E-06,-1.645E-07,-1.670E-05,-6.044E-06, 1.000E-04, 3.489E+01, 5.274E+01, 4.234E-01, 5.996E-02
 3.000E+02,-7.234E-05,-4.052E-06,-2.222E-06,-1.698E-07,-1.704E-05,-6.184E-06, 1.020E-04, 3.517E+01, 5.364E+01, 4.315E-01, 5.996E-02
 3.100E+02,-7.341E-05,-4.178E-06,-2.310E-06,-1.780E-07,-1.750E-05,-6.400E-06, 1.040E-04, 3.546E+01, 5.395E+01, 4.379E-01, 5.996E-02
 3.200E+02,-7.164E-05,-4.135E-06,-2.305E-06,-1.791E-07,-1.726E-05,-6.357E-06, 1.019E-04, 3.575E+01, 5.510E+01, 4.297E-01, 5.996E-02
 3.300E+02,-7.349E-05,-4.326E-06,-2.435E-06,-1.908E-07,-1.799E-05,-6.685E-06, 1.051E-04, 3.604E+01, 5.613E+01, 4.391E-01, 5.996E-02
 3.400E+02,-7.596E-05,-4.533E-06,-2.571E-06,-2.030E-07,-1.880E-05,-7.033E-06, 1.091E-04, 3.632E+01, 5.701E+01, 4.533E-01, 5.995E-02
 3.500E+02,-7.611E-05,-4.547E-06,-2.585E-06,-2.050E-07,-1.882E-05,-7.054E-06, 1.093E-04, 3.661E+01, 5.802E+01, 4.546E-01, 5.995E-02
 3.600E+02,-7.491E-05,-4.520E-06,-2.588E-06,-2.069E-07,-1.866E-05,-7.034E-06, 1.079E-04, 3.689E+01, 5.912E+01, 4.444E-01, 5.995E-02
 3.700E+02,-7.727E-05,-4.754E-06,-2.749E-06,-2.218E-07,-1.956E-05,-7.438E-06, 1.120E-04, 3.716E+01, 6.018E+01, 4.602E-01, 5.995E-02
 3.800E+02,-7.517E-05,-4.731E-06,-2.768E-06,-2.258E-07,-1.938E-05,-7.449E-06, 1.097E-04, 3.747E+01, 6.068E+01, 4.516E-01, 5.995E-02
 3.900E+02,-7.837E-05,-5.032E-06,-2.977E-06,-2.455E-07,-2.053E-05,-7.970E-06, 1.151E-04, 3.778E+01, 6.136E+01, 4.729E-01, 5.995E-02
 4.000E+02,-7.834E-05,-5.071E-06,-3.019E-06,-2.510E-07,-2.064E-05,-8.057E-06, 1.154E-04, 3.805E+01, 6.234E+01, 4.689E-01, 5.994E-02
 4.100E+02,-8.007E-05,-5.215E-06,-3.119E-06,-2.605E-07,-2.119E-05,-8.301E-06, 1.182E-04, 3.834E+01, 6.348E+01, 4.778E-01, 5.994E-02
 4.200E+02,-8.199E-05,-5.365E-06,-3.225E-06,-2.710E-07,-2.175E-05,-8.555E-06, 1.212E-04, 3.861E+01, 6.462E+01, 4.866E-01, 5.994E-02
 4.300E+02,-8.082E-05,-5.359E-06,-3.249E-06,-2.757E-07,-2.167E-05,-8.586E-06, 1.200E-04, 3.892E+01, 6.576E+01, 4.834E-01, 5.994E-02
 4.400E+02,-8.335E-05,-5.644E-06,-3.463E-06,-2.975E-07,-2.274E-05,-9.105E-06, 1.246E-04, 3.921E+01, 6.646E+01, 5.007E-01, 5.994E-02
 4.500E+02,-8.194E-05,-5.695E-06,-3.546E-06,-3.091E-07,-2.284E-05,-9.267E-06, 1.236E-04, 3.953E+01, 6.759E+01, 4.955E-01, 5.994E-02
 4.600E+02,-8.372E-05,-5.914E-06,-3.721E-06,-3.277E-07,-2.365E-05,-9.683E-06, 1.270E-04, 3.981E+01, 6.850E+01, 5.038E-01, 5.993E-02
 4.700E+02,-9.000E-05,-6.028E-06,-3.810E-06,-3.382E-07,-2.405E-05,-9.881E-06, 1.341E-04, 4.013E+01, 6.905E+01, 5.263E-01, 5.993E-02
 4.800E+02,-1.107E-04,-6.303E-06,-4.020E-06,-3.609E-07,-2.507E-05,-1.037E-05, 1.568E-04, 4.049E+01, 6.946E+01, 5.960E-01, 5.993E-02
 4.900E+02,-6.048E-04,-7.077E-06,-4.586E-06,-4.224E-07,-2.794E-05,-1.167E-05, 6.565E-04, 4.141E+01, 7.113E+01, 2.021E+00, 5.993E-02
 5.000E+02,-3.602E-03,-1.054E-05,-7.000E-06,-6.745E-07,-6.029E-05,-1.711E-05, 3.698E-03, 4.725E+01, 8.113E+01, 7.766E+00, 5.993E-02
 5.100E+02,-1.303E-02,-1.779E-05,-1.188E-05,-1.178E-06,-3.077E-04,-2.796E-05, 1.340E-02, 5.898E+01, 8.427E+01, 1.771E+01, 5.992E-02
 5.200E+02,-4.509E-02,-1.106E-05,-7.284E-06,-7.281E-07,-7.735E-04,-1.687E-05, 4.590E-02, 7.161E+01, 8.837E+01, 2.859E+01, 5.956E-02
 5.300E+02,-8.244E-02,-1.670E-09,-1.026E-09,-9.917E-11,-2.244E-03,-2.374E-09, 8.468E-02, 7.386E+01, 9.109E+01, 2.895E+01, 5.871E-02
 5.400E+02,-9.830E-02,-5.413E-07, 0.000E+00, 0.000E+00,-6.621E-03, 0.000E+00, 1.049E-01, 7.795E+01, 9.338E+01, 3.081E+01, 5.607E-02
 5.500E+02,-7.070E-02,-2.060E-04, 0.000E+00, 0.000E+00,-1.308E-02,-4.318E-07, 8.398E-02, 8.212E+01, 1.010E+02, 2.946E+01, 5.504E-02
 5.600E+02,-3.007E-02,-1.695E-03,-8.156E-09,-7.951E-10,-2.237E-02,-1.907E-04, 5.433E-02, 8.663E+01, 1.104E+02, 2.644E+01, 5.432E-02
 5.700E+02,-1.587E-02,-3.528E-03,-1.575E-04,-5.275E-09,-2.641E-02,-1.046E-03, 4.701E-02, 9.144E+01, 1.112E+02, 2.543E+01, 5.343E-02
 5.800E+02,-7.722E-03,-5.215E-03,-6.819E-04,-5.178E-08,-2.722E-02,-3.833E-03, 4.467E-02, 9.600E+01, 1.114E+02, 2.521E+01, 5.286E-02
 5.900E+02,-3.608E-03,-6.319E-03,-1.844E-03,-2.815E-07,-2.002E-02,-7.927E-03, 3.972E-02, 9.917E+01, 1.125E+02, 2.452E+01, 5.236E-02
 6.000E+02,-1.813E-03,-5.803E-03,-3.527E-03,-3.904E-04,-1.226E-02,-1.238E-02, 3.617E-02, 1.035E+02, 1.327E+02, 2.470E+01, 5.188E-02
